wavelength_nm,real,imag,abs_real,magnitude,real_normalized,imag_normalized
4.870000000000000000e+02,8.953151370694762967e-01,6.865034983704130199e-03,8.953151370694762967e-01,8.953414563009257643e-01,1.255514980023533095e-02,9.626950225189035554e-05
4.880000000000000000e+02,9.039336109161650867e-01,6.971741130735600346e-03,9.039336109161650867e-01,9.039604958837144100e-01,1.267600806087947236e-02,9.776585990867158198e-05
4.890000000000000000e+02,9.126464908988941582e-01,7.080295240704380377e-03,9.126464908988941582e-01,9.126739548879220232e-01,1.279819019412553084e-02,9.928813185031472603e-05
4.900000000000000000e+02,9.214551065765883564e-01,7.190734927289101248e-03,9.214551065765883564e-01,9.214831632237597825e-01,1.292171484459457564e-02,1.008368455395535293e-04
4.910000000000000000e+02,9.303608118867919829e-01,7.303098718286288142e-03,9.303608118867919829e-01,9.303894751906535143e-01,1.304660099877302457e-02,1.024125412579456301e-04
4.920000000000000000e+02,9.393649857057386754e-01,7.417426081889525943e-03,9.393649857057386754e-01,9.393942700376785027e-01,1.317286799286659232e-02,1.040157724743896430e-04
4.930000000000000000e+02,9.484690324239951620e-01,7.533757453847995944e-03,9.484690324239951620e-01,9.484989525395813859e-01,1.330053552087263370e-02,1.056471062259736282e-04
4.940000000000000000e+02,9.576743825381774933e-01,7.652134265538004451e-03,9.576743825381774933e-01,9.577049535888897402e-01,1.342962364287788452e-02,1.073071235116268373e-04
4.950000000000000000e+02,9.669824932592904210e-01,7.772598972983023498e-03,9.669824932592904210e-01,9.670137308046605762e-01,1.356015279358929564e-02,1.089964196990723689e-04
4.960000000000000000e+02,9.763948491382119510e-01,7.895195086858623409e-03,9.763948491382119510e-01,9.764267691583896625e-01,1.369214379110530837e-02,1.107156049455912465e-04
4.970000000000000000e+02,9.859129627089217029e-01,8.019967203520857527e-03,9.859129627089217029e-01,9.859455816176819765e-01,1.382561784593594988e-02,1.124653046331384998e-04
