case_id,design_role,source_18c_combo_id,electrostatic_field_kV_per_cm,tunneling_barrier_nm,well1_nm,well2_nm,hh_relative_weight,spin_degeneracy,wells_per_period_for_Nz,r_e_hh_primary_nm,requires_licensed_solve,period_barrier_nm,chi2_1550_pm_per_V,chi2_at_r_0p65_pm_per_V,chi2_at_r_0p751_pm_per_V,chi2_at_r_1p00_pm_per_V,r_required_nm,r_required_inside_allowed_range,paper_target_pm_per_V,amplitude_relative_error,amplitude_percent_error,peak_wavelength_nm,peak_chi2_pm_per_V,strongest_peak_wavelength_nm,strongest_peak_chi2_pm_per_V,second_peak_wavelength_nm,second_peak_chi2_pm_per_V,spectral_window_pass,spectral_distance_nm,spectral_penalty,combined_score,desired_window_max_chi2_pm_per_V,competing_1665_window_max_chi2_pm_per_V,desired_peak_ratio,classification,chi_e_real,chi_e_imag,chi_e_abs,chi_hh_real,chi_hh_imag,chi_hh_abs,chi_total_real,chi_total_imag,chi_total_abs,phase_difference_e_hh_rad,phase_difference_e_hh_deg,cancellation_factor,E1_eV,E2_eV,HH1_eV,HH2_eV,z_e11_nm,z_e12_nm,z_e21_nm,z_e22_nm,z_hh11_nm,z_hh12_nm,z_hh21_nm,z_hh22_nm,delta_z_e_nm,delta_z_hh_nm,O11,O12,O21,O22,transition_e1_hh1_eV,transition_e1_hh2_eV,transition_e2_hh1_eV,transition_e2_hh2_eV,e1_centroid_nm,e1_left_well_probability,e1_right_well_probability,e1_barrier_probability,e2_centroid_nm,e2_left_well_probability,e2_right_well_probability,e2_barrier_probability,hh1_centroid_nm,hh1_left_well_probability,hh1_right_well_probability,hh1_barrier_probability,hh2_centroid_nm,hh2_left_well_probability,hh2_right_well_probability,hh2_barrier_probability,solver_pass,bound_state_pass,orthonormality_pass,physical_valid,electron_orthonormality_error,hh_orthonormality_error,dual_objective_rank,spectral_window_rank
Case_19,predefined_local_refinement,,3.0,1.75,7.1,2.92,1.0,2,2,0.751,True,18.229999999999997,144.65656692330407,108.36399142039814,144.65656692330407,256.48281992993645,3.0204996430093076,False,2340.0,0.9381809543062802,93.81809543062802,1520.0,246.90889195853003,1520.0,246.90889195853003,1673.0,63.71866298762559,True,0.0,0.0,0.9381809543062802,246.90889195853003,75.88449252605305,3.253746368189258,SPECTRAL_MATCH_ONLY,5227.555456151993,-4908.795595172197,7171.0257454792645,-5082.901663271038,4909.691451851678,7066.891782875193,144.65379288095482,0.8958566794808576,144.65656692330407,3.1274879379344735,179.19185932171808,98.42565623656273,2.956585478427,3.064463660927,1.46758864271,1.435013981431,63.60219082240385,1.062203435473922,1.0622034354739203,69.64778856960828,63.589157760790144,1.1196087402170418,1.119608740217041,66.70853405562733,6.045597747204432,3.1193762948371813,0.9814927489156395,0.04388158727382514,-0.08211868869000238,0.8255059203530075,1.4889968357169998,1.521571496996,1.5968750182170002,1.6294496794960003,63.602190822403855,0.9556034997574319,0.005353717974740566,0.019531382115569894,69.6477885696083,0.07781117939753024,0.731943322344994,0.09789027087882328,63.58915776079014,0.9947320539981324,8.332436361638631e-05,0.002519209677503618,66.70853405562733,0.5194589945923223,0.4417162293703068,0.021087677802877756,True,True,True,True,4.440892098500626e-16,1.3877787807814457e-15,1,1
Case_07,local_maximin_latin_hypercube,,1.250601,1.793737,7.108329,2.923864,1.0,2,2,0.751,True,18.17407,129.08828326035055,96.70160102109412,129.08828326035055,228.8795290440098,3.197455088749861,False,2340.0,0.9448340669827562,94.48340669827562,1521.0,219.08338846413835,1521.0,219.08338846413835,nan,nan,True,0.0,0.0,0.9448340669827562,219.08338846413835,68.66567241394732,3.1905809811838135,SPECTRAL_MATCH_ONLY,3598.1219139154928,-4813.939041004545,6010.032478939414,-3469.0372314907254,4812.974863426788,5932.869992629785,129.08468242476738,-0.9641775777572548,129.08828326035055,3.12426163914833,179.00700601782387,92.51732357058512,2.945474943617,3.052458556878,1.456475752725,1.4235500798,63.60620208958546,1.0233270176348324,1.0233270176348324,69.76166868434477,63.56776413616695,-1.3866218363558378,-1.386621836355836,64.52083544239363,6.155466594759311,0.9530713062266827,0.9817049675168623,-0.025998476884103033,-0.0830487414631098,-0.5847252199489952,1.488999190892,1.521924863817,1.5959828041529998,1.6289084770779998,63.60620208958547,0.9561816627668163,0.0049250566280886355,0.019521720720119668,69.76166868434476,0.07034753477972536,0.7353775298755812,0.09752345302527254,63.56776413616694,0.9947758083151079,6.21605234794308e-05,0.002425296267088661,64.52083544239362,0.8379652799785514,0.13328838053793196,0.015061261993828214,True,True,True,True,1.609823385706477e-15,8.271161533457416e-15,3,2
Case_13,local_maximin_latin_hypercube,,1.964978,1.832717,7.165125,2.902942,1.0,2,2,0.751,True,18.099216000000002,97.87488800907741,73.31926749036829,97.87488800907741,173.53672778785395,3.6720807817910974,False,2340.0,0.9581731247824455,95.81731247824456,1520.0,168.65437554608215,1520.0,168.65437554608215,nan,nan,True,0.0,0.0,0.9581731247824455,168.65437554608215,52.32953394220911,3.2229290582319745,SPECTRAL_MATCH_ONLY,3073.0749503516417,-4783.166171187516,5685.2852410122205,-2975.200568784231,4783.481029229104,5633.250321216761,97.87438156741064,0.3148580415881952,97.87488800907741,3.1269444149748993,179.16071775006603,115.64289668642323,2.949241524025,3.058609751298,1.461226386823,1.4287926435,63.63502157127261,1.0278273618606288,1.0278273618606306,69.79387231463987,63.61544268671414,-1.4539029322025812,-1.4539029322025812,64.01130528924335,6.15885074336726,0.39586260252921335,0.982200867901803,-0.011575913322696474,-0.07758116989700299,-0.4904202549053043,1.488015137202,1.520448880525,1.597383364475,1.629817107798,63.635021571272596,0.9567460050210546,0.004442722274919712,0.01978016214191955,69.79387231463987,0.07609438854491103,0.7342190973805157,0.09641422595993868,63.61544268671413,0.9946681356576251,5.670387472525926e-05,0.00262293989488192,64.01130528924334,0.9163632338952241,0.058061357251080414,0.013451983443543373,True,True,True,True,1.8596235662471372e-15,5.023759186428833e-15,8,3
Case_00,demo18b_baseline,Combo_00,0.0,1.8,7.1,2.9,1.0,2,2,0.751,True,18.2,84.91053828525659,63.60751563476113,84.91053828525659,150.55033286333997,3.9424579391394277,False,2340.0,0.9637134451772407,96.37134451772407,1520.0,146.0814424756297,1520.0,146.0814424756297,nan,nan,True,0.0,0.0,0.9637134451772407,146.0814424756297,45.030713619238504,3.2440401391555835,SPECTRAL_MATCH_ONLY,2918.533250443399,-4772.367365883146,5594.043851176905,-2833.6232818745902,4772.678411757451,5550.484674840328,84.90996856880884,0.3110458743049094,84.91053828525659,3.128512284531051,179.25055005846056,131.25023997112393,2.937529942754,3.045004118842,1.448525453986,1.415482054683,63.61108467764518,1.0299145818605986,1.0299145818605986,69.73630020171771,63.55102288391265,1.4510322677788023,1.451032267778806,63.870414356004545,6.12521552407253,0.319391472091894,0.9816465917796985,0.020461928073581215,-0.08551048643041244,0.45081628193777923,1.4890044887679998,1.5220478880709998,1.5964786648559999,1.6295220641589998,63.611084677645174,0.9561328998187366,0.005024406564765963,0.0205618772043358,69.73630020171771,0.07202537130978019,0.7393671820173672,0.09513564433086742,63.551022883912644,0.9947830554957122,5.805301165928168e-05,0.0025979481384972485,63.87041435600455,0.932004329823016,0.04337468818651518,0.01328186935456198,True,True,True,True,2.0011770018868447e-14,1.0766387781302456e-13,9,4
Case_03,demo18c_solver_anchor,Combo_01,4.57899,1.705461,7.167789,2.952,1.0,2,2,0.751,True,18.174750000000003,71.63338668057827,53.661440090610334,71.63338668057827,127.00932565824932,4.29230054638893,False,2340.0,0.9693874415894965,96.93874415894965,1522.0,119.82869116122315,1522.0,119.82869116122315,1699.0,25.03865879145357,True,0.0,0.0,0.9693874415894965,119.82869116122315,33.46497198911188,3.580719900205219,SPECTRAL_MATCH_ONLY,6209.106757548776,-4989.557685502085,7965.468763581387,-6137.780200384287,4996.180700705915,7914.175091715853,71.3265571644888,6.623015203829709,71.63338668057827,3.1352948603894353,179.63916302937332,221.67936755672946,2.965738039135,3.073639313307,1.477861053049,1.44645030455,63.63869373314019,1.1092146234858742,1.1092146234858742,69.60848075631561,63.65155833467244,0.8358007374857435,0.8358007374857452,68.52255719744338,5.969787023175428,4.870998862770939,0.9814932965522505,0.055272050830503835,-0.07974167010468358,0.9306111353376917,1.4878769860860002,1.5192877345850002,1.595778260258,1.627189008757,63.63869373314017,0.9550612483587735,0.005752807640784801,0.019955628220222885,69.6084807563156,0.08717922347360307,0.7287140340185414,0.09396161819228656,63.65155833467243,0.9945651933510324,0.0001093351388090135,0.0027808864695503975,68.52255719744336,0.26310156309635213,0.6934686471849806,0.02257418772107309,True,True,True,True,2.220446049250313e-16,1.582067810090848e-15,10,5
Case_02,demo18c_solver_anchor,Combo_18,20.0,1.7,7.2,3.0,1.0,2,2,0.751,True,18.1,69.99644213146804,52.435185044964896,69.99644213146804,124.10694685198794,4.342200598388674,False,2340.0,0.9700869905421077,97.00869905421077,1525.0,102.95545848651551,1525.0,102.95545848651551,1666.0,66.68982287867021,True,0.0,0.0,0.9700869905421077,102.95545848651551,66.68982287867021,1.543795650407168,SPECTRAL_MATCH_ONLY,6269.821660227991,-4973.946079584749,8003.174573485235,-6333.9170055050645,5002.07593249721,8070.890178108861,-64.09534527707365,28.129852912460592,69.99644213146804,3.139387487204751,179.87365327301296,229.64116835258025,3.063569373146,3.178530448315,1.57627394758,1.555749090565,63.57562671369023,1.118611245900592,1.118611245900592,69.49469646332227,63.876602921058414,0.20931577974299542,0.20931577974299542,70.38933289610016,5.919069749632044,6.512729975041744,0.9776534870548291,0.051943127554215276,-0.031470185843504125,0.9187683911099171,1.487295425566,1.507820282581,1.602256500735,1.62278135775,63.57562671369024,0.9578888203714455,0.00458645563556293,0.01814973376880606,69.49469646332224,0.10617965187446585,0.7127681838992985,0.09601097353586888,63.87660292105842,0.9943468593872881,0.0003230133248183093,0.003698316569423605,70.38933289610016,0.003881432037725013,0.9519601496493751,0.01951903227394652,True,True,True,True,2.2620794126737565e-14,6.8833827526759706e-15,11,6
Case_14,local_maximin_latin_hypercube,,19.765848,1.728436,7.179648,2.983431,1.0,2,2,0.751,True,18.108485,66.19142876306853,49.58480331133536,66.19142876306853,117.36048121026121,4.465262428211435,False,2340.0,0.9717130646311674,97.17130646311674,1523.0,99.30439893316823,1523.0,99.30439893316823,1665.0,64.82425202559179,True,0.0,0.0,0.9717130646311674,99.30439893316823,64.82425202559179,1.5319019630795603,SPECTRAL_MATCH_ONLY,6162.644802976503,-4946.471606695548,7902.263746768931,-6223.039115432311,4973.560945275268,7966.336944202647,-60.39431245580727,27.08933857971988,66.19142876306853,3.1394990477277553,179.8800452201414,239.73799912633785,3.062424685266,3.178633340345,1.574663453025,1.553508821474,63.55724705315807,1.0848780619209517,1.08487806192095,69.5389908638928,63.853887735131984,0.19433140638684265,0.19433140638684265,70.39630457306936,5.981743810734734,6.542416837937374,0.9778870515533112,0.05053375877066779,-0.03147381509103661,0.9201683724898756,1.4877612322409999,1.508915863792,1.6039698873199997,1.6251245188709997,63.55724705315807,0.95814107874354,0.0041377838292661,0.017304906697115475,69.5389908638928,0.10102216819490588,0.7151189923590714,0.09667376269756507,63.85388773513198,0.9943827216023047,0.00025987698437829484,0.0033714121568576313,70.39630457306934,0.0035525640748549758,0.951421063504316,0.01987771685818459,True,True,True,True,1.1934897514720433e-15,9.71445146547012e-17,12,7
Case_15,local_maximin_latin_hypercube,,17.464645,1.80898,7.188237,2.965919,1.0,2,2,0.751,True,18.036864,61.452173047927126,46.034569287553055,61.452173047927126,108.95756044391257,4.634247702366983,False,2340.0,0.9737383875863559,97.37383875863559,1522.0,92.28896225269526,1522.0,92.28896225269526,1665.0,59.644153835628536,True,0.0,0.0,0.9737383875863559,92.28896225269526,59.644153835628536,1.5473262058010167,SPECTRAL_MATCH_ONLY,6193.483015853606,-4956.976668641963,7932.896669006086,-6249.6856092003445,4981.8289939539645,7992.3207104599005,-56.20259334673847,24.852325312001085,61.452173047927126,3.139626279194262,179.8873350461935,259.14815684460433,3.047615383365,3.163017839351,1.56005515749,1.537408876308,63.573660501739845,1.050857007329693,1.050857007329693,69.67058977536206,63.836605172187475,0.18356667969406693,0.18356667969406715,70.4639464826907,6.096929273622216,6.627341310503226,0.9790230386623078,0.05061115777178116,-0.03667356913765099,0.924975631420956,1.4875602258750003,1.510206507057,1.6029626818609999,1.6256089630429997,63.57366050173984,0.9579009253216835,0.003748646680831228,0.01820831295250185,69.67058977536203,0.09265914148476176,0.7186564111111585,0.10079307731025802,63.83660517218746,0.9942486246923427,0.00017895228796796235,0.003508450757734416,70.4639464826907,0.0038498423411473456,0.9491206661817528,0.02183830586735415,True,True,True,True,4.440892098500626e-16,2.220446049250313e-16,13,8
Case_16,local_maximin_latin_hypercube,,14.707163,1.701056,7.141013,2.935753,1.0,2,2,0.751,True,18.222178,59.55348221211463,44.61223691911616,59.55348221211463,105.59109329968322,4.7075428885599555,False,2340.0,0.9745497939264468,97.45497939264467,1520.0,92.10714343769955,1520.0,92.10714343769955,1665.0,54.95164905834091,True,0.0,0.0,0.9745497939264468,92.10714343769955,54.95164905834091,1.6761488511456952,SPECTRAL_MATCH_ONLY,6094.999912725329,-4941.885512847678,7846.735394940722,-6150.5254825470765,4963.4152211494375,7903.44572759242,-55.52556982174792,21.529708301759456,59.55348221211463,3.1392839430143336,179.86772062790894,264.47120365581526,3.030405625315,3.145275232607,1.542316818145,1.516732877334,63.57720476663581,1.1241790274622137,1.1241790274622119,69.42838714556497,63.77540011781233,0.2460667856938159,0.2460667856938159,70.25462339888377,5.85118237892916,6.479223281071434,0.9797519700495175,0.057446334375820265,-0.04896493054993745,0.929772298348065,1.4880888071699998,1.5136727479809997,1.6029584144620002,1.628542355273,63.5772047666358,0.9560095889085662,0.004883256773791273,0.018957416883658238,69.428387145565,0.10435325982618646,0.7080685779817648,0.09817341263796103,63.77540011781231,0.9942076500029289,0.00020371743176863198,0.0033942007874191047,70.25462339888372,0.010100146703894506,0.9428578481421733,0.021427097216083865,True,True,True,True,1.8318679906315083e-15,5.551115123125783e-16,14,9
Case_08,local_maximin_latin_hypercube,,15.036214,1.777436,7.093437,2.941603,1.0,2,2,0.751,True,18.187523999999996,53.375369380811776,39.98413755187132,53.375369380811776,94.63701195709189,4.972530079776086,False,2340.0,0.9771900130851232,97.71900130851232,1521.0,80.78230739202833,1521.0,80.78230739202833,1664.0,51.2386668353123,True,0.0,0.0,0.9771900130851232,80.78230739202833,51.2386668353123,1.576588783070276,SPECTRAL_MATCH_ONLY,6199.658175086038,-4949.853914841567,7933.272670605967,-6248.724517699636,4970.864009535859,7984.738386409379,-49.06634261359795,21.010094694292093,53.375369380811776,3.1398148385743445,179.8981387028598,298.2276514743485,3.033276040113,3.147070448715,1.544168683453,1.519666976162,63.53617691187114,1.0396215550707524,1.0396215550707524,69.60797916520436,63.73805195888981,0.19534441322584706,0.19534441322584684,70.3101416850402,6.071802253333217,6.572089726150381,0.9797506030270294,0.05601933410248498,-0.049017759817688626,0.9322389387027491,1.48910735666,1.5136090639509998,1.6029017652620001,1.627403472553,63.53617691187113,0.956927180920283,0.0042632125642786105,0.018267856262828733,69.60797916520434,0.08460772149034285,0.722526628368957,0.09956161366343295,63.73805195888981,0.9944505379892015,0.00016602629116386404,0.003160589032093202,70.31014168504018,0.005322693046321075,0.9447408636396112,0.02242241613304187,True,True,True,True,0.0,2.220446049250313e-16,15,10
