case_id,band,state,energy_eV,left_barrier_edge_eV,right_barrier_edge_eV,barrier_edge_eV,binding_energy_meV,bound_pass,bound_checks,centroid_nm,rms_width_nm,active_region_probability,left_padding_probability,right_padding_probability,left_boundary_probability,right_boundary_probability,left_boundary_amplitude_nm_minus_half,right_boundary_amplitude_nm_minus_half,quantum_start_nm,quantum_end_nm
Case_00,heavy_hole,5,1.289979920618,1.1795333333333,1.1795333333333,1.1795333333333,110.44658728470003,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",65.35039620190383,3.6913611028331097,0.9311819746782444,0.04145952522154707,0.027358500100208513,1.8841246981675187e-44,1.243304776619351e-44,0.0,0.0,18.0,113.8
Case_00,heavy_hole,6,1.280537159303,1.1795333333333,1.1795333333333,1.1795333333333,101.00382596969992,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",68.50278199558929,3.5488439872661637,0.8922618126429641,0.017859177675857686,0.08987900968117819,5.38958853395017e-43,2.7123918514705147e-42,0.0,0.0,18.0,113.8
Case_01,electron,1,2.941955968222,3.3274135858088,3.3291149526728,3.3274135858088,385.4576175868001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.58005182051522,1.8755769776789537,0.9813493312785133,0.0183400991571646,0.0002945622075775067,6.931124809767493e-40,7.917201955329492e-42,0.0,0.0,18.0,113.65866899999999
Case_01,electron,2,3.050185058851,3.3274135858088,3.3291149526728,3.3274135858088,277.2285269578001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.57652626885482,2.393548451968301,0.9057653278736264,0.005473747932579072,0.08485697090869611,7.965649690705991e-35,8.262987845891897e-34,0.0,0.0,18.0,113.65866899999999
Case_01,electron,3,3.11980836225,3.3274135858088,3.3291149526728,3.3274135858088,207.60522355879996,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.02436221709692,3.3253864829669895,0.9068772102135241,0.07701591120253666,0.01549078072848796,1.7118884395445274e-29,2.1662702625000854e-30,0.0,0.0,18.0,113.65866899999999
Case_01,electron,4,3.328473747352,3.3274135858088,3.3291149526728,3.3274135858088,-1.060161543199989,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",38.869037415691565,8.06524298203595,0.0031260462748469693,0.9958155896127494,0.0010553762475413338,0.000314259941255231,9.619651472649795e-09,0.0,0.0,18.0,113.65866899999999
Case_01,electron,5,3.331589428591,3.3274135858088,3.3291149526728,3.3274135858088,-4.175842782200068,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",90.34281424182491,8.980969710362327,0.002622290349514416,0.008341085745103248,0.9890291665926196,5.584497367621961e-06,0.0001671076128781317,0.0,0.0,18.0,113.65866899999999
Case_01,electron,6,3.333680164663,3.3274135858088,3.3291149526728,3.3274135858088,-6.266578854199789,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",42.1214231900928,13.955615276347276,0.019953078915293777,0.9606359839446448,0.019390939714882417,0.0009147810931919689,8.851446506628545e-06,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,1,1.452033590461,1.1825179920051,1.184219358869,1.184219358869,267.814231592,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.52375535027883,1.46790899136001,0.9974007459709181,0.002598624320716598,5.730764814841282e-07,1.0175334562767722e-68,1.2300842600652743e-68,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,2,1.418496274589,1.1825179920051,1.184219358869,1.184219358869,234.27691571999998,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.08864963144303,2.794262631896853,0.9879338349506164,0.010031760856336249,0.0018627501222431065,2.176686990514379e-64,1.0168430533546982e-64,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,3,1.415983428918,1.1825179920051,1.184219358869,1.184219358869,231.76407004900003,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.64052959782661,2.1359286917258844,0.9748468639158467,0.0010333092496715673,0.0220951552946129,4.7737132649841596e-65,2.5011500401824776e-63,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,4,1.363062604867,1.1825179920051,1.184219358869,1.184219358869,178.84324599800004,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.525985245732215,2.3402926952698246,0.9722643142045135,0.027610363878071677,0.00011602989448001382,2.4184875342012778e-56,2.9019793839324647e-58,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,5,1.291625889725,1.1825179920051,1.184219358869,1.184219358869,107.40653085599993,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",65.79372395821683,3.7799698998158235,0.9232723075446314,0.03810233006620845,0.03638520352295578,2.288910256058123e-44,8.521832183073984e-44,0.0,0.0,18.0,113.65866899999999
Case_01,heavy_hole,6,1.282038016152,1.1825179920051,1.184219358869,1.184219358869,97.818657283,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",67.88958330431025,3.7465063782102406,0.8881360601841037,0.023342682906907265,0.08361426296596194,1.00698152546305e-42,1.501531635978203e-41,0.0,0.0,18.0,113.65866899999999
Case_02,electron,1,3.063569373146,3.4268855470458,3.4857723072285,3.4268855470458,363.3161738998001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.57562671369024,1.892632563616668,0.980690733532514,0.019111075419293945,0.0001981910481921694,1.3277168728264487e-37,1.146112070256743e-44,0.0,0.0,18.0,113.9
Case_02,electron,2,3.178530448315,3.4268855470458,3.4857723072285,3.4268855470458,248.35509873080008,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.49469646332224,2.685609936055382,0.918735431364238,0.0076765878750508325,0.07358798076071127,1.5258646442974443e-31,1.2649795836664522e-36,0.0,0.0,18.0,113.9
Case_02,electron,3,3.236949616878,3.4268855470458,3.4857723072285,3.4268855470458,189.9359301678003,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.37459417042973,3.546060852472186,0.9088433562794153,0.07299666151828464,0.018159982202300303,1.2242951909164334e-26,4.348280052974299e-34,0.0,0.0,18.0,113.9
Case_02,electron,4,3.386821630402,3.4268855470458,3.4857723072285,3.4268855470458,40.06391664380038,False,"{""binding"": true, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",26.885818348311435,3.854498169122769,2.802572252526627e-09,0.9999999971379392,5.94884580388111e-11,0.005454910455662865,1.6989373005832832e-32,0.0,0.0,18.0,113.9
Case_02,electron,5,3.40616884271,3.4268855470458,3.4857723072285,3.4268855470458,20.716704335800085,False,"{""binding"": true, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",33.33134625003547,6.738830792136289,3.366211599275068e-06,0.9999965440234851,8.976491566060464e-08,0.005332250362409837,1.2056678327618884e-27,0.0,0.0,18.0,113.9
Case_02,electron,6,3.422030371368,3.4268855470458,3.4857723072285,3.4268855470458,4.855175677800361,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",38.536156511517255,9.070765109264574,0.0003806031922408285,0.9996065828778342,1.2813929924839861e-05,0.00526418826991166,5.271248334547303e-24,0.0,0.0,18.0,113.9
Case_02,heavy_hole,1,1.57627394758,1.281989953242,1.3408767134247,1.3408767134247,235.3972341553001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.87660292105842,1.4909519581838093,0.9983713680826048,0.0016248365899990697,3.7953273960805416e-06,9.504808043215735e-75,1.4785455425510873e-59,0.0,0.0,18.0,113.9
Case_02,heavy_hole,2,1.555749090565,1.281989953242,1.3408767134247,1.3408767134247,214.87237714030005,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",70.38933289610016,0.8966274194319728,0.9771221134261068,2.493956378106513e-05,0.02285294701011214,2.9468565023190526e-74,7.041017844928895e-58,0.0,0.0,18.0,113.9
Case_02,heavy_hole,3,1.543492738201,1.281989953242,1.3408767134247,1.3408767134247,202.61602477630004,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.5533661729465,2.2446315581187224,0.9906955487203188,0.009172322431565906,0.00013212884811520585,2.8291451299062195e-70,1.3571289064660362e-57,0.0,0.0,18.0,113.9
Case_02,heavy_hole,4,1.490539978732,1.281989953242,1.3408767134247,1.3408767134247,149.6632653073,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.58169419198585,2.3902460030993162,0.9757959071651157,0.024034915281625865,0.00016917755325857414,2.4228974191649447e-63,1.893561108908411e-49,0.0,0.0,18.0,113.9
Case_02,heavy_hole,5,1.432602587127,1.281989953242,1.3408767134247,1.3408767134247,91.72587370230012,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.7754592492156,2.4142183737831617,0.8974070509623641,0.0041144363075342775,0.09847851273010158,4.99764395482604e-56,1.650862908709943e-34,0.0,0.0,18.0,113.9
Case_02,heavy_hole,6,1.417140273897,1.281989953242,1.3408767134247,1.3408767134247,76.2635604723001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.18035162816099,3.1535457003683023,0.9381136560140277,0.04880135642596964,0.013084987560002672,1.4325720484399843e-52,3.764545970208996e-31,0.0,0.0,18.0,113.9
Case_03,electron,1,2.965738039135,3.3478863190369,3.3613341853871,3.3478863190369,382.1482799018998,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.63869373314017,1.9028004649442338,0.981846146471791,0.017874090625594682,0.0002797629026142984,1.6621945436660584e-39,1.7866508211779194e-42,0.0,0.0,18.0,113.82525
Case_03,electron,2,3.073639313307,3.3478863190369,3.3613341853871,3.3478863190369,274.2470057299,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.6084807563156,2.521091235282829,0.9142760952744939,0.006059741133417873,0.07966416359208803,2.45403573138467e-34,1.379291493456139e-34,0.0,0.0,18.0,113.82525
Case_03,electron,3,3.139309980566,3.3478863190369,3.3613341853871,3.3478863190369,208.57633847090005,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.189790093937,3.4237837928492194,0.9104201961019722,0.07318772568855143,0.0163920782094765,2.9340587539482666e-29,1.799579047818692e-31,0.0,0.0,18.0,113.82525
Case_03,electron,4,3.342477646305,3.3478863190369,3.3613341853871,3.3478863190369,5.408672731900044,False,"{""binding"": true, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",32.30133629592737,6.233746433829145,0.00015028803119770864,0.9998386208456627,1.1091123139683953e-05,0.0012775756841455531,2.832642556987732e-16,0.0,0.0,18.0,113.82525
Case_03,electron,5,3.350076477428,3.3478863190369,3.3613341853871,3.3478863190369,-2.190158391099928,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",41.01992030200124,10.359666604386668,0.008688981455573041,0.9903877830228796,0.000923235521547549,0.0014710450139553142,5.829279216618785e-13,0.0,0.0,18.0,113.82525
Case_03,electron,6,3.358185432761,3.3478863190369,3.3613341853871,3.3478863190369,-10.299113724100195,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",44.56796046567777,13.455243260757207,0.06630839696768158,0.9192054349569876,0.014486168075330645,0.00211600806325147,5.587769892144221e-10,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,1,1.477861053049,1.2029907252331,1.2164385915833,1.2164385915833,261.42246146569994,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.65155833467243,1.4937463065080123,0.9977266643696053,0.0022724501017917283,8.855286031162051e-07,2.115208562151349e-70,1.5608932116108187e-68,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,2,1.44645030455,1.2029907252331,1.2164385915833,1.2164385915833,230.01171296669986,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",68.52255719744336,3.267050496136662,0.9809691540395222,0.002642160018026576,0.016388685942450965,1.6464796753674998e-66,1.32693053769917e-62,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,3,1.444815895949,1.2029907252331,1.2164385915833,1.2164385915833,228.37730436570004,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",65.3978452316258,3.594140976190795,0.985928434967049,0.0075828249041788665,0.006488740128772316,7.562845192856608e-66,8.695845024189388e-63,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,4,1.391895160295,1.2029907252331,1.2164385915833,1.2164385915833,175.45656871170002,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.59308125929624,2.379187627964148,0.9742296341862937,0.025643811864819257,0.00012655394888707913,2.9147528021816336e-58,5.343815609883745e-57,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,5,1.323752753777,1.2029907252331,1.2164385915833,1.2164385915833,107.31416219369993,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",66.78264697039528,3.8825525105254592,0.9233364228169731,0.027619869495705787,0.04904370768732109,1.6863056974672933e-47,1.0560649345504847e-42,0.0,0.0,18.0,113.82525
Case_03,heavy_hole,6,1.314725300398,1.2029907252331,1.2164385915833,1.2164385915833,98.28670881469992,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",67.10302128558052,3.9922939098415244,0.9070477327408876,0.028811899953607212,0.06414036730550512,7.386022933576336e-46,9.116674777422086e-41,0.0,0.0,18.0,113.82525
Case_04,electron,1,3.018727332664,3.3906794574394,3.4287214411525,3.3906794574394,371.9521247754001,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.59842147917418,1.8872811537992826,0.981244326390327,0.018549074370615825,0.0001957879756184072,1.720392963504901e-38,9.45181129271863e-44,0.0,0.0,18.0,113.87263399999999
Case_04,electron,2,3.134655403248,3.3906794574394,3.4287214411525,3.3906794574394,256.0240541914003,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.55332786355468,2.6530396001352536,0.9101326931690321,0.007319568836075509,0.07888498429496946,1.3954387974715753e-32,1.8013766523978825e-35,0.0,0.0,18.0,113.87263399999999
Case_04,electron,3,3.191618842326,3.3906794574394,3.4287214411525,3.3906794574394,199.06061511340002,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",64.34554716796892,3.526809598121245,0.9086854081080846,0.07222685965933995,0.018327632464242728,6.29217627500715e-28,6.252535843034513e-33,0.0,0.0,18.0,113.87263399999999
Case_04,electron,4,3.367389245485,3.3906794574394,3.4287214411525,3.3906794574394,23.290211954400064,False,"{""binding"": true, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",28.23442881135357,4.4574042191680014,2.090662426860044e-07,0.9999997848286668,5.985764974526286e-09,0.0035528929582675445,2.808280720371577e-26,0.0,0.0,18.0,113.87263399999999
Case_04,electron,5,3.381863307322,3.3906794574394,3.4287214411525,3.3906794574394,8.816150117400223,False,"{""binding"": true, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",35.664544199311784,7.775989433487591,0.00010848730956553838,0.9998874640766954,3.980541937484607e-06,0.003500304302560723,6.874337660400229e-22,0.0,0.0,18.0,113.87263399999999
Case_04,electron,6,3.393913661143,3.3906794574394,3.4287214411525,3.3906794574394,-3.234203703599725,False,"{""binding"": false, ""active_probability"": false, ""left_boundary_probability"": false, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",41.151103998981505,10.346012392881502,0.0048728681773684505,0.9948901360242948,0.0002336351177145437,0.003631061812531986,1.1025484457102718e-18,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,1,1.531156187567,1.2457838636357,1.2838258473488,1.2838258473488,247.3303402181999,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.77831087761389,1.4942015732186849,0.9981045588014705,0.0018939577416861738,1.3526322435855816e-06,8.508767368809136e-73,8.369356507073827e-63,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,2,1.503787446159,1.2457838636357,1.2838258473488,1.2838258473488,219.96159881019994,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",70.32310044751804,1.1664597254001086,0.9738545840358117,0.00012788843945952635,0.023843012464066293,8.952550937950025e-71,1.0597394160631562e-59,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,3,1.498524831024,1.2457838636357,1.2838258473488,1.2838258473488,214.69898367520003,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.65951833448392,2.3631606652270793,0.9899865259838364,0.00950212385483886,0.00046908267594929123,2.83924489284508e-68,1.3846981202131008e-60,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,4,1.445547279417,1.2457838636357,1.2838258473488,1.2838258473488,161.72143206819987,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.58696086961638,2.3820928235695358,0.9751896436067986,0.024689046192241472,0.00011249666236428706,4.111080896320971e-61,2.9750974538323284e-53,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,5,1.37801713472,1.2457838636357,1.2838258473488,1.2838258473488,94.19128737120008,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",67.21792554124978,3.8782437580182254,0.9137824145956898,0.02358545111583277,0.05905931187253326,3.792731782849513e-51,1.2764569001355922e-37,0.0,0.0,18.0,113.87263399999999
Case_04,heavy_hole,6,1.36955803617,1.2457838636357,1.2838258473488,1.2838258473488,85.73218882119993,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",66.76134017122531,4.047192868699957,0.9048037241861748,0.030611316754200635,0.06104972664827519,1.2452665183944305e-49,1.258051820473429e-35,0.0,0.0,18.0,113.87263399999999
Case_05,electron,1,2.988867693648,3.3653851515383,3.3888127409279,3.3653851515383,376.51745789030014,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",63.54914093166865,1.8636477450057551,0.9808917055939824,0.01889721568935009,0.00021107871666746115,5.253925705001909e-39,5.4649191097612624e-43,0.0,0.0,18.0,113.76
Case_05,electron,2,3.102130778105,3.3653851515383,3.3888127409279,3.3653851515383,263.25437343330015,True,"{""binding"": true, ""active_probability"": true, ""left_boundary_probability"": true, ""right_boundary_probability"": true, ""left_boundary_amplitude"": true, ""right_boundary_amplitude"": true}",69.64995844618358,2.4217446823467763,0.9105991633625093,0.00574662651197882,0.08365421012551191,1.7580663902229818e-33,9.840600232807085e-35,0.0,0.0,18.0,113.76
