case_id,design_role,source_18c_combo_id,electrostatic_field_kV_per_cm,tunneling_barrier_nm,well1_nm,well2_nm,hh_relative_weight,spin_degeneracy,wells_per_period_for_Nz,r_e_hh_primary_nm,requires_licensed_solve,period_barrier_nm,chi2_1550_pm_per_V,chi2_at_r_0p65_pm_per_V,chi2_at_r_0p751_pm_per_V,chi2_at_r_1p00_pm_per_V,r_required_nm,r_required_inside_allowed_range,paper_target_pm_per_V,amplitude_relative_error,amplitude_percent_error,peak_wavelength_nm,peak_chi2_pm_per_V,strongest_peak_wavelength_nm,strongest_peak_chi2_pm_per_V,second_peak_wavelength_nm,second_peak_chi2_pm_per_V,spectral_window_pass,spectral_distance_nm,spectral_penalty,combined_score,desired_window_max_chi2_pm_per_V,competing_1665_window_max_chi2_pm_per_V,desired_peak_ratio,classification,chi_e_real,chi_e_imag,chi_e_abs,chi_hh_real,chi_hh_imag,chi_hh_abs,chi_total_real,chi_total_imag,chi_total_abs,phase_difference_e_hh_rad,phase_difference_e_hh_deg,cancellation_factor,E1_eV,E2_eV,HH1_eV,HH2_eV,z_e11_nm,z_e12_nm,z_e21_nm,z_e22_nm,z_hh11_nm,z_hh12_nm,z_hh21_nm,z_hh22_nm,delta_z_e_nm,delta_z_hh_nm,O11,O12,O21,O22,transition_e1_hh1_eV,transition_e1_hh2_eV,transition_e2_hh1_eV,transition_e2_hh2_eV,e1_centroid_nm,e1_left_well_probability,e1_right_well_probability,e1_barrier_probability,e2_centroid_nm,e2_left_well_probability,e2_right_well_probability,e2_barrier_probability,hh1_centroid_nm,hh1_left_well_probability,hh1_right_well_probability,hh1_barrier_probability,hh2_centroid_nm,hh2_left_well_probability,hh2_right_well_probability,hh2_barrier_probability,solver_pass,bound_state_pass,orthonormality_pass,physical_valid,electron_orthonormality_error,hh_orthonormality_error
Case_10,local_maximin_latin_hypercube,,12.890795,1.844373,7.115415,2.85259,1.0,2,2,0.751,True,18.187622,48.73154495791716,36.50539226831158,48.73154495791716,86.40329530961321,5.204065757667614,False,2340.0,0.9791745534367875,97.91745534367875,1513.0,79.1688779427751,1513.0,79.1688779427751,1664.0,47.80010996374191,False,7.0,0.175,0.9946898039580642,71.21193364358382,47.80010996374191,1.4897859795218173,NEITHER_MATCH,5895.7555490854875,-4900.167172098285,7666.26191889385,-5940.875772470449,4918.577194251358,7712.743128079394,-45.12022338496172,18.41002215307344,48.73154495791716,3.1396890565039204,179.8909319210861,315.5862400885096,3.019462765736,3.137474442589,1.530581632041,1.502326627868,63.54790734711505,1.0290328686084536,1.0290328686084536,69.6017041612262,63.724193779964146,0.24295669438943635,0.24295669438943612,70.29908582647505,6.053796814111145,6.574892046510904,0.9807409687412095,0.050519658466208324,-0.04766421991409066,0.9373908506083228,1.4888811336949999,1.5171361378679997,1.6068928105480003,1.6351478147210001,63.54790734711506,0.9582385213650249,0.0034848307113783347,0.01804904221730732,69.6017041612262,0.09125784468243839,0.7095177150774189,0.10537145019009045,63.724193779964125,0.9946309650611829,9.704532979264094e-05,0.003001246580278528,70.29908582647502,0.013522778869590853,0.934759532209377,0.024627190974224084,True,True,True,True,0.0,2.220446049250313e-16
Case_11,local_maximin_latin_hypercube,,11.245915,1.739885,7.135252,2.991167,1.0,2,2,0.751,True,18.133695999999997,50.116302376144354,37.542730870904464,50.116302376144354,88.85853460569105,5.131665682948895,False,2340.0,0.9785827767623315,97.85827767623316,1524.0,73.40472297544805,1524.0,73.40472297544805,1665.0,44.192245450559575,True,0.0,0.0,0.9785827767623315,73.40472297544805,44.192245450559575,1.661031754034091,SPECTRAL_MATCH_ONLY,6458.895270060988,-5014.326633372388,8176.845338867788,-6505.429948579889,5032.932209391411,8225.024342833865,-46.53467851890127,18.60557601902292,50.116302376144354,3.1399099670727226,179.90358916432828,327.2761337937221,3.008483623351,3.118053419224,1.520227363098,1.494054692932,63.59015113135068,1.0743597873310442,1.0743597873310442,69.64455649781772,63.72490217187664,0.23782520137467578,0.23782520137467578,70.30325951624982,6.054405366467037,6.578357344373181,0.9806576230949107,0.062282010585159656,-0.06167811937065541,0.9396571383756602,1.488256260253,1.5144289304190002,1.597826056126,1.6239987262920001,63.59015113135067,0.9555962117002393,0.0050705006623472226,0.01942597782891612,69.64455649781766,0.08389059621214913,0.7313586784662941,0.096852874366834,63.724902171876636,0.9943339416305259,0.00015870544407774133,0.0031871327013932513,70.30325951624982,0.010253401310903987,0.9432751964011347,0.022221523369438376,True,True,True,True,1.2212453270876722e-15,4.371503159461554e-16
Case_12,local_maximin_latin_hypercube,,5.979718,1.76631,7.157069,2.872939,1.0,2,2,0.751,True,18.203682,109.31231648658603,81.88718409290514,109.31231648658603,193.81582033823707,3.4746680176619824,False,2340.0,0.9532853348347923,95.32853348347923,1517.0,194.62241511713805,1517.0,194.62241511713805,1686.0,44.728153261612725,False,3.0,0.075,0.9562311067995446,187.78805208235633,56.22527151220646,3.3399225478455485,NEITHER_MATCH,5586.614933725517,-4905.299515804973,7434.529558585497,-5477.464164904977,4911.2402397969245,7356.826379004654,109.15076882054018,5.9407239919510175,109.31231648658603,3.1311964429156487,179.40434100544266,135.31280292102522,2.97503113968,3.087661173287,1.486695287436,1.454657914637,63.60725017774648,1.0734175967902573,1.0734175967902573,69.59707190119646,63.6554456615935,0.999671544942573,0.999671544942573,67.57318124250412,5.989821723449978,3.917735580910623,0.9818075259792083,0.036172858906485764,-0.07004661241466319,0.8893627592260811,1.488335852244,1.520373225043,1.600965885851,1.63300325865,63.60725017774648,0.9572202786804781,0.004560345322306298,0.018764717703559298,69.59707190119643,0.08980907003998831,0.7145012104909773,0.10223053561069409,63.6554456615935,0.994808061804436,8.465548580935899e-05,0.002616670067046656,67.57318124250409,0.40016191362494524,0.5569387147828346,0.02294446275078788,True,True,True,True,1.304512053934559e-15,6.106226635438361e-16
Case_13,local_maximin_latin_hypercube,,1.964978,1.832717,7.165125,2.902942,1.0,2,2,0.751,True,18.099216000000002,97.87488800907741,73.31926749036829,97.87488800907741,173.53672778785395,3.6720807817910974,False,2340.0,0.9581731247824455,95.81731247824456,1520.0,168.65437554608215,1520.0,168.65437554608215,nan,nan,True,0.0,0.0,0.9581731247824455,168.65437554608215,52.32953394220911,3.2229290582319745,SPECTRAL_MATCH_ONLY,3073.0749503516417,-4783.166171187516,5685.2852410122205,-2975.200568784231,4783.481029229104,5633.250321216761,97.87438156741064,0.3148580415881952,97.87488800907741,3.1269444149748993,179.16071775006603,115.64289668642323,2.949241524025,3.058609751298,1.461226386823,1.4287926435,63.63502157127261,1.0278273618606288,1.0278273618606306,69.79387231463987,63.61544268671414,-1.4539029322025812,-1.4539029322025812,64.01130528924335,6.15885074336726,0.39586260252921335,0.982200867901803,-0.011575913322696474,-0.07758116989700299,-0.4904202549053043,1.488015137202,1.520448880525,1.597383364475,1.629817107798,63.635021571272596,0.9567460050210546,0.004442722274919712,0.01978016214191955,69.79387231463987,0.07609438854491103,0.7342190973805157,0.09641422595993868,63.61544268671413,0.9946681356576251,5.670387472525926e-05,0.00262293989488192,64.01130528924334,0.9163632338952241,0.058061357251080414,0.013451983443543373,True,True,True,True,1.8596235662471372e-15,5.023759186428833e-15
Case_14,local_maximin_latin_hypercube,,19.765848,1.728436,7.179648,2.983431,1.0,2,2,0.751,True,18.108485,66.19142876306853,49.58480331133536,66.19142876306853,117.36048121026121,4.465262428211435,False,2340.0,0.9717130646311674,97.17130646311674,1523.0,99.30439893316823,1523.0,99.30439893316823,1665.0,64.82425202559179,True,0.0,0.0,0.9717130646311674,99.30439893316823,64.82425202559179,1.5319019630795603,SPECTRAL_MATCH_ONLY,6162.644802976503,-4946.471606695548,7902.263746768931,-6223.039115432311,4973.560945275268,7966.336944202647,-60.39431245580727,27.08933857971988,66.19142876306853,3.1394990477277553,179.8800452201414,239.73799912633785,3.062424685266,3.178633340345,1.574663453025,1.553508821474,63.55724705315807,1.0848780619209517,1.08487806192095,69.5389908638928,63.853887735131984,0.19433140638684265,0.19433140638684265,70.39630457306936,5.981743810734734,6.542416837937374,0.9778870515533112,0.05053375877066779,-0.03147381509103661,0.9201683724898756,1.4877612322409999,1.508915863792,1.6039698873199997,1.6251245188709997,63.55724705315807,0.95814107874354,0.0041377838292661,0.017304906697115475,69.5389908638928,0.10102216819490588,0.7151189923590714,0.09667376269756507,63.85388773513198,0.9943827216023047,0.00025987698437829484,0.0033714121568576313,70.39630457306934,0.0035525640748549758,0.951421063504316,0.01987771685818459,True,True,True,True,1.1934897514720433e-15,9.71445146547012e-17
Case_15,local_maximin_latin_hypercube,,17.464645,1.80898,7.188237,2.965919,1.0,2,2,0.751,True,18.036864,61.452173047927126,46.034569287553055,61.452173047927126,108.95756044391257,4.634247702366983,False,2340.0,0.9737383875863559,97.37383875863559,1522.0,92.28896225269526,1522.0,92.28896225269526,1665.0,59.644153835628536,True,0.0,0.0,0.9737383875863559,92.28896225269526,59.644153835628536,1.5473262058010167,SPECTRAL_MATCH_ONLY,6193.483015853606,-4956.976668641963,7932.896669006086,-6249.6856092003445,4981.8289939539645,7992.3207104599005,-56.20259334673847,24.852325312001085,61.452173047927126,3.139626279194262,179.8873350461935,259.14815684460433,3.047615383365,3.163017839351,1.56005515749,1.537408876308,63.573660501739845,1.050857007329693,1.050857007329693,69.67058977536206,63.836605172187475,0.18356667969406693,0.18356667969406715,70.4639464826907,6.096929273622216,6.627341310503226,0.9790230386623078,0.05061115777178116,-0.03667356913765099,0.924975631420956,1.4875602258750003,1.510206507057,1.6029626818609999,1.6256089630429997,63.57366050173984,0.9579009253216835,0.003748646680831228,0.01820831295250185,69.67058977536203,0.09265914148476176,0.7186564111111585,0.10079307731025802,63.83660517218746,0.9942486246923427,0.00017895228796796235,0.003508450757734416,70.4639464826907,0.0038498423411473456,0.9491206661817528,0.02183830586735415,True,True,True,True,4.440892098500626e-16,2.220446049250313e-16
Case_16,local_maximin_latin_hypercube,,14.707163,1.701056,7.141013,2.935753,1.0,2,2,0.751,True,18.222178,59.55348221211463,44.61223691911616,59.55348221211463,105.59109329968322,4.7075428885599555,False,2340.0,0.9745497939264468,97.45497939264467,1520.0,92.10714343769955,1520.0,92.10714343769955,1665.0,54.95164905834091,True,0.0,0.0,0.9745497939264468,92.10714343769955,54.95164905834091,1.6761488511456952,SPECTRAL_MATCH_ONLY,6094.999912725329,-4941.885512847678,7846.735394940722,-6150.5254825470765,4963.4152211494375,7903.44572759242,-55.52556982174792,21.529708301759456,59.55348221211463,3.1392839430143336,179.86772062790894,264.47120365581526,3.030405625315,3.145275232607,1.542316818145,1.516732877334,63.57720476663581,1.1241790274622137,1.1241790274622119,69.42838714556497,63.77540011781233,0.2460667856938159,0.2460667856938159,70.25462339888377,5.85118237892916,6.479223281071434,0.9797519700495175,0.057446334375820265,-0.04896493054993745,0.929772298348065,1.4880888071699998,1.5136727479809997,1.6029584144620002,1.628542355273,63.5772047666358,0.9560095889085662,0.004883256773791273,0.018957416883658238,69.428387145565,0.10435325982618646,0.7080685779817648,0.09817341263796103,63.77540011781231,0.9942076500029289,0.00020371743176863198,0.0033942007874191047,70.25462339888372,0.010100146703894506,0.9428578481421733,0.021427097216083865,True,True,True,True,1.8318679906315083e-15,5.551115123125783e-16
Case_17,predefined_local_refinement,,0.5,1.7,7.05,2.88,1.0,2,2,0.751,True,18.37,104.28726174418414,78.12285454621144,104.28726174418414,184.90616460641763,3.557396172910885,False,2340.0,0.9554327941264171,95.54327941264171,1519.0,182.10228923840663,1519.0,182.10228923840663,nan,nan,False,1.0,0.025,0.9557598150645447,180.88451388041895,55.87788495652807,3.237139595049878,NEITHER_MATCH,3241.8034782364384,-4781.10640990546,5776.527355976508,-3137.5179530632804,4781.708241658192,5719.156634866392,104.28552517315802,0.6018317527314139,104.28726174418414,3.1264407809752495,179.1318616474668,110.23095053585476,2.941115094415,3.049296102808,1.451573766129,1.41823148637,63.59806984838386,1.1038518211418467,1.1038518211418467,69.49061403202967,63.53441710455984,-1.4259562828163252,-1.4259562828163306,64.04693345788763,5.892544183645811,0.5125163533277899,0.9809538588861783,-0.025660725831900988,-0.0916712601505267,-0.522276185846564,1.4895413282860002,1.5228836080450001,1.5977223366789999,1.6310646164379998,63.59806984838385,0.9530199732341393,0.006195875037737408,0.021155745043506563,69.49061403202967,0.08343680801221731,0.7263022073907283,0.09590401149850068,63.53441710455984,0.9943850940833336,8.764007035898758e-05,0.0026838074922334713,64.04693345788763,0.9000067021701696,0.0723034621869143,0.01478208084371964,True,True,True,True,1.4155343563970746e-15,6.189493362285248e-15
Case_18,predefined_local_refinement,,1.5,1.72,7.07,2.9,1.0,2,2,0.751,True,18.310000000000002,131.65818435226362,98.62674514554297,131.65818435226362,233.43608318471712,3.1660949489427215,False,2340.0,0.9437358186528788,94.37358186528787,1519.0,227.52000755522903,1519.0,227.52000755522903,nan,nan,False,1.0,0.025,0.9440668913845138,226.95915670283824,70.49617800477117,3.2194533537332717,NEITHER_MATCH,3711.6707519615693,-4811.447349956189,6076.719951780516,-3580.0126247600774,4811.324676689275,5997.110599110266,131.65812720149188,-0.12267326691380731,131.65818435226362,3.124221778493433,179.00472217052967,91.7058868029513,2.947324555978,3.055263236729,1.457972864181,1.424843410996,63.59851514375063,1.0835188780653393,1.0835188780653375,69.56305120539464,63.5552853347497,-1.378273972697233,-1.378273972697233,64.54872285893106,5.9645360616440115,0.9934375241813598,0.9812071733012027,-0.02857813351224231,-0.08767578119464124,-0.6086360851205896,1.4893516917970002,1.5224811449820002,1.597290372548,1.630419825733,63.5985151437506,0.9547172410305855,0.005850114852336857,0.01986897062518824,69.56305120539461,0.08062348411652447,0.7312449130131095,0.09468425459099214,63.555285334749684,0.9946803037343734,8.541074645720667e-05,0.002475200912527924,64.54872285893106,0.8290172028686128,0.1418397233810441,0.015492977024370469,True,True,True,True,2.4424906541753444e-15,1.3988810110276972e-14
Case_19,predefined_local_refinement,,3.0,1.75,7.1,2.92,1.0,2,2,0.751,True,18.229999999999997,144.65656692330407,108.36399142039814,144.65656692330407,256.48281992993645,3.0204996430093076,False,2340.0,0.9381809543062802,93.81809543062802,1520.0,246.90889195853003,1520.0,246.90889195853003,1673.0,63.71866298762559,True,0.0,0.0,0.9381809543062802,246.90889195853003,75.88449252605305,3.253746368189258,SPECTRAL_MATCH_ONLY,5227.555456151993,-4908.795595172197,7171.0257454792645,-5082.901663271038,4909.691451851678,7066.891782875193,144.65379288095482,0.8958566794808576,144.65656692330407,3.1274879379344735,179.19185932171808,98.42565623656273,2.956585478427,3.064463660927,1.46758864271,1.435013981431,63.60219082240385,1.062203435473922,1.0622034354739203,69.64778856960828,63.589157760790144,1.1196087402170418,1.119608740217041,66.70853405562733,6.045597747204432,3.1193762948371813,0.9814927489156395,0.04388158727382514,-0.08211868869000238,0.8255059203530075,1.4889968357169998,1.521571496996,1.5968750182170002,1.6294496794960003,63.602190822403855,0.9556034997574319,0.005353717974740566,0.019531382115569894,69.6477885696083,0.07781117939753024,0.731943322344994,0.09789027087882328,63.58915776079014,0.9947320539981324,8.332436361638631e-05,0.002519209677503618,66.70853405562733,0.5194589945923223,0.4417162293703068,0.021087677802877756,True,True,True,True,4.440892098500626e-16,1.3877787807814457e-15
