case_id,band,state,energy_eV,centroid_nm,left_well_probability,central_barrier_probability,right_well_probability,outside_active_probability,localization_left_minus_right,node_count,character,normalization_check
Case_02,heavy_hole,6,1.417140273897,64.18035162816099,0.8203087357736797,0.0386642950747357,0.07877868853641092,0.06224828061517369,0.7415300472372688,6,left_localized,0.9999999999999998
Case_03,electron,1,2.965738039135,63.63869373314017,0.9550612483587735,0.019955628220222885,0.005752807640784801,0.019230315780218832,0.9493084407179887,0,left_localized,1.0
Case_03,electron,2,3.073639313307,69.6084807563156,0.08717922347360307,0.09396161819228656,0.7287140340185414,0.09014512431556898,-0.6415348105449383,2,right_localized,1.0
Case_03,electron,3,3.139309980566,64.189790093937,0.7827499388911021,0.036803417627049285,0.08835401430691942,0.09209262917492919,0.6943959245841826,4,left_localized,1.0
Case_03,electron,4,3.342477646305,32.30133629592737,0.00011912784314302907,2.3876042283912584e-05,6.4348991257735386e-06,0.9998505612154472,0.00011269294401725553,4,delocalized_bonding_or_antibonding,1.0
Case_03,electron,5,3.350076477428,41.01992030200124,0.006805459898201963,0.0014343943354432598,0.0003994867798193887,0.9913606589865355,0.006405973118382574,4,delocalized_bonding_or_antibonding,1.0000000000000002
Case_03,electron,6,3.358185432761,44.56796046567777,0.050981838203661076,0.011531768180323672,0.003409425446669934,0.9340769681693454,0.047572412756991145,6,delocalized_bonding_or_antibonding,0.9999999999999999
Case_03,heavy_hole,1,1.477861053049,63.65155833467243,0.9945651933510324,0.0027808864695503975,0.0001093351388090135,0.0025445850406081495,0.9944558582122234,0,left_localized,1.0000000000000002
Case_03,heavy_hole,2,1.44645030455,68.52255719744336,0.26310156309635213,0.02257418772107309,0.6934686471849806,0.020855601997594175,-0.43036708408862845,2,right_localized,0.9999999999999999
Case_03,heavy_hole,3,1.444815895949,65.3978452316258,0.7154040772128412,0.008930582618969061,0.260521988556797,0.015143351611392797,0.4548820886560442,2,left_localized,1.0
Case_03,heavy_hole,4,1.391895160295,63.59308125929624,0.9437545905956481,0.026712426038220195,0.001609149849786421,0.027923833516345236,0.9421454407458617,4,left_localized,1.0
Case_03,heavy_hole,5,1.323752753777,66.78264697039528,0.4581302915594506,0.10403751524120664,0.3556483809500678,0.08218381224927496,0.10248191060938283,6,delocalized_bonding_or_antibonding,1.0
Case_03,heavy_hole,6,1.314725300398,67.10302128558052,0.43682385479893365,0.04299763371510275,0.42292396856438846,0.09725454292157515,0.013899886234545189,6,delocalized_bonding_or_antibonding,0.9999999999999998
Case_04,electron,1,3.018727332664,63.59842147917418,0.9575317175581513,0.018609315277210842,0.004094947034453015,0.01976402013018489,0.9534367705236982,0,left_localized,1.0
Case_04,electron,2,3.134655403248,69.55332786355468,0.10142495541499372,0.0998691270456372,0.7042939615155195,0.09441195602384955,-0.6028690061005257,2,right_localized,0.9999999999999998
Case_04,electron,3,3.191618842326,64.34554716796892,0.7666639382765985,0.03532675586462394,0.10419312495299286,0.09381618090578468,0.6624708133236057,4,left_localized,1.0
