wavelength_nm,photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V
400,3.0996049599999997,0.094298641355269386,0.00043409586076913166,0.094298641355269386,0.094299640511860169
401,3.0918752718204487,0.095136326991808323,0.00044012124640499571,0.095136326991808323,0.095137345034449095
402,3.084184039800995,0.095981164708916128,0.00044622945992965591,0.095981164708916128,0.095982201993968633
403,3.0765309776674936,0.096833223905079535,0.00045242171483644161,0.096833223905079535,0.09683428079590059
404,3.0689158019801979,0.097692574821099692,0.00045869924466992529,0.097692574821099692,0.097693651688189151
405,3.0613382320987652,0.098559288552656277,0.00046506330340653291,0.098559288552656277,0.09856038577380842
406,3.0537979901477832,0.099433437063095403,0.00047151516584340285,0.099433437063095403,0.09943455502355393
407,3.0462948009828006,0.10031509319644286,0.00047805612799571616,0.10031509319644286,0.10031623228905943
408,3.0388283921568626,0.10120433069065707,0.00048468750750267631,0.10120433069065707,0.10120549131605359
409,3.0313984938875302,0.10210122419111514,0.00049141064404241994,0.10210122419111514,0.1021024067578499
410,3.0240048390243901,0.10300584926434325,0.000498226899755969,0.10300584926434325,0.10300705418908088
411,3.0166471630170313,0.10391828241199769,0.00050513765968056876,0.10391828241199769,0.10391951011968317
412,3.009325203883495,0.10483860108509954,0.00051214433219256292,0.10483860108509954,0.10483985200913644
413,3.0020387021791763,0.10576688369852075,0.00051924834946006867,0.10576688369852075,0.1057681582809535
414,2.9947874009661835,0.10670320964575222,0.00052645116790572171,0.10670320964575222,0.10670450833745282
415,2.9875710457831324,0.10764765931392023,0.00053375426867969893,0.10764765931392023,0.10764898257477946
416,2.9803893846153846,0.10860031409909671,0.00054115915814329971,0.10860031409909671,0.10860166239821979
417,2.9732421678657071,0.10956125642188352,0.00054866736836338046,0.10956125642188352,0.10956263023779057
418,2.9661291483253587,0.11053056974328329,0.00055628045761786865,0.11053056974328329,0.11053196956411451
419,2.9590500811455844,0.11150833858087192,0.00056400001091266297,0.11150833858087192,0.11150976490459784
