x[nm]                    Gamma[eV]                HH[eV]                   LH[eV]                   SO[eV]                   electron_Fermi_level[eV] hole_Fermi_level[eV]    
0                        3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
0.50210712325208         3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
0.50250712325208         3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
0.97930959568568         3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
0.97970959568568         3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
1.4326621148027          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
1.4330621148027          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
1.8633566699704          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
1.8637566699704          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
2.2725256764919          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
2.2729256764919          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
2.6612449530396          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
2.6616449530396          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.0305365502803          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.0309365502803          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.3813714381299          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.3817714381299          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.7146720587022          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
3.7150720587022          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.0313147516646          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.0317147516646          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.3321320583782          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.3325320583782          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.6179149108791          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.6183149108791          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.8894147114586          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
4.8898147114586          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.1473453083072          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.1477453083072          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.3923848724201          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.3927848724201          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.6251776806957          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.6255776806957          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.8463358099188          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
5.8467358099188          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.0564407460798          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.0568407460798          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.2560449132622          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.2564449132622          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.4456731261189          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.4460731261189          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.6258239697552          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.6262239697552          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.7969711106471          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.7973711106471          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.9595645420419          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
6.9599645420419          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.1140317671146          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.1144317671146          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.260778922993           3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.261178922993           3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.4001918486039          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.4005918486039          3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
7.532637099151           3.3244289271371          1.1795333333333          1.1795333333333          0.87208333333333         0                        0
