wavelength_nm,photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V
400,3.0996049599999997,0.39993599197226093,0.0019132896048087468,0.39993599197226093,0.39994056852480997
401,3.0918752718204487,0.4036118070411765,0.0019408858661685239,0.4036118070411765,0.40361647367394388
402,3.084184039800995,0.40732089287178896,0.0019688832391552766,0.40732089287178896,0.40732565137869825
403,3.0765309776674936,0.41106359923733971,0.0019972880448324978,0.41106359923733971,0.41106845144998688
404,3.0689158019801979,0.41484028055136035,0.0020261067179669365,0.41484028055136035,0.41484522833987608
405,3.0613382320987652,0.41865129594377237,0.0020553458093957424,0.41865129594377237,0.41865634121770595
406,3.0537979901477832,0.42249700933846146,0.0020850119884503679,0.42249700933846146,0.42250215404768765
407,3.0462948009828006,0.42637778953241712,0.0021151120454385329,0.42637778953241712,0.42638303566806562
408,3.0388283921568626,0.430294010276421,0.0021456528941860746,0.430294010276421,0.43029935987183038
409,3.0313984938875302,0.43424605035734343,0.0021766415746401714,0.43424605035734343,0.43425150548903907
410,3.0240048390243901,0.43823429368209066,0.0022080852555356953,0.43823429368209066,0.43823985647078767
411,3.0166471630170313,0.44225912936322342,0.0022399912371264688,0.44225912936322342,0.44226480197485624
412,3.009325203883495,0.44632095180629761,0.002272366953983025,0.44632095180629761,0.44632673645307536
413,3.0020387021791763,0.45042016079897929,0.0023052199778590471,0.45042016079897929,0.45042605974046918
414,2.9947874009661835,0.45455716160194592,0.0023385580206280879,0.45455716160194592,0.45456317714618444
415,2.9875710457831324,0.4587323650416375,0.0023723889372926918,0.4587323650416375,0.45873849954627083
416,2.9803893846153846,0.46294618760491169,0.0024067207290679295,0.46294618760491169,0.46295244347836606
417,2.9732421678657071,0.46719905153560992,0.0024415615465414198,0.46719905153560992,0.46720543123829261
418,2.9661291483253587,0.47149138493312526,0.0024769196929119996,0.47149138493312526,0.47149789097865707
419,2.9590500811455844,0.47582362185298877,0.0025128036273092931,0.47582362185298877,0.47583025680946928
420,2.9520047238095235,0.48019620240953675,0.0025492219681964101,0.48019620240953675,0.48020296890084291
421,2.9449928361045128,0.48460957288070539,0.0025861834968582478,0.48460957288070539,0.48461647358782511
422,2.9380141800947865,0.48906418581500377,0.0026236971609777809,0.48906418581500377,0.48907122347740423
423,2.9310685200945623,0.49356050014073172,0.0026617720783028579,0.49356050014073172,0.49356767755776521
424,2.9241556226415093,0.49809898127745833,0.0027004175404061167,0.49809898127745833,0.4981063013098051
425,2.9172752564705879,0.50268010124988916,0.0027396430165408381,0.50268010124988916,0.50268756682103943
426,2.9104271924882625,0.50730433880407677,0.0027794581575952184,0.50730433880407677,0.50731195290185249
427,2.9036112037470723,0.51197217952615293,0.0028198728001482985,0.51197217952615293,0.51197994520427104
428,2.8968270654205606,0.51668411596353603,0.0028608969706302775,0.51668411596353603,0.51669203634321414
429,2.8900745547785545,0.52144064774875543,0.0029025408895902811,0.52144064774875543,0.52144872602036085
430,2.8833534511627903,0.52624228172590959,0.0029448149760749097,0.52624228172590959,0.52625052115065396
431,2.8766635359628769,0.53108953207984322,0.0029877298521206229,0.53108953207984322,0.53109793599152322
432,2.8700045925925926,0.53598292046810969,0.0030312963473635721,0.53598292046810969,0.53599149227489573
433,2.8633764064665126,0.54092297615580653,0.0030755255037701124,0.54092297615580653,0.54093171934208073
434,2.8567787649769585,0.54591023615330281,0.003120428580491815,0.54591023615330281,0.54591915428154814
435,2.8502114574712643,0.5509452453570034,0.0031660170588486474,0.5509452453570034,0.55095434206974503
436,2.8436742752293576,0.55602855669318352,0.0032123026474441315,0.55602855669318352,0.556037835714984
437,2.8371670114416472,0.56116073126496602,0.0032592972874164149,0.56116073126496602,0.56117019640447696
438,2.8306894611872142,0.56634233850256521,0.003307013157829654,0.56634233850256521,0.5663519936546354
439,2.8242414214123004,0.57157395631683694,0.0033554626812095298,0.57157395631683694,0.57158380546468113
440,2.8178226909090909,0.57685617125624566,0.0034046585292278209,0.57685617125624566,0.57686621847367314
441,2.8114330702947843,0.58218957866732945,0.0034546136285399992,0.58218957866732945,0.5821998281210371
442,2.8050723619909501,0.58757478285875298,0.0035053411667811691,0.58757478285875298,0.58758523881068203
443,2.7987403702031601,0.59301239726905641,0.003556854598724863,0.59301239726905641,0.59302306407881777
444,2.7924369009009009,0.59850304463817472,0.0036091676526096919,0.59850304463817472,0.59851392676554283
445,2.7861617617977528,0.60404735718285751,0.003662294336639409,0.60404735718285751,0.60405845919033596
446,2.7799147623318383,0.60964597677603916,0.003716248945661511,0.60964597677603916,0.60965730333150026
447,2.7736957136465321,0.61529955513035572,0.0037710460680300244,0.61529955513035572,0.61531111100975655
