model,gamma_meV,crossing_nm,direction,nearest_paper_node_nm,distance_from_nearest_paper_node_nm
hybrid,1e-06,718.485009766298,positive_to_negative,605.0,113.48500976629805
hybrid,1e-06,727.4702485415442,negative_to_positive,605.0,122.47024854154415
hybrid,1e-06,728.709642818777,positive_to_negative,605.0,123.70964281877696
hybrid,1e-06,730.6064677513633,negative_to_positive,605.0,125.60646775136331
hybrid,1e-06,731.6691088402296,positive_to_negative,605.0,126.66910884022957
hybrid,1e-06,735.261129866596,negative_to_positive,605.0,130.26112986659598
hybrid,1e-06,738.5769252803534,positive_to_negative,605.0,133.5769252803534
hybrid,1e-06,741.8552464655903,negative_to_positive,605.0,136.8552464655903
hybrid,1e-06,742.0999710553536,positive_to_negative,605.0,137.09997105535365
hybrid,1e-06,743.6401998615269,negative_to_positive,605.0,138.64019986152687
hybrid,1e-06,744.538877288535,positive_to_negative,605.0,139.538877288535
hybrid,1e-06,751.7299623236646,negative_to_positive,605.0,146.7299623236646
hybrid,1e-06,752.3084663173812,positive_to_negative,605.0,147.3084663173812
hybrid,1e-06,770.8423391659703,negative_to_positive,605.0,165.84233916597032
hybrid,1e-06,774.5399380256982,positive_to_negative,605.0,169.53993802569823
hybrid,1e-06,1045.9901697437765,negative_to_positive,1330.0,-284.0098302562235
hybrid,1e-06,1046.008399068429,positive_to_negative,1330.0,-283.99160093157093
hybrid,1e-06,1050.4305849212267,negative_to_positive,1330.0,-279.5694150787733
hybrid,1e-06,1051.4912493096847,positive_to_negative,1330.0,-278.5087506903153
hybrid,1e-06,1055.011793307925,negative_to_positive,1330.0,-274.988206692075
hybrid,1e-06,1056.9822725281854,positive_to_negative,1330.0,-273.0177274718146
hybrid,1e-06,1057.6117133437215,negative_to_positive,1330.0,-272.3882866562785
hybrid,1e-06,1058.3046965717742,positive_to_negative,1330.0,-271.69530342822577
hybrid,1e-06,1062.0590803356038,negative_to_positive,1330.0,-267.94091966439623
hybrid,1e-06,1063.9124958776547,positive_to_negative,1330.0,-266.0875041223453
hybrid,1e-06,1064.571080514685,negative_to_positive,1330.0,-265.42891948531496
hybrid,1e-06,1065.314885695031,positive_to_negative,1330.0,-264.6851143049689
hybrid,1e-06,1071.3572611467755,negative_to_positive,1330.0,-258.6427388532245
hybrid,1e-06,1072.5573988753683,positive_to_negative,1330.0,-257.44260112463166
hybrid,1e-06,1073.8344428375362,negative_to_positive,1330.0,-256.16555716246376
hybrid,1e-06,1074.1164636122128,positive_to_negative,1330.0,-255.88353638778722
hybrid,1e-06,1078.0597488948392,negative_to_positive,1330.0,-251.94025110516077
hybrid,1e-06,1079.912114230957,positive_to_negative,1330.0,-250.08788576904294
hybrid,1e-06,1080.3966673571801,negative_to_positive,1330.0,-249.60333264281985
hybrid,1e-06,1081.4933849994095,positive_to_negative,1330.0,-248.5066150005905
hybrid,1e-06,1082.8000885067077,negative_to_positive,1330.0,-247.19991149329235
