model,gamma_meV,crossing_nm,direction,nearest_paper_node_nm,distance_from_nearest_paper_node_nm
hybrid,1e-06,1156.5617561522952,negative_to_positive,1330.0,-173.43824384770483
hybrid,1e-06,1157.4122767574254,positive_to_negative,1330.0,-172.5877232425746
hybrid,1e-06,1158.6420254473962,negative_to_positive,1330.0,-171.35797455260376
hybrid,1e-06,1159.2791449022725,positive_to_negative,1330.0,-170.7208550977275
hybrid,1e-06,1160.7483555332558,negative_to_positive,1330.0,-169.2516444667442
hybrid,1e-06,1161.3692118564386,positive_to_negative,1330.0,-168.6307881435614
hybrid,1e-06,1162.6571720965412,negative_to_positive,1330.0,-167.34282790345878
hybrid,1e-06,1163.3050705252963,positive_to_negative,1330.0,-166.6949294747037
hybrid,1e-06,1164.7158109673935,negative_to_positive,1330.0,-165.2841890326065
hybrid,1e-06,1165.2692222541666,positive_to_negative,1330.0,-164.7307777458334
hybrid,1e-06,1166.7482267743394,negative_to_positive,1330.0,-163.2517732256606
hybrid,1e-06,1167.2418960480338,positive_to_negative,1330.0,-162.75810395196618
hybrid,1e-06,1168.7733723797123,negative_to_positive,1330.0,-161.22662762028767
hybrid,1e-06,1169.218962605902,positive_to_negative,1330.0,-160.7810373940979
hybrid,1e-06,1170.7957804668051,negative_to_positive,1330.0,-159.20421953319487
hybrid,1e-06,1171.1964267131773,positive_to_negative,1330.0,-158.8035732868227
hybrid,1e-06,1172.8217167825715,negative_to_positive,1330.0,-157.17828321742854
hybrid,1e-06,1173.136572416244,positive_to_negative,1330.0,-156.863427583756
hybrid,1e-06,1174.8972584528956,negative_to_positive,1330.0,-155.10274154710442
hybrid,1e-06,1175.1464242671768,positive_to_negative,1330.0,-154.85357573282317
hybrid,1e-06,1176.05029099348,negative_to_positive,1330.0,-153.94970900651992
hybrid,1e-06,1177.9477842205747,positive_to_negative,1330.0,-152.0522157794253
hybrid,1e-06,1178.7215408111203,negative_to_positive,1330.0,-151.27845918887965
hybrid,1e-06,1179.277036354734,positive_to_negative,1330.0,-150.72296364526596
hybrid,1e-06,1180.751888195462,negative_to_positive,1330.0,-149.24811180453798
hybrid,1e-06,1181.24890945404,positive_to_negative,1330.0,-148.7510905459601
hybrid,1e-06,1182.7602267184195,negative_to_positive,1330.0,-147.23977328158048
hybrid,1e-06,1183.2417449976206,positive_to_negative,1330.0,-146.75825500237943
hybrid,1e-06,1184.7647654186055,negative_to_positive,1330.0,-145.23523458139448
hybrid,1e-06,1185.2376556575593,positive_to_negative,1330.0,-144.76234434244066
hybrid,1e-06,1186.7955720916032,negative_to_positive,1330.0,-143.20442790839684
hybrid,1e-06,1187.205527301309,positive_to_negative,1330.0,-142.79447269869092
hybrid,1e-06,1188.6863338940504,negative_to_positive,1330.0,-141.31366610594955
hybrid,1e-06,1189.2983273589334,positive_to_negative,1330.0,-140.70167264106658
hybrid,1e-06,1190.7386747208463,negative_to_positive,1330.0,-139.26132527915365
hybrid,1e-06,1191.3400959700937,positive_to_negative,1330.0,-138.65990402990633
hybrid,1e-06,1192.591040175988,negative_to_positive,1330.0,-137.40895982401207
hybrid,1e-06,1193.3894931809432,positive_to_negative,1330.0,-136.6105068190568
hybrid,1e-06,1194.624153759085,negative_to_positive,1330.0,-135.37584624091505
hybrid,1e-06,1195.3792215580786,positive_to_negative,1330.0,-134.6207784419214
hybrid,1e-06,1196.613064914759,negative_to_positive,1330.0,-133.38693508524102
hybrid,1e-06,1197.387906766995,positive_to_negative,1330.0,-132.612093233005
hybrid,1e-06,1198.605134836859,negative_to_positive,1330.0,-131.39486516314105
hybrid,1e-06,1199.5149919502078,positive_to_negative,1330.0,-130.4850080497922
hybrid,1e-06,1200.5541339615074,negative_to_positive,1330.0,-129.44586603849257
hybrid,1e-06,1201.381888446567,positive_to_negative,1330.0,-128.61811155343298
hybrid,1e-06,1202.4586918429675,negative_to_positive,1330.0,-127.54130815703252
hybrid,1e-06,1203.5487197613218,positive_to_negative,1330.0,-126.45128023867824
hybrid,1e-06,1204.448267042846,negative_to_positive,1330.0,-125.55173295715394
hybrid,1e-06,1205.5613460472064,positive_to_negative,1330.0,-124.43865395279363
hybrid,1e-06,1206.4224317368914,negative_to_positive,1330.0,-123.57756826310856
hybrid,1e-06,1207.5807108801748,positive_to_negative,1330.0,-122.41928911982518
hybrid,1e-06,1208.4104695192016,negative_to_positive,1330.0,-121.58953048079843
hybrid,1e-06,1209.2532645449742,positive_to_negative,1330.0,-120.74673545502583
hybrid,1e-06,1210.6935118820218,negative_to_positive,1330.0,-119.30648811797823
hybrid,1e-06,1211.7613316914517,positive_to_negative,1330.0,-118.23866830854831
hybrid,1e-06,1212.226199694919,negative_to_positive,1330.0,-117.77380030508107
hybrid,1e-06,1213.7612030275316,positive_to_negative,1330.0,-116.23879697246844
hybrid,1e-06,1214.2180938428567,negative_to_positive,1330.0,-115.78190615714334
hybrid,1e-06,1215.7883124685502,positive_to_negative,1330.0,-114.2116875314498
hybrid,1e-06,1216.1911384257467,negative_to_positive,1330.0,-113.80886157425334
hybrid,1e-06,1217.8091440548303,positive_to_negative,1330.0,-112.19085594516969
hybrid,1e-06,1218.1326377795924,negative_to_positive,1330.0,-111.86736222040759
hybrid,1e-06,1219.9397053376642,positive_to_negative,1330.0,-110.06029466233576
hybrid,1e-06,1220.061127356338,negative_to_positive,1330.0,-109.93887264366208
hybrid,1e-06,1221.911745039203,positive_to_negative,1330.0,-108.08825496079703
hybrid,1e-06,1222.0716156075694,negative_to_positive,1330.0,-107.92838439243064
hybrid,1e-06,1223.9297258276679,positive_to_negative,1330.0,-106.07027417233212
hybrid,1e-06,1224.040041866396,negative_to_positive,1330.0,-105.959958133604
hybrid,1e-06,1225.9227494610764,positive_to_negative,1330.0,-104.07725053892364
hybrid,1e-06,1226.0659210277647,negative_to_positive,1330.0,-103.93407897223528
hybrid,1e-06,1227.9899304693413,positive_to_negative,1330.0,-102.01006953065871
hybrid,1e-06,1228.0043691087785,negative_to_positive,1330.0,-101.99563089122148
hybrid,1e-06,1229.995782515861,positive_to_negative,1330.0,-100.00421748413896
hybrid,1e-06,1237.9908495350235,negative_to_positive,1330.0,-92.00915046497653
hybrid,1e-06,1238.0119823893622,positive_to_negative,1330.0,-91.98801761063783
hybrid,1e-06,1241.8968399346893,negative_to_positive,1330.0,-88.1031600653107
hybrid,1e-06,1242.1196290800867,positive_to_negative,1330.0,-87.88037091991328
hybrid,1e-06,1243.8752525306452,negative_to_positive,1330.0,-86.12474746935482
hybrid,1e-06,1244.167593627052,positive_to_negative,1330.0,-85.83240637294807
hybrid,1e-06,1245.816094960141,negative_to_positive,1330.0,-84.18390503985893
hybrid,1e-06,1246.2047916699278,positive_to_negative,1330.0,-83.79520833007223
hybrid,1e-06,1247.7764757807927,negative_to_positive,1330.0,-82.22352421920732
hybrid,1e-06,1248.226295988071,positive_to_negative,1330.0,-81.77370401192911
hybrid,1e-06,1249.7604203943456,negative_to_positive,1330.0,-80.2395796056544
hybrid,1e-06,1250.24517504795,positive_to_negative,1330.0,-79.75482495205006
hybrid,1e-06,1251.8314344446344,negative_to_positive,1330.0,-78.1685655553656
hybrid,1e-06,1252.2024916760022,positive_to_negative,1330.0,-77.79750832399782
hybrid,1e-06,1253.5862344532793,negative_to_positive,1330.0,-76.4137655467207
hybrid,1e-06,1254.4320290096498,positive_to_negative,1330.0,-75.5679709903502
hybrid,1e-06,1255.5666010548382,negative_to_positive,1330.0,-74.4333989451618
hybrid,1e-06,1256.4460336998775,positive_to_negative,1330.0,-73.55396630012251
hybrid,1e-06,1257.5349749579957,negative_to_positive,1330.0,-72.4650250420043
hybrid,1e-06,1258.5731351038337,positive_to_negative,1330.0,-71.42686489616631
hybrid,1e-06,1259.406361464339,negative_to_positive,1330.0,-70.59363853566106
hybrid,1e-06,1260.59835808491,positive_to_negative,1330.0,-69.40164191509007
hybrid,1e-06,1261.3850370664202,negative_to_positive,1330.0,-68.61496293357982
hybrid,1e-06,1262.6140784293723,positive_to_negative,1330.0,-67.38592157062772
hybrid,1e-06,1263.8205008468435,negative_to_positive,1330.0,-66.17949915315648
hybrid,1e-06,1264.1892950924746,positive_to_negative,1330.0,-65.8107049075254
hybrid,1e-06,1265.3033088571908,negative_to_positive,1330.0,-64.69669114280919
hybrid,1e-06,1266.7095300462652,positive_to_negative,1330.0,-63.29046995373483
hybrid,1e-06,1267.2563418822906,negative_to_positive,1330.0,-62.7436581177094
hybrid,1e-06,1268.7401080063157,positive_to_negative,1330.0,-61.25989199368428
hybrid,1e-06,1269.2520830916844,negative_to_positive,1330.0,-60.747916908315574
hybrid,1e-06,1270.8277337345514,positive_to_negative,1330.0,-59.17226626544857
hybrid,1e-06,1271.1600516292256,negative_to_positive,1330.0,-58.83994837077444
hybrid,1e-06,1272.8153074709624,positive_to_negative,1330.0,-57.18469252903765
hybrid,1e-06,1273.171989499105,negative_to_positive,1330.0,-56.82801050089506
hybrid,1e-06,1274.8929677561907,positive_to_negative,1330.0,-55.10703224380927
hybrid,1e-06,1275.086527726052,negative_to_positive,1330.0,-54.913472273947946
hybrid,1e-06,1276.9677901540745,positive_to_negative,1330.0,-53.032209845925536
hybrid,1e-06,1277.0318009216892,negative_to_positive,1330.0,-52.96819907831082
hybrid,1e-06,1278.9098138452741,positive_to_negative,1330.0,-51.09018615472587
hybrid,1e-06,1279.0830645968722,negative_to_positive,1330.0,-50.91693540312781
hybrid,1e-06,1280.7113340835851,positive_to_negative,1330.0,-49.28866591641486
hybrid,1e-06,1281.2573663939302,negative_to_positive,1330.0,-48.74263360606983
hybrid,1e-06,1282.9571629170343,positive_to_negative,1330.0,-47.04283708296566
hybrid,1e-06,1283.039925202866,negative_to_positive,1330.0,-46.960074797133984
hybrid,1e-06,1284.955917392447,positive_to_negative,1330.0,-45.04408260755304
hybrid,1e-06,1285.0417321432697,negative_to_positive,1330.0,-44.958267856730345
hybrid,1e-06,1286.9506843624383,positive_to_negative,1330.0,-43.049315637561676
hybrid,1e-06,1287.0426274995807,negative_to_positive,1330.0,-42.9573725004193
hybrid,1e-06,1288.9888406395373,positive_to_negative,1330.0,-41.01115936046267
hybrid,1e-06,1289.0098903167209,negative_to_positive,1330.0,-40.990109683279115
hybrid,1e-06,1290.9618611437297,positive_to_negative,1330.0,-39.03813885627028
hybrid,1e-06,1291.036811736228,negative_to_positive,1330.0,-38.963188263772054
hybrid,1e-06,1292.9961102053248,positive_to_negative,1330.0,-37.00388979467516
hybrid,1e-06,1293.0037437351377,negative_to_positive,1330.0,-36.99625626486227
hybrid,1e-06,1294.9879427739797,positive_to_negative,1330.0,-35.01205722602026
hybrid,1e-06,1295.011576663102,negative_to_positive,1330.0,-34.988423336897995
hybrid,1e-06,1296.9845692964793,positive_to_negative,1330.0,-33.01543070352068
hybrid,1e-06,1297.0151034584383,negative_to_positive,1330.0,-32.98489654156174
hybrid,1e-06,1298.9789780235383,positive_to_negative,1330.0,-31.021021976461725
hybrid,1e-06,1299.0218161011317,negative_to_positive,1330.0,-30.978183898868338
hybrid,1e-06,1300.9524746051777,positive_to_negative,1330.0,-29.047525394822287
hybrid,1e-06,1301.050229235492,negative_to_positive,1330.0,-28.949770764508003
hybrid,1e-06,1302.9669562397034,positive_to_negative,1330.0,-27.03304376029655
hybrid,1e-06,1303.035805237662,negative_to_positive,1330.0,-26.96419476233791
hybrid,1e-06,1304.9988173312843,positive_to_negative,1330.0,-25.001182668715728
hybrid,1e-06,1305.0013254594378,negative_to_positive,1330.0,-24.998674540562206
hybrid,1e-06,1306.983055409555,positive_to_negative,1330.0,-23.016944590445064
hybrid,1e-06,1307.0191914096524,negative_to_positive,1330.0,-22.98080859034758
hybrid,1e-06,1308.9674545508256,positive_to_negative,1330.0,-21.03254544917445
hybrid,1e-06,1309.0348400792227,negative_to_positive,1330.0,-20.965159920777296
hybrid,1e-06,1310.942024647857,positive_to_negative,1330.0,-19.057975352143103
hybrid,1e-06,1311.066301361812,negative_to_positive,1330.0,-18.933698638187934
hybrid,1e-06,1312.9637987370088,positive_to_negative,1330.0,-17.0362012629912
hybrid,1e-06,1313.0416795908986,negative_to_positive,1330.0,-16.95832040910136
hybrid,1e-06,1316.9062670471778,positive_to_negative,1330.0,-13.093732952822165
hybrid,1e-06,1317.107638112721,negative_to_positive,1330.0,-12.892361887279094
hybrid,1e-06,1318.854902718666,positive_to_negative,1330.0,-11.145097281334074
hybrid,1e-06,1319.1526344060774,negative_to_positive,1330.0,-10.847365593922632
hybrid,1e-06,1320.7981565197738,positive_to_negative,1330.0,-9.201843480226216
hybrid,1e-06,1321.2132774096658,negative_to_positive,1330.0,-8.786722590334193
hybrid,1e-06,1322.8103260088017,positive_to_negative,1330.0,-7.189673991198333
hybrid,1e-06,1323.2243024495774,negative_to_positive,1330.0,-6.775697550422592
hybrid,1e-06,1324.7036968946227,positive_to_negative,1330.0,-5.296303105377319
hybrid,1e-06,1325.3417180537738,negative_to_positive,1330.0,-4.658281946226225
hybrid,1e-06,1326.5875847721388,positive_to_negative,1330.0,-3.4124152278611746
hybrid,1e-06,1327.4171590302726,negative_to_positive,1330.0,-2.5828409697273855
hybrid,1e-06,1328.5673256455032,positive_to_negative,1330.0,-1.4326743544968394
hybrid,1e-06,1329.4877140688889,negative_to_positive,1330.0,-0.512285931111137
hybrid,1e-06,1330.427142938637,positive_to_negative,1330.0,0.42714293863696184
hybrid,1e-06,1331.6254011301007,negative_to_positive,1330.0,1.6254011301007267
hybrid,1e-06,1332.3387000524074,positive_to_negative,1330.0,2.3387000524073756
hybrid,1e-06,1333.769911666077,negative_to_positive,1330.0,3.7699116660769505
hybrid,1e-06,1334.1700258078197,positive_to_negative,1330.0,4.170025807819684
hybrid,1e-06,1335.8268503945278,negative_to_positive,1330.0,5.82685039452781
hybrid,1e-06,1336.1618176755358,positive_to_negative,1330.0,6.161817675535758
hybrid,1e-06,1337.8346272004328,negative_to_positive,1330.0,7.834627200432806
hybrid,1e-06,1338.0654764050548,positive_to_negative,1330.0,8.065476405054824
hybrid,1e-06,1339.960611921689,negative_to_positive,1330.0,9.960611921688951
hybrid,1e-06,1343.9874935498842,positive_to_negative,1330.0,13.98749354988422
hybrid,1e-06,1344.0251299363179,negative_to_positive,1330.0,14.025129936317853
hybrid,1e-06,1345.8785825824523,positive_to_negative,1330.0,15.878582582452282
hybrid,1e-06,1346.1782257894167,negative_to_positive,1330.0,16.17822578941673
hybrid,1e-06,1347.888465402938,positive_to_negative,1330.0,17.88846540293798
hybrid,1e-06,1348.1540029725759,negative_to_positive,1330.0,18.15400297257588
hybrid,1e-06,1349.6673636402504,positive_to_negative,1330.0,19.667363640250414
hybrid,1e-06,1350.4766953282942,negative_to_positive,1330.0,20.476695328294227
hybrid,1e-06,1351.388903392509,positive_to_negative,1330.0,21.388903392509064
hybrid,1e-06,1352.623721863183,negative_to_positive,1330.0,22.623721863182936
hybrid,1e-06,1353.2496215067024,positive_to_negative,1330.0,23.249621506702397
hybrid,1e-06,1354.7848227487536,negative_to_positive,1330.0,24.78482274875364
hybrid,1e-06,1355.089504852841,positive_to_negative,1330.0,25.089504852840946
hybrid,1e-06,1356.9524816190924,negative_to_positive,1330.0,26.952481619092396
hybrid,1e-06,1362.760116810308,positive_to_negative,1330.0,32.76011681030809
hybrid,1e-06,1363.345706427953,negative_to_positive,1330.0,33.34570642795302
hybrid,1e-06,1364.4578014791707,positive_to_negative,1330.0,34.45780147917071
hybrid,1e-06,1365.5139667119277,negative_to_positive,1330.0,35.51396671192765
hybrid,1e-06,1366.2583036778192,positive_to_negative,1330.0,36.258303677819185
hybrid,1e-06,1367.9003264505195,negative_to_positive,1330.0,37.900326450519515
hybrid,1e-06,1371.8956556316057,positive_to_negative,1330.0,41.89565563160568
hybrid,1e-06,1372.2006982855978,negative_to_positive,1330.0,42.20069828559781
hybrid,1e-06,1375.2806322767046,positive_to_negative,1330.0,45.28063227670464
hybrid,1e-06,1376.8379802189497,negative_to_positive,1330.0,46.837980218949724
hybrid,1e-06,1378.9995975482123,positive_to_negative,1330.0,48.99959754821225
hybrid,1e-06,1379.0053592386898,negative_to_positive,1330.0,49.005359238689834
hybrid,1e-06,1382.458586424331,positive_to_negative,1330.0,52.45858642433109
hybrid,1e-06,1383.7212855322084,negative_to_positive,1330.0,53.72128553220841
hybrid,1e-06,1384.0393480505618,positive_to_negative,1330.0,54.039348050561784
hybrid,1e-06,1385.9815945369955,negative_to_positive,1330.0,55.981594536995544
hybrid,1e-06,1389.4056725003331,positive_to_negative,1330.0,59.40567250033314
hybrid,1e-06,1390.7126362068157,negative_to_positive,1330.0,60.71263620681566
hybrid,1e-06,1396.1233319658038,positive_to_negative,1330.0,66.1233319658038
hybrid,1e-06,1397.9661413316992,negative_to_positive,1330.0,67.96614133169919
hybrid,1e-06,1399.8060886709231,positive_to_negative,1330.0,69.80608867092315
hybrid,1e-06,1400.3417496399074,negative_to_positive,1330.0,70.34174963990745
hybrid,1e-06,1401.1813671844482,positive_to_negative,1330.0,71.18136718444816
hybrid,1e-06,1403.1157857580688,negative_to_positive,1330.0,73.1157857580688
hybrid,1e-06,1404.7791491006387,positive_to_negative,1330.0,74.77914910063873
hybrid,1e-06,1405.401032619478,negative_to_positive,1330.0,75.40103261947797
hybrid,1e-06,1406.076268368068,positive_to_negative,1330.0,76.07626836806799
hybrid,1e-06,1407.986152091165,negative_to_positive,1330.0,77.98615209116497
hybrid,1e-06,1409.5764874277884,positive_to_negative,1330.0,79.57648742778838
hybrid,1e-06,1410.5830878579004,negative_to_positive,1330.0,80.58308785790041
hybrid,1e-06,1412.9624910262141,positive_to_negative,1330.0,82.96249102621414
hybrid,1e-06,1413.1581216321426,negative_to_positive,1330.0,83.15812163214264
hybrid,1e-06,1414.1530813690988,positive_to_negative,1330.0,84.1530813690988
hybrid,1e-06,1415.9593196480912,negative_to_positive,1330.0,85.9593196480912
hybrid,1e-06,1417.633240306148,positive_to_negative,1330.0,87.63324030614808
hybrid,1e-06,1418.6938611426779,negative_to_positive,1330.0,88.69386114267786
hybrid,1e-06,1420.876233451501,positive_to_negative,1330.0,90.8762334515011
hybrid,1e-06,1421.351519159375,negative_to_positive,1330.0,91.3515191593749
hybrid,1e-06,1423.8767817117107,positive_to_negative,1330.0,93.87678171171069
hybrid,1e-06,1424.4508908968116,negative_to_positive,1330.0,94.45089089681164
hybrid,1e-06,1426.929440439169,positive_to_negative,1330.0,96.92944043916896
hybrid,1e-06,1427.2643008183845,negative_to_positive,1330.0,97.26430081838453
hybrid,1e-06,1429.905990673028,positive_to_negative,1330.0,99.9059906730281
hybrid,1e-06,1430.4498762466405,negative_to_positive,1330.0,100.44987624664054
hybrid,1e-06,1432.789404653744,positive_to_negative,1330.0,102.78940465374399
hybrid,1e-06,1433.6552389008034,negative_to_positive,1330.0,103.6552389008034
hybrid,1e-06,1435.4902364897662,positive_to_negative,1330.0,105.49023648976618
hybrid,1e-06,1437.1384470207204,negative_to_positive,1330.0,107.13844702072038
hybrid,1e-06,1439.9931852931825,positive_to_negative,1330.0,109.99318529318248
hybrid,1e-06,1440.258048487182,negative_to_positive,1330.0,110.2580484871819
hybrid,1e-06,1442.5466171779558,positive_to_negative,1330.0,112.5466171779558
hybrid,1e-06,1443.952694457508,negative_to_positive,1330.0,113.95269445750796
hybrid,1e-06,1444.3548349643888,positive_to_negative,1330.0,114.35483496438883
hybrid,1e-06,1445.0622125446678,negative_to_positive,1330.0,115.06221254466777
hybrid,1e-06,1446.6369265770363,positive_to_negative,1330.0,116.63692657703632
hybrid,1e-06,1448.0203695869902,negative_to_positive,1330.0,118.02036958699023
hybrid,1e-06,1450.406841723701,positive_to_negative,1330.0,120.40684172370106
hybrid,1e-06,1452.206790794472,negative_to_positive,1330.0,122.206790794472
hybrid,1e-06,1455.6348380346365,positive_to_negative,1330.0,125.63483803463646
hybrid,1e-06,1457.0568045147731,negative_to_positive,1330.0,127.05680451477315
hybrid,1e-06,1461.8250661298703,positive_to_negative,1330.0,131.82506612987027
hybrid,1e-06,1463.4514978519833,negative_to_positive,1330.0,133.45149785198328
hybrid,1e-06,1466.2487057140174,positive_to_negative,1330.0,136.24870571401743
hybrid,1e-06,1467.6162070052646,negative_to_positive,1330.0,137.61620700526464
hybrid,1e-06,1471.5207969125765,positive_to_negative,1330.0,141.52079691257654
hybrid,1e-06,1476.14669877713,negative_to_positive,1330.0,146.14669877713004
hybrid,1e-06,1483.4444772382005,positive_to_negative,1330.0,153.44447723820053
hybrid,1e-06,1484.0667960302094,negative_to_positive,1330.0,154.0667960302094
hybrid,1e-06,1487.3636160537214,positive_to_negative,1330.0,157.36361605372144
hybrid,1e-06,1488.3978924829792,negative_to_positive,1330.0,158.39789248297916
hybrid,1e-06,1496.3559694552298,positive_to_negative,1330.0,166.3559694552298
hybrid,1e-06,1497.3898236127716,negative_to_positive,1330.0,167.38982361277158
hybrid,1e-06,1503.6837416144267,positive_to_negative,1330.0,173.6837416144267
hybrid,1e-06,1504.3697733319086,negative_to_positive,1330.0,174.36977333190862
hybrid,1e-06,1520.413913842482,positive_to_negative,1330.0,190.4139138424821
hybrid,1e-06,1521.601392591767,negative_to_positive,1330.0,191.60139259176708
hybrid,1e-06,1543.3258674461363,positive_to_negative,1330.0,213.32586744613627
hybrid,1e-06,1544.6748085820147,negative_to_positive,1330.0,214.67480858201475
hybrid,1e-06,1545.2312253581279,positive_to_negative,1330.0,215.23122535812786
hybrid,1e-06,1546.768212028665,negative_to_positive,1330.0,216.76821202866495
hybrid,1e-06,1547.7308408965775,positive_to_negative,1330.0,217.73084089657755
hybrid,1e-06,1548.2456616348804,negative_to_positive,1330.0,218.24566163488043
