wavelength_nm,simulated_abs_chi2_pm_per_V
1220.97,738.3
1221.36,740.9
1221.74,740.9
1222.13,740.9
1222.52,740.9
1227.96,769.4
1228.35,766.8
1228.74,769.4
1229.13,769.4
1229.52,769.4
1229.90,769.4
1230.29,769.4
1230.68,766.8
1231.07,764.2
1231.46,761.7
1231.85,761.7
1232.24,756.5
1232.62,756.5
1233.01,751.3
1233.40,751.3
1233.79,746.1
1234.18,746.1
1234.57,740.9
1234.95,740.9
1235.34,738.3
1235.73,738.3
1236.12,735.8
1236.51,735.8
1236.90,735.8
1240.39,686.5
1240.78,689.1
1241.17,686.5
1241.56,683.9
1241.95,681.3
1242.34,678.8
1242.73,673.6
1243.11,671.0
1243.50,665.8
1243.89,660.6
1244.28,655.4
1244.67,650.3
1245.06,645.1
1245.45,639.9
1245.83,637.3
1246.22,634.7
1246.61,632.1
1247.00,629.5
1247.39,626.9
1247.78,626.9
1251.27,536.3
1251.66,536.3
1252.05,533.7
1252.44,531.1
1252.83,525.9
1253.22,523.3
1253.60,518.1
1253.99,513.0
1254.38,505.2
1254.77,500.0
1255.16,492.2
1255.55,484.5
1255.94,481.9
1256.32,479.3
1256.71,474.1
1257.10,471.5
1257.49,468.9
1257.88,466.3
1260.99,380.8
1261.38,383.4
1261.76,380.8
1262.15,378.2
1262.54,375.6
1262.93,375.6
1263.32,370.5
1263.71,367.9
1264.09,362.7
1264.48,357.5
1264.87,354.9
1265.26,352.3
1265.65,347.2
1266.04,342.0
1266.43,336.8
1266.81,334.2
1267.20,334.2
1267.59,331.6
1267.98,329.0
1268.37,326.4
1268.76,326.4
1274.20,321.2
1274.59,321.2
1274.97,321.2
1275.36,323.8
1275.75,323.8
1276.14,323.8
1276.53,329.0
1276.92,329.0
1277.30,329.0
1277.69,334.2
1278.08,334.2
1278.47,334.2
1278.86,339.4
1279.25,339.4
1279.64,339.4
1280.02,344.6
1280.41,344.6
1280.80,344.6
1281.19,344.6
1281.58,344.6
1281.97,347.2
1282.36,347.2
1282.74,347.2
1283.13,347.2
1288.96,375.6
1289.35,378.2
1289.74,375.6
1290.13,375.6
1290.52,373.1
1290.90,373.1
1291.29,367.9
1291.68,367.9
1292.07,362.7
1292.46,362.7
1292.85,357.5
1293.23,357.5
1293.62,352.3
1294.01,352.3
1294.40,347.2
1294.79,344.6
1295.18,342.0
1295.57,342.0
1295.95,339.4
1296.34,339.4
1296.73,336.8
1297.12,336.8
1301.01,272.0
1301.39,274.6
1301.78,272.0
1302.17,269.4
1302.56,266.8
1302.95,264.2
1303.34,259.1
1303.73,256.5
1304.11,251.3
1304.50,246.1
1304.89,240.9
1305.28,235.8
1305.67,230.6
1306.06,225.4
1306.44,222.8
1306.83,220.2
1307.22,217.6
1307.61,215.0
1308.00,212.4
1308.39,212.4
1313.44,142.5
1313.83,145.1
1314.22,142.5
1314.60,142.5
1314.99,139.9
1315.38,139.9
1315.77,134.7
1316.16,134.7
1316.55,129.5
1316.94,129.5
1317.32,124.4
1317.71,124.4
1318.10,119.2
1318.49,119.2
1318.88,114.0
1319.27,111.4
1319.65,108.8
1320.04,108.8
1320.43,106.2
1320.82,106.2
1321.21,103.6
1321.60,103.6
1326.65,44.0
1327.04,46.6
1327.43,44.0
1327.81,44.0
1328.20,41.5
1328.59,41.5
1328.98,38.9
1329.37,38.9
1329.76,36.3
1330.15,38.9
1330.53,41.5
1330.92,41.5
1331.31,44.0
1331.70,46.6
1332.09,51.8
1332.48,54.4
1332.87,57.0
1333.25,57.0
1333.64,59.6
1334.03,62.2
1334.42,62.2
1339.08,132.1
1339.47,129.5
1339.86,132.1
1340.25,134.7
1340.64,134.7
1341.02,137.3
1341.41,142.5
1341.80,142.5
1342.19,147.7
1342.58,152.8
1342.97,152.8
1343.36,158.0
1343.74,163.2
1344.13,163.2
1344.52,168.4
1344.91,173.6
1345.30,173.6
1345.69,176.2
1346.08,178.8
1346.46,178.8
1346.85,181.3
1347.24,181.3
1352.29,238.3
1352.68,238.3
1353.07,238.3
1353.46,240.9
1353.85,240.9
1354.23,240.9
1354.62,246.1
1355.01,246.1
1355.40,251.3
1355.79,251.3
1356.18,251.3
1356.57,256.5
1356.95,256.5
1357.34,261.7
1357.73,261.7
1358.12,261.7
1358.51,266.8
1358.90,266.8
1359.29,272.0
1359.67,272.0
1360.06,274.6
1360.45,274.6
1360.84,274.6
1361.23,274.6
1364.72,349.7
1365.11,349.7
1365.50,352.3
1365.89,354.9
1366.28,357.5
1366.67,360.1
1367.06,365.3
1367.44,370.5
1367.83,375.6
1368.22,380.8
1368.61,386.0
1369.00,391.2
1369.39,393.8
1369.78,399.0
1370.16,401.6
1370.55,406.7
1370.94,409.3
1371.33,414.5
1371.72,414.5
1372.11,417.1
1372.50,417.1
1372.88,419.7
1373.27,419.7
1373.66,419.7
1378.71,468.9
1379.10,466.3
1379.49,468.9
1379.88,471.5
1380.27,471.5
1380.65,474.1
1381.04,479.3
1381.43,479.3
1381.82,484.5
1382.21,489.6
1382.60,489.6
1382.99,494.8
1383.37,500.0
1383.76,500.0
1384.15,505.2
1384.54,510.4
1384.93,510.4
1385.32,513.0
1385.71,515.5
1386.09,515.5
1386.48,518.1
1386.87,518.1
1391.53,582.9
1391.92,580.3
1392.31,582.9
1392.70,582.9
1393.09,585.5
1393.48,585.5
1393.86,590.7
1394.25,590.7
1394.64,595.9
1395.03,598.4
1395.42,601.0
1395.81,603.6
1396.20,606.2
1396.58,608.8
1396.97,611.4
1397.36,616.6
1397.75,619.2
1398.14,621.8
1398.53,621.8
1398.92,624.4
1399.30,624.4
1399.69,626.9
1400.08,626.9
1404.36,686.5
1404.74,683.9
1405.13,686.5
1405.52,689.1
1405.91,689.1
1406.30,691.7
1406.69,696.9
1407.07,696.9
1407.46,702.1
1407.85,707.3
1408.24,707.3
1408.63,712.4
1409.02,717.6
1409.41,717.6
1409.79,722.8
1410.18,725.4
1410.57,728.0
1410.96,730.6
1411.35,733.2
1411.74,733.2
1412.13,735.8
1412.51,735.8
1412.90,735.8
1417.57,790.2
1417.95,787.6
1418.34,790.2
1418.73,792.7
1419.12,792.7
1419.51,795.3
1419.90,800.5
1420.29,803.1
1420.67,808.3
1421.06,813.5
1421.45,816.1
1421.84,821.2
1422.23,826.4
1422.62,831.6
1423.00,836.8
1423.39,839.4
1423.78,842.0
1424.17,844.6
1424.56,847.2
1424.95,849.7
1425.34,849.7
1428.83,924.9
1429.22,924.9
1429.61,927.5
1430.00,930.1
1430.39,932.6
1430.78,935.2
1431.16,940.4
1431.55,945.6
1431.94,950.8
1432.33,956.0
1432.72,961.1
1433.11,966.3
1433.50,971.5
1433.88,979.3
1434.27,981.9
1434.66,984.5
1435.05,987.0
1435.44,989.6
1435.83,992.2
1436.21,994.8
1439.71,1085.5
1440.10,1088.1
1440.49,1090.7
1440.88,1095.9
1441.27,1098.4
1441.65,1103.6
1442.04,1106.2
1442.43,1111.4
1442.82,1119.2
1443.21,1126.9
1443.60,1134.7
1443.99,1139.9
1444.37,1142.5
1444.76,1145.1
1445.15,1150.3
1445.54,1152.8
1445.93,1155.4
1449.04,1246.1
1449.43,1246.1
1449.81,1248.7
1450.20,1251.3
1450.59,1253.9
1450.98,1256.5
1451.37,1261.7
1451.76,1266.8
1452.14,1272.0
1452.53,1277.2
1452.92,1282.4
1453.31,1287.6
1453.70,1292.7
1454.09,1297.9
1454.48,1300.5
1454.86,1303.1
1455.25,1305.7
1455.64,1308.3
1456.03,1310.9
1456.42,1310.9
1459.92,1401.6
1460.30,1401.6
1460.69,1404.1
1461.08,1409.3
1461.47,1411.9
1461.86,1414.5
1462.25,1417.1
1462.64,1419.7
1463.02,1424.9
1463.41,1439.0
1463.80,1446.9
1464.19,1459.8
1464.58,1461.7
1464.97,1468.0
1465.35,1471.5
1465.74,1478.8
1466.13,1480.8
1466.52,1492.2
1468.46,1572.5
1468.85,1575.1
1469.24,1577.7
1469.63,1582.9
1470.02,1588.1
1470.41,1593.3
1470.79,1598.4
1471.18,1608.8
1471.57,1616.6
1471.96,1626.9
1472.35,1632.1
1472.74,1637.3
1473.13,1639.9
1473.51,1645.1
1473.90,1650.3
1474.29,1652.8
1476.23,1748.7
1476.62,1748.7
1477.01,1753.9
1477.40,1756.5
1477.79,1761.7
1478.18,1764.2
1478.57,1772.0
1478.95,1777.2
1479.34,1790.2
1479.73,1797.9
1480.12,1805.7
1480.51,1808.3
1480.90,1813.5
1481.28,1818.7
1481.67,1826.4
1482.06,1829.0
1483.23,1935.2
1483.62,1937.8
1484.00,1943.0
1484.39,1948.2
1484.78,1956.0
1485.17,1961.1
1485.56,1968.9
1485.95,1981.9
1486.34,1987.0
1486.72,1992.2
1487.11,2000.0
1487.50,2005.2
1487.89,2010.4
1488.28,2015.5
1489.06,2119.2
1489.44,2119.2
1489.83,2124.4
1490.22,2132.1
1490.61,2139.9
1491.00,2147.7
1491.39,2155.4
1491.78,2163.2
1492.16,2173.6
1492.55,2178.8
1492.94,2186.5
1493.33,2194.3
1493.72,2202.1
1494.11,2224.5
1494.49,2310.9
1494.88,2316.1
1495.27,2323.8
1495.66,2331.6
1496.05,2339.4
1496.44,2347.2
1496.83,2354.9
1497.21,2365.3
1497.60,2370.5
1497.99,2378.2
1498.38,2386.0
1498.77,2404.7
1499.16,2456.9
1499.55,2513.0
1499.93,2520.7
1500.32,2531.1
1500.71,2541.5
1501.10,2546.6
1501.49,2551.8
1501.88,2559.6
1502.27,2574.3
1502.65,2620.0
1503.04,2655.7
1503.43,2690.9
1503.82,2738.3
1504.21,2743.5
1504.60,2746.1
1504.99,2748.7
1505.37,2756.5
1505.76,2774.0
1506.15,2824.7
1506.54,2868.4
1506.93,2922.3
1507.32,2935.2
1507.71,2940.4
1508.09,2943.0
1508.48,2945.6
1508.87,2960.0
1509.26,3009.3
1509.65,3055.8
1510.04,3097.2
1510.42,3139.9
1510.81,3142.5
1511.20,3148.6
1511.59,3190.3
1511.98,3226.5
1512.37,3265.9
1512.76,3299.2
1513.14,3342.0
1513.53,3347.9
1513.92,3384.7
1514.31,3421.4
1514.70,3464.6
1515.09,3498.1
1515.48,3541.5
1515.86,3547.6
1516.25,3601.8
1516.64,3646.8
1517.03,3671.6
1517.42,3701.4
1517.81,3740.9
1518.20,3746.9
1518.58,3800.5
1518.97,3820.4
1519.36,3859.5
1519.75,3919.7
1520.14,3919.7
1520.53,3919.7
1520.92,3912.2
1521.30,3866.6
1521.69,3829.4
1522.08,3789.5
1522.47,3748.7
1522.86,3746.1
1523.25,3746.1
1523.63,3737.4
1524.02,3693.6
1524.41,3645.1
1524.80,3596.6
1525.19,3549.2
1525.58,3546.6
1525.97,3546.6
1526.35,3537.8
1526.74,3498.0
1527.13,3456.0
1527.52,3413.5
1527.91,3354.9
1528.30,3349.7
1528.69,3347.2
1529.07,3344.6
1529.46,3330.4
1529.85,3287.1
1530.24,3244.8
1530.63,3210.3
1531.02,3158.0
1531.41,3152.8
1531.79,3150.3
1532.18,3147.7
1532.57,3139.9
1532.96,3129.9
1533.35,3059.8
1533.74,3000.0
1534.13,3000.0
1534.51,3000.0
1534.90,3000.0
1535.29,2953.4
1535.68,2950.8
1536.07,2943.0
1536.46,2925.4
1536.84,2874.8
1537.23,2831.1
1537.62,2777.2
1538.01,2764.2
1538.40,2759.1
1538.79,2756.5
1539.18,2753.9
1539.56,2746.1
1539.95,2735.8
1540.34,2722.8
1540.73,2702.1
1541.12,2611.4
1541.51,2606.2
1541.90,2598.4
1542.28,2590.7
1542.67,2582.9
1543.06,2575.1
1543.45,2567.4
1543.84,2557.0
1544.23,2551.8
1544.62,2544.0
1545.00,2536.3
1545.39,2528.5
1545.78,2523.3
1546.17,2419.7
1546.56,2419.7
1546.95,2414.5
1547.34,2409.3
1547.72,2401.6
1548.11,2396.4
1548.50,2388.6
1548.89,2380.8
1549.28,2370.5
1549.67,2365.3
1550.06,2357.5
1550.44,2352.3
1550.83,2344.6
1551.22,2342.0
1553.16,2240.9
1553.55,2240.9
1553.94,2235.8
1554.33,2230.6
1554.72,2225.4
1555.11,2220.2
1555.49,2212.4
1555.88,2204.7
1556.27,2194.3
1556.66,2189.1
1557.05,2183.9
1557.44,2178.8
1557.83,2173.6
1558.21,2168.4
1558.60,2165.8
1560.55,2069.9
1560.93,2069.9
1561.32,2064.8
1561.71,2062.2
1562.10,2057.0
1562.49,2054.4
1562.88,2046.6
1563.27,2041.5
1563.65,2031.1
1564.04,2025.9
1564.43,2015.5
1564.82,2013.0
1565.21,2007.8
1565.60,2005.2
1565.98,2000.0
1566.37,1997.4
1566.76,1994.8
1569.09,1904.1
1569.48,1904.1
1569.87,1901.6
1570.26,1899.0
1570.65,1896.4
1571.04,1893.8
1571.42,1888.6
1571.81,1883.4
1572.20,1878.2
1572.59,1873.1
1572.98,1867.9
1573.37,1862.7
1573.76,1854.9
1574.14,1852.3
1574.53,1849.7
1574.92,1847.2
1575.31,1844.6
1575.70,1842.0
1576.09,1839.4
1579.20,1753.9
1579.58,1756.5
1579.97,1753.9
1580.36,1751.3
1580.75,1748.7
1581.14,1746.1
1581.53,1740.9
1581.91,1738.3
1582.30,1733.2
1582.69,1728.0
1583.08,1722.8
1583.47,1717.6
1583.86,1712.4
1584.25,1707.3
1584.63,1704.7
1585.02,1702.1
1585.41,1699.5
1585.80,1696.9
1586.19,1694.3
1586.58,1694.3
1590.46,1614.0
1590.85,1616.6
1591.24,1614.0
1591.63,1611.4
1592.02,1608.8
1592.41,1606.2
1592.79,1601.0
1593.18,1598.4
1593.57,1595.9
1593.96,1590.7
1594.35,1585.5
1594.74,1580.3
1595.12,1575.1
1595.51,1569.9
1595.90,1567.4
1596.29,1564.8
1596.68,1562.2
1597.07,1559.6
1597.46,1557.0
1597.84,1554.4
1598.23,1554.4
1602.51,1484.5
1602.90,1487.0
1603.28,1484.5
1603.67,1481.9
1604.06,1479.3
1604.45,1479.3
1604.84,1474.1
1605.23,1471.5
1605.62,1466.3
1606.00,1461.1
1606.39,1458.5
1606.78,1456.0
1607.17,1450.8
1607.56,1445.6
1607.95,1440.4
1608.34,1437.8
1608.72,1437.8
1609.11,1435.2
1609.50,1432.6
1609.89,1430.1
1610.28,1430.1
1614.55,1360.1
1614.94,1362.7
1615.33,1360.1
1615.72,1357.5
1616.11,1357.5
1616.49,1354.9
1616.88,1349.7
1617.27,1347.2
1617.66,1344.6
1618.05,1339.4
1618.44,1336.8
1618.83,1331.6
1619.21,1329.0
1619.60,1323.8
1619.99,1323.8
1620.38,1318.7
1620.77,1316.1
1621.16,1313.5
1621.55,1313.5
1621.93,1310.9
1622.32,1310.9
1622.71,1310.9
1627.37,1246.1
1627.76,1248.7
1628.15,1246.1
1628.54,1246.1
1628.93,1243.5
1629.32,1243.5
1629.70,1240.9
1630.09,1238.3
1630.48,1235.8
1630.87,1235.8
1631.26,1230.6
1631.65,1230.6
1632.04,1230.6
1632.42,1225.4
1632.81,1225.4
1633.20,1220.2
1633.59,1220.2
1633.98,1220.2
1634.37,1215.0
1634.76,1215.0
1635.14,1212.4
1635.53,1212.4
1635.92,1212.4
1636.31,1212.4
1641.36,1163.2
1641.75,1165.8
1642.14,1163.2
1642.53,1163.2
1642.91,1160.6
1643.30,1160.6
1643.69,1155.4
1644.08,1155.4
1644.47,1150.3
1644.86,1150.3
1645.25,1145.1
1645.63,1145.1
1646.02,1139.9
1646.41,1139.9
1646.80,1134.7
1647.19,1134.7
1647.58,1129.5
1647.97,1129.5
1648.35,1126.9
1648.74,1126.9
1649.13,1124.4
1649.52,1124.4
1649.91,1124.4
1654.96,1075.1
1655.35,1077.7
1655.74,1075.1
1656.12,1075.1
1656.51,1072.5
1656.90,1072.5
1657.29,1067.4
1657.68,1067.4
1658.07,1062.2
1658.46,1062.2
1658.84,1057.0
1659.23,1057.0
1659.62,1054.4
1660.01,1051.8
1660.40,1049.2
1660.79,1046.6
1661.18,1044.0
1661.56,1041.5
1661.95,1041.5
1662.34,1038.9
1662.73,1038.9
1663.12,1036.3
1663.51,1036.3
1663.90,1036.3
1669.72,1000.0
1670.11,1000.0
1670.50,1000.0
1670.89,997.4
1671.28,997.4
1671.67,997.4
1672.05,997.4
1672.44,997.4
1672.83,997.4
1673.22,997.4
1673.61,997.4
1674.00,997.4
1674.39,997.4
1674.77,997.4
1675.16,997.4
1675.55,997.4
1675.94,997.4
1676.33,997.4
1676.72,997.4
1677.11,997.4
1677.49,997.4
1677.88,994.8
1678.27,994.8
1678.66,994.8
1679.05,994.8
1684.88,984.5
1685.26,984.5
1685.65,984.5
1686.04,981.9
1686.43,981.9
1686.82,981.9
1687.21,981.9
1687.60,981.9
1687.98,976.7
1688.37,976.7
1688.76,976.7
1689.15,976.7
1689.54,976.7
1689.93,971.5
1690.32,971.5
1690.70,971.5
1691.09,971.5
1691.48,971.5
1691.87,971.5
1692.26,971.5
1692.65,971.5
1693.04,968.9
1693.42,968.9
1693.81,968.9
1694.20,968.9
1700.03,953.4
1700.42,953.4
1700.81,953.4
1701.19,950.8
1701.58,950.8
1701.97,950.8
1702.36,950.8
1702.75,950.8
1703.14,950.8
1703.53,945.6
1703.91,945.6
1704.30,945.6
1704.69,945.6
1705.08,945.6
1705.47,945.6
1705.86,940.4
1706.25,940.4
1706.63,940.4
1707.02,940.4
1707.41,940.4
1707.80,937.8
1708.19,937.8
1708.58,937.8
1708.97,937.8
1714.79,917.1
1715.18,917.1
1715.57,917.1
1715.96,914.5
1716.35,914.5
1716.74,914.5
1717.12,914.5
1717.51,914.5
1717.90,909.3
1718.29,909.3
1718.68,909.3
1719.07,909.3
1719.46,909.3
1719.84,904.1
1720.23,904.1
1720.62,904.1
1721.01,904.1
1721.40,904.1
1721.79,904.1
1722.18,904.1
1722.56,904.1
1722.95,901.6
1723.34,901.6
1723.73,901.6
1724.12,901.6
1729.95,886.0
1730.33,886.0
1730.72,886.0
1731.11,883.4
1731.50,883.4
1731.89,883.4
1732.28,883.4
1732.67,883.4
1733.05,883.4
1733.44,878.2
1733.83,878.2
1734.22,878.2
1734.61,878.2
1735.00,878.2
1735.39,878.2
1735.77,873.1
1736.16,873.1
1736.55,873.1
1736.94,873.1
1737.33,873.1
1737.72,873.1
1738.11,870.5
1738.49,870.5
1738.88,870.5
1739.27,870.5
1744.71,854.9
1745.10,854.9
1745.49,854.9
1745.88,852.3
1746.26,852.3
1746.65,852.3
1747.04,852.3
1747.43,852.3
1747.82,852.3
1748.21,852.3
1748.60,852.3
1748.98,852.3
1749.37,852.3
1749.76,852.3
1750.15,847.2
1750.54,847.2
1750.93,847.2
1751.32,847.2
1751.70,847.2
1752.09,847.2
1752.48,847.2
1752.87,844.6
1753.26,844.6
1753.65,844.6
1754.04,844.6
1759.86,829.0
1760.25,829.0
1760.64,829.0
1761.03,826.4
1761.42,826.4
1761.81,826.4
1762.19,826.4
1762.58,826.4
1762.97,826.4
1763.36,826.4
1763.75,826.4
1764.14,826.4
1764.53,821.2
1764.91,821.2
1765.30,821.2
1765.69,821.2
1766.08,821.2
1766.47,821.2
1766.86,821.2
1767.25,821.2
1767.63,821.2
1768.02,818.7
1768.41,818.7
1768.80,818.7
1769.19,818.7
1775.02,803.1
1775.40,803.1
1775.79,803.1
1776.18,800.5
1776.57,800.5
1776.96,800.5
1777.35,800.5
1777.74,800.5
1778.12,795.3
1778.51,795.3
1778.90,795.3
1779.29,795.3
1779.68,795.3
1780.07,790.2
1780.46,790.2
1780.84,790.2
1781.23,790.2
1781.62,790.2
1782.01,790.2
1782.40,790.2
1782.79,790.2
1783.17,787.6
1783.56,787.6
1783.95,787.6
1784.34,787.6
1790.17,777.2
1790.56,777.2
1790.95,777.2
1791.33,774.6
1791.72,774.6
1792.11,774.6
1792.50,774.6
1792.89,774.6
1793.28,774.6
1793.67,769.4
1794.05,769.4
1794.44,769.4
1794.83,769.4
1795.22,769.4
1795.61,769.4
1796.00,764.2
1796.39,764.2
1796.77,764.2
1797.16,764.2
1797.55,764.2
1797.94,764.2
1798.33,761.7
1798.72,761.7
1799.10,761.7
1799.49,761.7
1804.93,751.3
1805.32,751.3
1805.71,751.3
1806.10,748.7
1806.49,748.7
1806.88,748.7
1807.26,748.7
1807.65,748.7
1808.04,748.7
1808.43,748.7
1808.82,748.7
1809.21,748.7
1809.60,748.7
1809.98,743.5
1810.37,743.5
1810.76,743.5
1811.15,743.5
1811.54,743.5
1811.93,743.5
1812.31,743.5
1812.70,743.5
1813.09,740.9
1813.48,740.9
1813.87,740.9
1814.26,740.9
1820.09,735.8
1820.47,735.8
1820.86,735.8
1821.25,733.2
1821.64,733.2
1822.03,733.2
1822.42,733.2
1822.81,733.2
1823.19,733.2
1823.58,733.2
1823.97,733.2
1824.36,733.2
1824.75,728.0
1825.14,728.0
1825.53,728.0
1825.91,728.0
1826.30,728.0
1826.69,728.0
1827.08,728.0
1827.47,728.0
1827.86,728.0
1828.24,725.4
1828.63,725.4
1829.02,725.4
1829.41,725.4
1835.24,715.0
1835.63,715.0
1836.02,715.0
1836.40,712.4
1836.79,712.4
1837.18,712.4
1837.57,712.4
1837.96,712.4
1838.35,712.4
1838.74,712.4
1839.12,712.4
1839.51,712.4
1839.90,707.3
1840.29,707.3
1840.68,707.3
1841.07,707.3
1841.45,707.3
1841.84,707.3
1842.23,707.3
1842.62,707.3
1843.01,707.3
1843.40,704.7
1843.79,704.7
1844.17,704.7
1844.56,704.7
