wavelength_nm,min_detuning_eV,near_mask,off_mask,abs_Im_over_Re,ratio_valid
400,1.2952018094796496,0,1,0.0095675238771473943,1
401,1.2874721213000986,0,1,0.0096171267395224729,1
402,1.2797808892806448,0,1,0.0096670140481891331,1
403,1.2721278271471435,0,1,0.0097171884717523038,1
404,1.2645126514598477,0,1,0.0097676527133944251,1
405,1.256935081578415,0,1,0.0098184095114462206,1
406,1.249394839627433,0,1,0.009869461639966973,1
407,1.2418916504624504,0,1,0.0099208119093386008,1
408,1.2344252416365125,0,1,0.0099724631668692467,1
409,1.2269953433671801,0,1,0.010024418297411401,1
410,1.2196016885040399,0,1,0.010076680223990575,1
411,1.2122440124966811,0,1,0.010129251908448041,1
412,1.2049220533631448,0,1,0.01018213635209694,1
413,1.1976355516588262,0,1,0.010235336596389897,1
414,1.1903842504458333,0,1,0.01028885572360322,1
415,1.1831678952627822,0,1,0.010342696857532202,1
416,1.1759862340950344,0,1,0.010396863164204042,1
417,1.1688390173453569,0,1,0.010451357852602282,1
418,1.1617259978050085,0,1,0.010506184175409267,1
419,1.1546469306252343,0,1,0.010561345429762066,1
420,1.1476015732891733,0,1,0.010616844958025562,1
421,1.1405896855841626,0,1,0.010672686148580983,1
422,1.1336110295744364,0,1,0.010728872436632437,1
423,1.1266653695742121,0,1,0.010785407305028756,1
424,1.1197524721211591,0,1,0.010842294285104328,1
425,1.1128721059502378,0,1,0.010899536957537089,1
426,1.1060240419679124,0,1,0.010957138953226146,1
427,1.0992080532267221,0,1,0.011015103954186823,1
428,1.0924239149002104,0,1,0.011073435694466159,1
429,1.0856714042582043,0,1,0.011132137961077435,1
430,1.0789503006424401,0,1,0.0111912145949564,1
431,1.0722603854425268,0,1,0.011250669491937189,1
432,1.0656014420722424,0,1,0.011310506603750495,1
433,1.0589732559461624,0,1,0.011370729939042826,1
434,1.0523756144566083,0,1,0.011431343564420422,1
435,1.0458083069509141,0,1,0.011492351605513314,1
436,1.0392711247090074,0,1,0.011553758248066174,1
437,1.032763860921297,0,1,0.011615567739051457,1
438,1.026286310666864,0,1,0.011677784387809063,1
439,1.0198382708919502,0,1,0.011740412567210895,1
440,1.0134195403887407,0,1,0.01180345671485172,1
441,1.0070299197744341,0,1,0.011866921334268405,1
442,1.0006692114706,0,1,0.011930810996185386,1
443,0.99433721968280997,0,1,0.011995130339790395,1
444,0.98803375038055075,0,1,0.012059884074037439,1
445,0.9817586112774026,0,1,0.012125076978982909,1
446,0.97551161181148816,0,1,0.012190713907149766,1
447,0.96929256312618195,0,1,0.012256799784925934,1
448,0.96310127805107815,0,1,0.012323339613993492,1
449,0.95693757108321309,0,1,0.012390338472793446,1
450,0.95080125836853835,0,1,0.012457801518023314,1
451,0.94469215768364068,0,1,0.012525733986172032,1
452,0.93861008841770266,0,1,0.012594141195088926,1
453,0.93255487155470496,0,1,0.012663028545593948,1
454,0.92652632965586124,0,1,0.012732401523122428,1
455,0.92052428684228715,0,1,0.012802265699413307,1
456,0.91454856877789537,0,1,0.0128726267342346,1
457,0.90859900265251614,0,1,0.012943490377154754,1
458,0.90267541716523914,0,1,0.013014862469354144,1
459,0.89677764250797187,0,1,0.013086748945482715,1
460,0.89090551034921495,0,1,0.013159155835562722,1
461,0.88505885381804461,0,1,0.01323208926693858,1
462,0.87923750748830765,0,1,0.013305555466276492,1
463,0.87344130736301917,0,1,0.013379560761611628,1
464,0.86767009085895985,0,1,0.013454111584449041,1
465,0.8619236967914774,0,1,0.013529214471916061,1
466,0.85620196535947812,0,1,0.013604876068969655,1
467,0.85050473813061345,0,1,0.013681103130659926,1
468,0.84483185802665828,0,1,0.013757902524451807,1
469,0.83918316930907411,0,1,0.013835281232605417,1
470,0.83355851756475596,0,1,0.013913246354617942,1
471,0.82795774969196367,0,1,0.013991805109729819,1
472,0.82238071388642942,0,1,0.014070964839495262,1
473,0.81682725962764113,0,1,0.014150733010419305,1
474,0.81129723766530359,0,1,0.014231117216665501,1
475,0.80579050000596553,0,1,0.01431212518283409,1
476,0.80030689989981774,0,1,0.014393764766813991,1
477,0.7948462918276582,0,1,0.014476043962710664,1
478,0.78940853148801793,0,1,0.014558970903852414,1
479,0.78399347578445111,0,1,0.014642553865877454,1
480,0.77860098281298296,0,1,0.014726801269904215,1
481,0.77323091184971204,0,1,0.014811721685787317,1
482,0.76788312333857078,0,1,0.014897323835463357,1
483,0.76255747887923553,0,1,0.014983616596387457,1
484,0.7572538412151868,0,1,0.015070609005064069,1
485,0.75197207422191781,0,1,0.015158310260677176,1
486,0.74671204289528736,0,1,0.015246729728818549,1
487,0.74147361334001927,0,1,0.015335876945323273,1
488,0.73625665275833807,0,1,0.015425761620210695,1
489,0.73106102943875007,0,1,0.015516393641737132,1
490,0.72588661274495569,0,1,0.01560778308056455,1
491,0.72073327310490409,0,1,0.015699940194046018,1
492,0.71560088199997507,0,1,0.01579287543063581,1
493,0.71048931195429477,0,1,0.015886599434425417,1
494,0.7053984365241841,0,1,0.01598112304981042,1
495,0.70032813028773067,0,1,0.01607645732629456,1
496,0.69527826883448851,0,1,0.016172613523433483,1
497,0.69024872875530363,0,1,0.016269603115922324,1
498,0.68523938763226022,0,1,0.016367437798835587,1
499,0.68025012402874774,0,1,0.01646612949302281,1
500,0.67528081747964963,0,1,0.016565690350663013,1
501,0.67033134848164577,0,1,0.01666613276098752,1
502,0.66540159848363389,0,1,0.016767469356175943,1
503,0.66049144987726383,0,1,0.016869713017429098,1
504,0.65560078598758631,0,1,0.016972876881228751,1
505,0.65072949106380795,0,1,0.017076974345788646,1
506,0.64587745027016341,0,1,0.017182019077704325,1
507,0.6410445496768884,0,1,0.017288025018810212,1
508,0.63623067625130325,0,1,0.017395006393248088,1
509,0.63143571784900132,0,1,0.017502977714759629,1
510,0.62665956320513994,0,1,0.017611953794207841,1
511,0.62190210192583351,0,1,0.017721949747335753,1
512,0.61716322447964966,0,1,0.017832981002774993,1
513,0.61244282218920132,0,1,0.017945063310308658,1
514,0.60774078722284042,0,1,0.018058212749402298,1
515,0.60305701258644584,0,1,0.018172445738010273,1
516,0.59839139211530856,0,1,0.018287779041670366,1
517,0.59374382046611007,0,1,0.018404229782896991,1
518,0.58911419310899316,0,1,0.018521815450882696,1
519,0.58450240631972683,0,1,0.018640553911524149,1
520,0.57990835717195743,0,1,0.01876046341778129,1
521,0.57533194352955386,0,1,0.018881562620384203,1
522,0.57077306403903671,0,1,0.019003870578904389,1
523,0.56623161812209721,0,1,0.019127406773198845,1
524,0.56170750596819907,0,1,0.019252191115249218,1
525,0.55720062852726882,0,1,0.019378243961405951,1
526,0.55271088750246333,0,1,0.019505586125057699,1
527,0.54823818534302715,0,1,0.019634238889742774,1
528,0.54378242523722564,0,1,0.019764224022718331,1
529,0.53934351110535861,0,1,0.019895563789010903,1
530,0.53492134759285737,0,1,0.020028280965964426,1
531,0.53051584006345376,0,1,0.020162398858309508,1
532,0.52612689459243178,0,1,0.020297941313772622,1
533,0.52175441795994981,0,1,0.020434932739252655,1
534,0.51739831764444366,0,1,0.020573398117586812,1
535,0.51305850181609847,0,1,0.020713363024929494,1
536,0.50873487933039607,0,1,0.0208548536487746,1
537,0.50442735972173525,0,1,0.0209978968066491,1
538,0.50013585319712162,0,1,0.021142519965501809,1
539,0.49586027062992777,0,1,0.021288751261827138,1
540,0.49160052355372397,0,1,0.021436619522549886,1
541,0.48735652415617459,0,1,0.021586154286707591,1
542,0.48312818527300783,0,1,0.021737385827967259,1
543,0.4789154203820436,0,1,0.021890345178013963,1
544,0.47471814359729692,0,1,0.02204506415085063,1
545,0.47053626966313589,0,1,0.022201575368053415,1
546,0.46636971394851434,0,1,0.022359912285024191,1
547,0.46221839244125862,0,1,0.0225201092182899,1
548,0.45808222174242319,0,1,0.022682201373896312,1
549,0.45396111906070624,0,1,0.022846224876950219,1
550,0.44985500220692254,0,1,0.02301221680236153,1
551,0.44576378958854246,0,1,0.02318021520684976,1
552,0.44168740020428743,0,1,0.023350259162269855,1
553,0.43762575363878176,0,1,0.023522388790324776,1
554,0.43357877005726708,0,1,0.023696645298736541,1
555,0.42954637020037056,0,1,0.023873071018941049,1
556,0.42552847537893035,0,1,0.024051709445393889,1
557,0.42152500746887789,0,1,0.02423260527655632,1
558,0.4175358889061731,0,1,0.024415804457657554,1
559,0.41356104268179639,0,1,0.02460135422531845,1
560,0.40960039233679257,0,1,0.024789303154136782,1
561,0.40565386195736819,0,1,0.024979701205334794,1
562,0.40172137617004111,0,1,0.02517259977757659,1
563,0.39780286013684307,0,1,0.02536805176007419,1
564,0.39389823955057146,0,1,0.025566111588099787,1
565,0.39000744063009218,0,1,0.025766835301040111,1
566,0.38613039011569228,0,1,0.025970280603126807,1
567,0.38226701526448226,0,1,0.026176506926988637,1
568,0.37841724384584685,0,1,0.026385575500189849,1
569,0.37458100413694329,0,1,0.026597549414908904,1
570,0.37075822491824617,0,1,0.026812493700947345,1
571,0.3669488354691417,0,1,0.027030475402248649,1
572,0.36315276556356579,0,1,0.027251563657131946,1
573,0.35936994546568801,0,1,0.027475829782456957,1
574,0.35560030592564251,0,1,0.027703347361944963,1
575,0.35184377817530166,0,1,0.02793419233890538,1
576,0.34810029392409403,0,1,0.028168443113626256,1
577,0.3443697853548664,0,1,0.02840618064570935,1
578,0.3406521851197879,0,1,0.028647488561650673,1
579,0.33694742633629904,0,1,0.028892453267982947,1
580,0.33325544258309803,0,1,0.029141164070328403,1
581,0.32957616789617283,0,1,0.029393713298722073,1
582,0.32590953676487322,0,1,0.029650196439610206,1
583,0.32225548412802008,0,1,0.029910712274935244,1
584,0.31861394537006049,0,1,0.030175363028773099,1
585,0.31498485631725659,0,1,0.030444254522002067,1
586,0.31136815323391609,0,1,0.030717496335533973,1
587,0.30776377281866152,0,1,0.030995201982671004,1
588,0.30417165220073805,0,1,0.031277489091197062,1
589,0.300591728936356,0,1,0.031564479595859722,1
590,0.29702394100507323,0,1,0.031856299941948329,1
591,0.29346822680621498,0,1,0.032153081300738171,1
592,0.28992452515532552,0,1,0.032454959797616659,1
593,0.28639277528066165,0,1,0.032762076753788401,1
594,0.28287291681971682,0,1,0.033074578942526502,1
595,0.27936488981578433,0,1,0.033392618861007202,1
596,0.27586863471454892,0,1,0.033716355018868056,1
597,0.27238409236072192,0,1,0.034045952244710673,1
598,0.26891120399469992,0,1,0.034381582011887755,1
599,0.26544991124926565,0,1,0.034723422785016715,1
600,0.26200015614631633,0,1,0.035071660388801329,1
601,0.25856188109362632,0,1,0.035426488400873195,1
602,0.25513502888164297,0,1,0.035788108570521567,1
603,0.25171954268031316,0,1,0.036156731265354063,1
604,0.24831536603594095,0,1,0.036532575948112336,1
605,0.2449224428680794,0,1,0.036915871686071147,1
606,0.24154071746644856,0,1,0.037306857695695569,1
607,0.23817013448788682,0,1,0.03770578392545567,1
608,0.23481063895333376,0,1,0.038112911680011401,1
609,0.23146217624483834,0,1,0.038528514289269164,1
610,0.22812469210260033,0,1,0.038952877826168388,1
611,0.2247981326220394,0,1,0.039386301877447467,1
612,0.22148244425089159,0,1,0.039829100372063886,1
613,0.21817757378633829,0,1,0.040281602472423211,1
614,0.21488346837215788,0,1,0.040744153534124521,1
615,0.21160007549590976,0,1,0.04121711614051185,1
616,0.20832734298614319,0,1,0.0417008712190238,1
617,0.20506521900963337,0,1,0.042195819247066939,1
618,0.20181365206864665,0,1,0.042702381556019686,1
619,0.1985725909982281,0,1,0.043221001742917695,1
620,0.19534198496352073,0,1,0.043752147200472213,1
621,0.1921217834571054,0,1,0.044296310777294144,1
622,0.18891193629637004,0,1,0.044854012581604687,1
623,0.18571239362090175,0,1,0.045425801943270158,1
624,0.18252310588990617,0,1,0.04601225955082703,1
625,0.17934402387964976,0,1,0.046613999782183189,1
626,0.17617509868092762,0,1,0.047231673250037173,1
627,0.1730162816965557,0,1,0.0478659695857164,1
628,0.16986752463888544,0,1,0.048517620488211892,1
629,0.16672877952734444,0,1,0.049187403068688663,1
630,0.16359999868599884,0,1,0.049876143524809777,1
631,0.16048113474113945,0,1,0.05058472118388406,1
632,0.15737214061889016,0,1,0.051314072959234666,1
633,0.15427296954284087,0,1,0.052065198270469376,1
634,0.1511835750317001,0,1,0.05283916448558406,1
635,0.14810391089697261,0,1,0.053637112951335955,1
636,0.14503393124065589,0,1,0.054460265688215499,1
637,0.14197359045296221,0,1,0.055309932837955732,1
638,0.13892284321005732,0,1,0.056187520965173689,1
639,0.13588164447182494,0,1,0.057094542330796187,1
640,0.13284994947964979,0,1,0.058032625273966632,1
641,0.12982771375422075,0,1,0.059003525861653111,1
642,0.12681489309335681,0,1,0.06000914099204905,1
643,0.12381144356985185,0,1,0.061051523169902804,1
644,0.12081732152933911,0,1,0.062132897210371574,1
645,0.11783248358817677,0,1,0.063255679174241408,1
646,0.11485688663135241,0,1,0.06442249789323258,1
647,0.111890487810407,0,1,0.065636219511926872,1
648,0.1089332445413782,0,1,0.066899975555417351,1
649,0.10598511450276216,0,1,0.068217195132889832,1
650,0.10304605563349578,0,1,0.069591642011616245,1
651,0.10011602613095549,0,1,0.071027457449408374,1
652,0.097194984448974786,0,0,0.072529209864319155,1
653,0.094282889295882466,0,0,0.07410195265851717,1
654,0.091379699632554878,0,0,0.075751291812339208,1
