gamma_meV,Re_peak_nm,Im_peak_nm,max_abs_Re_pm_per_V,max_abs_Im_pm_per_V,Re_zero_nm,Re_lobe_width_nm,Im_lobe_width_nm,near_l2_Im_over_Re,off_l2_Im_over_Re,near_fraction_Im_dominant,off_fraction_Im_dominant
0.1,1505.0,1375.0,138.36009182841565,188.89118136259225,"[688.9982719804793, 689.0620594576391, 691.9561973595991, 692.0514983105506, 694.8945219162098, 696.1091638183825, 698.8971889552148, 700.476356094573, 703.9213082249632, 705.8460907967846, 708.1569409101215, 712.4871616517714, 720.9994395436223, 724.9893467214923, 726.0388011852044, 728.3319014199901, 729.3256492114054, 730.9419111369598, 731.0457752423536, 733.6951976317251, 734.0469830322351, 737.7225634736752, 738.4793790730174, 739.9894501157073, 740.0219269773172, 1377.9994871455149, 1378.11313289979, 1380.9608960279895, 1381.1117855694251, 1383.9146004270017, 1384.0901788742344, 1386.8582660488898, 1387.053024575331, 1389.7910383683259, 1390.0018156414208, 1391.983139812784, 1392.2045624780742, 1394.895592967926, 1395.1300667493374, 1397.7957047918067, 1398.0455038321472, 1399.9630344339764, 1400.9399830844577, 1402.8413263696089, 1403.1027163861556, 1404.9901912628693, 1405.9737412351476, 1407.8443678251654, 1408.1178075033292, 1409.2660692056286, 1410.9710348142985, 1412.8038755018033, 1413.094429578565, 1414.2122217787305, 1415.911893047418, 1417.714627695979, 1418.0140341137408, 1419.8030611049114, 1420.1061299903733, 1421.1901506790834, 1422.8792868620744, 1423.262091197714, 1424.9498595422576, 1426.0077144595773, 1427.0112967966634, 1428.732907803704, 1429.0561655398385, 1430.0874542524205, 1431.087855810926, 1432.7795833169782, 1433.106677326878, 1434.7829772716188, 1435.111961796412, 1436.7717298844132, 1437.102960972714, 1438.089356668444, 1439.0789016801211, 1440.7045854159671, 1441.0389781095723, 1443.29082253561, 1444.9082317158668, 1445.2101225543588, 1446.8162116124008, 1447.7402742283577, 1449.333428629933, 1450.8532347450414, 1451.8144755788426, 1452.081927751257, 1454.85410926014, 1455.1094783723445, 1457.8273883824224, 1459.2366245828237, 1461.8585795756271, 1463.775129476403, 1466.8316749185722, 1470.1779912159495, 1473.0037640894145, 1476.5058859174515, 1479.9501091664188, 1480.061085910983, 1485.9479113446575, 1486.0008739012735]",8.278061084892897,1.095932541268212,1.102731039611826,0.00028781586941305335,0.288,0.0
0.5,1505.0,1503.0,130.2612032242189,85.43933088898643,"[715.0086663777918, 1432.8762089883849, 1433.0159702397536, 1434.8258819437924, 1435.0758716922714, 1436.770264864606, 1437.7894683558516, 1438.0574249342428]",9.234131990657716,130.0051077482949,1.1287473976760973,0.001439073045563431,0.37,0.0
1.0,1505.0,1502.0,116.31533738868669,77.18505861200074,"[713.6931717610622, 1436.7756663296755]",12.132238802946858,130.04521147915125,1.1310183782828533,0.0028781067084574018,0.368,0.0
2.0,1505.0,1501.0,97.14828137813146,68.5724166323937,"[713.7885165546212, 1436.9617176492256]",18.126140180429502,130.42836617853686,1.1380019162139445,0.005755898407577626,0.364,0.0
5.0,1505.0,1496.0,71.31058978306794,57.897932324202515,"[714.0283285725802, 1437.4792785382026]",32.90400686864518,131.92840434886193,1.1558577786799913,0.014384239173205948,0.354,0.0
10.0,1507.0,1413.0,54.17639077885417,51.792111129330806,"[714.3537784031138, 1438.2436255864598]",50.99147799181628,134.38530252312034,1.1819264397148626,0.02872930899822957,0.348,0.0
20.0,1372.0,1427.0,39.97545016363625,47.1210099020595,"[714.7764413805901, 1439.5060124006873]",92.6038641070063,138.01257866090032,1.2296014370089376,0.05715031147096728,0.35,0.0
