wavelength_nm,min_detuning_eV,near_mask,off_mask,abs_Im_over_Re,ratio_valid
400,1.2952018094796496,0,1,9.5673675346627407e-05,1
401,1.2874721213000986,0,1,9.6169681500163777e-05,1
402,1.2797808892806448,0,1,9.6668531792536266e-05,1
403,1.2721278271471435,0,1,9.7170252904758977e-05,1
404,1.2645126514598477,0,1,9.7674871863542544e-05,1
405,1.256935081578415,0,1,9.8182416046987026e-05,1
406,1.249394839627433,0,1,9.8692913190389947e-05,1
407,1.2418916504624504,0,1,9.9206391392178404e-05,1
408,1.2344252416365125,0,1,9.9722879119948176e-05,1
409,1.2269953433671801,0,1,0.00010024240521663945,1
410,1.2196016885040399,0,1,0.0001007649989068266,1
411,1.2122440124966811,0,1,0.00010129068980314107,1
412,1.2049220533631448,0,1,0.00010181950791282368,1
413,1.1976355516588262,0,1,0.0001023514836444118,1
414,1.1903842504458333,0,1,0.00010288664781456908,1
415,1.1831678952627822,0,1,0.00010342503165504173,1
416,1.1759862340950344,0,1,0.00010396666681977667,1
417,1.1688390173453569,0,1,0.00010451158539218018,1
418,1.1617259978050085,0,1,0.00010505981989252299,1
419,1.1546469306252343,0,1,0.00010561140328550577,1
420,1.1476015732891733,0,1,0.00010616636898798844,1
421,1.1405896855841626,0,1,0.00010672475087687002,1
422,1.1336110295744364,0,1,0.00010728658329714869,1
423,1.1266653695742121,0,1,0.00010785190107014272,1
424,1.1197524721211591,0,1,0.00010842073950189602,1
425,1.1128721059502378,0,1,0.00010899313439175453,1
426,1.1060240419679124,0,1,0.00010956912204113495,1
427,1.0992080532267221,0,1,0.00011014873926247824,1
428,1.0924239149002104,0,1,0.00011073202338839841,1
429,1.0856714042582043,0,1,0.00011131901228102866,1
430,1.0789503006424401,0,1,0.00011190974434157422,1
431,1.0722603854425268,0,1,0.00011250425852007639,1
432,1.0656014420722424,0,1,0.00011310259432538168,1
433,1.0589732559461624,0,1,0.00011370479183534238,1
434,1.0523756144566083,0,1,0.00011431089170723768,1
435,1.0458083069509141,0,1,0.00011492093518842449,1
436,1.0392711247090074,0,1,0.00011553496412723693,1
437,1.032763860921297,0,1,0.00011615302098411336,1
438,1.026286310666864,0,1,0.00011677514884299257,1
439,1.0198382708919502,0,1,0.00011740139142294608,1
440,1.0134195403887407,0,1,0.00011803179309009958,1
441,1.0070299197744341,0,1,0.00011866639886980544,1
442,1.0006692114706,0,1,0.00011930525445909912,1
443,0.99433721968280997,0,1,0.00011994840623945514,1
444,0.98803375038055075,0,1,0.00012059590128981431,1
445,0.9817586112774026,0,1,0.00012124778739992471,1
446,0.97551161181148816,0,1,0.00012190411308400413,1
