n_1based,m_1based,k_per_nm,k_pi_over_a,transition_eV,one_photon_nm,two_photon_nm
1,1,0.12966670248747,0.02333333333332287,1.506258471949,823.1269779320978,1646.2539558641956
1,1,0.13151908395157,0.02366666666665485,1.506620604510999,822.9291304577724,1645.8582609155449
1,1,0.13337146541568,0.023999999999988624,1.5069873291045994,822.7288710759577,1645.4577421519155
1,1,0.13522384687979,0.024333333333322396,1.5073586213496488,822.5262166808575,1645.052433361715
1,1,0.13707622834389,0.02466666666665437,1.5077344564509494,822.3211844070072,1644.6423688140144
1,1,0.138928609808,0.024999999999988146,1.5081148091987997,822.113791627494,1644.227583254988
1,1,0.14078099127211,0.025333333333321925,1.5084996539700992,821.9040559518587,1643.8081119037174
1,1,0.14263337273621,0.0256666666666539,1.5088889647285997,821.6919952244514,1643.3839904489028
1,1,0.14448575420032,0.025999999999987675,1.5092827150272996,821.4776275216097,1642.9552550432195
1,1,0.14633813566443,0.026333333333321447,1.5096808780100999,821.260971149232,1642.521942298464
1,1,0.14819051712853,0.026666666666653425,1.510083426414399,821.042044639831,1642.084089279662
1,1,0.15004289859264,0.0269999999999872,1.5104903325746,820.820866749087,1641.641733498174
1,1,0.15189528005675,0.027333333333320973,1.5109015684253493,820.5974564525433,1641.1949129050865
1,1,0.15374766152085,0.02766666666665295,1.5113171055065993,820.3718329413073,1640.7436658826146
1,1,0.15560004298496,0.027999999999986723,1.5117369149685487,820.1440156178197,1640.2880312356394
1,1,0.15745242444907,0.028333333333320505,1.5121609675772494,819.9140240912627,1639.8280481825254
1,1,0.15930480591317,0.02866666666665248,1.5125892337218494,819.6818781720847,1639.3637563441694
1,1,0.16115718737728,0.028999999999986252,1.5130216834211485,819.4475978669043,1638.8951957338086
1,1,0.16300956884139,0.029333333333320027,1.5134582863330996,819.2112033718258,1638.4224067436517
