wavelength_nm,C_m1_n1_l1_Re_pm_per_V,C_m1_n1_l1_Im_pm_per_V,C_m1_n1_l2_Re_pm_per_V,C_m1_n1_l2_Im_pm_per_V,V_m1_n1_l1_Re_pm_per_V,V_m1_n1_l1_Im_pm_per_V,V_m1_n1_l2_Re_pm_per_V,V_m1_n1_l2_Im_pm_per_V,C_m1_n2_l1_Re_pm_per_V,C_m1_n2_l1_Im_pm_per_V,C_m1_n2_l2_Re_pm_per_V,C_m1_n2_l2_Im_pm_per_V,V_m1_n2_l1_Re_pm_per_V,V_m1_n2_l1_Im_pm_per_V,V_m1_n2_l2_Re_pm_per_V,V_m1_n2_l2_Im_pm_per_V,C_m2_n1_l1_Re_pm_per_V,C_m2_n1_l1_Im_pm_per_V,C_m2_n1_l2_Re_pm_per_V,C_m2_n1_l2_Im_pm_per_V,V_m2_n1_l1_Re_pm_per_V,V_m2_n1_l1_Im_pm_per_V,V_m2_n1_l2_Re_pm_per_V,V_m2_n1_l2_Im_pm_per_V,C_m2_n2_l1_Re_pm_per_V,C_m2_n2_l1_Im_pm_per_V,C_m2_n2_l2_Re_pm_per_V,C_m2_n2_l2_Im_pm_per_V,V_m2_n2_l1_Re_pm_per_V,V_m2_n2_l1_Im_pm_per_V,V_m2_n2_l2_Re_pm_per_V,V_m2_n2_l2_Im_pm_per_V
688,85.81113185613377,2.5239692895962245,-1.4520918780107679,-0.1246440788418695,-85.317927220511976,-2.5094626244716691,-0.17859298309373431,-0.0062947203466608747,-0.62100084216106988,-0.01834590285516486,2.3731748994867492,0.20389107712081189,-1.6088988007724208,-0.13822837479817329,1.4628479925816664,0.9193683368826242,0.025226040974062801,0.00089033865065609255,0.18560238529109255,0.11688074351233027,-0.15357451708262015,-0.004523800844349786,-0.025237178940716639,-0.00089073175880222718,0.053435439450077081,0.0018928568043094739,88.759849705394217,55.844875300499915,0.84808881235637645,0.072944160466220612,-60.549503272034556,-38.09582227727099
689,87.263509970789741,2.6050714470440699,-1.5211393617826356,-0.13972164815381216,-86.761957704699384,-2.5900986423972063,-0.18217809085194939,-0.0065459363866786904,-0.63160077949786098,-0.018937134196874941,2.4863013518350825,0.22855307360889304,-1.685593111654538,-0.1549480260058903,1.3388852530319386,1.0806976323002393,0.025733558657514165,0.00092590659069311464,0.16979484321741986,0.13737687578336122,-0.15618024154057369,-0.0046693312692934917,-0.025744920706696064,-0.00092631540302883994,0.054518299135184224,0.0019686318278559129,81.227932323192576,65.646316275497441,0.88857866376379446,0.081772553071538343,-55.411438508608128,-44.782092976873116
690,88.757028724525838,2.6899619049952821,-1.5981033974085952,-0.15820987290645719,-88.246892369672153,-2.6745011873413769,-0.18589234321912584,-0.0068124378692981267,-0.64250164519290065,-0.019556000755215762,2.612386925381271,0.25879156500484857,-1.7710730853880532,-0.17544827339795643,1.2091277513624819,1.176420597478238,0.02625937352795963,0.0009636397533705713,0.15325417376796655,0.14952171985752369,-0.15885985412858958,-0.0048216635814603524,-0.026270967738363297,-0.00096406522589915339,0.055640242985523371,0.0020490205864420919,73.343371841670404,71.462312084574478,0.93370867508193645,0.092597634473017096,-50.032810421031876,-48.74960372008303
691,90.293529047429089,2.7788865219724594,-1.6846582851379699,-0.18135532052980158,-89.774561564661184,-2.7629147047401501,-0.18974336697657535,-0.0070955536213351648,-0.65371689776029862,-0.020204295752554644,2.7541705556385487,0.29664421384948736,-1.8671955889335898,-0.20111055448198867,1.0936041366686402,1.2341255815156953,0.026804566423799008,0.0010037264187915376,0.13852821700255416,0.15682700010470488,-0.16161666224311369,-0.0049812393661862265,-0.026816401351337019,-0.0010041695906469058,0.05680357780246198,0.0021344241493100932,66.322981366639254,74.96859822224522,0.98445967945974822,0.10614905896589073,-45.24369510087574,-51.1414947008615
692,91.874969638339621,2.8721121658005435,-1.7829984031605532,-0.21107374613937335,-91.346912730767201,-2.8556045285796121,-0.19373944616319552,-0.0073967671748068663,-0.66526085594112572,-0.020883965597926837,2.9152417353897921,0.34524240608145851,-1.9763941263009033,-0.23405779879113586,0.99344927032884611,1.2708645703182753,0.027370311338854789,0.0010463767903134919,0.12576080990846103,0.1614630372710173,-0.16445418489616262,-0.0051485379512556158,-0.027382396057789107,-0.0010468387934399373,0.058010809038861508,0.0022252902709329436,60.235813053859701,77.200960005676066,1.0421171200067301,0.12354813901136973,-41.091198010181913,-52.664349883231161
693,93.503436975336129,2.9699289763748942,-1.8960174395482874,-0.25044627180804385,-92.966020353910793,-2.9528591311586423,-0.19788959830087743,-0.00771773973315934,-0.67714877177270982,-0.02159712638084332,3.1003336808552704,0.40962215444732308,-2.1018775911548628,-0.27770418151761395,0.90609488825809448,1.2954063636813473,0.027957886226838279,0.0010918262493769333,0.11462476542598439,0.16454588931751624,-0.16737617070474067,-0.0053240804724269883,-0.027970230375681391,-0.0010923083196459002,0.059264663825679388,0.0023221203203909395,54.925936304094819,78.692041402652904,1.1083760504705897,0.14659823192627033,-37.468947626690657,-53.68152418247552
694,95.181156401553949,3.0726529256000936,-2.0274749616911851,-0.30469774387753273,-94.634096986934054,-3.0549926683143185,-0.20220366188997774,-0.0080603373335981013,-0.68939691150304339,-0.022346082530725876,3.3155960001335196,0.49832300494963555,-2.247815122945362,-0.33783910542546786,0.82891804285845516,1.31237114829945,0.028568685403342769,0.0011403392050478159,0.10478605907754907,0.16666360822444454,-0.17038661781282607,-0.0055084344729336935,-0.02858129923623447,-0.00114084269507437,0.060568117401868654,0.0024254774766336151,50.234079861990281,79.722485380747557,1.1854388109136154,0.17835731683979578,-34.268293525359326,-54.3844644333928
695,96.910504427221014,3.1806287209160997,-2.1818539235444998,-0.38322215108675434,-96.353505480929456,-3.1623478662598812,-0.20669239722103683,-0.0084266631251042456,-0.70202264537774295,-0.023133347980167134,3.5683627328486849,0.62669813793649143,-2.4191788489094903,-0.4248712906875915,0.75983463263239592,1.3243464430243428,0.029204233835415094,0.0011922136686108354,0.095979310402487195,0.16814554195938558,-0.17348979599912961,-0.0057022191203697174,-0.029217128279808654,-0.0011927400625899335,0.061924423565315502,0.002535996467020408,46.033694177873265,80.449463440589668,1.2759320267783716,0.22432337143331163,-31.402907119586786,-54.880388666694337
696,98.694022410721686,3.2942331072877895,-2.3625417848964529,-0.50380925436031609,-98.126772587671496,-3.275299304595884,-0.21136760299295757,-0.0088190959188625857,-0.71504454748686497,-0.023961670231841471,3.864181955686028,0.82382211780089032,-2.6197300990391641,-0.55851189799213918,0.69726929267460758,1.3328725427934256,0.029866203671702729,0.0012477867171627583,0.088003926014044331,0.16918775319947754,-0.17669027126324516,-0.0059061111395717061,-0.029879390393349383,-0.001248337648117843,0.063337149896586481,0.0026543951980616438,42.229126549416065,80.966535320245541,1.381843034804106,0.29490814051389519,-28.807536793560324,-55.233120736126807
697,100.53443180741471,3.4138786327664681,-2.5626286427753184,-0.69985100856961702,-99.956604120790701,-3.3942571602289253,-0.21624225178480563,-0.0092403364758931062,-0.72848250704779083,-0.024834057803435804,4.191782906002663,1.144270741980153,-2.8418278366354666,-0.7757607013831963,0.64003514230954273,1.3389168798667048,0.030556433445121479,0.0013074410538196763,0.080708782263873485,0.16991339234087224,-0.17999293322937832,-0.0061208515784969726,-0.030569924921533563,-0.0013080183237477747,0.064810218675361173,0.0027814887202007479,38.748318632820428,81.332463655424931,1.4991367967369047,0.40965587389999192,-26.433026347285651,-55.482746879048619
698,102.43465120563593,3.5400179551585564,-2.7328843171556381,-1.0168051292953399,-101.84590189386107,-3.5196714892874885,-0.22133064813126921,-0.0096934633999808326,-0.74235785272428412,-0.025753811615495156,4.4707508303401902,1.6623581154706975,-3.0309547143121565,-1.126999101083338,0.58722831252232455,1.3431156106249431,0.031276950479627565,0.0013716129293159295,0.073978794244135671,0.17040344524270287,-0.18340302576203868,-0.0063472535464286521,-0.03129076008343476,-0.0013722185328303449,0.066347954621575722,0.0029182060901221936,35.536400834813705,81.585888982975931,1.5990180061769361,0.59518078468678792,-24.241945268786505,-55.655626596068139
699,104.39781540586623,3.6731487824934548,-2.7562995497855636,-1.4328883269103962,-103.7977826899094,-3.6520371391941753,-0.22664861384481666,-0.010182001036339559,-0.75669349184822421,-0.02672456099749013,4.5098913571636254,2.3425744156164772,-3.0574901149189313,-1.5881531398383766,0.53815012041237531,1.3459038203766049,0.032029997159263961,0.0014408017652260765,0.067725006125141943,0.17071330523204903,-0.18692618125376084,-0.0065862110910771222,-0.032044139253168007,-0.0014414379174479959,0.067955140862825753,0.0030656108546306114,32.550965638701172,81.753238939797654,1.6130182866233613,0.83877173981846287,-22.205364328468892,-55.769788086784779
700,106.42729684267329,3.8138195585506405,-2.5993324627925647,-1.7957789702741085,-105.81559956023317,-3.7918994015148857,-0.23221370636995622,-0.010710002485255039,-0.77151406672859368,-0.027750305122672722,4.2542990024452116,2.9360938975702227,-2.8842107527101066,-1.9905308925092697,0.49225201705481203,1.347589392580326,0.032818061879589105,0.0015155819195079687,0.061877581400120264,0.17088217510392531,-0.1905684591233445,-0.0068387094145148384,-0.032832551924984424,-0.0015162510891528599,0.069637084874358102,0.0032249260939298916,29.758724024244202,81.853215404352127,1.5214685062465394,1.0513258111964203,-20.300574681663104,-55.83798925305264
