wavelength_nm,source,rank_by_abs,label,Re_pm_per_V,Im_pm_per_V,abs_pm_per_V
804.0,measured absolute-component peak,16,C_m2_n1_l2,-0.06677191157410432,0.0018631304564260646,0.06679789989481458
1080.0,configured target,1,C_m1_n1_l1,-110.80289659746444,0.4917055337857767,110.80398760297551
1080.0,configured target,2,V_m1_n1_l1,110.16605029256066,-0.4888794266901307,110.16713502745202
1080.0,configured target,3,C_m2_n2_l2,-23.32496112654119,-0.002357122110812008,23.324961245641596
1080.0,configured target,4,V_m2_n2_l2,15.911640395282852,0.0016079632112369758,15.91164047652984
1080.0,configured target,5,C_m1_n2_l2,-1.1100782081401088,0.0008236592204259268,1.1100785137106592
1080.0,configured target,6,C_m1_n2_l1,0.8968577338901246,-0.0028183345248903105,0.8968621621230454
1080.0,configured target,7,V_m1_n2_l1,0.752579802789285,-0.0005584014613819743,0.7525800099514677
1080.0,configured target,8,C_m1_n1_l2,0.6069489764584929,-0.001237930556094078,0.6069502388961338
1080.0,configured target,9,V_m2_n2_l1,-0.4093930505079386,0.00013451104939481623,0.40939307260555596
1080.0,configured target,10,V_m1_n2_l2,-0.3726231914308338,0.00011634012683268562,0.3726232095926459
1080.0,configured target,11,V_m2_n1_l1,0.20335355537653843,-0.0008425767056097692,0.20335530093848972
1080.0,configured target,12,V_m1_n1_l2,0.18428336013367846,-0.0006922636551410405,0.18428466037933613
1080.0,configured target,13,C_m2_n2_l1,-0.0636545901435496,0.00013034719645860078,0.0636547236011194
1080.0,configured target,14,C_m2_n1_l2,-0.04328216169973299,5.6976112569629126e-05,0.04328219920104843
1080.0,configured target,15,V_m2_n1_l2,0.026702435979199277,-9.245697213641614e-05,0.02670259604448475
1080.0,configured target,16,C_m2_n1_l1,-0.026690651348190757,9.24161679453063e-05,0.02669081134283435
1374.0,measured absolute-component peak,1,C_m1_n1_l1,-243.03151284160614,-4.531643963291731,243.0737584172545
1374.0,measured absolute-component peak,2,V_m1_n1_l1,241.63467462093553,4.5055980673649625,241.67667738759985
1374.0,measured absolute-component peak,3,C_m2_n2_l2,-198.89141779164024,-83.524033616977,215.71754741517597
1374.0,measured absolute-component peak,4,V_m2_n2_l2,135.67819900919275,56.97777501393542,147.15651712349253
1374.0,measured absolute-component peak,5,C_m1_n2_l2,-5.259067819589249,-0.3642024406968199,5.2716636604442755
1374.0,measured absolute-component peak,6,C_m1_n2_l1,3.90819152749544,0.2646833510403068,3.917144150003299
1374.0,measured absolute-component peak,7,V_m2_n2_l1,-3.4420827030120984,-1.4451016518658872,3.7331289983873566
1374.0,measured absolute-component peak,8,V_m1_n2_l1,3.565395837427708,0.24691179322781057,3.5739352136240243
1374.0,measured absolute-component peak,9,V_m1_n2_l2,-1.7908941915555343,-0.12434672368680558,1.7952058692637436
1374.0,measured absolute-component peak,10,C_m1_n1_l2,1.4413443957181842,0.02845600081670505,1.441625267207362
1374.0,measured absolute-component peak,11,C_m2_n2_l1,-0.5004340245371058,-0.20731845203510235,0.5416780902608446
1374.0,measured absolute-component peak,12,V_m2_n1_l1,0.5017662359775197,0.012039143323322645,0.501910645970981
1374.0,measured absolute-component peak,13,V_m1_n1_l2,0.41290651129066414,0.007811990334774196,0.41298040420729165
1374.0,measured absolute-component peak,14,C_m2_n1_l2,-0.11740078639986884,-0.0029735271848931053,0.11743843711164981
1374.0,measured absolute-component peak,15,V_m2_n1_l2,0.06730486551617408,0.0016331733320888717,0.06732467732772973
1374.0,measured absolute-component peak,16,C_m2_n1_l1,-0.06727516174660772,-0.0016324525609537352,0.06729496481458323
1398.0,measured absolute-component peak,1,C_m1_n1_l1,-283.6768991969107,-7.000209618874607,283.763257087105
1398.0,measured absolute-component peak,2,V_m1_n1_l1,282.0464491763085,6.959975493538263,282.13231071934075
1398.0,measured absolute-component peak,3,C_m2_n2_l2,-80.12794962365274,-163.45765287737734,182.04090912504205
1398.0,measured absolute-component peak,4,V_m2_n2_l2,54.66106087405786,111.50626911366165,124.18325018908867
1398.0,measured absolute-component peak,5,C_m1_n2_l2,-9.74688060520717,-4.682612747698144,10.813350252214567
1398.0,measured absolute-component peak,6,C_m1_n2_l1,7.192662185281471,3.407192191552263,7.958853431352581
1398.0,measured absolute-component peak,7,V_m1_n2_l1,6.607917739388406,3.174586936631832,7.330933028527642
1398.0,measured absolute-component peak,8,V_m1_n2_l2,-3.3202004266372978,-1.5953454935979254,3.6835930987265275
1398.0,measured absolute-component peak,9,V_m2_n2_l1,-1.3842081719623476,-2.828371780815953,3.1489234976168206
1398.0,measured absolute-component peak,10,C_m1_n1_l2,1.6887670403250261,0.04351528272749883,1.689327587035446
1398.0,measured absolute-component peak,11,V_m2_n1_l1,0.6113977438132336,0.020738400648772776,0.6117493624037392
1398.0,measured absolute-component peak,12,V_m1_n1_l2,0.48236144312817547,0.012028384510913778,0.48251139245683977
1398.0,measured absolute-component peak,13,C_m2_n2_l1,-0.2072866133211649,-0.40804253634771437,0.45767505015156107
1398.0,measured absolute-component peak,14,C_m2_n1_l2,-0.14372875382520844,-0.005069935245685728,0.14381814530699114
1398.0,measured absolute-component peak,15,V_m2_n1_l2,0.08207750360597611,0.0028051575221545687,0.0821254254595562
1398.0,measured absolute-component peak,16,C_m2_n1_l1,-0.08204128020318059,-0.0028039195172644854,0.08208918090732839
1496.0,measured absolute-component peak,1,C_m1_n1_l1,-546.6924556151513,-703.2456216298119,890.7452191103946
1496.0,measured absolute-component peak,2,V_m1_n1_l1,543.5503078828395,699.2036751705803,885.6256074502227
1496.0,measured absolute-component peak,3,C_m2_n2_l2,123.4350623273035,-180.53312657648308,218.69710652687147
1496.0,measured absolute-component peak,4,V_m2_n2_l2,-84.20396987013643,123.15468282827737,149.1890895622882
1496.0,measured absolute-component peak,5,C_m1_n2_l2,3.230051613267001,-7.68537584029968,8.336560155785525
1496.0,measured absolute-component peak,6,C_m1_n2_l1,-2.310450438877405,5.753931727052562,6.200476719583008
1496.0,measured absolute-component peak,7,V_m1_n2_l1,-2.1898201300469804,5.210316346940002,5.651788092024433
1496.0,measured absolute-component peak,8,C_m1_n1_l2,3.2677147820313603,4.296392196328807,5.3978649298941646
1496.0,measured absolute-component peak,9,V_m2_n2_l1,2.1151696140513674,-3.123333581560851,3.772155240431118
1496.0,measured absolute-component peak,10,V_m1_n2_l2,1.109417673289493,-2.63282316584525,2.8570203703191335
1496.0,measured absolute-component peak,11,V_m1_n1_l2,0.9318419371851074,1.1986294399260584,1.5182364539670197
1496.0,measured absolute-component peak,12,V_m2_n1_l1,0.4398919792269131,1.2742671568786588,1.348058507813289
1496.0,measured absolute-component peak,13,C_m2_n2_l1,0.3100439187368537,-0.4643573190102811,0.558350204857239
1496.0,measured absolute-component peak,14,C_m2_n1_l2,-0.10071157993278887,-0.3052647449982914,0.32144888687228396
1496.0,measured absolute-component peak,15,V_m2_n1_l2,0.05932825075389296,0.17145341253965735,0.18142798573817306
1496.0,measured absolute-component peak,16,C_m2_n1_l1,-0.05930206731714361,-0.1713777447165604,0.18134791581990012
1505.0,measured absolute-component peak,1,C_m1_n1_l1,-429.62316136912307,-726.1192530308541,843.6973571173996
1505.0,measured absolute-component peak,2,V_m1_n1_l1,427.15387643866677,721.945839000965,838.8481558705288
1505.0,measured absolute-component peak,3,C_m2_n2_l2,208.74143388119685,-113.0223190405727,237.3752953027907
1505.0,measured absolute-component peak,4,V_m2_n2_l2,-142.397606302285,77.1006857185361,161.93083097078528
1505.0,measured absolute-component peak,5,C_m1_n2_l2,4.030436876317039,-7.276860902170677,8.318480991353919
1505.0,measured absolute-component peak,6,C_m1_n2_l1,-2.9189468359473274,5.463083549629631,6.193991645241443
1505.0,measured absolute-component peak,7,V_m1_n2_l1,-2.732442964190232,4.933362805001088,5.639531285339315
1505.0,measured absolute-component peak,8,C_m1_n1_l2,2.547707558290881,4.428403888963947,5.108970033809505
1505.0,measured absolute-component peak,9,V_m2_n2_l1,3.604247360304076,-1.9627355256609964,4.104013861812683
1505.0,measured absolute-component peak,10,V_m1_n2_l2,1.3866477961186188,-2.4905021656964297,2.850507524603159
1505.0,measured absolute-component peak,11,V_m1_n1_l2,0.7327340994001277,1.237667741035368,1.4383047999722822
1505.0,measured absolute-component peak,12,V_m2_n1_l1,0.32831640177835025,1.2672690091729049,1.3091074827097884
1505.0,measured absolute-component peak,13,C_m2_n2_l1,0.531285770530312,-0.29133515053985576,0.605921397466757
1505.0,measured absolute-component peak,14,C_m2_n1_l2,-0.07395851214668499,-0.30317534636777005,0.3120659420125315
1505.0,measured absolute-component peak,15,V_m2_n1_l2,0.044375144580665646,0.17058680385984676,0.17626403804427268
1505.0,measured absolute-component peak,16,C_m2_n1_l1,-0.04435556042342846,-0.17051151849861695,0.176186247139726
1520.0,configured target,1,C_m1_n1_l1,-289.30607411485545,-742.7767498141701,797.1294152044902
1520.0,configured target,2,V_m1_n1_l1,287.6432700732283,738.5075958207858,792.5478660014278
1520.0,configured target,3,C_m2_n2_l2,134.66491056821368,-18.08942562290287,135.87444740535847
1520.0,configured target,4,V_m2_n2_l2,-91.86466031817493,12.34010354432381,92.68977274143192
1520.0,configured target,5,C_m1_n2_l2,5.50818769209147,-6.4840829161067814,8.507847137452329
1520.0,configured target,6,C_m1_n2_l1,-4.049053976946231,4.889407916757559,6.348318508445806
1520.0,configured target,7,V_m1_n2_l1,-3.7342871670149567,4.395897339926076,5.767912453297272
1520.0,configured target,8,C_m1_n1_l2,1.686649279654727,4.516434592700562,4.821096060306422
1520.0,configured target,9,V_m1_n2_l2,1.8932051335050275,-2.2106798418676714,2.9105551086983152
1520.0,configured target,10,V_m2_n2_l1,2.3243135596601268,-0.3133041689059476,2.3453343100448976
1520.0,configured target,11,V_m1_n1_l2,0.49435596783297275,1.2665159023720607,1.3595772702915383
1520.0,configured target,12,V_m2_n1_l1,0.17196266828994777,1.2510743332307832,1.2628373397054142
1520.0,configured target,13,C_m2_n2_l1,0.34152991831203505,-0.046526900659944956,0.3446845479380324
1520.0,configured target,14,C_m2_n1_l2,-0.03657165598949535,-0.29870295408120284,0.30093344911898906
1520.0,configured target,15,V_m2_n1_l2,0.02339656959538863,0.1685779341515855,0.17019377001420516
1520.0,configured target,16,C_m2_n1_l1,-0.02338624394795479,-0.16850353536820475,0.17011865811126387
1550.0,configured target,1,C_m1_n1_l1,-80.03984058606393,-752.796699719906,757.0397923426647
1550.0,configured target,2,V_m1_n1_l1,79.57980679373911,748.4699554624694,752.6886606554664
1550.0,configured target,3,C_m2_n2_l2,79.7119005978623,-5.0788399290040855,79.87353574212128
1550.0,configured target,4,V_m2_n2_l2,-54.37724378860721,3.464643483738163,54.48750679297989
1550.0,configured target,5,C_m1_n2_l2,5.960758898698208,-0.7692412717879684,6.010189579591632
1550.0,configured target,6,C_m1_n1_l2,0.4116235319924999,4.549134723028032,4.567719415676636
1550.0,configured target,7,C_m1_n2_l1,-4.429653992460029,0.580743817407418,4.467560617873474
1550.0,configured target,8,V_m1_n2_l1,-4.0411087467186615,0.5215087012558488,4.074620378426883
1550.0,configured target,9,V_m1_n2_l2,2.0352142314862807,-0.2615618212032548,2.0519531072506156
1550.0,configured target,10,V_m2_n2_l1,1.3741805837774876,-0.08785279807714591,1.3769859806697453
1550.0,configured target,11,V_m1_n1_l2,0.13859338507559008,1.2859830552049691,1.2934297602347866
1550.0,configured target,12,V_m2_n1_l1,-0.07808804427425556,1.2236963020574294,1.2261852968974982
1550.0,configured target,13,C_m2_n1_l2,0.023132481922910102,-0.29117691716367544,0.2920943491559802
1550.0,configured target,14,C_m2_n2_l1,0.20097030829152882,-0.013032144802824499,0.20139240703897932
1550.0,configured target,15,V_m2_n1_l2,-0.010383794761804373,0.16533240626802817,0.16565816537687358
1550.0,configured target,16,C_m2_n1_l1,0.010379212064187083,-0.1652594398389302,0.1655850551799599
1611.0,measured absolute-component peak,1,C_m1_n1_l1,304.6183054580232,-674.8798321629703,740.4425027511835
1611.0,measured absolute-component peak,2,V_m1_n1_l1,-302.86749344683756,671.0009197828319,736.1867649830284
1611.0,measured absolute-component peak,3,C_m2_n2_l2,46.68742741922073,-1.7120004079056426,46.71880589678714
1611.0,measured absolute-component peak,4,V_m2_n2_l2,-31.848865772822297,1.1678791102539168,31.87027129836549
1611.0,measured absolute-component peak,5,C_m1_n1_l2,-1.8869436275993752,4.026478516728398,4.446693771715476
1611.0,measured absolute-component peak,6,C_m1_n2_l2,2.7437562169729626,-0.12213185609293009,2.746473078049462
1611.0,measured absolute-component peak,7,C_m1_n2_l1,-2.0190462560700504,0.09180558389867363,2.021132368100977
1611.0,measured absolute-component peak,8,V_m1_n2_l1,-1.8601351666303183,0.08279954285987184,1.8619770681811862
1611.0,measured absolute-component peak,9,V_m2_n1_l1,-0.9517549126881754,1.3837394423076257,1.6794559410785075
1611.0,measured absolute-component peak,10,V_m1_n1_l2,-0.5247657810280499,1.1566569678954446,1.270131672827295
1611.0,measured absolute-component peak,11,V_m1_n2_l2,0.9386696644271624,-0.04161560300290668,0.9395917184230058
1611.0,measured absolute-component peak,12,V_m2_n2_l1,0.8038883753943019,-0.029608876683858774,0.8044334687670386
1611.0,measured absolute-component peak,13,C_m2_n1_l2,0.22969328588804214,-0.32331922796488133,0.3966034905971615
1611.0,measured absolute-component peak,14,V_m2_n1_l2,-0.12938330912885018,0.18599977399834608,0.22657439530663528
1611.0,measured absolute-component peak,15,C_m2_n1_l1,0.12932620817529183,-0.18591768640506637,0.22647440084745013
1611.0,measured absolute-component peak,16,C_m2_n2_l1,0.11690594950457844,-0.004384456390667151,0.11698813823379149
