x[nm]                E_2[eV]              Psi^2_2_hh1[nm^-1/2]
7.1142317671146      1.3976942530798      1.397694285049
7.260978922993       1.3976942530798      1.3977104665621
7.4003918486039      1.3976942530798      1.3977561833056
7.532837099151       1.3976942530798      1.3978347041412
7.6586629098899      1.3976942530798      1.3979529269862
7.7782001117354      1.3976942530798      1.398120862952
7.891763001107       1.3976942530798      1.398351427584
7.9996501663019      1.3976942530798      1.398660356348
8.1021452725658      1.3976942530798      1.3990661423937
8.1995178079279      1.3976942530798      1.3995899376343
8.2920237917592      1.3976942530798      1.4002553831207
8.3799064479186      1.3976942530798      1.4010883508717
8.4633968442558      1.3976942530798      1.4021165910528
8.5427145001525      1.3976942530798      1.4033692875856
8.6180679636999      1.3976942530798      1.4048765326494
8.6896553600291      1.3976942530798      1.4066454101563
8.7576649122373      1.3976942530798      1.4086741356899
8.8222754362784      1.3976942530798      1.4109561202991
8.8836568111193      1.3976942530798      1.4134778886463
8.9419704253995      1.3976942530798      1.4162198754695
8.9973696017656      1.3976942530798      1.419157494851
9.05                 1.3976942530798      1.4222623672262
9.1                  1.3976942530798      1.4255035981226
9.15                 1.3976942530798      1.4290319215552
9.2                  1.3976942530798      1.4328456090238
9.25                 1.3976942530798      1.4369372050693
9.3                  1.3976942530798      1.441292725208
9.35                 1.3976942530798      1.4458909053897
9.4                  1.3976942530798      1.450702538671
9.45                 1.3976942530798      1.4556899382543
9.5                  1.3976942530798      1.4608065684781
9.55                 1.3976942530798      1.4659968864497
9.6                  1.3976942530798      1.4711964364736
9.65                 1.3976942530798      1.4763630358428
9.7                  1.3976942530798      1.4814740853102
9.75                 1.3976942530798      1.4865005269157
9.8                  1.3976942530798      1.4914137837222
9.85                 1.3976942530798      1.4961859222843
9.9                  1.3976942530798      1.5007898114595
9.95                 1.3976942530798      1.5051992766571
10                   1.3976942530798      1.5093892486491
10.05                1.3976942530798      1.5133359060971
10.1                 1.3976942530798      1.5170168109843
10.15                1.3976942530798      1.5204110361822
10.2                 1.3976942530798      1.5234992844291
10.25                1.3976942530798      1.5262639980404
10.3                 1.3976942530798      1.5286894587298
10.35                1.3976942530798      1.5307618769734
10.4                 1.3976942530798      1.5324694704068
10.45                1.3976942530798      1.5338025308122
10.5                 1.3976942530798      1.5347534793123
10.55                1.3976942530798      1.5353169094591
10.6                 1.3976942530798      1.535489617971
10.65                1.3976942530798      1.5352706229445
10.7                 1.3976942530798      1.5346611694369
10.75                1.3976942530798      1.5336647223872
10.8                 1.3976942530798      1.5322869469176
10.85                1.3976942530798      1.5305356761246
10.9                 1.3976942530798      1.5284208665461
10.95                1.3976942530798      1.5259545415546
11                   1.3976942530798      1.523150723001
11.05                1.3976942530798      1.5200253514955
11.1                 1.3976942530798      1.5165961957805
11.15                1.3976942530798      1.5128827517091
11.2                 1.3976942530798      1.5089061314051
11.25                1.3976942530798      1.5046889432342
11.3                 1.3976942530798      1.5002551632673
11.35                1.3976942530798      1.4956299989697
11.4                 1.3976942530798      1.490839745888
