x[nm]                E_6[eV]              Psi^2_6[nm^-1]      
7.1142317671146      1.4437721218703      1.4437721309911
7.260978922993       1.4437721218703      1.4437767497896
7.4003918486039      1.4437721218703      1.4437899775472
7.532837099151       1.4437721218703      1.443813227272
7.6586629098899      1.4437721218703      1.4438492523827
7.7782001117354      1.4437721218703      1.4439020610528
7.891763001107       1.4437721218703      1.443976942961
7.9996501663019      1.4437721218703      1.4440805409361
8.1021452725658      1.4437721218703      1.4442209282046
8.1995178079279      1.4437721218703      1.4444076659956
8.2920237917592      1.4437721218703      1.4446518241496
8.3799064479186      1.4437721218703      1.4449659527224
8.4633968442558      1.4437721218703      1.4453639969966
8.5427145001525      1.4437721218703      1.4458611524404
8.6180679636999      1.4437721218703      1.4464736601266
8.6896553600291      1.4437721218703      1.4472090522003
8.7576649122373      1.4437721218703      1.448071487185
8.8222754362784      1.4437721218703      1.4490630836051
8.8836568111193      1.4437721218703      1.4501827606043
8.9419704253995      1.4437721218703      1.4514263446682
8.9973696017656      1.4437721218703      1.4527868360892
9.05                 1.4437721218703      1.4542547962697
9.1                  1.4437721218703      1.455818814132
9.15                 1.4437721218703      1.4575569976838
9.2                  1.4437721218703      1.4594768499231
9.25                 1.4437721218703      1.4615838565092
9.3                  1.4437721218703      1.4638809838468
9.35                 1.4437721218703      1.4663681546364
9.4                  1.4437721218703      1.4690417141591
9.45                 1.4437721218703      1.4718939035933
9.5                  1.4437721218703      1.4749123596319
9.55                 1.4437721218703      1.4780796624194
9.6                  1.4437721218703      1.4813729562013
9.65                 1.4437721218703      1.4847823025856
9.7                  1.4437721218703      1.4883084062336
9.75                 1.4437721218703      1.4919461241682
9.8                  1.4437721218703      1.4956901506177
9.85                 1.4437721218703      1.4995350247549
9.9                  1.4437721218703      1.5034751386618
9.95                 1.4437721218703      1.507504745509
10                   1.4437721218703      1.5116179679376
10.05                1.4437721218703      1.5158088066319
10.1                 1.4437721218703      1.5200711490692
10.15                1.4437721218703      1.5243987784357
10.2                 1.4437721218703      1.5287853826937
10.25                1.4437721218703      1.5332245637878
10.3                 1.4437721218703      1.5377098469772
10.35                1.4437721218703      1.5422346902792
10.4                 1.4437721218703      1.5467924940108
10.45                1.4437721218703      1.5513766104147
10.5                 1.4437721218703      1.5559803533556
10.55                1.4437721218703      1.560597008072
10.6                 1.4437721218703      1.5652198409699
10.65                1.4437721218703      1.5698421094441
10.7                 1.4437721218703      1.5744570717129
10.75                1.4437721218703      1.5790579966508
10.8                 1.4437721218703      1.5836381736064
10.85                1.4437721218703      1.5881909221902
10.9                 1.4437721218703      1.5927096020182
10.95                1.4437721218703      1.5971876223971
11                   1.4437721218703      1.6016184519372
11.05                1.4437721218703      1.6059956280788
11.1                 1.4437721218703      1.610312766518
11.15                1.4437721218703      1.6145635705185
11.2                 1.4437721218703      1.6187418400956
11.25                1.4437721218703      1.6228414810596
11.3                 1.4437721218703      1.6268565139036
11.35                1.4437721218703      1.6307810825258
11.4                 1.4437721218703      1.6346094627701
11.45                1.4437721218703      1.6383360707757
11.5                 1.4437721218703      1.6419554711209
11.55                1.4437721218703      1.645462384751
11.6                 1.4437721218703      1.6488516966783
11.65                1.4437721218703      1.6521184634423
11.7                 1.4437721218703      1.6552579203201
11.75                1.4437721218703      1.6582654882756
11.8                 1.4437721218703      1.6611367806387
11.85                1.4437721218703      1.6638676095033
11.9                 1.4437721218703      1.6664539918353
11.95                1.4437721218703      1.6688921552823
12                   1.4437721218703      1.6711785436759
12.05                1.4437721218703      1.6733098222178
12.1                 1.4437721218703      1.6752828823446
12.15                1.4437721218703      1.6770948462614
12.2                 1.4437721218703      1.6787430711391
12.25                1.4437721218703      1.6802251529692
12.3                 1.4437721218703      1.6815389300702
12.35                1.4437721218703      1.6826824862405
12.4                 1.4437721218703      1.6836541535529
12.45                1.4437721218703      1.6844525147881
12.5                 1.4437721218703      1.685076405501
12.55                1.4437721218703      1.6855249157196
12.6                 1.4437721218703      1.6857973912721
12.65                1.4437721218703      1.6858934347408
12.7                 1.4437721218703      1.6858129060422
12.75                1.4437721218703      1.6855559226308
12.8                 1.4437721218703      1.6851228593283
12.85                1.4437721218703      1.6845143477766
12.9                 1.4437721218703      1.6837312755165
