x[nm]                       Envelope_real_part[nm^-1/2] Envelope_imag_part[nm^-1/2]
7.1142317671146             -0.00051789195026496        0.00057741094737401
7.260978922993              0.0074462660302653          -0.0083020319600138
7.4003918486039             0.0047537246747195          -0.0053000489128672
7.532837099151              0.0041190594929578          -0.004592444510676
7.6586629098899             0.0034506944565986          -0.0038472672808733
7.7782001117354             0.0029433036994411          -0.0032815643815932
7.891763001107              0.0025351237665026          -0.0028264741612186
7.9996501663019             0.0022026755930795          -0.002455819211532
8.1021452725658             0.001928252210295           -0.0021498575812073
8.1995178079279             0.0016991143780558          -0.0018943859664728
8.2920237917592             0.0015058221844426          -0.0016788795687064
8.3799064479186             0.0013412439312647          -0.0014953870756575
8.4633968442558             0.0011999795898874          -0.0013378878576395
8.5427145001525             0.0010782868660479          -0.0012022095353088
8.6180679636999             0.00097524986049831         -0.0010873309492277
8.6896553600291             0.00088933527938664         -0.00099154259096589
8.7576649122373             0.00081653025389374         -0.0009103704107027
8.8222754362784             0.00075404206517245         -0.0008407007349519
8.8836568111193             0.00070001448881949         -0.00078046401177044
8.9419704253995             0.00065304262432353         -0.00072809388173718
8.9973696017656             0.00061201730986234         -0.00068235371204114
9.05                        0.00057604489729495         -0.00064224715157228
9.1                         0.0005443953014905          -0.00060696020979214
9.15                        0.00051503259494475         -0.00057422297918805
9.2                         0.00048783112010404         -0.00054389536094721
9.25                        0.0004626697223671          -0.00051584227671409
9.3                         0.00043943121615519         -0.000489933073298
9.35                        0.00041799962500477         -0.0004660384455806
9.4                         0.00039825572409415         -0.00044402546676577
9.45                        0.00038007090073783         -0.00042375074329068
9.5                         0.00036329904020125         -0.00040505136810928
9.55                        0.00034776590752303         -0.00038773308221787
9.6                         0.00033325526556602         -0.00037155479731704
9.65                        0.00031966991242513         -0.00035640814052234
9.7                         0.00030694869025894         -0.00034222492539675
9.75                        0.00029495287477223         -0.00032885048468441
9.8                         0.0002835821609126          -0.00031617298572262
9.85                        0.00027276271736272         -0.00030411011209287
9.9                         0.00026243903451432         -0.00029259997471578
9.95                        0.00025256835482545         -0.00028159490211806
10                          0.00024311686187362         -0.00027105719150796
10.05                       0.00023405706777804         -0.00026095619594543
10.1                        0.00022536601775122         -0.00025126632255259
10.15                       0.00021702405229973         -0.00024196565245796
10.2                        0.00020901395040835         -0.00023303498551267
10.25                       0.00020132033337129         -0.00022445717560531
10.3                        0.00019392924725251         -0.00021621666513633
10.35                       0.00018682786803616         -0.00020829915628324
10.4                        0.00018000429127924         -0.0002006913764797
10.45                       0.00017344738017016         -0.00019338090900973
10.5                        0.00016714665412903         -0.00018635606880787
10.55                       0.00016109220570595         -0.00017960580980544
10.6                        0.00015527463736241         -0.00017311965444672
10.65                       0.00014968501233752         -0.00016688763890945
10.7                        0.00014431481559354         -0.00016090026956078
10.75                       0.0001391559220569          -0.00015514848754812
10.8                        0.00013420057021357         -0.00014962363936245
10.85                       0.00012944133969877         -0.00014431745184854
10.9                        0.00012487113191386         -0.00013922201059848
10.95                       0.00012048315298718         -0.00013432974095193
11                          0.00011627089858151         -0.00012963339105683
11.05                       0.00011222814018562         -0.00012512601658701
11.1                        0.00010834891262653         -0.00012080096681869
11.15                       0.00010462750260029         -0.00011665187184311
11.2                        0.00010105843806973         -0.00011267263074772
11.25                       9.7636478414622e-05         -0.00010885740063064
11.3                        9.4356605235885e-05         -0.00010520058635128
11.35                       9.1214013746416e-05         -0.00010169683092988
11.4                        8.8204104684153e-05         -9.8341006530871e-05
11.45                       8.5322476699912e-05         -9.5128205979009e-05
11.5                        8.256491918024e-05          -9.2053734753082e-05
11.55                       7.9927405467614e-05         -8.9113103430297e-05
11.6                        7.7406086450492e-05         -8.6302020537887e-05
