x[nm]                  E_3_real[eV]           Psi_3_z2_real[nm^-1/2] E_3_imag[eV]           Psi_3_z2_imag[nm^-1/2]
7.1142317671146        1.4167478423565        1.4167364410323        1.4167478423565        1.4167478423565
7.260978922993         1.4167478423565        1.4164994928537        1.4167478423565        1.4167478423565
7.4003918486039        1.4167478423565        1.4160506115694        1.4167478423565        1.4167478423565
7.532837099151         1.4167478423565        1.4154967408859        1.4167478423565        1.4167478423565
7.6586629098899        1.4167478423565        1.4148644294676        1.4167478423565        1.4167478423565
7.7782001117354        1.4167478423565        1.4141732030919        1.4167478423565        1.4167478423565
7.891763001107         1.4167478423565        1.4134334314204        1.4167478423565        1.4167478423565
7.9996501663019        1.4167478423565        1.4126503159331        1.4167478423565        1.4167478423564
8.1021452725658        1.4167478423565        1.4118258911724        1.4167478423565        1.4167478423564
8.1995178079279        1.4167478423565        1.4109603109324        1.4167478423565        1.4167478423564
8.2920237917592        1.4167478423565        1.4100526684889        1.4167478423565        1.4167478423564
8.3799064479186        1.4167478423565        1.4091015298914        1.4167478423565        1.4167478423564
8.4633968442558        1.4167478423565        1.4081052878861        1.4167478423565        1.4167478423564
8.5427145001525        1.4167478423565        1.4070624047376        1.4167478423565        1.4167478423564
8.6180679636999        1.4167478423565        1.4059715971767        1.4167478423565        1.4167478423564
8.6896553600291        1.4167478423565        1.4048466626504        1.4167478423565        1.4167478423564
8.7576649122373        1.4167478423565        1.4037010408299        1.4167478423565        1.4167478423564
8.8222754362784        1.4167478423565        1.4025452056124        1.4167478423565        1.4167478423564
8.8836568111193        1.4167478423565        1.401388510156         1.4167478423565        1.4167478423564
8.9419704253995        1.4167478423565        1.400239246177         1.4167478423565        1.4167478423564
8.9973696017656        1.4167478423565        1.3991046801369        1.4167478423565        1.4167478423564
9.05                   1.4167478423565        1.3979910865082        1.4167478423565        1.4167478423564
9.1                    1.4167478423565        1.3969037868243        1.4167478423565        1.4167478423564
9.15                   1.4167478423565        1.3957911526115        1.4167478423565        1.4167478423564
9.2                    1.4167478423565        1.3946567180714        1.4167478423565        1.4167478423564
9.25                   1.4167478423565        1.3935044803848        1.4167478423565        1.4167478423564
9.3                    1.4167478423565        1.3923389205694        1.4167478423565        1.4167478423564
9.35                   1.4167478423565        1.3911650221402        1.4167478423565        1.4167478423563
9.4                    1.4167478423565        1.3899882877223        1.4167478423565        1.4167478423563
9.45                   1.4167478423565        1.3888147539061        1.4167478423565        1.4167478423563
9.5                    1.4167478423565        1.3876510048437        1.4167478423565        1.4167478423563
9.55                   1.4167478423565        1.3865041853584        1.4167478423565        1.4167478423563
9.6                    1.4167478423565        1.3853820147088        1.4167478423565        1.4167478423563
9.65                   1.4167478423565        1.3842864147741        1.4167478423565        1.4167478423563
9.7                    1.4167478423565        1.3832149772939        1.4167478423565        1.4167478423563
9.75                   1.4167478423565        1.3821668629073        1.4167478423565        1.4167478423563
9.8                    1.4167478423565        1.3811413108642        1.4167478423565        1.4167478423563
9.85                   1.4167478423565        1.3801376304495        1.4167478423565        1.4167478423563
9.9                    1.4167478423565        1.379155193957         1.4167478423565        1.4167478423563
9.95                   1.4167478423565        1.3781934307984        1.4167478423565        1.4167478423563
10                     1.4167478423565        1.377251822461         1.4167478423565        1.4167478423563
10.05                  1.4167478423565        1.3763298981127        1.4167478423565        1.4167478423563
10.1                   1.4167478423565        1.3754272307133        1.4167478423565        1.4167478423563
10.15                  1.4167478423565        1.3745434335292        1.4167478423565        1.4167478423563
10.2                   1.4167478423565        1.3736781569801        1.4167478423565        1.4167478423563
10.25                  1.4167478423565        1.3728310857633        1.4167478423565        1.4167478423562
10.3                   1.4167478423565        1.3720019362154        1.4167478423565        1.4167478423562
10.35                  1.4167478423565        1.3711904538821        1.4167478423565        1.4167478423562
10.4                   1.4167478423565        1.3703964112701        1.4167478423565        1.4167478423562
10.45                  1.4167478423565        1.3696196057643        1.4167478423565        1.4167478423562
10.5                   1.4167478423565        1.368859857693         1.4167478423565        1.4167478423562
10.55                  1.4167478423565        1.3681170085289        1.4167478423565        1.4167478423562
10.6                   1.4167478423565        1.367390919214         1.4167478423565        1.4167478423562
10.65                  1.4167478423565        1.3666814686           1.4167478423565        1.4167478423562
10.7                   1.4167478423565        1.3659885519934        1.4167478423565        1.4167478423562
10.75                  1.4167478423565        1.3653120797999        1.4167478423565        1.4167478423562
10.8                   1.4167478423565        1.3646519762593        1.4167478423565        1.4167478423562
10.85                  1.4167478423565        1.3640081782655        1.4167478423565        1.4167478423562
10.9                   1.4167478423565        1.3633806342661        1.4167478423565        1.4167478423562
10.95                  1.4167478423565        1.3627693032347        1.4167478423565        1.4167478423562
11                     1.4167478423565        1.3621741537131        1.4167478423565        1.4167478423562
11.05                  1.4167478423565        1.3615951629168        1.4167478423565        1.4167478423562
11.1                   1.4167478423565        1.3610323159011        1.4167478423565        1.4167478423562
11.15                  1.4167478423565        1.3604856047832        1.4167478423565        1.4167478423562
11.2                   1.4167478423565        1.3599550280165        1.4167478423565        1.4167478423562
11.25                  1.4167478423565        1.3594405897142        1.4167478423565        1.4167478423562
11.3                   1.4167478423565        1.3589422990185        1.4167478423565        1.4167478423562
11.35                  1.4167478423565        1.3584601695135        1.4167478423565        1.4167478423562
11.4                   1.4167478423565        1.3579942186773        1.4167478423565        1.4167478423562
11.45                  1.4167478423565        1.3575444673733        1.4167478423565        1.4167478423562
11.5                   1.4167478423565        1.3571109393754        1.4167478423565        1.4167478423562
11.55                  1.4167478423565        1.3566936609278        1.4167478423565        1.4167478423561
11.6                   1.4167478423565        1.3562926603353        1.4167478423565        1.4167478423561
11.65                  1.4167478423565        1.3559079675832        1.4167478423565        1.4167478423561
11.7                   1.4167478423565        1.3555396139851        1.4167478423565        1.4167478423561
11.75                  1.4167478423565        1.3551876318564        1.4167478423565        1.4167478423561
11.8                   1.4167478423565        1.3548520542129        1.4167478423565        1.4167478423561
11.85                  1.4167478423565        1.3545329144922        1.4167478423565        1.4167478423561
11.9                   1.4167478423565        1.3542302462977        1.4167478423565        1.4167478423561
11.95                  1.4167478423565        1.3539440831626        1.4167478423565        1.4167478423561
12                     1.4167478423565        1.3536744583349        1.4167478423565        1.4167478423561
12.05                  1.4167478423565        1.3534214045805        1.4167478423565        1.4167478423561
12.1                   1.4167478423565        1.353184954004         1.4167478423565        1.4167478423561
12.15                  1.4167478423565        1.3529651378882        1.4167478423565        1.4167478423561
12.2                   1.4167478423565        1.3527619865481        1.4167478423565        1.4167478423561
12.25                  1.4167478423565        1.3525755292027        1.4167478423565        1.4167478423561
12.3                   1.4167478423565        1.3524057938609        1.4167478423565        1.4167478423561
12.35                  1.4167478423565        1.3522528072225        1.4167478423565        1.4167478423561
12.4                   1.4167478423565        1.3521165945942        1.4167478423565        1.4167478423561
12.45                  1.4167478423565        1.3519971798188        1.4167478423565        1.4167478423561
12.5                   1.4167478423565        1.3518945852189        1.4167478423565        1.4167478423561
12.55                  1.4167478423565        1.3518088315535        1.4167478423565        1.4167478423561
12.6                   1.4167478423565        1.3517399379888        1.4167478423565        1.4167478423561
12.65                  1.4167478423565        1.3516879220812        1.4167478423565        1.4167478423561
