x[nm]                   E_13_real[eV]           Psi_13_s1_real[nm^-1/2] E_13_imag[eV]           Psi_13_s1_imag[nm^-1/2]
7.1142317671146         3.0911484520154         3.0931384812602         3.0911484520154         3.0911484520154
7.260978922993          3.0911484520154         3.0523494644893         3.0911484520154         3.0911484520154
7.4003918486039         3.0911484520154         3.0721616988065         3.0911484520154         3.0911484520154
7.532837099151          3.0911484520154         3.0814619804631         3.0911484520154         3.0911484520154
7.6586629098899         3.0911484520154         3.0914053658694         3.0911484520154         3.0911484520154
7.7782001117354         3.0911484520154         3.1007376914501         3.0911484520154         3.0911484520154
7.891763001107          3.0911484520154         3.109686429216          3.0911484520154         3.0911484520154
7.9996501663019         3.0911484520154         3.1183156251996         3.0911484520154         3.0911484520154
8.1021452725658         3.0911484520154         3.1266819094094         3.0911484520154         3.0911484520154
8.1995178079279         3.0911484520154         3.1348281359797         3.0911484520154         3.0911484520154
8.2920237917592         3.0911484520154         3.1427864585139         3.0911484520154         3.0911484520154
8.3799064479186         3.0911484520154         3.1505802082214         3.0911484520154         3.0911484520154
8.4633968442558         3.0911484520154         3.1582240350084         3.0911484520154         3.0911484520154
8.5427145001525         3.0911484520154         3.1657178459213         3.0911484520154         3.0911484520154
8.6180679636999         3.0911484520154         3.1730176873655         3.0911484520154         3.0911484520154
8.6896553600291         3.0911484520154         3.1797723403162         3.0911484520154         3.0911484520154
8.7576649122373         3.0911484520154         3.1861063079276         3.0911484520154         3.0911484520154
8.8222754362784         3.0911484520154         3.1921172385161         3.0911484520154         3.0911484520154
8.8836568111193         3.0911484520154         3.1978162078799         3.0911484520154         3.0911484520154
8.9419704253995         3.0911484520154         3.2032012771197         3.0911484520154         3.0911484520154
8.9973696017656         3.0911484520154         3.2082706546295         3.0911484520154         3.0911484520154
9.05                    3.0911484520154         3.2130254115756         3.0911484520154         3.0911484520154
9.1                     3.0911484520154         3.2174699319583         3.0911484520154         3.0911484520154
9.15                    3.0911484520154         3.2218270455065         3.0911484520154         3.0911484520154
9.2                     3.0911484520154         3.2260806330005         3.0911484520154         3.0911484520154
9.25                    3.0911484520154         3.2302156661193         3.0911484520154         3.0911484520154
9.3                     3.0911484520154         3.2342193515571         3.0911484520154         3.0911484520154
9.35                    3.0911484520154         3.2380827108997         3.0911484520154         3.0911484520154
9.4                     3.0911484520154         3.2418027517161         3.0911484520154         3.0911484520154
9.45                    3.0911484520154         3.2453854302319         3.0911484520154         3.0911484520154
9.5                     3.0911484520154         3.2488496680894         3.0911484520154         3.0911484520154
9.55                    3.0911484520154         3.2522327691589         3.0911484520154         3.0911484520154
9.6                     3.0911484520154         3.2555976933918         3.0911484520154         3.0911484520154
9.65                    3.0911484520154         3.2590273498234         3.0911484520154         3.0911484520154
9.7                     3.0911484520154         3.2625210819287         3.0911484520154         3.0911484520154
9.75                    3.0911484520154         3.266002013531          3.0911484520154         3.0911484520154
9.8                     3.0911484520154         3.2694172726735         3.0911484520154         3.0911484520154
9.85                    3.0911484520154         3.2727302171801         3.0911484520154         3.0911484520154
9.9                     3.0911484520154         3.2759151961946         3.0911484520154         3.0911484520154
9.95                    3.0911484520154         3.27895402087           3.0911484520154         3.0911484520154
10                      3.0911484520154         3.2818335869159         3.0911484520154         3.0911484520154
10.05                   3.0911484520154         3.2845442733872         3.0911484520154         3.0911484520154
10.1                    3.0911484520154         3.2870788645505         3.0911484520154         3.0911484520154
10.15                   3.0911484520154         3.2894318241996         3.0911484520154         3.0911484520154
10.2                    3.0911484520154         3.291598807422          3.0911484520154         3.0911484520154
10.25                   3.0911484520154         3.2935763323111         3.0911484520154         3.0911484520154
10.3                    3.0911484520154         3.2953615593927         3.0911484520154         3.0911484520154
10.35                   3.0911484520154         3.2969521435637         3.0911484520154         3.0911484520154
10.4                    3.0911484520154         3.298346134823          3.0911484520154         3.0911484520154
10.45                   3.0911484520154         3.2995419118078         3.0911484520154         3.0911484520154
10.5                    3.0911484520154         3.3005381373668         3.0911484520154         3.0911484520154
10.55                   3.0911484520154         3.3013337289117         3.0911484520154         3.0911484520154
10.6                    3.0911484520154         3.3019278386569         3.0911484520154         3.0911484520154
10.65                   3.0911484520154         3.3023198404565         3.0911484520154         3.0911484520154
10.7                    3.0911484520154         3.3025093210172         3.0911484520154         3.0911484520154
10.75                   3.0911484520154         3.3024960739947         3.0911484520154         3.0911484520154
10.8                    3.0911484520154         3.3022800959682         3.0911484520154         3.0911484520154
10.85                   3.0911484520154         3.3018615836143         3.0911484520154         3.0911484520154
10.9                    3.0911484520154         3.3012409316266         3.0911484520154         3.0911484520154
10.95                   3.0911484520154         3.3004187310736         3.0911484520154         3.0911484520154
11                      3.0911484520154         3.2993957679907         3.0911484520154         3.0911484520154
11.05                   3.0911484520154         3.2981730220659         3.0911484520154         3.0911484520154
11.1                    3.0911484520154         3.2967516653304         3.0911484520154         3.0911484520154
11.15                   3.0911484520154         3.295133060789          3.0911484520154         3.0911484520154
11.2                    3.0911484520154         3.2933187609526         3.0911484520154         3.0911484520154
11.25                   3.0911484520154         3.2913105062438         3.0911484520154         3.0911484520154
11.3                    3.0911484520154         3.2891102232599         3.0911484520154         3.0911484520154
11.35                   3.0911484520154         3.2867200228808         3.0911484520154         3.0911484520154
11.4                    3.0911484520154         3.2841421982171         3.0911484520154         3.0911484520154
11.45                   3.0911484520154         3.281379222393          3.0911484520154         3.0911484520154
11.5                    3.0911484520154         3.2784337461636         3.0911484520154         3.0911484520154
11.55                   3.0911484520154         3.2753085953663         3.0911484520154         3.0911484520154
11.6                    3.0911484520154         3.2720067682064         3.0911484520154         3.0911484520154
11.65                   3.0911484520154         3.2685314323796         3.0911484520154         3.0911484520154
11.7                    3.0911484520154         3.2648859220325         3.0911484520154         3.0911484520154
11.75                   3.0911484520154         3.261073734564          3.0911484520154         3.0911484520154
11.8                    3.0911484520154         3.2570985272708         3.0911484520154         3.0911484520154
11.85                   3.0911484520154         3.2529641138394         3.0911484520154         3.0911484520154
11.9                    3.0911484520154         3.2486744606874         3.0911484520154         3.0911484520154
11.95                   3.0911484520154         3.2442336831599         3.0911484520154         3.0911484520154
12                      3.0911484520154         3.2396460415811         3.0911484520154         3.0911484520154
12.05                   3.0911484520154         3.2349159371682         3.0911484520154         3.0911484520154
12.1                    3.0911484520154         3.2300479078092         3.0911484520154         3.0911484520154
12.15                   3.0911484520154         3.2250466237101         3.0911484520154         3.0911484520154
12.2                    3.0911484520154         3.2199168829146         3.0911484520154         3.0911484520154
12.25                   3.0911484520154         3.2146636067014         3.0911484520154         3.0911484520154
12.3                    3.0911484520154         3.2092918348631         3.0911484520154         3.0911484520154
12.35                   3.0911484520154         3.2038067208716         3.0911484520154         3.0911484520154
12.4                    3.0911484520154         3.1982135269342         3.0911484520154         3.0911484520154
12.45                   3.0911484520154         3.192517618945          3.0911484520154         3.0911484520154
12.5                    3.0911484520154         3.1867244613379         3.0911484520154         3.0911484520154
12.55                   3.0911484520154         3.1808396118436         3.0911484520154         3.0911484520154
12.6                    3.0911484520154         3.1748687161584         3.0911484520154         3.0911484520154
12.65                   3.0911484520154         3.1688175025277         3.0911484520154         3.0911484520154
12.7                    3.0911484520154         3.1626917762508         3.0911484520154         3.0911484520154
12.75                   3.0911484520154         3.1564974141115         3.0911484520154         3.0911484520154
12.8                    3.0911484520154         3.1502403587401         3.0911484520154         3.0911484520154
12.85                   3.0911484520154         3.1439266129128         3.0911484520154         3.0911484520154
12.9                    3.0911484520154         3.1375622337922         3.0911484520154         3.0911484520154
12.95                   3.0911484520154         3.1311533271174         3.0911484520154         3.0911484520154
13                      3.0911484520154         3.1247060413454         3.0911484520154         3.0911484520154
13.05                   3.0911484520154         3.1182265617535         3.0911484520154         3.0911484520154
13.1                    3.0911484520154         3.1117211045053         3.0911484520154         3.0911484520154
13.15                   3.0911484520154         3.1051959106868         3.0911484520154         3.0911484520154
13.2                    3.0911484520154         3.0986572403201         3.0911484520154         3.0911484520154
13.25                   3.0911484520154         3.0921113663573         3.0911484520154         3.0911484520154
13.3                    3.0911484520154         3.0855645686629         3.0911484520154         3.0911484520154
13.35                   3.0911484520154         3.0790231279897         3.0911484520154         3.0911484520154
13.4                    3.0911484520154         3.0724933199535         3.0911484520154         3.0911484520154
13.45                   3.0911484520154         3.0659814090131         3.0911484520154         3.0911484520154
13.5                    3.0911484520154         3.0594936424608         3.0911484520154         3.0911484520154
13.55                   3.0911484520154         3.0530362444295         3.0911484520154         3.0911484520154
13.6                    3.0911484520154         3.0466154099223         3.0911484520154         3.0911484520154
13.65                   3.0911484520154         3.0402372988697         3.0911484520154         3.0911484520154
13.7                    3.0911484520154         3.0339080302201         3.0911484520154         3.0911484520154
13.75                   3.0911484520154         3.0276336760704         3.0911484520154         3.0911484520154
13.8                    3.0911484520154         3.0214202558397         3.0911484520154         3.0911484520154
13.85                   3.0911484520154         3.0152737304938         3.0911484520154         3.0911484520154
13.9                    3.0911484520154         3.0091999968238         3.0911484520154         3.0911484520154
13.95                   3.0911484520154         3.0032048817844         3.0911484520154         3.0911484520154
14                      3.0911484520154         2.9972941368953         3.0911484520154         3.0911484520154
14.05                   3.0911484520154         2.9914734327096         3.0911484520154         3.0911484520154
14.1                    3.0911484520154         2.9857483533513         3.0911484520154         3.0911484520154
14.15                   3.0911484520154         2.9801243911223         3.0911484520154         3.0911484520154
14.2                    3.0911484520154         2.9746069411775         3.0911484520154         3.0911484520154
14.25                   3.0911484520154         2.9692012962622         3.0911484520154         3.0911484520154
14.3                    3.0911484520154         2.9639126415021         3.0911484520154         3.0911484520154
14.35                   3.0911484520154         2.9587460492265         3.0911484520154         3.0911484520154
14.4                    3.0911484520154         2.9537064737953         3.0911484520154         3.0911484520154
14.45                   3.0911484520154         2.9487987463828         3.0911484520154         3.0911484520154
14.5                    3.0911484520154         2.9440275696462         3.0911484520154         3.0911484520154
14.55                   3.0911484520154         2.9393975121668         3.0911484520154         3.0911484520154
14.6                    3.0911484520154         2.9349130024998         3.0911484520154         3.0911484520154
14.65                   3.0911484520154         2.930578322581          3.0911484520154         3.0911484520154
14.7                    3.0911484520154         2.9263976001177         3.0911484520154         3.0911484520154
14.75                   3.0911484520154         2.9223747994066         3.0911484520154         3.0911484520154
14.8                    3.0911484520154         2.9185137097479         3.0911484520154         3.0911484520154
14.85                   3.0911484520154         2.9148179302224         3.0911484520154         3.0911484520154
14.9                    3.0911484520154         2.9112908489941         3.0911484520154         3.0911484520154
14.95                   3.0911484520154         2.9079356144134         3.0911484520154         3.0911484520154
15                      3.0911484520154         2.9047550938683         3.0911484520154         3.0911484520154
15.05                   3.0911484520154         2.9017518143711         3.0911484520154         3.0911484520154
15.1                    3.0911484520154         2.8989278759517         3.0911484520154         3.0911484520154
15.15                   3.0911484520154         2.8962848246051         3.0911484520154         3.0911484520154
15.2                    3.0911484520154         2.8938234651268         3.0911484520154         3.0911484520154
15.25                   3.0911484520154         2.8915435846456         3.0911484520154         3.0911484520154
15.3                    3.0911484520154         2.8894435435427         3.0911484520154         3.0911484520154
15.35                   3.0911484520154         2.8875196694852         3.0911484520154         3.0911484520154
15.4                    3.0911484520154         2.8857653592085         3.0911484520154         3.0911484520154
15.45                   3.0911484520154         2.8841697465474         3.0911484520154         3.0911484520154
15.5                    3.0911484520154         2.8827157267662         3.0911484520154         3.0911484520154
15.55                   3.0911484520154         2.8813770256881         3.0911484520154         3.0911484520154
15.6                    3.0911484520154         2.8801138514549         3.0911484520154         3.0911484520154
15.65                   3.0911484520154         2.878866443217          3.0911484520154         3.0911484520154
15.7                    3.0911484520154         2.877545499419          3.0911484520154         3.0911484520154
15.75                   3.0911484520154         2.8760796939266         3.0911484520154         3.0911484520154
15.8                    3.0911484520154         2.8745021282834         3.0911484520154         3.0911484520154
15.85                   3.0911484520154         2.8729017735055         3.0911484520154         3.0911484520154
15.9                    3.0911484520154         2.8713338872284         3.0911484520154         3.0911484520154
15.95                   3.0911484520154         2.8698290472172         3.0911484520154         3.0911484520154
16                      3.0911484520154         2.8683998704872         3.0911484520154         3.0911484520154
16.05                   3.0911484520154         2.8670459896567         3.0911484520154         3.0911484520154
16.1                    3.0911484520154         2.8657577178919         3.0911484520154         3.0911484520154
16.15                   3.0911484520154         2.864518728157          3.0911484520154         3.0911484520154
16.2                    3.0911484520154         2.8633079934296         3.0911484520154         3.0911484520154
16.25                   3.0911484520154         2.8621011766335         3.0911484520154         3.0911484520154
16.3                    3.0911484520154         2.8608716194171         3.0911484520154         3.0911484520154
16.35                   3.0911484520154         2.8595910586724         3.0911484520154         3.0911484520154
16.4                    3.0911484520154         2.858230207886          3.0911484520154         3.0911484520154
16.45                   3.0911484520154         2.856759405823          3.0911484520154         3.0911484520154
16.5                    3.0911484520154         2.8551497406732         3.0911484520154         3.0911484520154
16.55                   3.0911484520154         2.8533756464739         3.0911484520154         3.0911484520154
16.6                    3.0911484520154         2.851421685115          3.0911484520154         3.0911484520154
16.65                   3.0911484520154         2.8493015020168         3.0911484520154         3.0911484520154
16.7                    3.0911484520154         2.8471143116276         3.0911484520154         3.0911484520154
16.75                   3.0911484520154         2.8449898146606         3.0911484520154         3.0911484520154
16.8                    3.0911484520154         2.8428336534953         3.0911484520154         3.0911484520154
16.85                   3.0911484520154         2.8404519307551         3.0911484520154         3.0911484520154
16.9                    3.0911484520154         2.8377650688843         3.0911484520154         3.0911484520154
16.95                   3.0911484520154         2.8347388484866         3.0911484520154         3.0911484520154
17                      3.0911484520154         2.8313568632143         3.0911484520154         3.0911484520154
17.05                   3.0911484520154         2.8276095266151         3.0911484520154         3.0911484520154
17.1                    3.0911484520154         2.8234897101894         3.0911484520154         3.0911484520154
17.15                   3.0911484520154         2.8189910795328         3.0911484520154         3.0911484520154
17.2                    3.0911484520154         2.814107632303          3.0911484520154         3.0911484520154
17.25                   3.0911484520154         2.8088340277904         3.0911484520154         3.0911484520154
17.3                    3.0911484520154         2.8031670135611         3.0911484520154         3.0911484520154
17.35                   3.0911484520154         2.7971092460899         3.0911484520154         3.0911484520154
17.4                    3.0911484520154         2.7906789645906         3.0911484520154         3.0911484520154
17.45                   3.0911484520154         2.7839342624293         3.0911484520154         3.0911484520154
17.5                    3.0911484520154         2.7770338798925         3.0911484520154         3.0911484520154
17.55                   3.0911484520154         2.7702677133232         3.0911484520154         3.0911484520154
17.6                    3.0911484520154         2.7636315159547         3.0911484520154         3.0911484520154
17.65                   3.0911484520154         2.75692069594           3.0911484520154         3.0911484520154
17.7                    3.0911484520154         2.7500899350789         3.0911484520154         3.0911484520154
17.75                   3.0911484520154         2.7431501944433         3.0911484520154         3.0911484520154
17.8                    3.0911484520154         2.7361340189733         3.0911484520154         3.0911484520154
17.85                   3.0911484520154         2.7290830152851         3.0911484520154         3.0911484520154
17.9                    3.0911484520154         2.7220429628458         3.0911484520154         3.0911484520154
17.95                   3.0911484520154         2.7150616101712         3.0911484520154         3.0911484520154
18                      3.0911484520154         2.7081873271848         3.0911484520154         3.0911484520154
18.05                   3.0911484520154         2.7014678524217         3.0911484520154         3.0911484520154
18.1                    3.0911484520154         2.694948743628          3.0911484520154         3.0911484520154
18.15                   3.0911484520154         2.6886712538289         3.0911484520154         3.0911484520154
18.2                    3.0911484520154         2.682669362644          3.0911484520154         3.0911484520154
18.25                   3.0911484520154         2.6769656463069         3.0911484520154         3.0911484520154
18.3                    3.0911484520154         2.6715655852038         3.0911484520154         3.0911484520154
18.35                   3.0911484520154         2.6664497857374         3.0911484520154         3.0911484520154
18.4                    3.0911484520154         2.661563427482          3.0911484520154         3.0911484520154
18.45                   3.0911484520154         2.6568020251608         3.0911484520154         3.0911484520154
18.5                    3.0911484520154         2.6519923010574         3.0911484520154         3.0911484520154
18.55                   3.0911484520154         2.6469662207171         3.0911484520154         3.0911484520154
18.6                    3.0911484520154         2.641775963684          3.0911484520154         3.0911484520154
18.65                   3.0911484520154         2.6366192747223         3.0911484520154         3.0911484520154
18.7                    3.0911484520154         2.6316309683451         3.0911484520154         3.0911484520154
18.75                   3.0911484520154         2.626903313466          3.0911484520154         3.0911484520154
