z_nm,psi_e1,psi_e2,psi_e3,psi_e4,psi_e5,psi_e6,psi_hh1,psi_hh2,psi_hh3,psi_hh4,psi_hh5,psi_hh6
1.655000000000000071e+01,1.386332944136908218e-01,1.653077600378392298e-01,-2.165499974426804974e-01,3.873507536741610524e-01,-1.296641006871194768e-01,-3.643490177059007795e-01,4.836926925066328126e-02,1.053345159304406170e-01,1.804284595302798125e-02,-1.722377688656011319e-01,2.763194866336403654e-01,5.678823577810012888e-03
1.660000000000000142e+01,1.323062106330007981e-01,1.679253679401092325e-01,-2.046915005329804638e-01,3.822914597562709904e-01,-1.481072834095694124e-01,-3.577109564496907534e-01,4.411193325292825373e-02,9.706670673587955434e-02,2.066244683357998380e-02,-1.598690870518910678e-01,2.651943880745603055e-01,-6.421241736403002220e-03
1.664999999999999858e+01,1.261674342639807489e-01,1.708649783430291891e-01,-1.928085854915004560e-01,3.768261471171610033e-01,-1.666460334230693285e-01,-3.496747705956007035e-01,4.020804523835823374e-02,8.946344620122650970e-02,2.341697362768297916e-02,-1.482943187993210066e-01,2.547448498481903467e-01,-1.852799388804071690e-02
1.669999999999999929e+01,1.202343109867307219e-01,1.741684017970691889e-01,-1.809265187173404177e-01,3.710038989097709794e-01,-1.852550958044592577e-01,-3.402698337072907475e-01,3.664481326046821474e-02,8.251383496741747370e-02,2.633530589308997680e-02,-1.375244235902709222e-01,2.450619271771603269e-01,-3.067502430500053043e-02
1.675000000000000000e+01,1.145762265384306783e-01,1.778376957893291754e-01,-1.691805254712903939e-01,3.649246834900309877e-01,-2.037204990102591817e-01,-3.296285552484307102e-01,3.340374086529319247e-02,7.619370248577644888e-02,2.944785748091897221e-02,-1.275456586925508562e-01,2.361986663639903117e-01,-4.290699305778233885e-02
1.680000000000000071e+01,1.092427420811506456e-01,1.818532462277791528e-01,-1.576823341886003649e-01,3.586660970319409669e-01,-2.218267304449491051e-01,-3.178961896934906495e-01,3.045932155681817938e-02,7.046191766740940443e-02,3.278188573865797178e-02,-1.183126830677707908e-01,2.281502592454502931e-01,-5.526737338918215336e-02
1.685000000000000142e+01,1.042187475954706177e-01,1.862228715348091534e-01,-1.464151032477903347e-01,3.522312158118109382e-01,-2.395418677087390591e-01,-3.051115717625106916e-01,2.778540643513616182e-02,6.527422118255236938e-02,3.636246581740796430e-02,-1.097715093497507316e-01,2.208889398973002960e-01,-6.779315731000196132e-02
1.689999999999999858e+01,9.949000986203659913e-02,1.909550795294291115e-01,-1.353623293193902954e-01,3.456232027598909462e-01,-2.568346779249490175e-01,-2.913170191838406198e-01,2.535824890319314864e-02,6.059055500796934474e-02,4.021652717893696438e-02,-1.018721952997706792e-01,2.143896577424502792e-01,-8.052183184909177116e-02
1.694999999999999929e+01,9.504313213816356631e-02,1.960590839923190831e-01,-1.245078231932602864e-01,3.388453059057608963e-01,-2.736746728054388900e-01,-2.765581926202805851e-01,2.315629377719513604e-02,5.637475310946832296e-02,4.437305613155295703e-02,-9.456855178255862970e-02,2.086299911298502840e-01,-9.349149124412456380e-02
1.700000000000000000e+01,9.086551620419454356e-02,2.015448226053490610e-01,-1.138356860659102687e-01,3.319008567817908761e-01,-2.900321624033588286e-01,-2.608839445300505377e-01,2.115998585859212369e-02,5.259426217732630221e-02,4.886331383547495855e-02,-8.781787268764858212e-02,2.035900699827902782e-01,-1.067409509496083653e-01
1.705000000000000071e+01,8.694532667214452393e-02,2.074229763006290306e-01,-1.033302862532102379e-01,3.247932687856008860e-01,-3.058783074583487638e-01,-2.443461574626205335e-01,1.935159626760511384e-02,4.921989025822828129e-02,5.372107141731095187e-02,-8.158068521678854546e-02,1.992525072498002869e-01,-1.203098638033381490e-01
1.710000000000000142e+01,8.327145745547949451e-02,2.137049900566889982e-01,-9.297623629439222270e-02,3.175260355023008518e-01,-3.211851702419687427e-01,-2.269995723249504660e-01,1.771506499597410439e-02,4.622558134270326330e-02,5.898286396193594405e-02,-7.582051907724750295e-02,1.956023389216902386e-01,-1.342388386990279459e-01
1.714999999999999858e+01,7.983350030502847638e-02,2.204030951822489592e-01,-8.275837041371118807e-02,3.101027289872908543e-01,-3.359257638135386692e-01,-2.089016071862504487e-01,1.623585828069509795e-02,4.358821416749625310e-02,6.468826529203894338e-02,-7.050369323149446865e-02,1.926269724076702383e-01,-1.485695621200877337e-01
1.719999999999999929e+01,7.662171532191545953e-02,2.275303331309989352e-01,-7.266172230686517020e-02,3.025269980104408063e-01,-3.500740995998786187e-01,-1.901121672213503810e-01,1.490083953207608884e-02,4.128742367927223933e-02,7.088018560195093187e-02,-6.559911895630543555e-02,1.903161430926402498e-01,-1.633449228985275059e-01
1.725000000000000000e+01,7.362700336395244793e-02,2.351005808938389230e-01,-6.267150321955015924e-02,2.948025662626707621e-01,-3.636052332146885724e-01,-1.706934464215203728e-01,1.369815266985907956e-02,3.930544378105622905e-02,7.760519418423993121e-02,-6.107811805972541280e-02,1.886618789256402362e-01,-1.786091405721672576e-01
1.730000000000000071e+01,7.084088026733043053e-02,2.431285780178188694e-01,-5.277308028608912460e-02,2.869332305256607762e-01,-3.764953084370785130e-01,-1.507097217292402980e-01,1.261711683134007431e-02,3.762697014711321314e-02,8.491386967631392446e-02,-5.691425519298538155e-02,1.876584729173502442e-01,-1.944078977243770268e-01
1.735000000000000142e+01,6.825545281057139591e-02,2.516299553046288384e-01,-4.295195509639309489e-02,2.789228588055407410e-01,-3.887215992715284396e-01,-1.302271402783102827e-01,1.164813151639506987e-02,3.623904204698620568e-02,9.286118046120191150e-02,-5.308318327683635152e-02,1.873024634517202469e-01,-2.107884767024467698e-01
1.739999999999999858e+01,6.586339635265138492e-02,2.606212652442987943e-01,-3.319374245986307648e-02,2.707753884317407045e-01,-4.002625500152283688e-01,-1.093135004434602348e-01,1.078259132702806371e-02,3.513094226615619958e-02,1.015068980835299173e-01,-4.956250113848933297e-02,1.875926223438702523e-01,-2.277999011236065130e-01
1.744999999999999929e+01,6.365793408193838598e-02,2.701200142435187246e-01,-2.348414933512605468e-02,2.624948241216407130e-01,-4.110978132620983216e-01,-8.803802742437417950e-02,1.001280954426305922e-02,3.429411435054120078e-02,1.109160467899299035e-01,-4.633162252672230752e-02,1.885299506030502503e-01,-2.454930825924662163e-01
1.750000000000000000e+01,6.163281781715736901e-02,2.801446967112186659e-01,-1.380895389473903341e-02,2.540852360121306774e-01,-4.212082857765483412e-01,-6.647114410676313589e-02,9.331949863660754865e-03,3.372209653581319244e-02,1.211593925749598899e-01,-4.337165573925629014e-02,1.901176818859202367e-01,-2.639209730686059574e-01
1.755000000000000071e+01,5.979858784364935897e-02,2.905965193574986949e-01,-4.251245202654609957e-03,2.456270378585706793e-01,-4.304643577674282517e-01,-4.490229599777109670e-02,8.732720663211651635e-03,3.340647683610219187e-02,1.323029671071898894e-01,-4.065952659645127171e-02,1.923398609644002555e-01,-2.831133594003956699e-01
1.760000000000000142e+01,5.815693602595334993e-02,3.013381501867586354e-01,5.105442997147012496e-03,2.371869942082606431e-01,-4.387286493970382062e-01,-2.362390320150204934e-02,8.206729722625647969e-03,3.333334966434619434e-02,1.443870798503798514e-01,-3.816499144252425563e-02,1.951380842835502560e-01,-3.030328161592853453e-01
1.764999999999999858e+01,5.668875081519734321e-02,3.123229062862485361e-01,1.427218908475403301e-02,2.287422728645906178e-01,-4.459557528515882274e-01,-2.708920573197305670e-03,7.745813357383246091e-03,3.348697098948719142e-02,1.574311063643598629e-01,-3.585712089182523793e-02,1.984307416077502884e-01,-3.235898711845950348e-01
1.769999999999999929e+01,5.537687802606033188e-02,3.235046692849785077e-01,2.325660993269805521e-02,2.202755347876905745e-01,-4.521074629478781803e-01,1.776916257145603681e-02,7.342771454070043391e-03,3.385307679999919467e-02,1.714491200770398571e-01,-3.370808578045621923e-02,2.021345084294002836e-01,-3.446774206366747251e-01
1.775000000000000000e+01,5.420583247939532445e-02,3.348376399934384628e-01,3.206330117737407615e-02,2.117742649860305526e-01,-4.571527048767581869e-01,3.773745345430907366e-02,6.991228141281341166e-03,3.441848630280820026e-02,1.864486220827798468e-01,-3.169279235066520956e-02,2.061635198318402806e-01,-3.661696796648843955e-01
1.780000000000000071e+01,5.316155232022531929e-02,3.462761122388983703e-01,4.069420609989109899e-02,2.032301823211805636e-01,-4.610673986732881646e-01,5.712464412920911783e-02,6.685510895277839254e-03,3.517073643977720182e-02,2.024292070428598267e-01,-2.978857787596819739e-02,2.104286942374302694e-01,-3.879213169301740649e-01
1.785000000000000142e+01,5.223118950046631154e-02,3.577742646686983274e-01,4.914892397364911680e-02,1.946387203779605390e-01,-4.638342735576981846e-01,7.586186428169117146e-02,6.420545484167238144e-03,3.609774349546721051e-02,2.193811739374298131e-01,-2.797495962693218735e-02,2.148372129941302777e-01,-4.097668168707537251e-01
1.789999999999999858e+01,5.140293109074530603e-02,3.692859710312682564e-01,5.742496759353013513e-02,1.859985726797604988e-01,-4.654426453438881284e-01,9.388340730119319744e-02,6.191764571606536184e-03,3.718748869608921176e-02,2.372840939421597684e-01,-2.623343103941417481e-02,2.192921636957503029e-01,-4.315201161237334215e-01
1.794999999999999929e+01,5.066584705362230795e-02,3.807646309439381982e-01,6.551797880291915233e-02,1.773112963037904721e-01,-4.658881697196481375e-01,1.111273397474902419e-01,5.995028157132335257e-03,3.842772572994722358e-02,2.561053514688397814e-01,-2.454729972601216170e-02,2.236923565706103179e-01,-4.529745622738930444e-01
1.800000000000000000e+01,5.000976090997729523e-02,3.921630244347181771e-01,7.342191011898116515e-02,1.685809684566004496e-01,-4.651725834154081807e-01,1.275360054105802721e-01,5.826554334724234722e-03,3.980570906889122768e-02,2.757986783850797652e-01,-2.290156259100315297e-02,2.279323241787402921e-01,-4.739032439149427067e-01
1.805000000000000071e+01,4.942514039178429880e-02,4.034331946149081194e-01,8.112917997473019505e-02,1.598138908721804252e-01,-4.633034441526781566e-01,1.430564359166603128e-01,5.682859111946133961e-03,4.130794284866023264e-02,2.963027055668997489e-01,-2.128281378890414105e-02,2.319025149891502935e-01,-4.940597406919324253e-01
1.810000000000000142e+01,4.890300572196028955e-02,4.145263637048880456e-01,8.863080860841421327e-02,1.510183370496403776e-01,-4.602938788581181773e-01,1.576406802363103377e-01,5.560704255412232677e-03,4.291995087960424893e-02,3.175395601753897012e-01,-1.967918162446813043e-02,2.354896911255303094e-01,-5.131793403588321700e-01
1.814999999999999858e+01,4.843485361425128866e-02,4.253928882989880256e-01,9.591654120377422765e-02,1.422043374004903771e-01,-4.561623480029081690e-01,1.712460654983203601e-01,5.457052319659531914e-03,4.462606911043725394e-02,3.394135413030097137e-01,-1.808029074279912315e-02,2.385775396283802974e-01,-5.309807667485318960e-01
1.819999999999999929e+01,4.801259545808328477e-02,4.359822602144779458e-01,1.029749644915302353e-01,1.333834973635503740e-01,-4.509324321383782475e-01,1.838354012113503910e-01,5.369028180024030920e-03,4.640926255533527056e-02,3.618099108075096826e-01,-1.647724611629211230e-02,2.410475049455903240e-01,-5.471684577405515615e-01
1.825000000000000000e+01,4.762850845638628289e-02,4.462431595180279542e-01,1.097936226398802534e-01,1.245688435012503315e-01,-4.446326448037882240e-01,1.953771383673004181e-01,5.293886529216131238e-03,4.825096931424227575e-02,3.845938401226396408e-01,-1.486263541342009928e-02,2.427798479975203372e-01,-5.614354256684414013e-01
1.830000000000000071e+01,4.727519872773728454e-02,4.561235663520178951e-01,1.163591378699902756e-01,1.157746925378303066e-01,-4.372962740335582521e-01,2.058454939744904511e-01,5.228984914668330548e-03,5.013097486049428869e-02,4.076095574695995927e-01,-1.323054634562308846e-02,2.436549340440703204e-01,-5.734667240069811767e-01
1.835000000000000142e+01,4.694557557463128333e-02,4.655709379827478456e-01,1.226573408147302868e-01,1.070165382612002919e-01,-4.289612527409182863e-01,2.152205503837404388e-01,5.171761991466330456e-03,5.202732022863330169e-02,4.306797430358595968e-01,-1.157659554497807684e-02,2.435547476974503356e-01,-5.829435335255210848e-01
1.839999999999999858e+01,4.663283626299127849e-02,4.745324570515177531e-01,1.286734151801403048e-01,9.831095120205327054e-02,-4.196700563503783510e-01,2.234883373689904584e-01,5.119720745358230345e-03,5.391624809622030945e-02,4.536052221703096299e-01,-9.897965439785365999e-03,2.423646287819403444e-01,-5.895478683416509602e-01
1.844999999999999929e+01,4.633046075829727606e-02,4.829553563173877295e-01,1.343920607568103165e-01,8.967548604288923253e-02,-4.094696242376684170e-01,2.306409033534504993e-01,5.070416503141929494e-03,5.577219100221631615e-02,4.761650082810995332e-01,-8.193445480284953022e-03,2.399752173658303289e-01,-5.929678874695408775e-01
1.850000000000000000e+01,4.603221592488127706e-02,4.907873242290277105e-01,1.397976782532903417e-01,8.112859180758721922e-02,-3.984112998580883747e-01,2.366763804821604977e-01,5.021449594491029199e-03,5.756780606535533140e-02,4.981167477208195415e-01,-6.463473936211343654e-03,2.362845902302103118e-01,-5.929037806037609215e-01
1.855000000000000071e+01,4.572866421759128053e-02,4.981196536311876533e-01,1.449677025884303361e-01,7.254626867953418989e-02,-3.863599247859884622e-01,2.416930647524805076e-01,4.971064728444629134e-03,5.928034657485534153e-02,5.192503067385195736e-01,-4.711406335741331018e-03,2.312296230686103071e-01,-5.891446882116609940e-01
1.860000000000000142e+01,4.541324933186727253e-02,5.050602656104676846e-01,1.499821394147603515e-01,6.380167699864816577e-02,-3.731521669599585089e-01,2.457639773812705375e-01,4.918706684765528254e-03,6.089989595385335297e-02,5.394639543871195819e-01,-2.943020284094619542e-03,2.248133819396803124e-01,-5.816450168592610659e-01
1.864999999999999858e+01,4.508605309435226999e-02,5.116037021235776416e-01,1.548356069560803683e-01,5.491437631310314843e-02,-3.588275574555485625e-01,2.488731884380405157e-01,4.864396246067929051e-03,6.242391366849136397e-02,5.587218798754796101e-01,-1.164440772280007832e-03,2.170736399535502792e-01,-5.704523832244712267e-01
1.869999999999999929e+01,4.474716038807027146e-02,5.177448174628975774e-01,1.595228961974803628e-01,4.590424537679212158e-02,-3.434289701070286083e-01,2.510085312367105748e-01,4.808154969935328482e-03,6.385000904229137797e-02,5.769899655837094077e-01,6.181719025726340778e-04,2.080559618140002676e-01,-5.556378512254314117e-01
1.875000000000000000e+01,4.439665913040926476e-02,5.234787823030975229e-01,1.640389764759603852e-01,3.679143768533109371e-02,-3.270024931852086869e-01,2.521616499452205562e-01,4.750005180363527785e-03,6.517594500632938048e-02,5.942358475063894696e-01,2.398643474049316077e-03,1.978134355740802375e-01,-5.372954808236417579e-01
1.880000000000000071e+01,4.403464025030726092e-02,5.288010874987775223e-01,1.683790008796503812e-01,2.759633639754207127e-02,-3.095972914543487775e-01,2.523280322827705646e-01,4.689969958899527919e-03,6.639964160845839014e-02,6.104289725891494101e-01,4.170807091672727902e-03,1.864063601009702531e-01,-5.155417308214821359e-01
1.885000000000000142e+01,4.366119766467026209e-02,5.337075476305375155e-01,1.725383114497503756e-01,1.833950874322504837e-02,-2.912654590210488337e-01,2.515070271769005439e-01,4.628073135479727172e-03,6.751917927605238789e-02,6.255406528569193991e-01,5.928524680436939552e-03,1.739018900900002329e-01,-4.905147194455725113e-01
1.889999999999999858e+01,4.327642825400025706e-02,5.381943042962574753e-01,1.765124441797304156e-01,9.041660019214723537e-03,-2.720618634155989035e-01,2.497018473112205261e-01,4.564339278970926811e-03,6.853280182718440861e-02,6.395441162378994182e-01,7.665708200676151288e-03,1.603736407176002132e-01,-4.623733474109129049e-01
1.894999999999999929e+01,4.288043183726825830e-02,5.422578291453874488e-01,1.802971338063804052e-01,-2.764127233867407765e-04,-2.520439813723689970e-01,2.469195565538105375e-01,4.498793687418327185e-03,6.943891922548740825e-02,6.524145539934094185e-01,9.376340734629461798e-03,1.459012542607801832e-01,-4.312962890334233745e-01
1.900000000000000000e+01,4.247331114601625435e-02,5.458949266535774170e-01,1.838883183874804039e-01,-9.593867197214025339e-03,-2.312717268008690763e-01,2.431710423155304945e-01,4.431462378003825885e-03,7.023611007439040099e-02,6.641291646693994188e-01,1.105449732666807273e-02,1.305699312343801544e-01,-3.974808577966139067e-01
1.905000000000000071e+01,4.205517179770525138e-02,5.491027366356274753e-01,1.872821436613304469e-01,-1.888986249782005286e-02,-2.098072714621891655e-01,2.384709729463604932e-01,4.362372076718826382e-03,7.092312384682242232e-02,6.746671944917994601e-01,1.269436550500408455e-02,1.144699288063201481e-01,-3.611417535749644747e-01
1.910000000000000142e+01,4.162612226831424733e-02,5.518787364946974305e-01,1.904749671833904368e-01,-2.814360571976507602e-02,-1.877148588877692592e-01,2.328377403365604892e-01,4.291550207756325043e-03,7.149888284686842232e-02,6.840099741342394735e-01,1.429026541379309519e-02,9.769602944388013077e-02,-3.225096994682650764e-01
1.914999999999999858e+01,4.118627386420325304e-02,5.542207432060874961e-01,1.934633622354804405e-01,-3.733439846534909734e-02,-1.650606120972693269e-01,2.262933879471504817e-01,4.219024882624424974e-03,7.196248390031541320e-02,6.921409517929093536e-01,1.583666948591710283e-02,8.034698291894011579e-02,-2.818299769017456602e-01
1.919999999999999929e+01,4.073574069323523950e-02,5.561269150339374079e-01,1.962441215036304365e-01,-4.644168314194212221e-02,-1.419123356910194367e-01,2.188635245514404803e-01,4.144824888988824473e-03,7.231319977143341182e-02,6.990457225099393490e-01,1.732822158829011583e-02,6.252492495736308720e-02,-2.393608682929263265e-01
1.925000000000000000e+01,4.027463963517024376e-02,5.575957529795174672e-01,1.988142605202504742e-01,-5.544508894438014701e-02,-1.183393129096095286e-01,2.105772240250204375e-01,4.068979679245823995e-03,7.255048030376941293e-02,7.047120536934593504e-01,1.875975557339412333e-02,4.433477595483806266e-02,-1.953720171730070065e-01
1.930000000000000071e+01,3.980309031135123576e-02,5.586261019601174160e-01,2.011710208673104794e-01,-6.432447741955216181e-02,-9.441209826775961989e-02,2.014669115765404250e-01,3.991519358831323826e-03,7.267395328315241765e-02,7.091299067890093344e-01,2.012631317276513537e-02,2.588362329908803355e-02,-1.501427161746677064e-01
1.935000000000000142e+01,3.932121505366423936e-02,5.592171517172774831e-01,2.033118731367704601e-01,-7.305998751127919244e-02,-7.020230638330572648e-02,1.915682368642504241e-01,3.912474674271623765e-03,7.268342502157941476e-02,7.122914550640193632e-01,2.142316117048614216e-02,7.280090934764109345e-03,-1.039601337559784011e-01
1.939999999999999858e+01,3.882913887280423776e-02,5.593684374540974780e-01,2.052345196453204679e-01,-8.163207998471422311e-02,-4.578239763325982203e-02,1.809199344949503907e-01,3.831877000978622591e-03,7.257888066104740965e-02,7.141910974737493145e-01,2.264580779717315084e-02,-1.136630011755101512e-02,-5.711749091951112689e-02
1.944999999999999929e+01,3.832698942584922969e-02,5.590798402006174062e-01,2.069368969003604619e-01,-9.002158113091823788e-02,-2.122546127848491671e-02,1.695636724512203652e-01,3.749758330796022256e-03,7.236048419685642275e-02,7.148254685841792799e-01,2.379001828769215787e-02,-2.994577652350903854e-02,-9.912199502691147399e-03
1.950000000000000000e+01,3.781489698313422743e-02,5.583515869074974214e-01,2.084171778146804987e-01,-9.820972565382726782e-02,3.395003293868486573e-03,1.575438890400003289e-01,3.666151259300921752e-03,7.202857822035842184e-02,7.141934445342292825e-01,2.485182954871116567e-02,-4.834895888257106228e-02,3.735602614004943089e-02
1.955000000000000071e+01,3.729299439446222275e-02,5.571842502674574371e-01,2.096737736673704999e-01,-1.061781986437102809e-01,2.800530655546988948e-02,1.449076190005703091e-01,3.581088972865321355e-03,7.158368338154541544e-02,7.122961450268993078e-01,2.582756388529617447e-02,-6.646750565644908570e-02,8.438707207428371160e-02
1.960000000000000142e+01,3.676141705463822212e-02,5.555787482649574560e-01,2.107053358089505113e-01,-1.139091765432203029e-01,5.253178939098378936e-02,1.317043094524402713e-01,3.494605235483420544e-03,7.102649757232341876e-02,7.091369313454692902e-01,2.671384173898817826e-02,-8.419475098753510800e-02,1.308823302595379934e-01
1.964999999999999858e+01,3.622030286834221346e-02,5.535363434542874828e-01,2.115107571087704863e-01,-1.213853670144003222e-01,7.690104356123669826e-02,1.179856264033102564e-01,3.406734375369719920e-03,7.035789483175040882e-02,7.047214003986993491e-01,2.750759339326218356e-02,-1.014263326524201397e-01,1.765465944620772942e-01
1.969999999999999929e+01,3.566979221435521291e-02,5.510586419667073965e-01,2.120891731433204863e-01,-1.285900476174703377e-01,1.010401314154995983e-01,1.038052525742802212e-01,3.317511271333019405e-03,6.957892397496140413e-02,6.990573748051993608e-01,2.820606960581318809e-02,-1.180608064536601554e-01,2.210899345691166029e-01
1.975000000000000000e+01,3.511002790914120875e-02,5.481475922474075002e-01,2.124399631239005104e-01,-1.355071032149403609e-01,1.248768041953094987e-01,8.921867733345119345e-02,3.226971338931619235e-03,6.869080694792739639e-02,6.921548890348193650e-01,2.880685113084419102e-02,-1.340002434328301795e-01,2.642295374039159706e-01
1.980000000000000071e+01,3.454115516979620881e-02,5.448054835232574167e-01,2.125627505629305025e-01,-1.421210620172403960e-01,1.483397182763694089e-01,7.428297955985714573e-02,3.135150516416118811e-03,6.769493691062539176e-02,6.840261716313794649e-01,2.930785709838019601e-02,-1.491508063889401825e-01,3.056915023543753107e-01
1.985000000000000142e+01,3.396332157637620142e-02,5.410349440025674639e-01,2.124574036780204900e-01,-1.484171301894703920e-01,1.713586487014392978e-01,5.905660428755912794e-02,3.042085250464017943e-03,6.659287605163838331e-02,6.746856235484394171e-01,2.970735222157919880e-02,-1.634233023082702352e-01,3.452125804141647492e-01
1.989999999999999858e+01,3.337667703361019839e-02,5.368389388083074643e-01,2.121240355333705030e-01,-1.543812249415604243e-01,1.938646993649592309e-01,4.359913400375209358e-02,2.947812481712917560e-03,6.538635313760136902e-02,6.641497926363594262e-01,3.000395280708220008e-02,-1.767337074533602281e-01,3.825418455951041241e-01
1.994999999999999929e+01,3.278137373201219645e-02,5.322207676463375225e-01,2.115630039184805133e-01,-1.600000060281504266e-01,2.157905092204791264e-01,2.797105549592205850e-02,2.852369630097916983e-03,6.407726080133537006e-02,6.524373443258894012e-01,3.019663154757720042e-02,-1.890036620198702610e-01,4.174422880985336204e-01
2.000000000000000000e+01,3.217756610839719172e-02,5.271840622105575802e-01,2.107749109640804919e-01,-1.652609055874904309e-01,2.370704538935290429e-01,1.223352316036602563e-02,2.755794579997816046e-03,6.266765257294736047e-02,6.395690285602094738e-01,3.028472107999020252e-02,-2.001609314493302816e-01,4.496923191304630918e-01
2.005000000000000071e+01,3.156541080581818509e-02,5.217327833269576054e-01,2.097606024959605131e-01,-1.701521562527204545e-01,2.576408420966689317e-01,-3.551880301706807422e-03,2.658125665198215418e-03,6.115973965851535105e-02,6.255676430340294525e-01,3.026791629696320290e-02,-2.101398316817802703e-01,4.790871778062526509e-01
2.010000000000000142e+01,3.094506663293018420e-02,5.158712178388775715e-01,2.085211671271305078e-01,-1.746628174726204685e-01,2.774401062587388833e-01,-1.932338486408704051e-02,2.559401653675015369e-03,5.955588747144734824e-02,6.104579928048794457e-01,3.014627540363020233e-02,-2.188816158450603011e-01,5.054402312119322671e-01
2.014999999999999858e+01,3.031669452278518140e-02,5.096039752358376695e-01,2.070579350894804771e-01,-1.787827999830504666e-01,2.964089867978188519e-01,-3.501927488849207459e-02,2.459661732206514309e-03,5.785861192193333252e-02,5.942668463480994534e-01,2.992021971601319802e-02,-2.263348201040003005e-01,5.285841593680918882e-01
2.019999999999999929e+01,2.968045749109117851e-02,5.029359840286976580e-01,2.053724768061004624e-01,-1.825028883741404984e-01,3.144907094862787189e-01,-5.057813062467510223e-02,2.358945490818813856e-03,5.607057547032032879e-02,5.770228881333994142e-01,2.959053220175319673e-02,-2.324555666336103055e-01,5.483720175726015666e-01
2.025000000000000000e+01,2.903652059391317181e-02,4.958724878738976494e-01,2.034666012058204687e-01,-1.858147617029904941e-01,3.316311553771486564e-01,-6.593906855268413802e-02,2.257292907071113252e-03,5.419458295059931263e-02,5.587566678070895465e-01,2.915835476821619296e-02,-2.372078219326403115e-01,5.646781693773212929e-01
2.030000000000000071e+01,2.838505088485817132e-02,4.884190414498977284e-01,2.013423537817304598e-01,-1.887110121055904921e-01,3.477790227832086023e-01,-8.104197962679816902e-02,2.154744330187512418e-03,5.223357717055129856e-02,5.395005460698295563e-01,2.862518430738219058e-02,-2.405636089567303459e-01,5.773990842750711394e-01
2.035000000000000142e+01,2.772621737173816547e-02,4.805815060890277768e-01,1.990020143959204679e-01,-1.911851613664705130e-01,3.628859808238685813e-01,-9.582776448885721443e-02,2.051340465041012230e-03,5.019063429546528898e-02,5.192886373459895122e-01,2.799286751119518801e-02,-2.425031718222903365e-01,5.864539950323109929e-01
2.039999999999999858e+01,2.706019097271916349e-02,4.723660451681477856e-01,1.964480948324904830e-01,-1.932316754088405364e-01,3.769068140805085232e-01,-1.102385647305802324e-01,1.947122355996211591e-03,4.806895902265527487e-02,4.981567493459895801e-01,2.726359447535818201e-02,-2.430150921115403206e-01,5.917854104939208604e-01
2.044999999999999929e+01,2.637666055647016131e-02,4.636499684877678495e-01,1.936433603001204429e-01,-1.948804754080405155e-01,3.900328240775684518e-01,-1.244601032717702616e-01,1.842387783787810930e-03,4.587810321715126566e-02,4.762066143113195538e-01,2.644330714018417600e-02,-2.421250731843103410e-01,5.934283843067108544e-01
2.050000000000000000e+01,2.566689828268415435e-02,4.543264805744178791e-01,1.905545401279004347e-01,-1.961548224808905283e-01,4.024285078760383993e-01,-1.386642987578303177e-01,1.737841871592210249e-03,4.363800682593525077e-02,4.536483775761795956e-01,2.554433186712017079e-02,-2.399246698466403205e-01,5.915836748129108535e-01
2.055000000000000071e+01,2.493444211621415052e-02,4.444464944907879356e-01,1.871996241870804434e-01,-1.970519456267605385e-01,4.140370432456883520e-01,-1.527807565041003346e-01,1.634290460038509505e-03,4.137161175150223802e-02,4.307244110314396024e-01,2.458139998648316282e-02,-2.365395115754203026e-01,5.865427971687010578e-01
2.060000000000000142e+01,2.418274455837514728e-02,4.340611017043580211e-01,1.835970474941404085e-01,-1.975707952824105329e-01,4.248055676386782720e-01,-1.667386026134003718e-01,1.532441263524609090e-03,3.909973105332922860e-02,4.076557209461096343e-01,2.356850928028015463e-02,-2.320982665215003127e-01,5.786108431283211173e-01
2.064999999999999858e+01,2.341515111908513969e-02,4.232211589727580270e-01,1.797655176472504057e-01,-1.977119449681705166e-01,4.346852837439482697e-01,-1.804668483406604018e-01,1.432906517954308416e-03,3.684102293544621459e-02,3.846415030293896531e-01,2.251881361517815011e-02,-2.267304575745102968e-01,5.681006054468313859e-01
2.069999999999999929e+01,2.263488390770813583e-02,4.119769530837780747e-01,1.757238716530404032e-01,-1.974775085716505285e-01,4.436315825209982133e-01,-1.938947681996204264e-01,1.336206759537707841e-03,3.461200205853320194e-02,3.618590995178496694e-01,2.144453998709014084e-02,-2.205645218179903000e-01,5.553272576505914326e-01
2.075000000000000000e+01,2.184502988466413206e-02,4.003779383765780908e-01,1.714909606854704005e-01,-1.968710744202005203e-01,4.516041899142181903e-01,-2.069522974673404514e-01,1.242775517073207384e-03,3.242708303720518576e-02,3.394643060060297257e-01,2.035693097234213614e-02,-2.137261205461202795e-01,5.406036241605416404e-01
2.080000000000000071e+01,2.104853327692212533e-02,3.884725409668481899e-01,1.670855608376803914e-01,-1.958976566213505299e-01,4.585673419570281406e-01,-2.195704542342304666e-01,1.152964714150906626e-03,3.029865108872317400e-02,3.175919763372097027e-01,1.926621035066612697e-02,-2.063367008974202887e-01,5.242360589079619881e-01
2.085000000000000142e+01,2.024819163751812034e-02,3.763080228417882145e-01,1.625263075374103749e-01,-1.945636634964005296e-01,4.644899913179181827e-01,-2.316817903546105062e-01,1.067050593982606316e-03,2.823715499877616289e-02,2.963568755088397122e-01,1.818156951891312240e-02,-1.985123048873902729e-01,5.065209356912722116e-01
