state,energy_eV,raw_probability_integral,normalised,centroid_nm,boundary_probability,parity_label,parity_confidence,bound,bound_reason,character,probability_left_outer_barrier,probability_left_well,probability_centre_barrier,probability_right_well,probability_right_outer_barrier
1,2.941158138088,0.9999999999999889,True,12.724527319464652,0.00047056935747399767,,,True,energy below the enclosing barrier maximum and probability confined,,0.01460941382674728,0.9616131161510502,0.01942146158346522,0.004179732340112032,0.0001762760986251704
2,3.061022858158,1.0000000000000102,True,18.661190322705764,0.002908080791624409,,,True,energy below the enclosing barrier maximum and probability confined,,0.004859386076930796,0.08826137302701256,0.10870851206288021,0.7293845155496096,0.06878621328356686
3,3.126273438642,0.999999999999994,True,13.350678663003716,0.00313662756715538,,,True,energy below the enclosing barrier maximum and probability confined,,0.056642780541751925,0.7961148765479737,0.039087073122024446,0.09432564559507102,0.013829624193178779
4,3.39092573757,0.9999999999999954,True,13.526163670267728,0.01115438328040925,,,False,energy 3.39093 eV is above the enclosing barrier maximum 3.32443 eV,,0.12265558927672032,0.6143657990252731,0.18105915168020495,0.05257913290436605,0.02934032711343572
5,3.562945849722,1.00000000000001,True,17.490115046355392,0.03169812620830266,,,False,energy 3.56295 eV is above the enclosing barrier maximum 3.32443 eV; confined probability 0.4991 < 0.5,,0.0661694887748248,0.19679888196185463,0.19147861868949345,0.30230575244614105,0.24324725812768602
6,3.772231232409,0.9999999999999942,True,13.857733537303272,0.05600204978962561,,,False,energy 3.77223 eV is above the enclosing barrier maximum 3.32443 eV,,0.24204755995155425,0.4273676458858786,0.11335706542277843,0.09435100876227563,0.12287671997751326
