model,real_crossings_550_650_nm,real_crossings_1200_1400_nm,min_abs_real_norm_550_650,min_abs_real_norm_1200_1400,min_magnitude_norm_550_650,min_magnitude_norm_1200_1400,max_phase_step_550_650_deg,max_phase_step_1200_1400_deg,phase_span_550_650_deg,phase_span_1200_1400_deg,imag_at_first_real_crossing_node1_pm_per_V,magnitude_norm_at_first_real_crossing_node1,imag_at_first_real_crossing_node2_pm_per_V,magnitude_norm_at_first_real_crossing_node2,normalized_rmse_magnitude_vs_paper,normalized_rmse_abs_real_vs_paper
demo21,,1394.572266,0.04895528038092776,0.001902826653598092,0.04508341942636751,0.2797005782086151,6.653823735528661,3.325134929895853,50.401402127646335,91.03378802893668,,,-30.492303923645053,0.6760056855533092,0.29124138370204866,0.21264121679653442
hybrid,577.370695,1268.099199,0.0007626925786660301,0.00013543669965387928,0.2544988747894631,0.5028424275458602,0.9815189796204038,0.20087915257275313,38.685588950783824,33.463889777487296,23.9021054000431,0.25480494737390336,-47.1741983438641,0.5028937378207986,0.20377168523644773,0.11260388788835303
