wavelength_nm,demo21_chi_real_pm_per_V,demo21_chi_imag_pm_per_V,demo21_chi_abs_pm_per_V,demo21_phase_rad,demo21_phase_deg,hybrid_chi_real_pm_per_V,hybrid_chi_imag_pm_per_V,hybrid_chi_abs_pm_per_V,hybrid_phase_rad,hybrid_phase_deg
473.0,0.8680793694584574,0.006628396300893969,0.8681046753225758,0.0076355546716288455,0.43748505692573203,7.353422084376693,0.09971970075750734,7.354098202343917,0.013560161167550057,0.776940004417809
474.0,0.8768769801343662,0.006737697080956813,0.8769028651176368,0.007683591473645135,0.44023736294257093,7.478743767043476,0.10299878872460067,7.479452993606577,0.01377133387942855,0.7890393095567788
475.0,0.8857778319240486,0.006849037146299081,0.8858043106905156,0.007732075029490018,0.4430152660682696,7.607510089696123,0.10643467157933503,7.6082546030047205,0.013989824082651111,0.8015578760663873
476.0,0.8947835102813421,0.006962461932426139,0.8948105979186664,0.007781012211047871,0.44581916003280003,7.739876723897144,0.11003797371409661,7.740658890351899,0.014216061157051546,0.8145203055989193
477.0,0.903895632814789,0.007078018100695463,0.9039233448483791,0.007830410037950602,0.44864944703144427,7.876009754054738,0.11382028049765851,7.876832148917351,0.014450510016594682,0.8279532357623964
478.0,0.9131158501148748,0.007195753577916489,0.9131442025225615,0.007880275681674124,0.4515065379595051,8.01608661874555,0.11779424854323547,8.016952049514911,0.014693674931859276,0.841885559132714
479.0,0.92244584660729,0.007315717597455161,0.9224748558345673,0.007930616469774499,0.45439085265501894,8.160297160443966,0.12197373145304433,8.16120869344207,0.014946103862511204,0.85634867148607
480.0,0.931887341433202,0.0074379607419093234,0.9319170244090614,0.00798143989026929,0.45730282014978924,8.30884479895589,0.12637392362791078,8.309805789650529,0.01520839338159303,0.8713767539399747
481.0,0.9414420893575569,0.007562534987424569,0.94147246351094,0.008032753596170252,0.4602428789290899,8.461947846429974,0.1310115252365491,8.462961974122635,0.01548119428890086,0.887007094576053
482.0,0.9511118817064602,0.007689493749723188,0.9511429649833565,0.008084565410173276,0.46321147720038,8.619840984900584,0.13590493205919546,8.620912292532031,0.01576521802953889,0.9032804561961304
483.0,0.96089854733475,0.007818891931923165,0.9609303582159718,0.008136883329512436,0.4662090731714197,8.782776931020296,0.14107445468354363,8.783909870998594,0.016061244056779642,0.9202414981830502
484.0,0.9708039536249299,0.007950785974227619,0.9708365111445917,0.008189715530984637,0.46923613533816166,8.95102831710935,0.14654257247505995,8.952227804253031,0.016370128306690254,0.9379392620609924
485.0,0.9808300075186515,0.00808523390556943,0.9808633312833881,0.008243070376152265,0.4722931427828408,9.12488982306805,0.15233422891764858,9.12616129599027,0.016692812987011207,0.9564277323569113
486.0,0.9909786565820276,0.008222295397300133,0.9910127667909837,0.00829695641673117,0.4753805854826827,9.304680600299,0.15847717638807665,9.306030092849285,0.01703033792629853,0.9757664868584842
487.0,1.0012518901060796,0.008362031819016737,1.0012868075717063,0.00835138240017193,0.4784989646296871,9.490747036865852,0.16500238027237316,9.49218126161071,0.017383853783730818,0.9960214534803028
488.0,1.011651740243723,0.008504506296625167,1.0116874864134193,0.008406357275442594,0.4816487929619543,9.683465923058934,0.17194449466552217,9.684992369242703,0.017754637488348567,1.017265794867125
489.0,1.0221802831847016,0.008649783772743967,1.0222168801633398,0.008461890199021629,0.48483059510705556,9.883248088840103,0.1793424248649417,9.884875137851665,0.018144110362954494,1.0395809468168729
490.0,1.0328396403700155,0.008797931069557768,1.0328771109433919,0.008517990541110104,0.48804490793796534,10.090542599951041,0.18723999567212485,10.092279662068725,0.0185538594979682,1.0630578429122943
491.0,1.0436319797473907,0.008949016954235323,1.0436703474066442,0.008574667892072646,0.4912922809421007,10.305841618639514,0.1956867494241794,10.307699295787714,0.018985663081598273,1.0877983658329218
492.0,1.0545595170694708,0.009103112207033798,1.054598806036518,0.008631932069117308,0.4945732766040497,10.529686059119648,0.20473890405522369,10.531676339617183,0.01944152057483244,1.1139170762546529
493.0,1.0656245172364458,0.009260289692216818,1.065664752490478,0.008689793123224761,0.4978884708025849,10.762672198538322,0.21446050984277973,10.764808691447877,0.019923688856719645,1.141543283821864
494.0,1.0768292956849297,0.009420624431921171,1.076870502990025,0.008748261346337978,0.5012384532226015,11.005459443403867,0.22492485453112945,11.007757662239536,0.020434725776278372,1.1708235424879456
495.0,1.0881762198249998,0.009584193683114422,1.0882184257589014,0.008807347278824035,0.5046238277826475,11.258779501902566,0.2362161812328192,11.261257210309052,0.020977542958721857,1.2019246760891402
496.0,1.099667710527375,0.009751077017793292,1.0997109425114973,0.008867061717220319,0.5080452130787485,11.523447278068618,0.2484318032996455,11.52612491392132,0.021555470263113215,1.2350374714961374
497.0,1.1113062436628216,0.009921356406581143,1.1113505299935376,0.008927415722277997,0.5115032428452647,11.800373889634132,0.2616847272516839,11.803275089212983,0.02217233502972866,1.2703812191535249
498.0,1.1230943516959795,0.010095116305891782,1.1231397215772585,0.008988420627316415,0.5149985664335623,12.09058232492361,0.27610693180813284,12.093734575950794,0.022832560265930803,1.3082093387159357
499.0,1.1350346253358958,0.010272443748836006,1.1350811089133546,0.009050088046902653,0.5185318493093163,12.395226405804468,0.29185350243277636,12.398661868041835,0.023541287312973776,1.3488164073382678
500.0,1.1471297152456739,0.010453428440057429,1.147177343642112,0.009112429885871359,0.5221037735693073,12.715613928443846,0.3091078931125811,12.719370474470017,0.02430453048192422,1.3925470196613186
501.0,1.159382333813769,0.010638162854694816,1.1594311391662657,0.009175458348700741,0.5257150384786281,13.05323513325613,0.3280886902507682,13.057357681887352,0.025129373899909185,1.4398070662710023
502.0,1.1717952569895738,0.01082674234167927,1.1718452724882216,0.009239185949261491,0.5293663610292546,13.409798042150625,0.34905840291802764,13.414340285676163,0.0260242247596145,1.4910782438257701
503.0,1.1843713261860886,0.011019265231586755,1.1844225861144486,0.00930362552095619,0.5330584765209916,13.787272743293506,0.37233502343033376,13.79229941190507,0.026999142926783706,1.5469369401751953
504.0,1.1971134502525838,0.011215832949279268,1.1971659900299505,0.009368790227268019,0.5367921391658689,14.187947474732104,0.3983074311218616,14.193537344701777,0.028066275406233073,1.6080791274289752
505.0,1.2100246075203622,0.011416550131581838,1.2100784637459314,0.009434693572738318,0.5405681227171095,14.614500472801694,0.4274562139617372,14.620750421383146,0.02924043708103833,1.6753536358613286
506.0,1.2231078479248074,0.01162152475025642,1.223163058423845,0.009501349414393779,0.5443872211238598,15.070093190517701,0.460382264386315,15.077123750909836,0.03053989906078374,1.7498073229384552
507.0,1.2363662952071637,0.011830868240550262,1.2364228990792805,0.009568771973645222,0.5482502492129382,15.558492948657246,0.4978467520639592,15.566456058523979,0.03198747741212935,1.8327474529850645
508.0,1.2498031491995902,0.012044695635612147,1.2498611868692329,0.009636975848681228,0.552158043398939,16.084236844493297,0.540828115162563,16.093326875444554,0.033612065925908194,1.9258295182700231
509.0,1.2634216881972653,0.012263125707087819,1.2634812014665417,0.009705976027380964,0.5561114624240824,16.6528546378165,0.5906051441874681,16.66332445896038,0.03545084128608835,2.031183585880994
510.0,1.2772252714215013,0.012486281112225021,1.277286303525463,0.009775787900772288,0.5601113881293069,17.271177809162566,0.648881201066258,17.283362801515413,0.037552514599790074,2.151600596671377
511.0,1.291217341578048,0.012714288547838595,1.2912799372425636,0.009846427277062492,0.5641587262581721,17.947777654540594,0.7179753820747784,17.9621327070616,0.039982262674985954,2.2908149066601364
512.0,1.3054014275149624,0.012947278911507506,1.3054656330173207,0.009917910396270697,0.5682544072952328,18.693602021806583,0.8011266831649303,18.71076055408144,0.04282945417167481,2.4539469628859436
513.0,1.3197811469846992,0.01318538747039933,1.3198470102170905,0.009990253945492748,0.5723993873406532,19.522927541966425,0.902997202330534,19.54379962433835,0.04622022397735517,2.6482237620518223
514.0,1.3343602095152938,0.013428754038141692,1.334427780051328,0.010063475074830991,0.5765946490229161,20.454830911549706,1.0305439132219647,20.480774603934496,0.0503388809952016,2.8842054264363606
515.0,1.3491424193957902,0.013677523160187409,1.3492117485602189,0.010137591414023709,0.5808412024516189,21.51554834345692,1.1946149761514828,21.54868732570217,0.0554663827429459,3.177989636028063
516.0,1.3641316787813564,0.013931844308147758,1.3642028197231775,0.010212621089810577,0.5851400862124413,22.742420519336605,1.4130773910462562,22.78627830057881,0.062054218579952365,3.5554448256135673
517.0,1.37933199092382,0.01419187208359924,1.3794049986929533,0.010288582744073184,0.5894923684065206,24.190784683268372,1.7174839214816078,24.251676532000825,0.07087851437521733,4.061039731857289
518.0,1.3947474635336918,0.014457766431901437,1.3948223951614294,0.010365495552791685,0.5938991477365877,25.946447722963466,2.1688900580513404,26.036939788008688,0.08339713699572525,4.778303973329394
519.0,1.41038231228007,0.014729692866598648,1.4104592268635139,0.01044337924586144,0.598361554642377,28.147675895208497,2.900895336779941,28.2967639855983,0.10269728299786515,5.8841208832383
520.0,1.4262408644352094,0.015007822705015751,1.4263198232259264,0.010522254127816157,0.6028807524879749,31.007218441710332,4.257757111723024,31.29818031634378,0.13646161956494396,7.81867486659115
521.0,1.4423275626708882,0.015292333315698538,1.442408629168026,0.010602141099506867,0.6074579388039336,34.59495956614213,7.267263618307596,35.35002613692083,0.2070564810323381,11.863462483983556
522.0,1.458646969014173,0.015583408378392876,1.4587302090622931,0.010683061680789425,0.6120943465871695,36.70583870088529,13.473443846203992,39.10054070997255,0.35179623919135555,20.15643975423948
