x[nm]                E_3[eV]              Psi^2_3_so2[nm^-1/2]
7.1142317671146      1.4167478423565      1.4167490991325
7.260978922993       1.4167478423565      1.4169773861214
7.4003918486039      1.4167478423565      1.4168055355874
7.532837099151       1.4167478423565      1.4167708989179
7.6586629098899      1.4167478423565      1.4167518092215
7.7782001117354      1.4167478423565      1.4167479776379
7.891763001107       1.4167478423565      1.4167536843129
7.9996501663019      1.4167478423565      1.4167655233587
8.1021452725658      1.4167478423565      1.4167810799391
8.1995178079279      1.4167478423565      1.4167985123204
8.2920237917592      1.4167478423565      1.4168163224527
8.3799064479186      1.4167478423565      1.416833243401
8.4633968442558      1.4167478423565      1.4168482087351
8.5427145001525      1.4167478423565      1.4168604312723
8.6180679636999      1.4167478423565      1.4168697763311
8.6896553600291      1.4167478423565      1.4168742049413
8.7576649122373      1.4167478423565      1.416873788371
8.8222754362784      1.4167478423565      1.416869340277
8.8836568111193      1.4167478423565      1.4168616503359
8.9419704253995      1.4167478423565      1.4168515255997
8.9973696017656      1.4167478423565      1.4168397580376
9.05                 1.4167478423565      1.4168270893509
9.1                  1.4167478423565      1.4168141839377
9.15                 1.4167478423565      1.4168009575531
9.2                  1.4167478423565      1.4167879783822
9.25                 1.4167478423565      1.4167758550824
9.3                  1.4167478423565      1.4167652145076
9.35                 1.4167478423565      1.4167566710266
9.4                  1.4167478423565      1.4167507861453
9.45                 1.4167478423565      1.4167480171091
9.5                  1.4167478423565      1.4167486534523
9.55                 1.4167478423565      1.4167527413175
9.6                  1.4167478423565      1.4167599972864
9.65                 1.4167478423565      1.4167698785854
9.7                  1.4167478423565      1.4167818790316
9.75                 1.4167478423565      1.4167956291455
9.8                  1.4167478423565      1.4168108223824
9.85                 1.4167478423565      1.4168272005733
9.9                  1.4167478423565      1.4168445439559
9.95                 1.4167478423565      1.4168626640866
10                   1.4167478423565      1.4168813985972
10.05                1.4167478423565      1.416900607165
10.1                 1.4167478423565      1.4169201683063
10.15                1.4167478423565      1.4169399767525
10.2                 1.4167478423565      1.4169599412534
10.25                1.4167478423565      1.4169799827096
10.3                 1.4167478423565      1.4170000325666
10.35                1.4167478423565      1.4170200314225
10.4                 1.4167478423565      1.4170399278172
10.45                1.4167478423565      1.4170596771758
10.5                 1.4167478423565      1.4170792408856
10.55                1.4167478423565      1.4170985854895
10.6                 1.4167478423565      1.4171176819821
10.65                1.4167478423565      1.4171365051952
10.7                 1.4167478423565      1.4171550332618
10.75                1.4167478423565      1.4171732471502
10.8                 1.4167478423565      1.4171911302582
10.85                1.4167478423565      1.4172086680614
10.9                 1.4167478423565      1.4172258478086
10.95                1.4167478423565      1.4172426582575
11                   1.4167478423565      1.417259089448
11.05                1.4167478423565      1.4172751325056
11.1                 1.4167478423565      1.4172907794737
11.15                1.4167478423565      1.4173060231689
11.2                 1.4167478423565      1.4173208570585
11.25                1.4167478423565      1.4173352751555
11.3                 1.4167478423565      1.4173492719301
11.35                1.4167478423565      1.4173628422348
11.4                 1.4167478423565      1.417375981242
11.45                1.4167478423565      1.4173886843911
11.5                 1.4167478423565      1.4174009473458
11.55                1.4167478423565      1.4174127659585
11.6                 1.4167478423565      1.4174241362412
11.65                1.4167478423565      1.417435054343
11.7                 1.4167478423565      1.4174455165313
11.75                1.4167478423565      1.417455519178
11.8                 1.4167478423565      1.417465058749
11.85                1.4167478423565      1.4174741317964
11.9                 1.4167478423565      1.4174827349531
11.95                1.4167478423565      1.4174908649301
12                   1.4167478423565      1.4174985185141
12.05                1.4167478423565      1.4175056925675
12.1                 1.4167478423565      1.4175123840288
12.15                1.4167478423565      1.4175185899138
12.2                 1.4167478423565      1.4175243073172
12.25                1.4167478423565      1.417529533415
12.3                 1.4167478423565      1.417534265466
12.35                1.4167478423565      1.4175385008143
12.4                 1.4167478423565      1.4175422368908
12.45                1.4167478423565      1.4175454712154
12.5                 1.4167478423565      1.4175482013976
12.55                1.4167478423565      1.4175504251379
12.6                 1.4167478423565      1.4175521402278
12.65                1.4167478423565      1.4175533445498
12.7                 1.4167478423565      1.4175540360768
12.75                1.4167478423565      1.4175542128707
12.8                 1.4167478423565      1.4175538730805
12.85                1.4167478423565      1.41755301494
12.9                 1.4167478423565      1.4175516367649
12.95                1.4167478423565      1.4175497369495
13                   1.4167478423565      1.4175473139627
13.05                1.4167478423565      1.4175443663437
13.1                 1.4167478423565      1.417540892698
13.15                1.4167478423565      1.4175368916923
13.2                 1.4167478423565      1.4175323620505
13.25                1.4167478423565      1.4175273025485
13.3                 1.4167478423565      1.417521712011
13.35                1.4167478423565      1.4175155893071
13.4                 1.4167478423565      1.4175089333483
13.45                1.4167478423565      1.4175017430865
13.5                 1.4167478423565      1.417494017514
13.55                1.4167478423565      1.4174857556656
13.6                 1.4167478423565      1.4174769566221
13.65                1.4167478423565      1.4174676195179
13.7                 1.4167478423565      1.4174577435511
13.75                1.4167478423565      1.4174473279984
13.8                 1.4167478423565      1.4174363722344
13.85                1.4167478423565      1.4174248757574
13.9                 1.4167478423565      1.4174128382219
13.95                1.4167478423565      1.417400259479
14                   1.4167478423565      1.4173871396268
14.05                1.4167478423565      1.4173734790716
14.1                 1.4167478423565      1.4173592786019
14.15                1.4167478423565      1.4173445394781
14.2                 1.4167478423565      1.4173292635385
14.25                1.4167478423565      1.4173134533262
14.3                 1.4167478423565      1.4172971122386
14.35                1.4167478423565      1.4172802447038
14.4                 1.4167478423565      1.4172628563874
14.45                1.4167478423565      1.4172449544347
14.5                 1.4167478423565      1.4172265477534
14.55                1.4167478423565      1.4172076473418
14.6                 1.4167478423565      1.4171882666716
14.65                1.4167478423565      1.4171684221297
14.7                 1.4167478423565      1.4171481335309
14.75                1.4167478423565      1.4171274247087
14.8                 1.4167478423565      1.417106324198
14.85                1.4167478423565      1.41708486602
14.9                 1.4167478423565      1.4170630905859
14.95                1.4167478423565      1.4170410457349
15                   1.4167478423565      1.4170187879271
15.05                1.4167478423565      1.4169963836125
15.1                 1.4167478423565      1.4169739108051
15.15                1.4167478423565      1.4169514608943
15.2                 1.4167478423565      1.4169291407379
15.25                1.4167478423565      1.4169070750917
15.3                 1.4167478423565      1.4168854094567
15.35                1.4167478423565      1.4168643134571
15.4                 1.4167478423565      1.4168439849203
15.45                1.4167478423565      1.4168246549248
15.5                 1.4167478423565      1.4168065942334
15.55                1.4167478423565      1.4167901217844
15.6                 1.4167478423565      1.4167756163324
15.65                1.4167478423565      1.4167635330274
15.7                 1.4167478423565      1.4167544278879
15.75                1.4167478423565      1.4167490219256
15.8                 1.4167478423565      1.4167480480344
15.85                1.4167478423565      1.4167519066591
15.9                 1.4167478423565      1.4167606028804
15.95                1.4167478423565      1.4167738392652
16                   1.4167478423565      1.4167910995825
16.05                1.4167478423565      1.4168117206734
16.1                 1.4167478423565      1.4168349520725
16.15                1.4167478423565      1.4168600040905
16.2                 1.4167478423565      1.4168860855416
16.25                1.4167478423565      1.4169124324378
16.3                 1.4167478423565      1.4169383289441
16.35                1.4167478423565      1.4169631217887
16.4                 1.4167478423565      1.4169862291681
16.45                1.4167478423565      1.4170071449841
16.5                 1.4167478423565      1.417025438921
16.55                1.4167478423565      1.4170407521701
16.6                 1.4167478423565      1.417052786834
16.65                1.4167478423565      1.4170612818458
16.7                 1.4167478423565      1.4170659516062
16.75                1.4167478423565      1.4170675172311
16.8                 1.4167478423565      1.4170668678577
16.85                1.4167478423565      1.4170640692033
16.9                 1.4167478423565      1.4170593308347
16.95                1.4167478423565      1.4170529027355
17                   1.4167478423565      1.4170450322719
17.05                1.4167478423565      1.4170359468253
17.1                 1.4167478423565      1.4170258474882
17.15                1.4167478423565      1.4170149076276
17.2                 1.4167478423565      1.4170032736254
17.25                1.4167478423565      1.416991066562
17.3                 1.4167478423565      1.416978384159
17.35                1.4167478423565      1.4169653023671
17.4                 1.4167478423565      1.4169518756162
17.45                1.4167478423565      1.4169381336195
17.5                 1.4167478423565      1.4169240699028
17.55                1.4167478423565      1.4169099991857
17.6                 1.4167478423565      1.4168961729984
17.65                1.4167478423565      1.4168826006329
17.7                 1.4167478423565      1.416869360491
17.75                1.4167478423565      1.4168565435431
17.8                 1.4167478423565      1.4168442364587
17.85                1.4167478423565      1.4168325169475
17.9                 1.4167478423565      1.4168214528699
17.95                1.4167478423565      1.4168111023573
18                   1.4167478423565      1.4168015140148
18.05                1.4167478423565      1.4167927269038
18.1                 1.4167478423565      1.4167847702304
18.15                1.4167478423565      1.4167776627524
18.2                 1.4167478423565      1.4167714119619
18.25                1.4167478423565      1.4167660131175
18.3                 1.4167478423565      1.4167614482277
18.35                1.4167478423565      1.4167576851042
18.4                 1.4167478423565      1.416754676639
18.45                1.4167478423565      1.4167523605056
18.5                 1.4167478423565      1.4167506595569
18.55                1.4167478423565      1.4167494673719
18.6                 1.4167478423565      1.4167486710462
18.65                1.4167478423565      1.4167481792414
18.7                 1.4167478423565      1.41674792152
18.75                1.4167478423565      1.4167478424608
18.8                 1.4167478423565      1.4167478977803
18.85                1.4167478423565      1.4167480517047
18.9                 1.4167478423565      1.4167482751326
18.95                1.4167478423565      1.4167485443085
19                   1.4167478423565      1.4167488398342
19.05                1.4167478423565      1.4167491459101
19.1                 1.4167478423565      1.4167494497368
19.15                1.4167478423565      1.4167497410344
19.2                 1.4167478423565      1.4167500116484
19.25                1.4167478423565      1.4167502552244
19.3                 1.4167478423565      1.416750466937
19.35                1.4167478423565      1.4167506432624
19.4                 1.4167478423565      1.4167507817893
19.45                1.4167478423565      1.4167508810602
19.5                 1.4167478423565      1.4167509404408
19.55                1.4167478423565      1.416750960013
19.6                 1.4167478423565      1.4167509404883
19.65                1.4167478423565      1.4167508831408
19.7                 1.4167478423565      1.4167507897569
19.75                1.4167478423565      1.4167506625994
19.8                 1.4167478423565      1.4167505043882
19.85                1.4167478423565      1.4167503182928
19.9                 1.4167478423565      1.416750107939
19.95                1.4167478423565      1.4167498774298
20                   1.4167478423565      1.4167496313794
20.05                1.4167478423565      1.4167493749639
20.1                 1.4167478423565      1.4167491139906
20.15                1.4167478423565      1.4167488549895
20.2                 1.4167478423565      1.4167486053373
20.25                1.4167478423565      1.4167483734235
20.3                 1.4167478423565      1.4167481688816
20.35                1.4167478423565      1.4167480029181
20.4                 1.4167478423565      1.4167478887956
20.45                1.4167478423565      1.416747842632
20.5                 1.4167478423565      1.4167478789221
20.55                1.4167478423565      1.4167480038114
20.6                 1.4167478423565      1.4167482148177
20.65                1.4167478423565      1.4167485029781
20.7                 1.4167478423565      1.4167488548223
20.75                1.4167478423565      1.4167492540752
20.8                 1.4167478423565      1.4167496830637
20.85                1.4167478423565      1.4167501238378
20.9                 1.4167478423565      1.4167505590325
20.95                1.4167478423565      1.4167509724968
21.002630398234      1.4167478423565      1.4167513680979
21.058029574601      1.4167478423565      1.4167517251195
21.116343188881      1.4167478423565      1.4167520205958
21.177724563722      1.4167478423565      1.4167522301492
21.242335087763      1.4167478423565      1.416752329075
21.310344639971      1.4167478423565      1.4167522933065
21.3819320363        1.4167478423565      1.4167520978765
21.457285499847      1.4167478423565      1.4167517427498
21.536603155744      1.4167478423565      1.4167512981586
21.620093552081      1.4167478423565      1.4167507686636
21.707976208241      1.4167478423565      1.416750180412
21.800482192072      1.4167478423565      1.416749568465
21.897854727434      1.4167478423565      1.4167489741897
22.000349833698      1.4167478423565      1.4167484463263
22.108236998893      1.4167478423565      1.4167480447583
22.221799888265      1.4167478423565      1.4167478481136
22.34133709011       1.4167478423565      1.4167479675617
22.467162900849      1.4167478423565      1.4167485901515
22.599608151396      1.4167478423565      1.4167497259314
22.739021077007      1.4167478423565      1.4167553616417
22.885768232885      1.4167478423565      1.4167478835985
