x[nm]                 E_12[eV]              Psi^2_12_cb1[nm^-1/2]
7.1142317671146       2.9525116792099       2.9525144803805
7.260978922993        2.9525116792099       2.9536491398012
7.4003918486039       2.9525116792099       2.9528307753145
7.532837099151        2.9525116792099       2.9526322928062
7.6586629098899       2.9525116792099       2.9525244754209
7.7782001117354       2.9525116792099       2.9525226745384
7.891763001107        2.9525116792099       2.9526099197262
7.9996501663019       2.9525116792099       2.9527767196731
8.1021452725658       2.9525116792099       2.9530170624568
8.1995178079279       2.9525116792099       2.9533272478857
8.2920237917592       2.9525116792099       2.9537050540048
8.3799064479186       2.9525116792099       2.9541491458473
8.4633968442558       2.9525116792099       2.9546586350541
8.5427145001525       2.9525116792099       2.9552326605759
8.6180679636999       2.9525116792099       2.9558696260081
8.6896553600291       2.9525116792099       2.9565333431209
8.7576649122373       2.9525116792099       2.9572224223721
8.8222754362784       2.9525116792099       2.9579380407868
8.8836568111193       2.9525116792099       2.9586747202782
8.9419704253995       2.9525116792099       2.9594257234931
8.9973696017656       2.9525116792099       2.9601842615804
9.05                  2.9525116792099       2.9609439071325
9.1                   2.9525116792099       2.9616988006576
9.15                  2.9525116792099       2.9624838069509
9.2                   2.9525116792099       2.9632962471406
9.25                  2.9525116792099       2.9641331717158
9.3                   2.9525116792099       2.9649915802489
9.35                  2.9525116792099       2.9658687618233
9.4                   2.9525116792099       2.9667628013784
9.45                  2.9525116792099       2.9676733113717
9.5                   2.9525116792099       2.9686024687453
9.55                  2.9525116792099       2.9695564679447
9.6                   2.9525116792099       2.9705475486054
9.65                  2.9525116792099       2.9715983674055
9.7                   2.9525116792099       2.9727164975472
9.75                  2.9525116792099       2.9738882291027
9.8                   2.9525116792099       2.9751035495644
9.85                  2.9525116792099       2.9763549988343
9.9                   2.9525116792099       2.9776368867323
9.95                  2.9525116792099       2.9789447524697
10                    2.9525116792099       2.98027498895
10.05                 2.9525116792099       2.9816245808539
10.1                  2.9525116792099       2.9829909219184
10.15                 2.9525116792099       2.9843716875868
10.2                  2.9525116792099       2.9857647464684
10.25                 2.9525116792099       2.9871680990156
10.3                  2.9525116792099       2.9885798352909
10.35                 2.9525116792099       2.9899981061135
10.4                  2.9525116792099       2.9914211035706
10.45                 2.9525116792099       2.9928470480805
10.5                  2.9525116792099       2.994274180027
10.55                 2.9525116792099       2.9957007545838
10.6                  2.9525116792099       2.9971250387571
10.65                 2.9525116792099       2.9985453099698
10.7                  2.9525116792099       2.9999598557122
10.75                 2.9525116792099       3.0013669739305
10.8                  2.9525116792099       3.0027649739208
10.85                 2.9525116792099       3.0041521775676
10.9                  2.9525116792099       3.0055269208154
10.95                 2.9525116792099       3.0068875552936
11                    2.9525116792099       3.0082324500399
11.05                 2.9525116792099       3.0095599932836
11.1                  2.9525116792099       3.0108685942615
11.15                 2.9525116792099       3.0121566850455
11.2                  2.9525116792099       3.0134227223694
11.25                 2.9525116792099       3.0146651894433
11.3                  2.9525116792099       3.0158825977481
11.35                 2.9525116792099       3.017073488804
11.4                  2.9525116792099       3.0182364359088
11.45                 2.9525116792099       3.0193700458412
11.5                  2.9525116792099       3.0204729605264
11.55                 2.9525116792099       3.0215438586614
11.6                  2.9525116792099       3.0225814572969
11.65                 2.9525116792099       3.0235845133739
11.7                  2.9525116792099       3.0245518252131
11.75                 2.9525116792099       3.0254822339548
11.8                  2.9525116792099       3.0263746249472
11.85                 2.9525116792099       3.0272279290828
11.9                  2.9525116792099       3.028041124079
11.95                 2.9525116792099       3.0288132357037
12                    2.9525116792099       3.0295433389423
12.05                 2.9525116792099       3.0302305591067
12.1                  2.9525116792099       3.0308740728831
12.15                 2.9525116792099       3.0314731093186
12.2                  2.9525116792099       3.0320269507455
12.25                 2.9525116792099       3.0325349336404
12.3                  2.9525116792099       3.0329964494203
12.35                 2.9525116792099       3.0334109451708
12.4                  2.9525116792099       3.0337779243095
12.45                 2.9525116792099       3.0340969471804
12.5                  2.9525116792099       3.0343676315808
12.55                 2.9525116792099       3.0345896532196
12.6                  2.9525116792099       3.0347627461054
12.65                 2.9525116792099       3.0348867028654
12.7                  2.9525116792099       3.0349613749938
12.75                 2.9525116792099       3.0349866730298
12.8                  2.9525116792099       3.0349625666647
12.85                 2.9525116792099       3.0348890847782
12.9                  2.9525116792099       3.0347663154039
12.95                 2.9525116792099       3.0345944056234
13                    2.9525116792099       3.0343735613905
13.05                 2.9525116792099       3.0341040472843
13.1                  2.9525116792099       3.0337861861918
13.15                 2.9525116792099       3.0334203589212
13.2                  2.9525116792099       3.0330070037458
13.25                 2.9525116792099       3.0325466158782
13.3                  2.9525116792099       3.0320397468772
13.35                 2.9525116792099       3.031487003987
13.4                  2.9525116792099       3.0308890494088
13.45                 2.9525116792099       3.0302465995078
13.5                  2.9525116792099       3.0295604239543
13.55                 2.9525116792099       3.0288313448011
13.6                  2.9525116792099       3.0280602354988
13.65                 2.9525116792099       3.0272480198482
13.7                  2.9525116792099       3.0263956708937
13.75                 2.9525116792099       3.025504209757
13.8                  2.9525116792099       3.0245747044135
13.85                 2.9525116792099       3.0236082684127
13.9                  2.9525116792099       3.0226060595449
13.95                 2.9525116792099       3.0215692784548
14                    2.9525116792099       3.0204991672057
14.05                 2.9525116792099       3.0193970077955
14.1                  2.9525116792099       3.0182641206277
14.15                 2.9525116792099       3.0171018629401
14.2                  2.9525116792099       3.0159116271971
14.25                 2.9525116792099       3.0146948394477
14.3                  2.9525116792099       3.0134529576582
14.35                 2.9525116792099       3.0121874700282
14.4                  2.9525116792099       3.0108998933002
14.45                 2.9525116792099       3.0095917710817
14.5                  2.9525116792099       3.0082646722012
14.55                 2.9525116792099       3.0069201891324
14.6                  2.9525116792099       3.005559936533
14.65                 2.9525116792099       3.0041855499653
14.7                  2.9525116792099       3.0027986848957
14.75                 2.9525116792099       3.001401016111
14.8                  2.9525116792099       2.9999942377528
14.85                 2.9525116792099       2.9985800642571
14.9                  2.9525116792099       2.997160232614
14.95                 2.9525116792099       2.9957365065456
15                    2.9525116792099       2.9943106834608
15.05                 2.9525116792099       2.992884605424
15.1                  2.9525116792099       2.991460175914
15.15                 2.9525116792099       2.9900393849219
15.2                  2.9525116792099       2.988624346051
15.25                 2.9525116792099       2.9872173508632
15.3                  2.9525116792099       2.9858209480009
15.35                 2.9525116792099       2.9844380578824
15.4                  2.9525116792099       2.9830721384896
15.45                 2.9525116792099       2.9817274246225
