x[nm]                E_4[eV]              Psi^2_4[nm^-1]      
7.1142317671146      1.4167478423565      1.4167555653079
7.260978922993       1.4167478423565      1.419580743994
7.4003918486039      1.4167478423565      1.4181807144559
7.532837099151       1.4167478423565      1.4181404274939
7.6586629098899      1.4167478423565      1.4182264870113
7.7782001117354      1.4167478423565      1.4185275312033
7.891763001107       1.4167478423565      1.4190167931177
7.9996501663019      1.4167478423565      1.4196842353644
8.1021452725658      1.4167478423565      1.4205238574362
8.1995178079279      1.4167478423565      1.4215327485213
8.2920237917592      1.4167478423565      1.4227100210777
8.3799064479186      1.4167478423565      1.4240561286262
8.4633968442558      1.4167478423565      1.4255727638556
8.5427145001525      1.4167478423565      1.4272646740324
8.6180679636999      1.4167478423565      1.429148908271
8.6896553600291      1.4167478423565      1.4311665263626
8.7576649122373      1.4167478423565      1.4332818269499
8.8222754362784      1.4167478423565      1.4354757549433
8.8836568111193      1.4167478423565      1.4377283545398
8.9419704253995      1.4167478423565      1.4400198604466
8.9973696017656      1.4167478423565      1.4423313035549
9.05                 1.4167478423565      1.4446449542838
9.1                  1.4167478423565      1.4469446535599
9.15                 1.4167478423565      1.4493378401255
9.2                  1.4167478423565      1.4518176957683
9.25                 1.4167478423565      1.4543762126629
9.3                  1.4167478423565      1.4570043705646
9.35                 1.4167478423565      1.4596924211765
9.4                  1.4167478423565      1.4624303102603
9.45                 1.4167478423565      1.4652082753001
9.5                  1.4167478423565      1.4680176671029
9.55                 1.4167478423565      1.4708520593874
9.6                  1.4167478423565      1.4737087343074
9.65                 1.4167478423565      1.4765981533824
9.7                  1.4167478423565      1.4795286712972
9.75                 1.4167478423565      1.4824958148156
9.8                  1.4167478423565      1.4854954840253
9.85                 1.4167478423565      1.4885238559661
9.9                  1.4167478423565      1.4915773137749
9.95                 1.4167478423565      1.4946523944665
10                   1.4167478423565      1.4977457504281
10.05                1.4167478423565      1.5008541210593
10.1                 1.4167478423565      1.5039743119429
10.15                1.4167478423565      1.5071031796245
10.2                 1.4167478423565      1.5102376205837
10.25                1.4167478423565      1.5133745633495
10.3                 1.4167478423565      1.5165109629845
10.35                1.4167478423565      1.5196437973662
10.4                 1.4167478423565      1.5227700648367
10.45                1.4167478423565      1.5258867829048
10.5                 1.4167478423565      1.5289909877631
