x[nm]                       Envelope_real_part[nm^-1/2] Envelope_imag_part[nm^-1/2]
7.1142317671146             6.7110984034993e-05         2.8030493469642e-17
7.260978922993              0.0015117094491895          7.8323584835128e-16
7.4003918486039             0.0029693650842074          3.6103444972444e-15
7.532837099151              0.00450531215531            7.2838793276897e-15
7.6586629098899             0.0061714689253918          1.1728936456398e-14
7.7782001117354             0.008010239537857           1.604105283665e-14
7.891763001107              0.01005686859197            2.053770579e-14
7.9996501663019             0.012340877658139           2.5071585329162e-14
8.1021452725658             0.014886922487296           2.9371508477116e-14
8.1995178079279             0.017715291075945           3.4342793584246e-14
8.2920237917592             0.020842187416526           4.018347602521e-14
8.3799064479186             0.024279896844998           4.6846061158069e-14
8.4633968442558             0.028036896382301           5.470466613549e-14
8.5427145001525             0.032117951345011           6.3717140030448e-14
8.6180679636999             0.036524224131317           7.3819876407594e-14
8.6896553600291             0.041196545722321           8.4602663617046e-14
8.7576649122373             0.046076301606555           9.5619396830356e-14
8.8222754362784             0.051114338947996           1.0658440136117e-13
8.8836568111193             0.056263415129104           1.1744085962391e-13
8.9419704253995             0.061478885781304           1.2805416599287e-13
8.9973696017656             0.0667192905914             1.3846056624308e-13
9.05                        0.071946800658213           1.4863315849982e-13
9.1                         0.077127516317575           1.5859533705543e-13
9.15                        0.082504353810901           1.6889962265763e-13
9.2                         0.088062426589602           1.7963685621781e-13
9.25                        0.093783955599431           1.908506176611e-13
9.3                         0.099648137266788           2.0252101782691e-13
9.35                        0.10563103523602            2.1455484108432e-13
9.4                         0.11170549969176            2.2690471873958e-13
9.45                        0.11784111814459            2.3946636248532e-13
9.5                         0.12400420153927            2.5225192419157e-13
9.55                        0.13015780945635            2.6503628956748e-13
9.6                         0.13626181801453            2.7780152678544e-13
9.65                        0.14230536701821            2.9036743405101e-13
9.7                         0.14829702163171            3.0279869051591e-13
9.75                        0.1542345968829             3.1509076764575e-13
9.8                         0.16011592752071            3.2725295527684e-13
9.85                        0.16593886880477            3.3935921082776e-13
9.9                         0.17170129728749            3.5125641576619e-13
9.95                        0.17740111158846            3.6307915226361e-13
10                          0.18303623316071            3.7476593405157e-13
10.05                       0.18860460704875            3.86390909083e-13
10.1                        0.1941042026379             3.9795551884118e-13
10.15                       0.1995330143948             4.0938517641918e-13
10.2                        0.20488906259879            4.2075628400142e-13
10.25                       0.21017039406384            4.3198724495779e-13
10.3                        0.21537508285082            4.4311601182442e-13
10.35                       0.22050123096981            4.5413673829423e-13
10.4                        0.22554696907227            4.6505989598171e-13
10.45                       0.23051045713271            4.7591678271257e-13
10.5                        0.23538988511971            4.8664050572448e-13
10.55                       0.24018347365598            4.9723247264095e-13
10.6                        0.24488947466722            5.0772351212583e-13
10.65                       0.2495061720196             5.1805228450793e-13
10.7                        0.25403188214563            5.2833578486132e-13
10.75                       0.258464954658              5.3842881506718e-13
10.8                        0.26280377295155            5.4834570702134e-13
10.85                       0.26704675479269            5.5807121158877e-13
10.9                        0.27119235289645            5.6748289318169e-13
10.95                       0.27523905549073            5.7678789895869e-13
11                          0.27918538686756            5.8579987336661e-13
11.05                       0.28302990792127            5.9467590167981e-13
11.1                        0.28677121667328            6.0328165831237e-13
11.15                       0.29040794878338            6.1159074549472e-13
11.2                        0.29393877804723            6.1966114006978e-13
11.25                       0.29736241687999            6.2742338045744e-13
11.3                        0.3006776167859             6.3500203790141e-13
11.35                       0.30388316881351            6.4229644748059e-13
11.4                        0.30697790399662            6.4931693939802e-13
11.45                       0.30996069378047            6.5603865630959e-13
11.5                        0.3128304504334             6.6245150105745e-13
11.55                       0.31558612744341            6.6857277467058e-13
11.6                        0.31822671989987            6.7443745560499e-13
11.65                       0.32075126485993            6.8000872403004e-13
11.7                        0.3231588416997             6.8533245801449e-13
11.75                       0.32544857244995            6.9039899643236e-13
11.8                        0.3276196221163             6.9520000612675e-13
11.85                       0.32967119898374            6.9986329910658e-13
11.9                        0.33160255490528            7.0429622908709e-13
11.95                       0.33341298557481            7.0862394813666e-13
12                          0.33510183078396            7.1274783990134e-13
12.05                       0.33666847466284            7.1669750560108e-13
12.1                        0.3381123459046             7.2043811532002e-13
12.15                       0.33943291797382            7.2392664559577e-13
12.2                        0.34062970929848            7.2716755823533e-13
12.25                       0.3417022834456             7.3015961360973e-13
12.3                        0.34265024928037            7.3279625062762e-13
12.35                       0.34347326110883            7.3515975339208e-13
12.4                        0.34417101880386            7.3712732318944e-13
12.45                       0.34474326791471            7.3884244924704e-13
12.5                        0.34518979975971            7.4026018700869e-13
12.55                       0.34551045150245            7.4143680387394e-13
12.6                        0.34570510621109            7.4240604899601e-13
12.65                       0.34577369290105            7.4314255560528e-13
12.7                        0.34571618656087            7.4370280869883e-13
12.75                       0.34553260816135            7.4407489174069e-13
12.8                        0.34522302464788            7.443412325132e-13
12.85                       0.34478754891605            7.4450814453928e-13
12.9                        0.34422633977045            7.4458024054041e-13
12.95                       0.34353960186682            7.4451526527743e-13
13                          0.34272758563733            7.4427965685928e-13
13.05                       0.34179058719932            7.4390356962758e-13
13.1                        0.34072894824731            7.4333776278477e-13
13.15                       0.33954305592837            7.425954282022e-13
13.2                        0.33823334270094            7.4156504933924e-13
13.25                       0.33680028617717            7.4020232763012e-13
13.3                        0.33524440894867            7.3858565379696e-13
13.35                       0.33356627839603            7.3659554717601e-13
13.4                        0.33176650648183            7.3437440106305e-13
13.45                       0.32984574952753            7.3178818312649e-13
13.5                        0.32780470797411            7.2896879702185e-13
13.55                       0.32564412612666            7.2595805794063e-13
13.6                        0.3233647918829             7.2267647177183e-13
13.65                       0.32096753644593            7.1922842010445e-13
13.7                        0.31845323402107            7.1548069730893e-13
13.75                       0.31582280149708            7.1143667637079e-13
13.8                        0.31307719811178            7.070348624917e-13
13.85                       0.31021742510229            7.0217193250814e-13
13.9                        0.30724452533985            6.9684576306394e-13
13.95                       0.30415958294956            6.9099821892991e-13
14                          0.30096372291502            6.8465313027409e-13
14.05                       0.29765811066809            6.7797044684905e-13
14.1                        0.29424395166387            6.7089715697528e-13
14.15                       0.29072249094115            6.6351740635381e-13
14.2                        0.28709501266831            6.5579421240771e-13
14.25                       0.28336283967513            6.4777885811629e-13
14.3                        0.27952733297028            6.3952479494762e-13
14.35                       0.27558989124508            6.3099366677066e-13
14.4                        0.27155195036343            6.2221292384184e-13
14.45                       0.26741498283815            6.1320871766173e-13
14.5                        0.26318049729406            6.0398591749526e-13
14.55                       0.25885003791779            5.9458049969024e-13
14.6                        0.25442518389466            5.8498389371264e-13
14.65                       0.24990754883283            5.7509498099851e-13
14.7                        0.24529878017486            5.6507975122829e-13
14.75                       0.24060055859692            5.5484471379562e-13
14.8                        0.23581459739589            5.4448890095809e-13
14.85                       0.23094264186463            5.3405124889709e-13
14.9                        0.22598646865544            5.2346665292741e-13
14.95                       0.22094788513227            5.1288815772427e-13
15                          0.21582872871153            5.0213845389093e-13
15.05                       0.21063086619211            4.9130048989962e-13
15.1                        0.20535619307459            4.8027752047511e-13
15.15                       0.20000663287001            4.6900297988052e-13
15.2                        0.19458413639843            4.5756938915613e-13
