wavelength_nm,re_chi2,im_chi2,abs_re_chi2,abs_chi2
1004,14.459,-0.0751144,14.459,14.4592
1005,14.5215,-0.0772098,14.5215,14.5217
1006,14.585,-0.0793529,14.585,14.5852
1007,14.6494,-0.0815453,14.6494,14.6496
1008,14.7148,-0.0837891,14.7148,14.7151
1009,14.7813,-0.086086,14.7813,14.7816
1010,14.8488,-0.0884382,14.8488,14.8491
1011,14.9174,-0.0908476,14.9174,14.9177
1012,14.9871,-0.0933165,14.9871,14.9874
1013,15.0579,-0.0958473,15.0579,15.0582
1014,15.1299,-0.0984424,15.1299,15.1302
1015,15.203,-0.101104,15.203,15.2034
1016,15.2774,-0.103836,15.2774,15.2777
1017,15.353,-0.10664,15.353,15.3534
1018,15.4299,-0.109519,15.4299,15.4302
1019,15.508,-0.112477,15.508,15.5084
1020,15.5875,-0.115516,15.5875,15.588
1021,15.6684,-0.118642,15.6684,15.6689
1022,15.7507,-0.121856,15.7507,15.7512
1023,15.8345,-0.125163,15.8345,15.8349
1024,15.9197,-0.128568,15.9197,15.9202
1025,16.0065,-0.132074,16.0065,16.007
1026,16.0948,-0.135687,16.0948,16.0954
1027,16.1848,-0.13941,16.1848,16.1854
1028,16.2765,-0.143251,16.2765,16.2771
1029,16.3698,-0.147213,16.3698,16.3705
1030,16.465,-0.151304,16.465,16.4657
1031,16.562,-0.155529,16.562,16.5627
1032,16.6609,-0.159896,16.6609,16.6617
1033,16.7617,-0.164411,16.7617,16.7625
1034,16.8646,-0.169082,16.8646,16.8654
1035,16.9696,-0.173918,16.9696,16.9704
1036,17.0767,-0.178927,17.0767,17.0776
1037,17.186,-0.184119,17.186,17.187
1038,17.2977,-0.189504,17.2977,17.2987
1039,17.4118,-0.195093,17.4118,17.4129
1040,17.5283,-0.200897,17.5283,17.5295
1041,17.6475,-0.20693,17.6475,17.6487
1042,17.7693,-0.213206,17.7693,17.7706
1043,17.8939,-0.219738,17.8939,17.8953
1044,18.0214,-0.226543,18.0214,18.0228
1045,18.152,-0.233639,18.152,18.1535
1046,18.2856,-0.241044,18.2856,18.2872
1047,18.4226,-0.248779,18.4226,18.4243
1048,18.563,-0.256866,18.563,18.5647
1049,18.7069,-0.265331,18.7069,18.7088
1050,18.8546,-0.274198,18.8546,18.8566
1051,19.0062,-0.283499,19.0062,19.0083
1052,19.1619,-0.293265,19.1619,19.1642
1053,19.3219,-0.303532,19.3219,19.3243
1054,19.4865,-0.314339,19.4865,19.489
1055,19.6558,-0.32573,19.6558,19.6585
1056,19.8301,-0.337752,19.8301,19.833
1057,20.0097,-0.350461,20.0097,20.0127
1058,20.1948,-0.363914,20.1948,20.1981
1059,20.3859,-0.37818,20.3859,20.3894
1060,20.5832,-0.393335,20.5832,20.587
1061,20.7872,-0.409462,20.7872,20.7912
1062,20.9982,-0.426658,20.9982,21.0025
1063,21.2167,-0.445033,21.2167,21.2214
1064,21.4433,-0.464711,21.4433,21.4483
1065,21.6785,-0.485835,21.6785,21.6839
1066,21.9228,-0.508569,21.9228,21.9287
1067,22.1771,-0.533104,22.1771,22.1835
1068,22.4421,-0.559662,22.4421,22.4491
1069,22.7186,-0.588501,22.7186,22.7263
1070,23.0077,-0.619929,23.0077,23.0161
1071,23.3104,-0.654309,23.3104,23.3196
1072,23.628,-0.692075,23.628,23.6382
1073,23.962,-0.733755,23.962,23.9733
1074,24.314,-0.77999,24.314,24.3265
1075,24.6859,-0.831571,24.6859,24.6999
1076,25.0801,-0.889489,25.0801,25.0958
1077,25.4991,-0.955001,25.4991,25.5169
1078,25.946,-1.02973,25.946,25.9664
1079,26.4247,-1.11582,26.4247,26.4482
1080,26.9395,-1.21617,26.9395,26.967
1081,27.4959,-1.33483,27.4959,27.5283
1082,28.1,-1.4776,28.1,28.1388
1083,28.7581,-1.65274,28.7581,28.8056
1084,29.4756,-1.8704,29.4756,29.5349
1085,30.258,-2.13905,30.258,30.3335
1086,31.1208,-2.46839,31.1208,31.2186
1087,32.0894,-2.88413,32.0894,32.2187
1088,33.189,-3.43597,33.189,33.3663
1089,34.4373,-4.20727,34.4373,34.6933
1090,35.821,-5.33753,35.821,36.2165
1091,37.2169,-7.03831,37.2169,37.8766
1092,38.2299,-9.48056,38.2299,39.3879
1093,38.2596,-12.363,38.2596,40.2074
1094,37.2554,-14.8811,37.2554,40.1175
1095,35.7979,-16.6532,35.7979,39.4819
1096,34.3188,-17.8177,34.3188,38.6685
1097,32.9671,-18.584,32.9671,37.8444
1098,31.7758,-19.0948,31.7758,37.0717
1099,30.7443,-19.4484,30.7443,36.3793
1100,29.8473,-19.7157,29.8473,35.7711
1101,29.0499,-19.9328,29.0499,35.2308
1102,28.3266,-20.1132,28.3266,34.741
1103,27.6622,-20.2634,27.6622,34.29
1104,27.0467,-20.3865,27.0467,33.8693
1105,26.4744,-20.4835,26.4744,33.4734
1106,25.9455,-20.5551,25.9455,33.1011
1107,25.4642,-20.6083,25.4642,32.7586
1108,25.0276,-20.6571,25.0276,32.4514
1109,24.6238,-20.7091,24.6238,32.1745
1110,24.2433,-20.7639,24.2433,31.9199
1111,23.8814,-20.8191,23.8814,31.6821
1112,23.5356,-20.8733,23.5356,31.4582
1113,23.2043,-20.9258,23.2043,31.2462
1114,22.8863,-20.9763,22.8863,31.0449
1115,22.5806,-21.0248,22.5806,30.8533
1116,22.2864,-21.0713,22.2864,30.6705
1117,22.0027,-21.116,22.0027,30.4959
1118,21.7288,-21.1589,21.7288,30.3288
1119,21.464,-21.2003,21.464,30.1688
1120,21.2078,-21.2402,21.2078,30.0153
1121,20.9595,-21.2788,20.9595,29.8678
1122,20.7186,-21.3163,20.7186,29.7261
1123,20.4847,-21.3526,20.4847,29.5898
1124,20.2574,-21.3878,20.2574,29.4585
1125,20.0363,-21.4222,20.0363,29.3319
1126,19.8209,-21.4557,19.8209,29.2098
1127,19.611,-21.4884,19.611,29.092
1128,19.4062,-21.5204,19.4062,28.9781
1129,19.2064,-21.5517,19.2064,28.868
1130,19.0111,-21.5824,19.0111,28.7615
1131,18.8203,-21.6125,18.8203,28.6584
1132,18.6336,-21.6421,18.6336,28.5585
1133,18.4508,-21.6712,18.4508,28.4618
1134,18.2718,-21.6998,18.2718,28.3679
1135,18.0964,-21.728,18.0964,28.2769
1136,17.9244,-21.7558,17.9244,28.1886
1137,17.7556,-21.7832,17.7556,28.1028
1138,17.5899,-21.8102,17.5899,28.0195
1139,17.4272,-21.837,17.4272,27.9385
1140,17.2674,-21.8634,17.2674,27.8598
1141,17.1103,-21.8895,17.1103,27.7833
1142,16.9557,-21.9153,16.9557,27.7088
1143,16.8037,-21.9409,16.8037,27.6363
1144,16.654,-21.9663,16.654,27.5658
1145,16.5067,-21.9914,16.5067,27.4971
1146,16.3616,-22.0163,16.3616,27.4302
1147,16.2185,-22.0409,16.2185,27.365
1148,16.0776,-22.0654,16.0776,27.3015
1149,15.9386,-22.0897,15.9386,27.2395
1150,15.8014,-22.1138,15.8014,27.1792
1151,15.6662,-22.1378,15.6662,27.1203
1152,15.5326,-22.1616,15.5326,27.0628
1153,15.4008,-22.1852,15.4008,27.0068
1154,15.2706,-22.2087,15.2706,26.9521
1155,15.142,-22.232,15.142,26.8987
1156,15.0149,-22.2553,15.0149,26.8466
1157,14.8892,-22.2783,14.8892,26.7958
1158,14.765,-22.3013,14.765,26.7461
1159,14.6422,-22.3242,14.6422,26.6976
1160,14.5207,-22.3469,14.5207,26.6503
1161,14.4005,-22.3695,14.4005,26.604
1162,14.2816,-22.3921,14.2816,26.5588
1163,14.1638,-22.4145,14.1638,26.5146
1164,14.0473,-22.4369,14.0473,26.4715
1165,13.9318,-22.4591,13.9318,26.4293
1166,13.8175,-22.4813,13.8175,26.3881
1167,13.7042,-22.5034,13.7042,26.3478
1168,13.592,-22.5254,13.592,26.3084
1169,13.4807,-22.5473,13.4807,26.27
1170,13.3705,-22.5691,13.3705,26.2323
1171,13.2612,-22.5909,13.2612,26.1956
1172,13.1528,-22.6126,13.1528,26.1596
1173,13.0453,-22.6343,13.0453,26.1245
1174,12.9386,-22.6558,12.9386,26.0901
1175,12.8328,-22.6774,12.8328,26.0566
1176,12.7278,-22.6988,12.7278,26.0237
1177,12.6236,-22.7202,12.6236,25.9916
1178,12.5202,-22.7416,12.5202,25.9602
1179,12.4176,-22.7628,12.4176,25.9296
1180,12.3156,-22.7841,12.3156,25.8996
1181,12.2144,-22.8053,12.2144,25.8703
1182,12.1138,-22.8264,12.1138,25.8416
1183,12.014,-22.8475,12.014,25.8136
1184,11.9147,-22.8685,11.9147,25.7862
1185,11.8162,-22.8895,11.8162,25.7595
1186,11.7182,-22.9104,11.7182,25.7333
1187,11.6208,-22.9314,11.6208,25.7078
1188,11.524,-22.9522,11.524,25.6828
1189,11.4278,-22.973,11.4278,25.6584
1190,11.3322,-22.9938,11.3322,25.6346
1191,11.237,-23.0146,11.237,25.6114
1192,11.1425,-23.0353,11.1425,25.5886
1193,11.0484,-23.056,11.0484,25.5665
1194,10.9548,-23.0766,10.9548,25.5448
1195,10.8617,-23.0972,10.8617,25.5236
1196,10.7691,-23.1178,10.7691,25.503
1197,10.6769,-23.1383,10.6769,25.4829
1198,10.5852,-23.1588,10.5852,25.4632
1199,10.4939,-23.1793,10.4939,25.4441
1200,10.403,-23.1997,10.403,25.4254
1201,10.3126,-23.2201,10.3126,25.4072
1202,10.2225,-23.2405,10.2225,25.3894
1203,10.1329,-23.2609,10.1329,25.3721
1204,10.0436,-23.2812,10.0436,25.3552
1205,9.95469,-23.3015,9.95469,25.3388
1206,9.86614,-23.3218,9.86614,25.3228
1207,9.77795,-23.342,9.77795,25.3073
1208,9.6901,-23.3622,9.6901,25.2921
1209,9.60259,-23.3824,9.60259,25.2774
1210,9.51539,-23.4026,9.51539,25.2631
1211,9.42851,-23.4228,9.42851,25.2492
1212,9.34194,-23.4429,9.34194,25.2357
1213,9.25566,-23.463,9.25566,25.2226
1214,9.16968,-23.4831,9.16968,25.2099
1215,9.08397,-23.5031,9.08397,25.1975
1216,8.99854,-23.5231,8.99854,25.1856
1217,8.91338,-23.5432,8.91338,25.174
1218,8.82847,-23.5632,8.82847,25.1628
1219,8.74382,-23.5831,8.74382,25.1519
1220,8.65941,-23.6031,8.65941,25.1414
1221,8.57523,-23.623,8.57523,25.1313
1222,8.49128,-23.6429,8.49128,25.1215
1223,8.40756,-23.6628,8.40756,25.1121
1224,8.32405,-23.6827,8.32405,25.103
1225,8.24076,-23.7025,8.24076,25.0942
1226,8.15766,-23.7224,8.15766,25.0858
1227,8.07476,-23.7422,8.07476,25.0777
1228,7.99205,-23.762,7.99205,25.07
1229,7.90953,-23.7818,7.90953,25.0626
1230,7.82718,-23.8015,7.82718,25.0555
1231,7.745,-23.8213,7.745,25.0487
1232,7.66299,-23.841,7.66299,25.0423
1233,7.58115,-23.8607,7.58115,25.0361
1234,7.49945,-23.8804,7.49945,25.0303
1235,7.41791,-23.9001,7.41791,25.0248
1236,7.3365,-23.9197,7.3365,25.0196
1237,7.25524,-23.9394,7.25524,25.0146
1238,7.17411,-23.959,7.17411,25.01
1239,7.09311,-23.9786,7.09311,25.0057
1240,7.01222,-23.9982,7.01222,25.0017
1241,6.93146,-24.0178,6.93146,24.998
1242,6.85081,-24.0374,6.85081,24.9946
1243,6.77026,-24.0569,6.77026,24.9914
1244,6.68982,-24.0765,6.68982,24.9886
1245,6.60948,-24.096,6.60948,24.986
1246,6.52922,-24.1155,6.52922,24.9837
1247,6.44906,-24.135,6.44906,24.9817
1248,6.36898,-24.1544,6.36898,24.98
1249,6.28898,-24.1739,6.28898,24.9786
1250,6.20905,-24.1934,6.20905,24.9774
1251,6.12919,-24.2128,6.12919,24.9765
1252,6.04939,-24.2322,6.04939,24.9759
1253,5.96966,-24.2516,5.96966,24.9755
1254,5.88998,-24.271,5.88998,24.9755
1255,5.81036,-24.2904,5.81036,24.9756
1256,5.73078,-24.3097,5.73078,24.9761
1257,5.65124,-24.3291,5.65124,24.9768
1258,5.57174,-24.3484,5.57174,24.9778
1259,5.49228,-24.3677,5.49228,24.979
1260,5.41285,-24.3871,5.41285,24.9805
1261,5.33345,-24.4064,5.33345,24.9823
1262,5.25407,-24.4256,5.25407,24.9843
1263,5.1747,-24.4449,5.1747,24.9866
1264,5.09535,-24.4642,5.09535,24.9891
1265,5.01601,-24.4834,5.01601,24.9919
1266,4.93668,-24.5026,4.93668,24.995
1267,4.85735,-24.5218,4.85735,24.9983
1268,4.77802,-24.541,4.77802,25.0018
1269,4.69868,-24.5602,4.69868,25.0056
1270,4.61933,-24.5794,4.61933,25.0097
1271,4.53997,-24.5986,4.53997,25.014
1272,4.4606,-24.6177,4.4606,25.0186
1273,4.3812,-24.6368,4.3812,25.0234
1274,4.30178,-24.656,4.30178,25.0284
1275,4.22232,-24.6751,4.22232,25.0337
1276,4.14284,-24.6942,4.14284,25.0393
1277,4.06332,-24.7132,4.06332,25.0451
1278,3.98376,-24.7323,3.98376,25.0511
1279,3.90416,-24.7514,3.90416,25.0574
1280,3.82451,-24.7704,3.82451,25.0639
1281,3.74481,-24.7894,3.74481,25.0707
1282,3.66505,-24.8084,3.66505,25.0777
1283,3.58524,-24.8274,3.58524,25.085
1284,3.50536,-24.8464,3.50536,25.0925
1285,3.42542,-24.8654,3.42542,25.1002
1286,3.3454,-24.8844,3.3454,25.1082
1287,3.26532,-24.9033,3.26532,25.1165
1288,3.18515,-24.9222,3.18515,25.1249
1289,3.10491,-24.9411,3.10491,25.1337
1290,3.02458,-24.9601,3.02458,25.1426
1291,2.94417,-24.9789,2.94417,25.1519
1292,2.86366,-24.9978,2.86366,25.1613
1293,2.78305,-25.0167,2.78305,25.171
1294,2.70235,-25.0355,2.70235,25.181
1295,2.62154,-25.0544,2.62154,25.1911
1296,2.54063,-25.0732,2.54063,25.2016
1297,2.45961,-25.092,2.45961,25.2123
1298,2.37847,-25.1108,2.37847,25.2232
1299,2.29721,-25.1296,2.29721,25.2343
1300,2.21583,-25.1483,2.21583,25.2458
1301,2.13433,-25.1671,2.13433,25.2574
1302,2.0527,-25.1858,2.0527,25.2693
1303,1.97093,-25.2045,1.97093,25.2815
1304,1.88903,-25.2232,1.88903,25.2939
1305,1.80698,-25.2419,1.80698,25.3065
1306,1.72479,-25.2606,1.72479,25.3194
1307,1.64245,-25.2792,1.64245,25.3326
1308,1.55996,-25.2979,1.55996,25.3459
1309,1.47732,-25.3165,1.47732,25.3596
1310,1.39451,-25.3351,1.39451,25.3735
1311,1.31153,-25.3537,1.31153,25.3876
1312,1.22839,-25.3723,1.22839,25.402
1313,1.14508,-25.3909,1.14508,25.4167
1314,1.06159,-25.4094,1.06159,25.4316
1315,0.977918,-25.4279,0.977918,25.4467
1316,0.894062,-25.4465,0.894062,25.4622
1317,0.810017,-25.465,0.810017,25.4778
1318,0.725779,-25.4834,0.725779,25.4938
1319,0.641343,-25.5019,0.641343,25.51
1320,0.556706,-25.5203,0.556706,25.5264
1321,0.471863,-25.5388,0.471863,25.5431
1322,0.38681,-25.5572,0.38681,25.5601
1323,0.301542,-25.5756,0.301542,25.5774
1324,0.216055,-25.594,0.216055,25.5949
1325,0.130344,-25.6123,0.130344,25.6126
1326,0.0444057,-25.6307,0.0444057,25.6307
1327,-0.0417652,-25.649,0.0417652,25.649
1328,-0.128173,-25.6673,0.128173,25.6676
1329,-0.214823,-25.6856,0.214823,25.6865
1330,-0.301719,-25.7038,0.301719,25.7056
1331,-0.388866,-25.7221,0.388866,25.725
1332,-0.476269,-25.7403,0.476269,25.7447
1333,-0.563933,-25.7585,0.563933,25.7647
1334,-0.651862,-25.7767,0.651862,25.7849
1335,-0.740062,-25.7948,0.740062,25.8054
1336,-0.828538,-25.813,0.828538,25.8263
1337,-0.917294,-25.8311,0.917294,25.8474
1338,-1.00634,-25.8492,1.00634,25.8688
1339,-1.09567,-25.8672,1.09567,25.8904
1340,-1.1853,-25.8853,1.1853,25.9124
1341,-1.27523,-25.9033,1.27523,25.9347
1342,-1.36547,-25.9213,1.36547,25.9573
1343,-1.45602,-25.9393,1.45602,25.9802
1344,-1.54689,-25.9573,1.54689,26.0033
1345,-1.63808,-25.9752,1.63808,26.0268
1346,-1.7296,-25.9931,1.7296,26.0506
1347,-1.82146,-26.011,1.82146,26.0747
1348,-1.91365,-26.0289,1.91365,26.0991
1349,-2.0062,-26.0467,2.0062,26.1239
1350,-2.0991,-26.0645,2.0991,26.1489
1351,-2.19236,-26.0823,2.19236,26.1743
1352,-2.28598,-26.1001,2.28598,26.2
1353,-2.37997,-26.1178,2.37997,26.226
1354,-2.47435,-26.1355,2.47435,26.2523
1355,-2.5691,-26.1531,2.5691,26.279
1356,-2.66425,-26.1708,2.66425,26.3061
1357,-2.7598,-26.1884,2.7598,26.3334
1358,-2.85576,-26.206,2.85576,26.3611
1359,-2.95212,-26.2235,2.95212,26.3892
1360,-3.04891,-26.2411,3.04891,26.4176
1361,-3.14612,-26.2586,3.14612,26.4464
1362,-3.24377,-26.276,3.24377,26.4755
1363,-3.34185,-26.2934,3.34185,26.505
1364,-3.44039,-26.3108,3.44039,26.5348
1365,-3.53939,-26.3282,3.53939,26.565
1366,-3.63884,-26.3455,3.63884,26.5956
1367,-3.73878,-26.3628,3.73878,26.6266
1368,-3.83919,-26.38,3.83919,26.6579
1369,-3.94009,-26.3973,3.94009,26.6897
1370,-4.0415,-26.4144,4.0415,26.7218
1371,-4.14341,-26.4316,4.14341,26.7544
1372,-4.24583,-26.4487,4.24583,26.7873
1373,-4.34878,-26.4657,4.34878,26.8206
1374,-4.45227,-26.4827,4.45227,26.8544
1375,-4.5563,-26.4997,4.5563,26.8886
1376,-4.66088,-26.5166,4.66088,26.9232
1377,-4.76603,-26.5335,4.76603,26.9582
1378,-4.87174,-26.5504,4.87174,26.9936
1379,-4.97805,-26.5672,4.97805,27.0295
1380,-5.08495,-26.5839,5.08495,27.0659
1381,-5.19245,-26.6006,5.19245,27.1027
1382,-5.30057,-26.6173,5.30057,27.1399
1383,-5.40932,-26.6339,5.40932,27.1776
1384,-5.5187,-26.6504,5.5187,27.2158
1385,-5.62874,-26.6669,5.62874,27.2545
1386,-5.73944,-26.6834,5.73944,27.2937
1387,-5.85082,-26.6998,5.85082,27.3333
1388,-5.96288,-26.7161,5.96288,27.3735
1389,-6.07565,-26.7324,6.07565,27.4141
1390,-6.18912,-26.7486,6.18912,27.4553
1391,-6.30333,-26.7648,6.30333,27.497
1392,-6.41828,-26.7809,6.41828,27.5392
1393,-6.53398,-26.7969,6.53398,27.582
1394,-6.65046,-26.8129,6.65046,27.6253
1395,-6.76772,-26.8287,6.76772,27.6692
1396,-6.88578,-26.8446,6.88578,27.7136
1397,-7.00466,-26.8603,7.00466,27.7587
1398,-7.12437,-26.876,7.12437,27.8043
1399,-7.24493,-26.8916,7.24493,27.8505
1400,-7.36636,-26.9072,7.36636,27.8973
1401,-7.48867,-26.9226,7.48867,27.9447
1402,-7.61188,-26.938,7.61188,27.9928
1403,-7.73602,-26.9533,7.73602,28.0415
1404,-7.8611,-26.9685,7.8611,28.0908
1405,-7.98713,-26.9836,7.98713,28.1409
1406,-8.11415,-26.9986,8.11415,28.1916
1407,-8.24217,-27.0135,8.24217,28.243
1408,-8.37121,-27.0284,8.37121,28.295
1409,-8.50129,-27.0431,8.50129,28.3479
1410,-8.63244,-27.0577,8.63244,28.4014
1411,-8.76469,-27.0722,8.76469,28.4557
1412,-8.89804,-27.0866,8.89804,28.5107
1413,-9.03254,-27.1009,9.03254,28.5666
1414,-9.1682,-27.1151,9.1682,28.6232
1415,-9.30506,-27.1292,9.30506,28.6806
1416,-9.44313,-27.1431,9.44313,28.7389
1417,-9.58246,-27.1569,9.58246,28.798
1418,-9.72306,-27.1706,9.72306,28.8579
1419,-9.86496,-27.1841,9.86496,28.9188
1420,-10.0082,-27.1975,10.0082,28.9805
1421,-10.1528,-27.2108,10.1528,29.0432
1422,-10.2988,-27.2238,10.2988,29.1068
1423,-10.4463,-27.2368,10.4463,29.1713
1424,-10.5952,-27.2495,10.5952,29.2369
1425,-10.7457,-27.2621,10.7457,29.3035
1426,-10.8977,-27.2746,10.8977,29.3711
1427,-11.0513,-27.2868,11.0513,29.4398
1428,-11.2065,-27.2988,11.2065,29.5095
1429,-11.3634,-27.3107,11.3634,29.5804
1430,-11.522,-27.3223,11.522,29.6524
1431,-11.6824,-27.3337,11.6824,29.7256
1432,-11.8446,-27.3449,11.8446,29.8
1433,-12.0087,-27.3559,12.0087,29.8756
1434,-12.1747,-27.3666,12.1747,29.9525
1435,-12.3427,-27.3771,12.3427,30.0308
1436,-12.5127,-27.3873,12.5127,30.1103
1437,-12.6847,-27.3972,12.6847,30.1912
1438,-12.859,-27.4069,12.859,30.2736
1439,-13.0354,-27.4162,13.0354,30.3574
1440,-13.2142,-27.4252,13.2142,30.4427
1441,-13.3953,-27.4339,13.3953,30.5295
1442,-13.5788,-27.4423,13.5788,30.618
1443,-13.7648,-27.4502,13.7648,30.7081
1444,-13.9534,-27.4579,13.9534,30.7999
1445,-14.1447,-27.4651,14.1447,30.8934
1446,-14.3388,-27.4718,14.3388,30.9888
1447,-14.5357,-27.4782,14.5357,31.086
1448,-14.7356,-27.4841,14.7356,31.1851
1449,-14.9385,-27.4895,14.9385,31.2863
1450,-15.1446,-27.4943,15.1446,31.3895
1451,-15.354,-27.4987,15.354,31.4948
1452,-15.5667,-27.5024,15.5667,31.6023
1453,-15.7831,-27.5056,15.7831,31.7122
1454,-16.003,-27.5081,16.003,31.8244
1455,-16.2268,-27.5099,16.2268,31.9391
1456,-16.4546,-27.511,16.4546,32.0563
1457,-16.6865,-27.5113,16.6865,32.1763
1458,-16.9226,-27.5109,16.9226,32.299
1459,-17.1633,-27.5095,17.1633,32.4245
1460,-17.4086,-27.5072,17.4086,32.5531
1461,-17.6587,-27.5039,17.6587,32.6848
1462,-17.914,-27.4996,17.914,32.8198
1463,-18.1746,-27.4941,18.1746,32.9582
1464,-18.4408,-27.4874,18.4408,33.1001
1465,-18.7128,-27.4794,18.7128,33.2458
1466,-18.9909,-27.47,18.9909,33.3954
1467,-19.2755,-27.459,19.2755,33.5491
1468,-19.5668,-27.4464,19.5668,33.7071
1469,-19.8653,-27.432,19.8653,33.8695
1470,-20.1713,-27.4157,20.1713,34.0368
1471,-20.4852,-27.3973,20.4852,34.209
1472,-20.8075,-27.3766,20.8075,34.3865
1473,-21.1386,-27.3534,21.1386,34.5695
1474,-21.4792,-27.3274,21.4792,34.7584
1475,-21.8298,-27.2984,21.8298,34.9534
1476,-22.191,-27.2661,22.191,35.1551
1477,-22.5635,-27.2301,22.5635,35.3637
1478,-22.9482,-27.19,22.9482,35.5797
1479,-23.3457,-27.1454,23.3457,35.8036
1480,-23.7572,-27.0957,23.7572,36.0359
1481,-24.1836,-27.0403,24.1836,36.2771
1482,-24.6261,-26.9785,24.6261,36.5278
1483,-25.0859,-26.9094,25.0859,36.7888
1484,-25.5645,-26.8321,25.5645,37.0608
1485,-26.0635,-26.7452,26.0635,37.3445
1486,-26.5846,-26.6475,26.5846,37.6408
1487,-27.13,-26.5371,27.13,37.9507
1488,-27.7019,-26.412,27.7019,38.2752
1489,-28.3028,-26.2696,28.3028,38.6153
1490,-28.9356,-26.1067,28.9356,38.9722
1491,-29.6037,-25.9193,29.6037,39.347
1492,-30.3106,-25.7022,30.3106,39.7409
1493,-31.0604,-25.4491,31.0604,40.1548
1494,-31.8573,-25.1516,31.8573,40.5893
1495,-32.7058,-24.7985,32.7058,41.0443
1496,-33.6099,-24.3756,33.6099,41.5186
1497,-34.5724,-23.8634,34.5724,42.0085
1498,-35.5934,-23.2363,35.5934,42.5066
1499,-36.6661,-22.4606,36.6661,42.9986
1500,-37.7718,-21.4935,37.7718,43.4589
1501,-38.8691,-20.2856,38.8691,43.8442
1502,-39.8818,-18.7924,39.8818,44.0875
1503,-40.6912,-17.0014,40.6912,44.1001
1504,-41.1564,-14.9728,41.1564,43.7954
1505,-41.1771,-12.8574,41.1771,43.1378
1506,-40.76,-10.8462,40.76,42.1784
1507,-40.0133,-9.08059,40.0133,41.0307
1508,-39.0772,-7.61105,39.0772,39.8115
1509,-38.0652,-6.42006,38.0652,38.6028
1510,-37.0488,-5.46209,37.0488,37.4493
1511,-36.0661,-4.68877,36.0661,36.3696
1512,-35.1343,-4.05877,35.1343,35.368
1513,-34.2592,-3.53963,34.2592,34.4416
1514,-33.4406,-3.10671,33.4406,33.5846
1515,-32.6756,-2.74151,32.6756,32.7904
1516,-31.9602,-2.43007,31.9602,32.0525
1517,-31.2901,-2.16183,31.2901,31.3647
1518,-30.6612,-1.92869,30.6612,30.7218
1519,-30.0695,-1.7244,30.0695,30.1189
1520,-29.5117,-1.54405,29.5117,29.552
1521,-28.9844,-1.38377,28.9844,29.0174
1522,-28.485,-1.24044,28.485,28.512
1523,-28.0109,-1.11156,28.0109,28.0329
1524,-27.56,-0.995105,27.56,27.5779
1525,-27.1302,-0.889387,27.1302,27.1447
1526,-26.7198,-0.793023,26.7198,26.7316
1527,-26.3274,-0.704862,26.3274,26.3368
1528,-25.9514,-0.623937,25.9514,25.9589
1529,-25.5907,-0.54944,25.5907,25.5965
1530,-25.244,-0.480691,25.244,25.2486
1531,-24.9106,-0.417122,24.9106,24.9141
1532,-24.5893,-0.358258,24.5893,24.592
1533,-24.2796,-0.303706,24.2796,24.2815
1534,-23.9806,-0.253137,23.9806,23.9819
1535,-23.6918,-0.206255,23.6918,23.6927
1536,-23.4127,-0.162753,23.4127,23.4133
1537,-23.143,-0.122265,23.143,23.1433
1538,-22.8822,-0.0843601,22.8822,22.8824
1539,-22.6299,-0.0486158,22.6299,22.63
1540,-22.3854,-0.0147021,22.3854,22.3854
1541,-22.1482,0.0175948,22.1482,22.1482
1542,-21.9179,0.0484064,21.9179,21.9179
1543,-21.6939,0.0778228,21.6939,21.694
1544,-21.476,0.105918,21.476,21.4762
1545,-21.2637,0.132759,21.2637,21.2641
1546,-21.0569,0.158414,21.0569,21.0575
1547,-20.8553,0.182945,20.8553,20.8561
1548,-20.6586,0.206417,20.6586,20.6596
1549,-20.4666,0.228889,20.4666,20.4679
1550,-20.2791,0.250417,20.2791,20.2806
1551,-20.0959,0.271055,20.0959,20.0977
1552,-19.9168,0.290854,19.9168,19.9189
1553,-19.7416,0.30986,19.7416,19.7441
1554,-19.5703,0.328118,19.5703,19.573
1555,-19.4026,0.345668,19.4026,19.4056
1556,-19.2383,0.362549,19.2383,19.2417
1557,-19.0774,0.378797,19.0774,19.0812
1558,-18.9198,0.394444,18.9198,18.9239
1559,-18.7652,0.409522,18.7652,18.7697
1560,-18.6136,0.424059,18.6136,18.6184
1561,-18.4649,0.438082,18.4649,18.4701
1562,-18.3189,0.451616,18.3189,18.3245
1563,-18.1757,0.464685,18.1757,18.1816
1564,-18.035,0.47731,18.035,18.0413
1565,-17.8967,0.489512,17.8967,17.9034
1566,-17.7609,0.501309,17.7609,17.768
1567,-17.6274,0.51272,17.6274,17.6348
1568,-17.4961,0.523761,17.4961,17.5039
1569,-17.367,0.534447,17.367,17.3752
1570,-17.2399,0.544794,17.2399,17.2485
1571,-17.1149,0.554813,17.1149,17.1239
1572,-16.9918,0.564519,16.9918,17.0012
1573,-16.8706,0.573923,16.8706,16.8804
1574,-16.7513,0.583036,16.7513,16.7614
1575,-16.6336,0.591869,16.6336,16.6442
1576,-16.5177,0.60043,16.5177,16.5287
1577,-16.4035,0.608728,16.4035,16.4148
1578,-16.2908,0.616773,16.2908,16.3025
1579,-16.1797,0.624571,16.1797,16.1918
1580,-16.0701,0.632129,16.0701,16.0825
1581,-15.9619,0.639454,15.9619,15.9747
1582,-15.8551,0.646551,15.8551,15.8683
