k_per_nm,state_1_eV,state_2_eV
0,1.4478054423840001,1.4127914221860003
0.0037047629282133,1.4478022760224503,1.4127943541289998
0.0074095258564266997,1.4477927786683,1.4128030705826502
0.01111428878464,1.4477769562612,1.4128175438835502
0.014819051712853,1.4477548185804003,1.4128376929044002
0.018523814641067001,1.4477263793318504,1.412863405625
0.022228577569280001,1.4476916561719999,1.4128945447847503
0.025933340497493001,1.4476506707056005,1.41293093740755
0.029638103425707,1.4476034485237503,1.4129723888576002
0.033342866353920003,1.447550019228,1.4130186816319501
0.037047629282133003,1.4474904164617504,1.4130695776440998
0.040752392210347002,1.4474246779461504,1.41312482081505
0.044457155138560002,1.4473528455201501,1.4131841396912499
0.048161918066773002,1.4472749651856003,1.4132472500305502
0.051866680994987001,1.4471910871558504,1.413313857306
0.055571443923200001,1.4471012659093503,1.4133836590838502
0.059276206851413001,1.4470055602475005,1.4134563472426498
0.062980969779627,1.4469040333569001,1.4135316100060997
0.066685732707840006,1.4467967528758503,1.4136091337744503
0.070390495636052999,1.4466837909651502,1.4136886047436503
0.074095258564267005,1.4465652243832501,1.4137697103105
0.077800021492479998,1.44644113456515,1.4138521402658997
0.081504784420693005,1.4463116077051505,1.4139355877847501
0.085209547348906997,1.4461767348435,1.4140197502233001
0.088914310277120004,1.4460366119555006,1.4141043297379001
0.092619073205332997,1.4458913400443005,1.4141890337409997
0.096323836133547003,1.4457410252349499,1.4142735752098998
0.10002859906176,1.4455857788711499,1.4143576728662497
0.10373336198997,1.4454257176113499,1.41444105124235
0.10743812491819001,1.4452609635262001,1.4145234406500999
0.1111428878464,1.4450916441935504,1.4146045770690003
0.11484765077461,1.4449178924528503,1.4146841981931999
0.11855241370283,1.4447398472870006,1.41476205283245
0.12225717663103999,1.4445576534914502,1.4148378946348501
0.12596193955925,1.4443714615464003,1.4149114799772997
0.12966670248747,1.4441814278406004,1.4149825695919001
0.13337146541568001,1.4439877147221505,1.4150509282349999
0.13707622834388999,1.4437904905324002,1.4151163243565996
0.14078099127211,1.4435899296198504,1.4151785297788
0.14448575420032,1.4433862123313002,1.4152373193910499
0.14819051712853001,1.4431795249744004,1.4152924708708499
0.15189528005674999,1.4429700597489006,1.4153437644354501
0.15560004298496,1.4427580146406502,1.4153909826335003
0.15930480591317001,1.4425435932739503,1.41543391018245
0.16300956884139001,1.4423270047173504,1.41547233385795
0.16671433176959999,1.4421084632372503,1.4155060424422503
0.17041909469781,1.44188818799455,1.41553482673655
0.17412385762603,1.4416664026797503,1.4155584796428999
0.17782862055424001,1.4414433350821001,1.4155767963206998
0.18153338348244999,1.4412192165883499,1.4155895744203999
0.18523814641066999,1.4409942816098498,1.4155966143983001
0.18894290933888,1.4407687669344005,1.41559771991365
0.19264767226709001,1.4405429110038501,1.4155926983083997
0.19635243519531001,1.4403169531175999,1.4155813611676002
0.20005719812351999,1.4400911325649,1.4155635249585501
