k_index,k_per_nm,pair_index,CB,HH,LH,SO
0,0,0,0.96260369700000004,0,0.027828131999999998,0.0095681710000000003
0,0,1,0.93098103593098103,0,0.050707773050707769,0.01831119101831119
0,0,2,0,1,0,0
0,0,3,0.019573136019573133,0,0.97575671997575664,0.0046701440046701438
