x[nm]                  E_8_real[eV]           Psi_8_y2_real[nm^-1/2] E_8_imag[eV]           Psi_8_y2_imag[nm^-1/2]
7.1142317671146        2.3390669310193        2.3389822957658        2.3390669310193        2.3391654375388
7.260978922993         2.3390669310193        2.3370878202156        2.3390669310193        2.3413704075106
7.4003918486039        2.3390669310193        2.3365010278058        2.3390669310193        2.3420533720615
7.532837099151         2.3390669310193        2.3363515486865        2.3390669310193        2.34222735001
7.6586629098899        2.3390669310193        2.336429399914         2.3390669310193        2.3421367393822
7.7782001117354        2.3390669310193        2.3366035839022        2.3390669310193        2.3419340075688
7.891763001107         2.3390669310193        2.3368111262173        2.3390669310193        2.341692450177
7.9996501663019        2.3390669310193        2.3370211150697        2.3390669310193        2.3414480452736
8.1021452725658        2.3390669310193        2.3372191720878        2.3390669310193        2.3412175277683
8.1995178079279        2.3390669310193        2.3373993268342        2.3390669310193        2.3410078466214
8.2920237917592        2.3390669310193        2.3375598095463        2.3390669310193        2.3408210616502
8.3799064479186        2.3390669310193        2.3377008568317        2.3390669310193        2.3406568974682
8.4633968442558        2.3390669310193        2.3378235700624        2.3390669310193        2.3405140721947
8.5427145001525        2.3390669310193        2.3379293355184        2.3390669310193        2.3403909723454
8.6180679636999        2.3390669310193        2.3380195678258        2.3390669310193        2.3402859514448
8.6896553600291        2.3390669310193        2.3380956358548        2.3390669310193        2.3401974162724
8.7576649122373        2.3390669310193        2.3381600626073        2.3390669310193        2.3401224303193
8.8222754362784        2.3390669310193        2.3382151533202        2.3390669310193        2.3400583105328
8.8836568111193        2.3390669310193        2.3382626583928        2.3390669310193        2.3400030196327
8.9419704253995        2.3390669310193        2.3383039270527        2.3390669310193        2.3399549872599
8.9973696017656        2.3390669310193        2.3383400155144        2.3390669310193        2.3399129840921
9.05                   2.3390669310193        2.3383717627382        2.3390669310193        2.3398760336679
9.1                    2.3390669310193        2.3383998440194        2.3390669310193        2.3398433500148
9.15                   2.3390669310193        2.338426084626         2.3390669310193        2.3398128087129
9.2                    2.3390669310193        2.3384506467741        2.3390669310193        2.3397842209599
9.25                   2.3390669310193        2.3384736823187        2.3390669310193        2.3397574100127
9.3                    2.3390669310193        2.3384953359013        2.3390669310193        2.3397322075236
9.35                   2.3390669310193        2.3385157476537        2.3390669310193        2.339708450394
