x[nm]                    E_13_real[eV]            Psi_13_cb1_real[nm^-1/2] E_13_imag[eV]            Psi_13_cb1_imag[nm^-1/2]
7.1142317671146          3.0911484520154          3.0925655968114          3.0911484520154          3.0911074642933
7.260978922993           3.0911484520154          3.0635188162172          3.0911484520154          3.0919475770152
7.4003918486039          3.0911484520154          3.0776275559921          3.0911484520154          3.0915395134869
7.532837099151           3.0911484520154          3.0842504967278          3.0911484520154          3.0913479598395
7.6586629098899          3.0911484520154          3.0913314061766          3.0911484520154          3.0911431604783
7.7782001117354          3.0911484520154          3.0979771661148          3.0911484520154          3.0909509468369
7.891763001107           3.0911484520154          3.1043497645018          3.0911484520154          3.0907666337782
7.9996501663019          3.0911484520154          3.1104948099646          3.0911484520154          3.0905889021754
8.1021452725658          3.0911484520154          3.116452630012           3.0911484520154          3.0904165856462
8.1995178079279          3.0911484520154          3.1222537420414          3.0911484520154          3.0902488015436
8.2920237917592          3.0911484520154          3.1279210433604          3.0911484520154          3.0900848876144
8.3799064479186          3.0911484520154          3.1334711486505          3.0911484520154          3.0899243633165
8.4633968442558          3.0911484520154          3.138914490441           3.0911484520154          3.0897669269124
8.5427145001525          3.0911484520154          3.1442510025375          3.0911484520154          3.0896125803166
8.6180679636999          3.0911484520154          3.149449384592           3.0911484520154          3.0894622288213
8.6896553600291          3.0911484520154          3.1542595256             3.0911484520154          3.089323106324
8.7576649122373          3.0911484520154          3.1587700870714          3.0911484520154          3.0891926484902
8.8222754362784          3.0911484520154          3.1630506065786          3.0911484520154          3.0890688441022
8.8836568111193          3.0911484520154          3.1671089714481          3.0911484520154          3.0889514650369
8.9419704253995          3.0911484520154          3.1709438009457          3.0911484520154          3.0888405512288
8.9973696017656          3.0911484520154          3.1745538192285          3.0911484520154          3.088736139579
9.05                     3.0911484520154          3.1779397890979          3.0911484520154          3.0886382080249
9.1                      3.0911484520154          3.1811048324998          3.0911484520154          3.0885466662715
9.15                     3.0911484520154          3.1842076315197          3.0911484520154          3.0884569247966
9.2                      3.0911484520154          3.1872367072969          3.0911484520154          3.0883693156006
9.25                     3.0911484520154          3.1901813578245          3.0911484520154          3.0882841482148
9.3                      3.0911484520154          3.1930324727001          3.0911484520154          3.0882016861371
9.35                     3.0911484520154          3.1957836581923          3.0911484520154          3.0881221142918
9.4                      3.0911484520154          3.1984327833233          3.0911484520154          3.0880454943126
9.45                     3.0911484520154          3.2009840896559          3.0911484520154          3.0879717035219
9.5                      3.0911484520154          3.2034510517191          3.0911484520154          3.0879003521992
9.55                     3.0911484520154          3.2058602344422          3.0911484520154          3.0878306720139
9.6                      3.0911484520154          3.2082564730291          3.0911484520154          3.0877613662086
9.65                     3.0911484520154          3.2106988088776          3.0911484520154          3.0876907271438
9.7                      3.0911484520154          3.2131867744612          3.0911484520154          3.0876187683416
9.75                     3.0911484520154          3.2156656245174          3.0911484520154          3.0875470731855
9.8                      3.0911484520154          3.218097707731           3.0911484520154          3.0874767306551
9.85                     3.0911484520154          3.2204569303801          3.0911484520154          3.0874084954524
9.9                      3.0911484520154          3.2227250259106          3.0911484520154          3.0873428958964
9.95                     3.0911484520154          3.2248890416334          3.0911484520154          3.0872803066145
10                       3.0911484520154          3.2269396456873          3.0911484520154          3.0872209975097
10.05                    3.0911484520154          3.2288699867797          3.0911484520154          3.0871651667403
10.1                     3.0911484520154          3.2306749264238          3.0911484520154          3.0871129629255
10.15                    3.0911484520154          3.2323505221622          3.0911484520154          3.0870645000918
10.2                     3.0911484520154          3.2338936798844          3.0911484520154          3.0870198677295
10.25                    3.0911484520154          3.2353019200461          3.0911484520154          3.0869791375539
10.3                     3.0911484520154          3.2365732205935          3.0911484520154          3.0869423680482
10.35                    3.0911484520154          3.2377059115258          3.0911484520154          3.0869096075136
10.4                     3.0911484520154          3.238698604203           3.0911484520154          3.0868808961132
10.45                    3.0911484520154          3.2395501440161          3.0911484520154          3.0868562672416
10.5                     3.0911484520154          3.2402595787494          3.0911484520154          3.0868357484394
10.55                    3.0911484520154          3.2408261374673          3.0911484520154          3.0868193620043
10.6                     3.0911484520154          3.2412492164426          3.0911484520154          3.0868071253976
10.65                    3.0911484520154          3.2415283697826          3.0911484520154          3.0867990515158
10.7                     3.0911484520154          3.2416633031717          3.0911484520154          3.0867951488714
10.75                    3.0911484520154          3.2416538696677          3.0911484520154          3.0867954217142
10.8                     3.0911484520154          3.2415000668343          3.0911484520154          3.0867998701149
10.85                    3.0911484520154          3.2412020347296          3.0911484520154          3.0868084900224
10.9                     3.0911484520154          3.2407600544236          3.0911484520154          3.0868212733075
10.95                    3.0911484520154          3.2401745468297          3.0911484520154          3.0868382077962
11                       3.0911484520154          3.2394460717014          3.0911484520154          3.086859277299
11.05                    3.0911484520154          3.2385753266967          3.0911484520154          3.0868844616375
11.1                     3.0911484520154          3.2375631464454          3.0911484520154          3.0869137366721
11.15                    3.0911484520154          3.2364105015742          3.0911484520154          3.0869470743295
11.2                     3.0911484520154          3.2351184976611          3.0911484520154          3.0869844426333
11.25                    3.0911484520154          3.2336883741004          3.0911484520154          3.087025805737
11.3                     3.0911484520154          3.2321215028655          3.0911484520154          3.0870711239592
11.35                    3.0911484520154          3.2304193871617          3.0911484520154          3.0871203538232
11.4                     3.0911484520154          3.2285836599649          3.0911484520154          3.0871734480987
11.45                    3.0911484520154          3.2266160824428          3.0911484520154          3.087230355848
11.5                     3.0911484520154          3.2245185422578          3.0911484520154          3.0872910224747
11.55                    3.0911484520154          3.2222930517528          3.0911484520154          3.0873553897762
11.6                     3.0911484520154          3.2199417460175          3.0911484520154          3.087423396
11.65                    3.0911484520154          3.2174668808394          3.0911484520154          3.0874949759024
11.7                     3.0911484520154          3.2148708305399          3.0911484520154          3.0875700608116
11.75                    3.0911484520154          3.2121560856956          3.0911484520154          3.0876485786933
11.8                     3.0911484520154          3.2093252507503          3.0911484520154          3.0877304542196
11.85                    3.0911484520154          3.2063810415161          3.0911484520154          3.087815608842
11.9                     3.0911484520154          3.2033262825689          3.0911484520154          3.087903960866
11.95                    3.0911484520154          3.2001639045387          3.0911484520154          3.0879954255295
12                       3.0911484520154          3.1968969412987          3.0911484520154          3.0880899150848
12.05                    3.0911484520154          3.1935285270552          3.0911484520154          3.0881873388818
12.1                     3.0911484520154          3.1900618933408          3.0911484520154          3.088287603456
12.15                    3.0911484520154          3.1865003659147          3.0911484520154          3.088390612617
12.2                     3.0911484520154          3.1828473615721          3.0911484520154          3.0884962675419
12.25                    3.0911484520154          3.179106384867           3.0911484520154          3.0886044668692
12.3                     3.0911484520154          3.1752810247495          3.0911484520154          3.0887151067968
12.35                    3.0911484520154          3.1713749511234          3.0911484520154          3.0888280811808
12.4                     3.0911484520154          3.1673919113253          3.0911484520154          3.088943281638
12.45                    3.0911484520154          3.1633357265299          3.0911484520154          3.0890605976496
12.5                     3.0911484520154          3.1592102880839          3.0911484520154          3.0891799166671
12.55                    3.0911484520154          3.155019553773           3.0911484520154          3.0893011242205
12.6                     3.0911484520154          3.150767544025           3.0911484520154          3.0894241040279
12.65                    3.0911484520154          3.1464583380531          3.0911484520154          3.0895487381072
12.7                     3.0911484520154          3.142096069942           3.0911484520154          3.0896749068895
12.75                    3.0911484520154          3.1376849246821          3.0911484520154          3.0898024893332
12.8                     3.0911484520154          3.133229134155           3.0911484520154          3.0899313630408
12.85                    3.0911484520154          3.1287329730731          3.0911484520154          3.0900614043757
12.9                     3.0911484520154          3.1242007548789          3.0911484520154          3.0901924885815
12.95                    3.0911484520154          3.1196368276071          3.0911484520154          3.0903244899009
13                       3.0911484520154          3.1150455697129          3.0911484520154          3.090457281697
13.05                    3.0911484520154          3.110431385872           3.0911484520154          3.0905907365745
13.1                     3.0911484520154          3.105798702755           3.0911484520154          3.0907247265019
13.15                    3.0911484520154          3.1011519647803          3.0911484520154          3.0908591229344
13.2                     3.0911484520154          3.0964956298511          3.0911484520154          3.0909937969372
13.25                    3.0911484520154          3.0918341650783          3.0911484520154          3.0911286193092
13.3                     3.0911484520154          3.0871720424953          3.0911484520154          3.0912634607068
13.35                    3.0911484520154          3.0825137347682          3.0911484520154          3.0913981917684
13.4                     3.0911484520154          3.0778637109049          3.0911484520154          3.0915326832378
13.45                    3.0911484520154          3.0732264319678          3.0911484520154          3.091666806089
13.5                     3.0911484520154          3.0686063467951          3.0911484520154          3.0918004316492
13.55                    3.0911484520154          3.0640078877326          3.0911484520154          3.0919334317229
13.6                     3.0911484520154          3.0594354663817          3.0911484520154          3.0920656787144
13.65                    3.0911484520154          3.0548934693684          3.0911484520154          3.0921970457504
13.7                     3.0911484520154          3.050386254134           3.0911484520154          3.0923274068018
13.75                    3.0911484520154          3.0459181447559          3.0911484520154          3.0924566368044
13.8                     3.0911484520154          3.0414934277985          3.0911484520154          3.092584611779
13.85                    3.0911484520154          3.0371163482003          3.0911484520154          3.0927112089501
13.9                     3.0911484520154          3.0327911051995          3.0911484520154          3.0928363068645
13.95                    3.0911484520154          3.0285218483021          3.0911484520154          3.0929597855068
14                       3.0911484520154          3.0243126732954          3.0911484520154          3.0930815264158
14.05                    3.0911484520154          3.0201676183083          3.0911484520154          3.0932014127975
14.1                     3.0911484520154          3.0160906599217          3.0911484520154          3.0933193296385
14.15                    3.0911484520154          3.0120857093279          3.0911484520154          3.0934351638161
14.2                     3.0911484520154          3.0081566085387          3.0911484520154          3.093548804209
14.25                    3.0911484520154          3.0043071266376          3.0911484520154          3.0936601418048
14.3                     3.0911484520154          3.0005409560697          3.0911484520154          3.0937690698079
14.35                    3.0911484520154          2.9968617089554          3.0911484520154          3.0938754837459
14.4                     3.0911484520154          2.9932729134063          3.0911484520154          3.093979281576
14.45                    3.0911484520154          2.989778009811           3.0911484520154          3.0940803637927
14.5                     3.0911484520154          2.9863803470376          3.0911484520154          3.0941786335377
14.55                    3.0911484520154          2.9830831784763          3.0911484520154          3.0942739967138
14.6                     3.0911484520154          2.9798896578013          3.0911484520154          3.0943663621083
14.65                    3.0911484520154          2.9768028342759          3.0911484520154          3.0944556415279
14.7                     3.0911484520154          2.9738256473337          3.0911484520154          3.0945417499563
14.75                    3.0911484520154          2.9709609200399          3.0911484520154          3.0946246057425
14.8                     3.0911484520154          2.9682113508409          3.0911484520154          3.0947041308402
14.85                    3.0911484520154          2.9655795027234          3.0911484520154          3.0947802511206
14.9                     3.0911484520154          2.9630677884757          3.0911484520154          3.0948528967994
14.95                    3.0911484520154          2.960678450109           3.0911484520154          3.0949220030314
15                       3.0911484520154          2.9584135295554          3.0911484520154          3.0949875107584
15.05                    3.0911484520154          2.9562748263573          3.0911484520154          3.0950493679325
15.1                     3.0911484520154          2.9542638359933          3.0911484520154          3.0951075313005
15.15                    3.0911484520154          2.9523816594016          3.0911484520154          3.0951619690201
15.2                     3.0911484520154          2.9506288696953          3.0911484520154          3.0952126645155
15.25                    3.0911484520154          2.9490053152838          3.0911484520154          3.095259622171
15.3                     3.0911484520154          2.9475098285576          3.0911484520154          3.095302875757
15.35                    3.0911484520154          2.9461397943654          3.0911484520154          3.095342500911
15.4                     3.0911484520154          2.9448905103735          3.0911484520154          3.0953786336374
15.45                    3.0911484520154          2.9437542385398          3.0911484520154          3.0954114977416
15.5                     3.0911484520154          2.9427187981956          3.0911484520154          3.0954414455219
15.55                    3.0911484520154          2.9417654789059          3.0911484520154          3.0954690181357
15.6                     3.0911484520154          2.9408659439891          3.0911484520154          3.0954950351576
15.65                    3.0911484520154          2.939977636394           3.0911484520154          3.0955207274546
15.7                     3.0911484520154          2.9390369624647          3.0911484520154          3.0955479343298
15.75                    3.0911484520154          2.9379931292492          3.0911484520154          3.0955781248551
15.8                     3.0911484520154          2.9368697091049          3.0911484520154          3.0956106172531
15.85                    3.0911484520154          2.9357300603026          3.0911484520154          3.0956435790284
15.9                     3.0911484520154          2.9346135330535          3.0911484520154          3.0956758720649
15.95                    3.0911484520154          2.9335419024751          3.0911484520154          3.0957068665663
16                       3.0911484520154          2.9325241534292          3.0911484520154          3.0957363026658
16.05                    3.0911484520154          2.9315600242947          3.0911484520154          3.09576418793
16.1                     3.0911484520154          2.9306426168586          3.0911484520154          3.0957907218743
16.15                    3.0911484520154          2.9297603042696          3.0911484520154          3.0958162407791
16.2                     3.0911484520154          2.92889811271            3.0911484520154          3.0958411777285
16.25                    3.0911484520154          2.9280387111978          3.0911484520154          3.0958660339821
16.3                     3.0911484520154          2.9271631157184          3.0911484520154          3.0958913586097
16.35                    3.0911484520154          2.926251199474           3.0911484520154          3.0959177337336
16.4                     3.0911484520154          2.9252821068765          3.0911484520154          3.0959457625548
16.45                    3.0911484520154          2.9242347154901          3.0911484520154          3.0959760559922
16.5                     3.0911484520154          2.9230884365617          3.0911484520154          3.096009209529
16.55                    3.0911484520154          2.9218250639913          3.0911484520154          3.0960457497358
16.6                     3.0911484520154          2.920433603952           3.0911484520154          3.0960859945842
16.65                    3.0911484520154          2.9189237736558          3.0911484520154          3.0961296630257
16.7                     3.0911484520154          2.9173662259534          3.0911484520154          3.0961747115857
16.75                    3.0911484520154          2.9158533236538          3.0911484520154          3.096218468878
16.8                     3.0911484520154          2.9143178725629          3.0911484520154          3.0962628783434
16.85                    3.0911484520154          2.9126217939774          3.0911484520154          3.0963119335973
16.9                     3.0911484520154          2.9107084189214          3.0911484520154          3.0963672736623
16.95                    3.0911484520154          2.9085533789896          3.0911484520154          3.0964296033396
17                       3.0911484520154          2.9061449908509          3.0911484520154          3.0964992605434
17.05                    3.0911484520154          2.9034764277762          3.0911484520154          3.0965764427213
17.1                     3.0911484520154          2.9005426133997          3.0911484520154          3.0966612966959
17.15                    3.0911484520154          2.8973390368489          3.0911484520154          3.0967539529339
17.2                     3.0911484520154          2.8938614237203          3.0911484520154          3.0968545350628
17.25                    3.0911484520154          2.8901059707738          3.0911484520154          3.0969631530828
17.3                     3.0911484520154          2.8860703618777          3.0911484520154          3.0970798739829
17.35                    3.0911484520154          2.8817564887679          3.0911484520154          3.0972046430487
17.4                     3.0911484520154          2.8771773400004          3.0911484520154          3.0973370846156
17.45                    3.0911484520154          2.8723742851744          3.0911484520154          3.097476002161
17.5                     3.0911484520154          2.8674603668348          3.0911484520154          3.097618126184
17.55                    3.0911484520154          2.8626420267188          3.0911484520154          3.097757485822
17.6                     3.0911484520154          2.8579162406076          3.0911484520154          3.0978941685439
17.65                    3.0911484520154          2.8531373140238          3.0911484520154          3.0980323882342
17.7                     3.0911484520154          2.8482729748529          3.0911484520154          3.0981730782913
17.75                    3.0911484520154          2.8433310287218          3.0911484520154          3.098316012955
17.8                     3.0911484520154          2.8383346516178          3.0911484520154          3.098460521912
17.85                    3.0911484520154          2.8333134725526          3.0911484520154          3.0986057482099
17.9                     3.0911484520154          2.8283000921193          3.0911484520154          3.09875074895
17.95                    3.0911484520154          2.8233285131148          3.0911484520154          3.0988945406778
18                       3.0911484520154          2.818433180855           3.0911484520154          3.0990361271402
18.05                    3.0911484520154          2.8136480910292          3.0911484520154          3.0991745250885
