wavelength_nm,Re_electron,Im_electron,Re_hole,Im_hole,Re_total,Im_total,cancellation_fraction_modulus
400,6.1623026061719282,0.0027609492286761175,-5.7623932527189465,-0.002569645232921052,0.39990935345297951,0.0001913039957550647,0.9664637686373434
401,6.2157410447783503,0.002798351421214814,-5.8121562352440304,-0.002604288300577553,0.40358480953431974,0.00019406312063726067,0.96644593763296516
402,6.2696187151891243,0.0028362516120305306,-5.862325183518732,-0.0026393892655915047,0.4072935316703914,0.0001968623464390257,0.96642800682543983
403,6.323939692310387,0.0028746568414383888,-5.9129038227401871,-0.0026749545363935964,0.41103586957019944,0.000199702305044792,0.96640997530884121
404,6.3787080986614173,0.0029135742623697105,-5.9638959210793061,-0.0027109906226656633,0.41481217758211086,0.00020258363970404662,0.96639184216591101
405,6.433928105065128,0.0029530111424584593,-6.0153052902952595,-0.0027475041371905298,0.41862281476986807,0.00020550700526793004,0.96637360646788428
406,6.4896039313507101,0.0029929748661722882,-6.0671357863604918,-0.0027845017977408313,0.42246814499021723,0.0002084730684314571,0.96635526727430177
407,6.5457398470686226,0.0030334729369893691,-6.1193913100966331,-0.0028219904290077784,0.42634853697198849,0.00021148250798159101,0.96633682363282425
408,6.6023401722181667,0.003074512979622039,-6.1720758078213871,-0.0028599769645707793,0.43026436439677951,0.00021453601505125975,0.96631827457904196
409,6.6594092779880008,0.0031161027422885214,-6.2251932720067655,-0.0028984684489089846,0.43421600598123444,0.00021763429337953645,0.96629961913628037
410,6.7169515875097359,0.0031582500990337825,-6.2787477419487647,-0.0029374720394556826,0.43820384556097081,0.00022077805957809943,0.96628085631540128
411,6.7749715766250205,0.0032009630521008824,-6.3327433044488251,-0.002976995008696681,0.44222827217619398,0.00022396804340420087,0.96626198511460015
412,6.833473774666242,0.0032442497343539373,-6.3871840945072478,-0.0030170447463136606,0.44628968015899484,0.00022720498804027601,0.96624300451920242
413,6.8924627652513477,0.0032881184117541152,-6.4420742960288742,-0.0030576287613737077,0.45038846922247433,0.00023048965038040774,0.96622391350144998
414,6.9519431870928301,0.0033325774858898624,-6.4974181425412212,-0.0030987546845660458,0.45452504455160714,0.00023382280132381683,0.96620471102028938
415,7.0119197348213884,0.0033776354965628385,-6.5532199179254009,-0.0031404302704872507,0.45869981689598793,0.00023720522607558771,0.96618539602115172
416,7.0723971598244768,0.0034233011244308733,-6.6094839571600321,-0.0031826633999760367,0.46291320266444447,0.00024063772445483676,0.96616596743573102
417,7.133380271100064,0.0034695831937094574,-6.6662146470784513,-0.0032254620824989444,0.4671656240216141,0.00024412111121051403,0.96614642418175534
418,7.1948739361259495,0.0035164906749331768,-6.7234164271394876,-0.0032688344585881206,0.47145750898646199,0.00024765621634505641,0.96612676516275608
419,7.2568830817450003,0.0035640326877787159,-6.7810937902121236,-0.003312788802332562,0.4757892915328763,0.00025124388544615331,0.9661069892678299
420,7.319412695066557,0.0036122185039508797,-6.8392512833742716,-0.0033573335239240939,0.48016141169228588,0.00025488498002678578,0.9660870953713987
421,7.3824678243844852,0.0036610575501333717,-6.8978935087260203,-0.0034024771722595344,0.4845743156584652,0.00025858037787383781,0.96606708233296157
422,7.4460535801121175,0.0037105594110058938,-6.9570251242176679,-0.0034482284376003884,0.48902845589444999,0.00026233097340550536,0.96604694899684551
423,7.5101751357345616,0.0037607338323293318,-7.0166508444927853,-0.0034945961542916107,0.4935242912417741,0.0002661376780377213,0.96602669419194587
424,7.5748377287786299,0.0038115907241007742,-7.0767754417467446,-0.0035415893035408551,0.49806228703188649,0.00027000142055991932,0.9660063167314682
425,7.6400466618009455,0.0038631401637801788,-7.1374037466009304,-0.0035892170162598281,0.50264291520001425,0.00027392314752035035,0.96598581541265816
426,7.7058073033944279,0.0039153923995905475,-7.1985406489930588,-0.0036374885759692774,0.50726665440136953,0.00027790382362126974,0.96596518901652939
427,7.7721250892137483,0.0039683578538935414,-7.26019109908394,-0.0036864134217692926,0.51193399012980656,0.00028194443212424883,0.96594443630758675
428,7.8390055230200399,0.0040220471266425072,-7.3223601081809697,-0.0037360011513765706,0.51664541483907089,0.00028604597526593579,0.96592355603353919
429,7.9064541777453954,0.0040764709989149443,-7.3850527496788523,-0.0037862615242304069,0.52140142806654399,0.00029020947468453727,0.96590254692501254
430,7.9744766965774954,0.0041316404365265378,-7.4482741600177924,-0.003837204464669142,0.52620253655970339,0.000294435971857396,0.96588140769525133
431,8.0430787940648916,0.0041875665937288883,-7.5120295396596166,-0.0038888400651789735,0.53104925440527428,0.00029872652854991426,0.96586013703981721
432,8.1122662572434265,0.0042442608169931846,-7.5763241540822666,-0.0039411785897169697,0.53594210316116131,0.00030308222727621552,0.96583873363628003
433,8.1820449467841634,0.0043017346488821127,-7.6411633347929078,-0.003994230477110213,0.54088161199125673,0.00030750417177189857,0.96581719614390171
434,8.252420798163417,0.0043599998320123234,-7.7065524803602656,-0.0040480063445331466,0.54586831780315159,0.00031199348747917789,0.96579552320331485
435,8.3233998228553503,0.004419068313109991,-7.7724970574664995,-0.0041025169910651185,0.55090276538885119,0.00031655132204487242,0.96577371343619456
436,8.3949881095476524,0.0044789522471618401,-7.8390026019790451,-0.0041577734013302841,0.55598550756860754,0.00032117884583155614,0.96575176544492025
437,8.4671918253808336,0.0045396640016643489,-7.9060747200429642,-0.0042137867492220409,0.56111710533787029,0.00032587725244230688,0.96572967781223318
438,8.5400172172116537,0.0046012161609737022,-7.9737190891941925,-0.0042705684017142458,0.56629812801746215,0.00033064775925945641,0.96570744910088757
439,8.613470612901299,0.0046636215307593243,-8.0419414594941436,-0.0043281299227615668,0.57152915340715538,0.00033549160799775809,0.96568507785328928
440,8.6875584226288201,0.0047268931425637423,-8.1107476546862554,-0.0043864830772913097,0.57681076794256492,0.00034041006527243229,0.96566256259113203
441,8.7622871402304696,0.0047910442584717557,-8.1801435733748544,-0.0044456398352892435,0.58214356685561386,0.00034540442318251247,0.96563990181502179
442,8.837663344565458,0.0048560883758919137,-8.2501351902269207,-0.0045056123759819166,0.58752815433853645,0.0003504759999099973,0.9656170940040959
443,8.9136937009089241,0.0049220392324534155,-8.3207285571973166,-0.0045664130921181118,0.59296514371160924,0.00035562614033530322,0.96559413761563084
444,8.9903849623725058,0.0049889108110215841,-8.391929804777881,-0.0046280545943521417,0.5984551575946242,0.0003608562166694414,0.96557103108464415
