Mode,Dispersion,mode,chi2_1550_pm_per_V,peak_chi2_pm_per_V,peak_wavelength_nm,FWHM_nm,relative_spectrum_RMSE_vs_23D,max_relative_deviation_vs_23D,max_relative_deviation_wavelength_nm,relative_deviation_denominator_floor,RMSE_vs_digitized_paper_pm_per_V,normalized_RMSE_vs_digitized_paper
23A,shared parabola,23A,18.04870137146937,45.10599524491319,1502.0,270.92465182402793,0.1286446615941564,2.225910893363605,643.0,1e-6 times max(|chi2_23D|),1327.3287030080917,0.2913604332576591
23B,4 parabolas,23B,25.79000120068652,74.06315514170603,1502.0,172.1021466445343,0.016718500678513062,0.10683231054944275,1461.0,1e-6 times max(|chi2_23D|),1323.0605033347717,0.2766391185110278
23C,e parabola + nonparabolic hh,23C,26.703819586994452,83.04521241059568,1503.0,165.95541871456408,0.00674169749715477,0.054043434501633854,690.0,1e-6 times max(|chi2_23D|),1322.9751397956854,0.25891467029269294
23D,raw kp8 all states,23D,26.482246954799976,81.49066896092887,1503.0,166.3493091689527,0.0,0.0,400.0,1e-6 times max(|chi2_23D|),1323.0113476225313,0.2623911178693678
