k_per_nm,DeltaE_11,DeltaE_12,DeltaE_21,DeltaE_22
0.0,1.4933526957039993,1.5283667159019991,1.6132174157740005,1.6482314359720003
0.0018523814641075449,1.49335481902829,1.5283686950418254,1.613219286042207,1.6482331620557424
0.0037047629282150898,1.493361189001161,1.5283746324613035,1.6132248968468268,1.6482383403069691
0.005557144392322634,1.4933718056226137,1.5283845281604342,1.6132342481878599,1.6482469707256804
0.0074095258564301795,1.493386668892647,1.5283983821392169,1.6132473400653062,1.6482590533118762
0.009261907320537725,1.4934057788112611,1.5284161943976518,1.6132641724791659,1.6482745880655565
0.011114288784645269,1.4934291353784563,1.528437964935739,1.6132847454294388,1.6482935749867214
0.012966670248752815,1.4934567385942326,1.5284636937534783,1.6133090589161245,1.6483160140753703
0.014819051712860359,1.49348858845859,1.52849338085087,1.6133371129392238,1.6483419053315038
0.016671433176967905,1.493524684971528,1.528527026227914,1.6133689074987363,1.6483712487551223
0.01852381464107545,1.493565028133047,1.5285646298846098,1.613404442594662,1.648404044346225
0.020376196105182993,1.493609617943147,1.5286061918209581,1.6134437182270012,1.6484402921048122
0.022228577569290538,1.493658454401828,1.5286517120369587,1.613486734395753,1.6484799920308837
0.024080959033398082,1.4937115375090901,1.5287011905326116,1.6135334911009187,1.6485231441244401
0.02593334049750563,1.4937688672649327,1.5287546273079162,1.6135839883424972,1.6485697483854806
0.027785721961613174,1.493830443669357,1.5288120223628736,1.6136382261204891,1.6486198048140057
0.029638103425720718,1.4938962667223614,1.5288733756974828,1.613696204434894,1.6486733134100153
0.031490484889828266,1.4939663364239473,1.5289386873117443,1.6137579232857124,1.6487302741735095
0.03334286635393581,1.4940406527741141,1.529007957205658,1.6138233826729442,1.6487906871044882
0.035195247818043354,1.4941192157728616,1.529081185379224,1.6138925825965889,1.6488545522029514
0.0370476292821509,1.4942020254201904,1.5291583718324424,1.6139655230566468,1.6489218694688987
0.03890001074625844,1.4942890817160999,1.5292395165653128,1.614042204053118,1.6489926389023308
0.04075239221036599,1.4943803846605905,1.5293246195778354,1.6141226255860026,1.6490668605032475
0.04260477367447353,1.4944759342536618,1.52941368087001,1.6142067876553001,1.6491445342716484
0.044457155138581075,1.4945757304953142,1.5295067004418372,1.6142946902610111,1.6492256602075341
0.04630953660268862,1.494679773385548,1.529603678293317,1.6143863334031352,1.6493102383109042
0.048161918066796164,1.4947880629243624,1.5297046144244484,1.6144817170816728,1.6493982685817588
0.050014299530903715,1.4949005991117574,1.529809508835232,1.6145808412966232,1.6494897510200976
0.05186668099501126,1.495017381947734,1.529918361525668,1.6146837060479873,1.6495846856259213
0.0537190624591188,1.4951384114322908,1.530031172495756,1.6147903113357645,1.6496830723992297
0.05557144392322635,1.495263687565429,1.5301479417454964,1.6149006571599545,1.6497849113400218
0.05742382538733389,1.4953932103471483,1.5302686692748892,1.6150147435205582,1.649890202448299
0.059276206851441436,1.4955269797774484,1.530393355083934,1.615132570417575,1.6499989457240605
0.06112858831554898,1.4956649958563293,1.5305219991726307,1.6152541378510052,1.6501111411673066
0.06298096977965653,1.4958072585837916,1.5306546015409803,1.6153794458208484,1.650226788778037
0.06483335124376408,1.4959537679598343,1.5307911621889816,1.6155084943271045,1.6503458885562519
0.06668573270787162,1.4961045239844581,1.5309316811166351,1.6156412833697746,1.6504684405019516
0.06853811417197916,1.4962595266576633,1.5310761583239412,1.6157778129488574,1.6505944446151353
0.07039049563608671,1.496418775979449,1.5312245938108993,1.6159180830643538,1.6507239008958041
0.07224287710019425,1.4965822719498159,1.5313769875775096,1.6160620937162629,1.6508568093439566
0.0740952585643018,1.4967500145687633,1.531533339623772,1.6162098449045856,1.6509931699595943
0.07594764002840934,1.4969220038362923,1.531693649949687,1.6163613366293217,1.6511329827427164
0.07780002149251689,1.4970982397524017,1.5318579185552539,1.6165165688904706,1.6512762476933227
0.07965240295662443,1.4972787223170925,1.532026145440473,1.616675541688033,1.6514229648114136
0.08150478442073197,1.4974634515303638,1.5321983306053444,1.6168382550220086,1.6515731340969892
0.08335716588483952,1.4976524273922165,1.5323744740498682,1.6170047088923976,1.6517267555500492
0.08520954734894706,1.49784564990265,1.5325545757740442,1.617174903299199,1.6518838291705933
0.0870619288130546,1.4980431190616645,1.5327386357778723,1.6173488382424148,1.6520443549586226
0.08891431027716215,1.4982448348692596,1.5329266540613524,1.617526513722043,1.6522083329141357
0.0907666917412697,1.4984507973254362,1.5331186306244848,1.6177079297380852,1.6523757630371338
0.09261907320537724,1.498661006430193,1.5333145654672693,1.6178930862905396,1.6525466453276159
0.09447145466948478,1.4988754621835314,1.5335144585897063,1.6180819833794082,1.652720979785583
0.09632383613359233,1.4990941645854508,1.5337183099917955,1.6182746210046897,1.6528987664110344
0.09817621759769987,1.4993171136359509,1.533926119673537,1.6184709991663841,1.6530800052039702
0.10002859906180743,1.4995443093350322,1.5341378876349308,1.6186711178644921,1.6532646961643906
0.10188098052591497,1.4997757516826942,1.5343536138759764,1.618874977099013,1.6534528392922951
0.10373336199002252,1.5000114406789369,1.534573298396674,1.6190825768699473,1.6536444345876844
0.10558574345413006,1.5002513763237613,1.5347969411970248,1.619293917177295,1.6538394820505586
0.1074381249182376,1.5004955586171658,1.5350245422770268,1.6195089980210557,1.6540379816809168
0.10929050638234515,1.5007439875591522,1.535256101636682,1.6197278194012301,1.6542399334787599
0.1111428878464527,1.5009966631497187,1.5354916192759884,1.6199503813178173,1.654445337444087
0.11299526931056024,1.5012535853888667,1.5357310951949479,1.6201766837708178,1.654654193576899
0.11484765077466778,1.5015147542765952,1.5359745293935587,1.6204067267602316,1.654866501877195
0.11670003223877533,1.5017801698129052,1.5362219218718225,1.6206405102860586,1.655082262344976
0.11855241370288287,1.5020498319977957,1.5364732726297383,1.6208780343482985,1.655301474980241
0.12040479516699042,1.5023237408312673,1.5367285816673062,1.621119298946952,1.655524139782991
0.12225717663109796,1.5026018963133199,1.5369878489845263,1.6213643040820185,1.655750256753225
0.1241095580952055,1.5028842984439532,1.5372510745813985,1.6216130497534984,1.6559798258909437
0.12596193955931306,1.5031709472231678,1.5375182584579232,1.6218655359613918,1.6562128471961473
0.1278143210234206,1.5034618426509634,1.5377894006141002,1.622121762705698,1.6564493206688349
0.12966670248752815,1.5037569847273398,1.5380645010499292,1.6223817299864178,1.6566892463090073
0.1315190839516357,1.504056373452297,1.5383435597654103,1.6226454378035506,1.656932624116664
0.13337146541574324,1.504360008825835,1.5386265767605438,1.6229128861570963,1.657179454091805
0.13522384687985078,1.5046678908479547,1.5389135520353296,1.623184075047056,1.657429736234431
0.13707622834395833,1.5049800195186547,1.5392044855897675,1.623459004473428,1.657683470544541
0.13892860980806587,1.5052963948379356,1.5394993774238572,1.6237376744362142,1.6579406570221358
0.14078099127217342,1.505617016805798,1.5397982275376,1.6240200849354132,1.6582012956672152
0.14263337273628096,1.5059418854222408,1.5401010359309943,1.6243062359710252,1.6584653864797787
0.1444857542003885,1.5062710006872653,1.5404078026040413,1.6245961275430507,1.6587329294598268
0.14633813566449605,1.50660436260087,1.54071852755674,1.6248897596514893,1.6590039246073593
0.1481905171286036,1.5069419711630558,1.5410332107890912,1.6251871322963412,1.6592783719223765
0.15004289859271114,1.5072838263738229,1.5413518523010947,1.6254882454776065,1.6595562714048784
0.15189528005681868,1.5076299282331709,1.5416744520927506,1.6257930991952847,1.6598376230548644
0.15374766152092623,1.5079802767410995,1.542001010164058,1.6261016934493766,1.6601224268723351
0.15560004298503377,1.5083348718976095,1.5423315265150184,1.6264140282398813,1.6604106828572902
0.15745242444914131,1.5086937137027003,1.5426660011456308,1.6267301035667996,1.66070239100973
0.15930480591324886,1.5090568021563717,1.543004434055895,1.6270499194301307,1.660997551329654
0.1611571873773564,1.5094241372586243,1.5433468252458118,1.6273734758298752,1.6612961638170627
0.16300956884146395,1.5097957190094577,1.5436931747153806,1.6277007727660329,1.6615982284719557
0.1648619503055715,1.5101715474088724,1.5440434824646017,1.628031810238604,1.6619037452943333
0.16671433176967904,1.510551622456868,1.5443977484934752,1.628366588247588,1.6622127142841951
0.16856671323378658,1.5109359441534445,1.5447559728020008,1.6287051067929854,1.6625251354415418
0.17041909469789412,1.5113245124986017,1.5451181553901783,1.6290473658747964,1.662841008766373
0.17227147616200167,1.5117173274923403,1.5454842962580089,1.6293933654930202,1.6631603342586887
0.1741238576261092,1.5121143891346593,1.5458543954054906,1.629743105647657,1.6634831119184883
0.17597623909021676,1.5125156974255596,1.546228452832625,1.6300965863387078,1.6638093417457733
0.1778286205543243,1.512921252365041,1.5466064685394119,1.6304538075661712,1.664139023740542
0.17968100201843185,1.513331053953103,1.5469884425258507,1.6308147693300483,1.664472157902796
0.1815333834825394,1.5137451021897463,1.547374374791942,1.631179471630338,1.6648087442325337
0.18338576494664693,1.5141633970749704,1.547764265337685,1.6315479144670417,1.6651487827297564
0.18523814641075448,1.5145859386087754,1.5481581141630807,1.6319200978401578,1.665492273394463
0.18709052787486202,1.5150127267911615,1.5485559212681284,1.632296021749688,1.6658392162266549
0.18894290933896957,1.5154437616221286,1.5489576866528285,1.632675686195631,1.666189611226331
0.1907952908030771,1.5158790431016762,1.5493634103171805,1.633059091177987,1.6665434583934913
0.19264767226718466,1.516318571229805,1.549773092261185,1.6334462366967564,1.6669007577281363
0.1945000537312922,1.5167623460065147,1.5501867324848413,1.6338371227519393,1.6672615092302658
0.19635243519539974,1.5172103674318056,1.5506043309881503,1.6342317493435352,1.66762571289988
0.19820481665950732,1.5176626355056777,1.5510258877711116,1.6346301164715442,1.6679933687369781
0.20005719812361486,1.5181191502281304,1.5514514028337247,1.635032224135967,1.6683644767415613
0.2019095795877224,1.5185799115991638,1.5518808761759901,1.6354380723368023,1.6687390369136286
0.20376196105182995,1.5190449196187783,1.5523143077979078,1.6358476610740513,1.6691170492531808
0.2056143425159375,1.5195141742869742,1.552751697699478,1.6362609903477132,1.669498513760217
0.20746672398004504,1.5199876756037507,1.5531930458807,1.6366780601577888,1.669883430434738
