k_per_nm,state,raw_kp8_energy_eV,demo21_aligned_energy_eV,parabolic_fit_eV,parabolic_residual_meV
0.0,e1,2.9525116792099,2.9411581380879994,2.9411581380879994,0.0
0.0,e2,3.09114845201545,3.0610228581580006,3.0610228581580006,0.0
0.0,hh1,1.4437721218703,1.447805442384,1.447805442384,0.0
0.0,hh2,1.4167478423565,1.4127914221860003,1.4127914221860003,0.0
0.001852381464,e1,2.95251361872665,2.9411600776047493,2.941159932733472,0.0001448712771967564
0.001852381464,e2,3.09115018246705,3.0610245886096004,3.0610243997473896,0.00018886221075931076
0.001852381464,hh1,1.4437713303058,1.4478046508195,1.4478051137051826,-0.0004628856826727201
0.001852381464,hh2,1.41674859151465,1.41279217134415,1.4127912376916472,0.0009336525028658116
0.003704762928,e1,2.9525193288683,2.9411657877463995,2.9411653166698906,0.00047107650891220487
0.003704762928,e2,3.0911550068766998,3.06102941301925,3.0610290245155563,0.00038850369366016935
0.003704762928,hh1,1.44376895550875,1.4478022760224503,1.4478041276687303,-0.0018516462800821643
0.003704762928,hh2,1.4167507742995,1.4127943541289998,1.412790684208588,0.003669920411786265
0.005557144392,e1,2.9525288461113,2.9411753049894003,2.941174289897255,0.0010150921454510353
0.005557144392,e2,3.0911630489278004,3.0610374550703505,3.0610367324625014,0.0007226078491129329
0.005557144392,hh1,1.4437649979214502,1.4477983184351506,1.4478024842746433,-0.004165839492697998
0.005557144392,hh2,1.4167544090897999,1.4127979889192996,1.4127897617368226,0.00822718247706078
0.007409525856,e1,2.952542170339,2.9411886292171,2.9411868524155644,0.0017768015356800504
0.007409525856,e2,3.0911743085512002,3.0610487146937504,3.061047523588224,0.0011911055262103787
0.007409525856,hh1,1.4437594581546,1.4477927786683,1.4478001835229213,-0.007404854621251289
0.007409525856,hh2,1.41675949075315,1.4128030705826502,1.4127884702763511,0.01460030629907294
0.009261907321,e1,2.95255930138855,2.9412057602666497,2.941203004224829,0.0027560418205396786
0.009261907321,e2,3.0911887856503,3.0610631917928504,3.061061397892733,0.0017939001173417068
0.009261907321,hh1,1.4437523370634,1.4477856575771002,1.4477972254135627,-0.01156783646250048
0.009261907321,hh2,1.41676601212915,1.4128095919586503,1.4127868098271725,0.022782131477772083
0.011114288785,e1,2.9525802390501,2.941226697928199,2.941222745325032,0.003952603166990087
0.011114288785,e2,3.0912064801006,3.06108088624315,3.0610783553760137,0.0025308671363077906
0.011114288785,hh1,1.4437436357475,1.4477769562612,1.4477936099465707,-0.016653685370737747
0.011114288785,hh2,1.41677396405405,1.4128175438835502,1.4127847803892886,0.03276349426162284
0.012966670249,e1,2.95260498306765,2.9412514419457496,2.9412460757161805,0.005366229569148118
0.012966670249,e2,3.09122739175005,3.0611017978926003,3.061098396038072,0.003401854528295445
0.012966670249,hh1,1.44373335555185,1.44776667606555,1.4477893371219437,-0.022661056393591394
0.012966670249,hh2,1.41678333539245,1.4128269152219497,1.4127823819626983,0.04453325925135587
0.014819051713,e1,2.9526335331383997,2.941279992016499,2.9412729953982746,0.006996618224341944
0.014819051713,e2,3.0912515204191,3.0611259265616506,3.0611215198789083,0.004406682742263968
0.014819051713,hh1,1.4437214980667,1.4477548185804003,1.447784406939682,-0.029588359281573773
0.014819051713,hh2,1.4167941130749,1.4128376929044002,1.412779614547402,0.0580783569981147
0.016671433177,e1,2.9526658889129997,2.941312347791099,2.941303504371314,0.008843419784909656
0.016671433177,e2,3.0912788659002004,3.0611532720427506,3.0611477268985223,0.005545144228236154
0.016671433177,hh1,1.4437080651279999,1.4477413856417003,1.4477788193997854,-0.03743375808507032
0.016671433177,hh2,1.4168062821422498,1.4128498619717496,1.4127764781433996,0.07338382834998214
0.018523814641,e1,2.9527020499958,2.941348508873899,2.9413376026352993,0.01090623859978379
0.018523814641,e2,3.0913094279586,3.06118383410115,3.0611770170969144,0.006817004235770696
0.018523814641,hh1,1.44369305881815,1.4477263793318504,1.447772574502254,-0.04619517040360677
0.018523814641,hh2,1.4168198257954998,1.412863405625,1.412772972750691,0.09043287430898772
0.020376196105,e1,2.95274202124375,2.9413884801218497,2.94137529019023,0.013189931619805861
0.020376196105,e2,3.0913432250976998,3.06121763124025,3.0612093904740845,0.008240766165457103
0.020376196105,hh1,1.44367648146995,1.4477098019836505,1.4477656722470877,-0.055870263437229895
0.020376196105,hh2,1.41683472742695,1.4128783072564497,1.4127690983692762,0.1092088871734731
0.022228577569,e1,2.95278579744925,2.9414322563273494,2.9414165670361068,0.015689291242626524
0.022228577569,e2,3.0913802403184,3.06125464646095,3.0612448470300326,0.009799430917389884
0.022228577569,hh1,1.4436583356583,1.447691656172,1.4477581126342864,-0.0664564622865349
0.022228577569,hh2,1.41685096495525,1.4128945447847503,1.4127648549991554,0.12968978559491084
0.024080959033,e1,2.95283337749395,2.94147983637205,2.9414614331729285,0.018403199121497238
0.024080959033,e2,3.09142047123825,3.0612948773808006,3.0612833867647584,0.011490616042220125
0.024080959033,hh1,1.4436386242076,1.4476719447213002,1.4477498956638506,-0.07795094255036439
0.024080959033,hh2,1.41686851619265,1.4129120960221497,1.4127602426403283,0.15185338182144292
0.025933340497,e1,2.95288476079615,2.94153121967425,2.9415098886006965,0.021331073553287894
0.025933340497,e2,3.0914639175114003,3.0613383236539504,3.0613250096782623,0.013313975688156177
0.025933340497,hh1,1.4436173501919,1.4476506707056005,1.4477410213357795,-0.09035063017903688
0.025933340497,hh2,1.41688735757805,1.41293093740755,1.4127552612927952,0.17567611475488576
0.027785721962,e1,2.9529399467278497,2.9415864056059497,2.9415619333194387,0.024472286511034724
0.027785721962,e2,3.09151057876455,3.0613849849070998,3.0613697157705695,0.01526913653027151
0.027785721962,hh1,1.44359451693465,1.4476278374483502,1.4477314896500686,-0.10365220171837386
0.027785721962,hh2,1.41690746403125,1.4129510438607502,1.412749910956553,0.20113290419732088
0.029638103426,e1,2.9529989346146,2.941645393492699,2.9416175673290996,0.027826163599531384
0.029638103426,e2,3.0915604545965003,3.0614348607390505,3.061417505041631,0.017355697419674243
0.029638103426,hh1,1.44357012801005,1.4476034485237503,1.4477213006067278,-0.1178520829774321
0.029638103426,hh2,1.4169288090281,1.4129723888576002,1.412744191631607,0.22819722599320968
0.03149048489,e1,2.9530617237358,2.9417081826138993,2.941676790629706,0.03139198419344069
0.03149048489,e2,3.09161354457895,3.0614879507215007,3.06146837749147,0.01957323003054512
0.03149048489,hh1,1.44354418724385,1.4475775077575503,1.447710454205752,-0.1329464482016096
0.03149048489,hh2,1.4169513646778,1.4129949445073002,1.4127381033179554,0.25684118934488076
0.033342866354,e1,2.95312831332465,2.9417747722027503,2.941739603221258,0.035168981492361695
0.033342866354,e2,3.0916698482558003,3.0615442543983504,3.0615223331200876,0.021921278262837518
0.033342866354,hh1,1.4435166987143,1.447550019228,1.4476989504471414,-0.14893121914139051
0.033342866354,hh2,1.41697510180245,1.41301868163195,1.4127316460155974,0.28703561635268215
0.035195247818,e1,2.95319870256815,2.941845161446249,2.941806005103756,0.03915634249329614
0.035195247818,e2,3.0917293651435998,3.06160377128615,3.061579371927483,0.024399358666826743
0.035195247818,hh1,1.4434876667535002,1.4475209872672001,1.4476867893308958,-0.16580206369565254
0.035195247818,hh2,1.4169999900177501,1.4130435698472503,1.4127248197245332,0.318750122717093
0.037047629282,e1,2.95327289060715,2.94191934948525,2.941875996277199,0.04335320805104459
0.037047629282,e2,3.09179209473145,3.0616665008740003,3.061639493913656,0.027006960344078124
0.037047629282,hh1,1.44345709594805,1.4474904164617504,1.4476739708570154,-0.1835543952650731
0.037047629282,hh2,1.4170259978146,1.4130695776440998,1.412717624444763,0.35195319933678526
0.038900010746,e1,2.95335087653665,2.941997335414749,2.941949576741588,0.04775867316109128
0.038900010746,e2,3.0918580364809998,3.06173244262355,3.0617026990786074,0.02974354494256204
0.038900010746,hh1,1.443424991141,1.4474583116547002,1.4476604950255003,-0.20218337080013526
0.038900010746,hh2,1.4170530926413,1.4130966724708003,1.4127100601762865,0.3866122945137551
0.04075239221,e1,2.9534326594054,2.9420791182835,2.9420267464969223,0.052371786577687374
0.04075239221,e2,3.0919271898265,3.0618015959690505,3.0617689874223366,0.03260854671394142
0.04075239221,hh1,1.44339135743245,1.4474246779461504,1.4476463618363502,-0.2216838901998308
0.04075239221,hh2,1.41708124098555,1.41312482081505,1.412702126919104,0.4226938959459581
0.042604773674,e1,2.95351823821655,2.9421646970946496,2.9421075055432024,0.05719155144712218
0.042604773674,e2,3.0919995541747998,3.06187396031735,3.0618383589448435,0.03560137250646633
0.042604773674,hh1,1.4433562001812499,1.4473895206949503,1.4476315712895653,-0.24205059461501754
0.042604773674,hh2,1.4171104084557502,1.4131539882852504,1.4126938246732152,0.4601636120351582
0.044457155139,e1,2.953607611927,2.9422540708050997,2.9421918538804746,0.06221692462515804
0.044457155139,e2,3.0920751289054,3.0619495350479506,3.061910813646169,0.03872140178184935
0.044457155139,hh1,1.44331952500645,1.44735284552015,1.4476161233851372,-0.2632778649871437
0.044457155139,hh2,1.4171405598617501,1.41318413969125,1.4126851534386158,0.4989862526341149
0.046309536603,e1,2.9537007794481998,2.942347238326299,2.942279791508648,0.06744681765091798
0.046309536603,e2,3.0921539133705,3.06202831951305,3.061986351526233,0.041967986816882075
0.046309536603,hh1,1.4432813377887,1.4473146583024004,1.4476000181230821,-0.28535982068178534
0.046309536603,hh2,1.417171659294,1.4132152391234998,1.4126761132153145,0.5391259081852784
0.048161918067,e1,2.9537977396458004,2.9424441985238996,2.942371318427767,0.07288009613271029
0.048161918067,e2,3.0922359068950502,3.0621103130376004,3.062064972585076,0.04534045252446717
0.048161918067,hh1,1.4432416446719,1.4472749651856003,1.4475832555033925,-0.3082903177922258
0.048161918067,hh2,1.41720367020105,1.4132472500305502,1.4126667040033072,0.5805460272430008
0.050014299531,e1,2.95389849133975,2.942544950217849,2.942466434637831,0.07851558001803483
0.050014299531,e2,3.09232110877665,3.0621955149192,3.0621466768226964,0.04883809650380044
0.050014299531,hh1,1.4432004520646,1.4472337725783004,1.4475658355260677,-0.3320629477672199
