k_per_nm,raw_solver_index,assigned_physical_state,energy_eV,tracking_score,assignment_margin,confidence,dominant_spinor_character,tracking_method,finite_k_overlap_available,kramers_pair_splitting_meV
0.0,11+12,e1,2.9525116792099,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.0
0.001852381464,11+12,e1,2.95251361872665,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.007323646499912684
0.003704762928,11+12,e1,2.9525193288683,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.01464711380005923
0.005557144392,11+12,e1,2.9525288461113,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.021970223599954153
0.007409525856,11+12,e1,2.952542170339,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.02929279699959153
0.009261907321,11+12,e1,2.95255930138855,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.03661465570026223
0.011114288785,11+12,e1,2.9525802390501,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.04393562100002413
0.012966670249,11+12,e1,2.95260498306765,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.05125551450024801
0.014819051713,11+12,e1,2.9526335331383997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.05857415780008424
0.016671433177,11+12,e1,2.9526658889129997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.06589137280021973
0.018523814641,11+12,e1,2.9527020499958,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.073206981200169
0.020376196105,11+12,e1,2.95274202124375,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.08052082969989272
0.022228577569,11+12,e1,2.95278579744925,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.08783272330026293
0.024080959033,11+12,e1,2.95283337749395,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.09514248170017225
0.025933340497,11+12,e1,2.95288476079615,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.10244992729990798
0.027785721962,11+12,e1,2.9529399467278497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.10975488270004163
0.029638103426,11+12,e1,2.9529989346146,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.11705717080001676
0.03149048489,11+12,e1,2.9530617237358,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.12435661439980095
0.033342866354,11+12,e1,2.95312831332465,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.1316530371000546
0.035195247818,11+12,e1,2.95319870256815,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.13894626190014137
0.037047629282,11+12,e1,2.95327289060715,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.14623611289987792
0.038900010746,11+12,e1,2.95335087653665,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.15352241390020893
0.04075239221,11+12,e1,2.9534326594054,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.16080498919990305
0.042604773674,11+12,e1,2.95351823821655,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.16808366329978952
0.044457155139,11+12,e1,2.953607611927,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.17535826100001373
0.046309536603,11+12,e1,2.9537007794481998,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.1826286075998773
0.048161918067,11+12,e1,2.9537977396458004,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.1898945284000142
0.050014299531,11+12,e1,2.95389849133975,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.19715584930013463
0.051866680995,11+12,e1,2.9540030333043,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.20441239660007327
0.053719062459,11+12,e1,2.9541113642686,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.21166399660010882
0.055571443923,11+12,e1,2.9542234829160003,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.2189104763998806
0.057423825387,11+12,e1,2.9543393878849002,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.22615166320028024
0.059276206851,11+12,e1,2.95445907776815,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.23338738489986355
0.061128588316,11+12,e1,2.9545825511137,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.24061746940029494
0.06298096978,11+12,e1,2.9547098064243498,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.24784174550029903
0.064833351244,11+12,e1,2.954840842158,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.2550600419999327
0.066685732708,11+12,e1,2.95497565672775,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.26227218870022995
0.068538114172,11+12,e1,2.9551142485019,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.2694780152001641
0.070390495636,11+12,e1,2.9552566158040996,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.27667735220004985
0.0722428771,11+12,e1,2.9554027569136,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.28387003040020176
0.074095258564,11+12,e1,2.9555526700652504,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.29105588129985094
0.075947640028,11+12,e1,2.9557063534493997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.29823473680012924
0.077800021492,11+12,e1,2.9558638052125,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3054064295997527
0.079652402957,11+12,e1,2.95602502345675,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.31257079250002207
0.081504784421,11+12,e1,2.9561900062405,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3197276591997422
0.083357165885,11+12,e1,2.95635875157845,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3268768637001429
0.085209547349,11+12,e1,2.95653125744125,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.33401824089995813
0.087061928813,11+12,e1,2.9567075217563,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.34115162599990256
0.088914310277,11+12,e1,2.9568875424076504,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3482768550999715
0.090766691741,11+12,e1,2.9570713172358003,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3553937644000804
0.092619073205,11+12,e1,2.95725884403835,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.36250219130007366
0.094471454669,11+12,e1,2.9574501205698,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3696019735999201
0.096323836134,11+12,e1,2.9576451445418,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.37669294960007704
0.098176217598,11+12,e1,2.9578439136234,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.3837749583999184
0.100028599062,11+12,e1,2.95804642544095,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.39084783989995486
0.101880980526,11+12,e1,2.9582526775786,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.39791143459977363
0.10373336199,11+12,e1,2.95846266757795,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.4049655833000543
0.105585743454,11+12,e1,2.95867639293885,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.4120101282998334
0.107438124918,11+12,e1,2.95889385111895,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.41904491169963975
0.109290506382,11+12,e1,2.9591150395343497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.4260697771001354
0.111142887846,11+12,e1,2.95933995555935,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.43308456830004616
0.112995269311,11+12,e1,2.95956859345275,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.4400890590998685
0.114847650775,11+12,e1,2.95980094732775,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.4470830164997608
0.116700032239,11+12,e1,2.9600370207043,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.45406642959999743
0.118552413703,11+12,e1,2.96027681079235,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.46103914570005955
0.120404795167,11+12,e1,2.9605203147612,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.46800101260036087
0.122257176631,11+12,e1,2.96076752973955,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.47495187869994737
0.124109558095,11+12,e1,2.9610184528156998,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.48189159360001455
0.125961939559,11+12,e1,2.9612730810376497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.48882000770023026
0.127814321023,11+12,e1,2.9615314114135,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.49573697199978284
0.129666702487,11+12,e1,2.9617934409115003,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5026423381999656
0.131519083952,11+12,e1,2.96205916646025,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5095359594999849
0.133371465416,11+12,e1,2.96232858494865,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.516417689099935
0.13522384688,11+12,e1,2.9626016932268,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5232873816001238
0.137076228344,11+12,e1,2.9628784881052503,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5301448922998553
0.138928609808,11+12,e1,2.9631589663558,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5369900774003789
0.140780991272,11+12,e1,2.96344312471185,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5438227940999241
0.142633372736,11+12,e1,2.9637309598679,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5506429001997937
0.1444857542,11+12,e1,2.9640224684804997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5574502545999671
0.146338135664,11+12,e1,2.9643176471679498,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5642447169003084
0.148190517129,11+12,e1,2.9646164925107,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5710261481999268
0.150042898593,11+12,e1,2.9649190010517,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5777944097999921
0.151895280057,11+12,e1,2.9652251692961498,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5845493643001909
0.153747661521,11+12,e1,2.96553499371225,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5912908753002988
0.155600042985,11+12,e1,2.9658484707310997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.5980188070000558
0.157452424449,11+12,e1,2.96616559674695,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6047330247000993
0.159304805913,11+12,e1,2.9664863681177,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6114333950000272
0.161157187377,11+12,e1,2.96681078116435,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6181197850998466
0.163009568841,11+12,e1,2.96713883217235,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6247920630997328
0.164861950305,11+12,e1,2.9674705173908,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6314500983997107
0.16671433177,11+12,e1,2.9678058330332497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6380937611001336
0.168566713234,11+12,e1,2.96814477527775,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6447229224999518
0.170419094698,11+12,e1,2.9684873402670497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6513374546996964
0.172271476162,11+12,e1,2.96883352410895,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6579372311001919
0.174123857626,11+12,e1,2.9691833228765,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6645221256000866
0.17597623909,11+12,e1,2.9695367326078,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6710920135999388
0.177828620554,11+12,e1,2.9698937493072,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6776467714000312
0.179681002018,11+12,e1,2.97025436894445,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6841862761000073
0.181533383482,11+12,e1,2.9706185874557,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6907104062001679
0.183385764947,11+12,e1,2.97098640074325,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.6972190408998102
0.185238146411,11+12,e1,2.97135780467635,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7037120605000169
0.187090527875,11+12,e1,2.9717327950907997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.710189346400103
0.188942909339,11+12,e1,2.9721113677895,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7166507814000411
0.190795290803,11+12,e1,2.9724935185428,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7230962486000081
0.192647672267,11+12,e1,2.9728792430885997,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7295256327997102
0.194500053731,11+12,e1,2.9732685371325003,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7359388195999905
0.196352435195,11+12,e1,2.9736613963481497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.742335695699925
0.198204816659,11+12,e1,2.97405781637775,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7487161487000904
0.200057198124,11+12,e1,2.9744577928317497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7550800677003089
0.201909579588,11+12,e1,2.9748613212895503,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7614273425002871
0.203761961052,11+12,e1,2.9752683972996,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7677578642000249
0.205614342516,11+12,e1,2.9756790163795497,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.774071524700215
0.20746672398,11+12,e1,2.9760931740166,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.780368217200067
0.209319105444,11+12,e1,2.97651086566785,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7866478362998919
0.211171486908,11+12,e1,2.9769320867604003,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7929102767998408
0.213023868372,11+12,e1,2.9773568326917,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.7991554356001629
0.214876249836,11+12,e1,2.97778509882965,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8053832101002634
0.2167286313,11+12,e1,2.9782168805129,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8115934989998408
0.218581012765,11+12,e1,2.9786521730515,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8177862020000148
0.220433394229,11+12,e1,2.9790909717264,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8239612200000579
0.222285775693,11+12,e1,2.9795332717904,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8301184550001395
0.224138157157,11+12,e1,2.9799790684682,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8362578100000739
0.225990538621,11+12,e1,2.9804283569562,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8423791891996046
0.227842920085,11+12,e1,2.98088113242365,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8484824981001005
0.229695301549,11+12,e1,2.98133739001205,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8545676429001503
0.231547683013,11+12,e1,2.981797124836,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8606345312003327
0.233400064477,11+12,e1,2.98226033198305,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8666830718997431
0.235252445942,11+12,e1,2.98272700651435,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.872713174500106
0.237104827406,11+12,e1,2.98319714346455,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8787247498998063
0.23895720887,11+12,e1,2.9836707378423,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8847177104001069
0.240809590334,11+12,e1,2.9841477846302,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8906919687996506
0.242661971798,11+12,e1,2.9846282787858502,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.8966474396996382
0.244514353262,11+12,e1,2.9851122152409504,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.9025840382999029
0.246366734726,11+12,e1,2.9855995889024998,nan,nan,LIMITED_NO_FINITE_K_SPINOR,cb1,fixed solver dispersion columns; Kramers-pair average,False,0.9085016810002067
