k_per_nm,state_1_eV,state_2_eV
0,2.9411581380879994,3.0610228581580006
0.0018523814641067001,2.9411600776047493,3.0610245886096004
0.0037047629282133,2.9411657877463995,3.0610294130192499
0.0055571443923200002,2.9411753049894003,3.0610374550703505
0.0074095258564266997,2.9411886292171001,3.0610487146937504
0.0092619073205332993,2.9412057602666497,3.0610631917928504
0.01111428878464,2.9412266979281991,3.06108088624315
0.012966670248747,2.9412514419457496,3.0611017978926003
0.014819051712853,2.9412799920164989,3.0611259265616506
0.016671433176960002,2.941312347791099,3.0611532720427506
0.018523814641067001,2.9413485088738991,3.0611838341011501
0.020376196105173001,2.9413884801218497,3.0612176312402499
0.022228577569280001,2.9414322563273494,3.06125464646095
0.024080959033387001,2.94147983637205,3.0612948773808006
0.025933340497493001,2.9415312196742498,3.0613383236539504
0.0277857219616,2.9415864056059497,3.0613849849070998
0.029638103425707,2.9416453934926992,3.0614348607390505
0.031490484889813,2.9417081826138993,3.0614879507215007
0.033342866353920003,2.9417747722027503,3.0615442543983504
0.035195247818026999,2.9418451614462491,3.0616037712861499
0.037047629282133003,2.94191934948525,3.0616665008740003
0.038900010746239999,2.9419973354147491,3.0617324426235499
0.040752392210347002,2.9420791182835,3.0618015959690505
0.042604773674452999,2.9421646970946496,3.0618739603173499
0.044457155138560002,2.9422540708050997,3.0619495350479506
0.046309536602666998,2.942347238326299,3.06202831951305
0.048161918066773002,2.9424441985238996,3.0621103130376004
0.050014299530879998,2.9425449502178491,3.0621955149192002
0.051866680994987001,2.9426494921823991,3.0622839244282001
0.053719062459092998,2.9427578231466995,3.0623755408079005
0.055571443923200001,2.9428699417941004,3.0624703632743002
0.057423825387306997,2.9429858467629995,3.0625683910163501
0.059276206851413001,2.9431055366462502,3.0626696231958497
0.061128588315519997,2.9432290099917999,3.0627740589475505
0.062980969779627,2.9433562653024499,3.0628816973792996
0.064833351243733003,2.9434873010361002,3.0629925375718501
0.066685732707840006,2.9436221156058497,3.0631065785792004
0.068538114171946996,2.9437607073799992,3.0632238194282002
0.070390495636052999,2.9439030746821988,3.0633442591190501
