wavelength_nm,Re_electron,Im_electron,Re_hole,Im_hole,Re_total,Im_total,cancellation_fraction_modulus
400,6.1622995729636196,0.0055218963440269442,-5.7623904449662282,-0.0051392885213224554,0.39990912799739076,0.00038260782270448958,0.96646376965804026
401,6.2157379548705034,0.0055967006783305216,-5.8121533752901868,-0.0052085746101948249,0.40358457958031768,0.00038812606813569688,0.96644593867059259
402,6.2696155675253307,0.0056725010079649116,-5.8623222703984252,-0.0052787764926718866,0.40729329712690576,0.00039372451529302637,0.96642800788028993
403,6.3239364858137721,0.005749311413529982,-5.9129008554695437,-0.0053499069855877232,0.41103563034422863,0.00039940442794225944,0.96640997638121051
404,6.3787048322341811,0.0058271462008572311,-5.9638928986555424,-0.0054219791082780076,0.41481193357863766,0.00040516709257922283,0.96639184325610339
405,6.4339247775881372,0.0059060199051825949,-6.0153022116962767,-0.0054950060862796572,0.41862256589185864,0.00041101381890293722,0.9663736075762076
406,6.4896005416830285,0.0059859472954085606,-6.0671326505444876,-0.0055690013551084683,0.42246789113854,0.00041694594030009294,0.96635526840107056
407,6.5457363940470579,0.0060669433784577781,-6.119388116001681,-0.0056439785641166154,0.42634827804537612,0.00042296481434116282,0.96633682477835914
408,6.6023366546568036,0.0061490234037203575,-6.1720725543650223,-0.005719951580431884,0.43026410029178153,0.00042907182328847282,0.96631827574366957
409,6.6594056946777149,0.0062322028675972398,-6.2251899580855525,-0.0057969344929807327,0.43421573659216151,0.00043526837461650746,0.96629962032033334
410,6.7169479372177001,0.0063164975181419294,-6.2787443664378575,-0.005874941616597051,0.43820357077984229,0.00044155590154487689,0.96628085751921888
411,6.7749678580941994,0.0064019233598031364,-6.3327398662015151,-0.0059539874962189166,0.44222799189268525,0.00044793586358421954,0.96626198633852822
412,6.8334699866148956,0.0064884966582707052,-6.3871805923545075,-0.0060340869111752717,0.44628939426038894,0.0004544097470954322,0.96624300576359257
413,6.8924589063724744,0.0065762339454275391,-6.442070728778889,-0.0061152548795649596,0.45038817759358574,0.00046097906586258072,0.96622391476666181
414,6.9519392560536355,0.0066651520244100475,-6.4974145089788973,-0.0061975066627301661,0.45452474707474,0.00046764536167988183,0.96620471230668858
415,7.0119157302627428,0.0067552679747799986,-6.553216216811883,-0.0062808577698268168,0.45869951345085991,0.00047441020495318223,0.96618539732911202
416,7.072393080360329,0.0068465991578103664,-6.6094801872321849,-0.0063653239624941321,0.46291289312814443,0.00048127519531623365,0.96616596876563277
