wavelength_nm,min_detuning_eV,near_mask,off_mask,abs_Im_over_Re,ratio_valid
400,1.2952018094796496,0,1,0.00095673690825828295,1
401,1.2874721213000986,0,1,0.00096169697201836624,1
402,1.2797808892806448,0,1,0.00096668547719887569,1
403,1.2721278271471435,0,1,0.00097170269061047469,1
404,1.2645126514598477,0,1,0.00097674888252079076,1
405,1.256935081578415,0,1,0.00098182432671131497,1
406,1.249394839627433,0,1,0.00098692930053556139,1
407,1.2418916504624504,0,1,0.00099206408497830691,1
408,1.2344252416365125,0,1,0.00099722896471608909,1
409,1.2269953433671801,0,1,0.001002424228178848,1
410,1.2196016885040399,0,1,0.0010076501676128944,1
411,1.2122440124966811,0,1,0.0010129070791450928,1
412,1.2049220533631448,0,1,0.00101819526284845,1
413,1.1976355516588262,0,1,0.0010235150228089509,1
414,1.1903842504458333,0,1,0.0010288666671937762,1
415,1.1831678952627822,0,1,0.0010342505083210762,1
416,1.1759862340950344,0,1,0.0010396668627309245,1
417,1.1688390173453569,0,1,0.0010451160512579948,1
418,1.1617259978050085,0,1,0.0010505983991056609,1
419,1.1546469306252343,0,1,0.0010561142359215906,1
420,1.1476015732891733,0,1,0.0010616638958750545,1
421,1.1405896855841626,0,1,0.00106724771773571,1
422,1.1336110295744364,0,1,0.0010728660449542586,1
423,1.1266653695742121,0,1,0.0010785192257445953,1
424,1.1197524721211591,0,1,0.0010842076131678633,1
425,1.1128721059502378,0,1,0.001089931565218261,1
426,1.1060240419679124,0,1,0.0010956914449107296,1
427,1.0992080532267221,0,1,0.0011014876203704084,1
428,1.0924239149002104,0,1,0.0011073204649242317,1
429,1.0856714042582043,0,1,0.0011131903571943256,1
430,1.0789503006424401,0,1,0.0011190976811935518,1
431,1.0722603854425268,0,1,0.0011250428264231354,1
432,1.0656014420722424,0,1,0.0011310261879723742,1
433,1.0589732559461624,0,1,0.0011370481666206523,1
434,1.0523756144566083,0,1,0.0011431091689416239,1
435,1.0458083069509141,0,1,0.0011492096074097861,1
436,1.0392711247090074,0,1,0.0011553499005093181,1
437,1.032763860921297,0,1,0.0011615304728455826,1
438,1.026286310666864,0,1,0.0011677517552588343,1
439,1.0198382708919502,0,1,0.0011740141849407991,1
440,1.0134195403887407,0,1,0.0011803182055536894,1
441,1.0070299197744341,0,1,0.0011866642673520045,1
442,1.0006692114706,0,1,0.0011930528273071603,1
443,0.99433721968280997,0,1,0.0011994843492348726,1
444,0.98803375038055075,0,1,0.0012059593039256164,1
445,0.9817586112774026,0,1,0.0012124781692779772,1
446,0.97551161181148816,0,1,0.0012190414304351805,1
447,0.96929256312618195,0,1,0.0012256495799247836,1
448,0.96310127805107815,0,1,0.0012323031178016436,1
449,0.95693757108321309,0,1,0.0012390025517942558,1
450,0.95080125836853835,0,1,0.0012457483974545273,1
451,0.94469215768364068,0,1,0.0012525411783111712,1
452,0.93861008841770266,0,1,0.0012593814260266395,1
453,0.93255487155470496,0,1,0.0012662696805579396,1
454,0.92652632965586124,0,1,0.0012732064903212517,1
455,0.92052428684228715,0,1,0.0012801924123604551,1
456,0.91454856877789537,0,1,0.0012872280125199253,1
457,0.90859900265251614,0,1,0.0012943138656213125,1
458,0.90267541716523914,0,1,0.0013014505556448177,1
459,0.89677764250797187,0,1,0.0013086386759148161,1
460,0.89090551034921495,0,1,0.0013158788292901202,1
461,0.88505885381804461,0,1,0.0013231716283588796,1
462,0.87923750748830765,0,1,0.0013305176956384562,1
463,0.87344130736301917,0,1,0.0013379176637800983,1
464,0.86767009085895985,0,1,0.0013453721757789635,1
465,0.8619236967914774,0,1,0.0013528818851892969,1
466,0.85620196535947812,0,1,0.0013604474563450686,1
467,0.85050473813061345,0,1,0.0013680695645862738,1
468,0.84483185802665828,0,1,0.001375748896491027,1
469,0.83918316930907411,0,1,0.0013834861501134572,1
470,0.83355851756475596,0,1,0.001391282035227987,1
471,0.82795774969196367,0,1,0.0013991372735796615,1
472,0.82238071388642942,0,1,0.001407052599141211,1
473,0.81682725962764113,0,1,0.0014150287583767759,1
474,0.81129723766530359,0,1,0.0014230665105123875,1
475,0.80579050000596553,0,1,0.0014311666278138304,1
476,0.80030689989981774,0,1,0.0014393298958717167,1
477,0.7948462918276582,0,1,0.0014475571138941889,1
478,0.78940853148801793,0,1,0.0014558490950074422,1
479,0.78399347578445111,0,1,0.0014642066665643163,1
480,0.77860098281298296,0,1,0.0014726306704612915,1
481,0.77323091184971204,0,1,0.0014811219634639238,1
482,0.76788312333857078,0,1,0.0014896814175413486,1
483,0.76255747887923553,0,1,0.0014983099202097738,1
484,0.7572538412151868,0,1,0.0015070083748855597,1
