k_per_nm,state_1_eV,state_2_eV
0,1.4478054423840001,1.4127914221860003
0.0027785721961600001,1.4478036612983505,1.41279308099495
0.0055571443923200002,1.4477983184351506,1.4127979889192996
0.0083357165884800008,1.4477894157253004,1.4128061518327
0.01111428878464,1.4477769562612,1.4128175438835502
0.0138928609808,1.4477609443752002,1.4128321291613499
0.016671433176960002,1.4477413856417003,1.4128498619717496
0.01945000537312,1.4477182868824501,1.4128706880627999
0.022228577569280001,1.4476916561719999,1.4128945447847503
0.025007149765439999,1.4476615028322504,1.4129213569791004
0.0277857219616,1.4476278374484,1.4129510438607502
0.030564294157759998,1.4475906718719,1.4129835171452498
0.033342866353920003,1.447550019228,1.4130186816319501
0.036121438550080001,1.4475058939234005,1.4130564358089499
0.038900010746239999,1.4474583116547002,1.4130966724708003
0.041678582942399997,1.4474072894182999,1.4131392793410003
0.044457155138560002,1.4473528455201004,1.4131841396912499
0.04723572733472,1.4472949995871003,1.4132311329501004
0.050014299530879998,1.4472337725783502,1.4132801352949
0.052792871727040003,1.4471691867982004,1.4133310202209497
0.055571443923200001,1.4471012659093503,1.4133836590838502
0.058350016119359999,1.4470300349469503,1.4134379216105497
0.061128588315519997,1.4469555203336,1.4134936763760502
0.063907160511679995,1.4468777498948502,1.413550791245
0.066685732707840006,1.4467967528758503,1.4136091337743997
0.069464304904000004,1.4467125599584001,1.4136685715791497
0.072242877100160002,1.4466252032789499,1.41372897265915
0.07502144929632,1.44653471644715,1.4137902056879499
0.077800021492479998,1.44644113456515,1.4138521402658997
0.080578593688639996,1.4463444942477499,1.4139146471371999
0.083357165884799994,1.4462448336428,1.41397759837285
0.086135738080960006,1.4461421924526998,1.4140408675229499
0.088914310277120004,1.4460366119555006,1.4141043297379001
0.091692882473280002,1.44592813502775,1.4141678618632003
0.09447145466944,1.4458168061663501,1.4142313425080499
0.097250026865599998,1.4457026715118999,1.4142946520912503
0.10002859906176,1.4455857788711002,1.4143576728663003
0.10280717125791999,1.4454661777404005,1.4144202889274
0.10558574345408001,1.4453439193285005,1.4144823861995999
0.10836431565024,1.4452190565791498,1.41454385241365
0.1111428878464,1.4450916441935504,1.4146045770690501
0.11392146004256,1.4449617384441005,1.4146644490181499
0.11670003223872,1.44482939762445,1.4147233617119497
0.11947860443488,1.4446946819944004,1.4147812115805003
0.12225717663103999,1.4445576534914502,1.4148378946348004
