wavelength_nm,production,radial_kdk,bare_2pi_kdk,equal_points,k0_only
424.0,0.006111836261959495,0.0061118362619594895,0.0061118362619594965,0.00269921948911536,0.0007366325349623812
425.0,0.006168045542453238,0.006168045542453227,0.006168045542453274,0.0027236470024757826,0.0007430857917129891
426.0,0.006224783827904645,0.006224783827904726,0.006224783827904752,0.0027482984826573886,0.000749595034727546
427.0,0.006282057075391148,0.00628205707539117,0.006282057075391129,0.0027731763690902627,0.0007561608294808659
428.0,0.006339871327381731,0.0063398713273817835,0.006339871327381733,0.002798283134977286,0.0007627837486364905
429.0,0.006398232713256364,0.0063982327132563735,0.006398232713256432,0.0028236212878743616,0.0007694643721592391
430.0,0.006457147450856692,0.006457147450856752,0.006457147450856747,0.002849193370282669,0.0007762032874298866
431.0,0.006516621848070609,0.006516621848070676,0.0065166218480706695,0.0028750019602529217,0.0007830010893619717
432.0,0.006576662304450916,0.006576662304450908,0.006576662304450931,0.0029010496720025753,0.0007898583805208124
433.0,0.006637275312868533,0.0066372753128685485,0.006637275312868572,0.002927339156545684,0.0007967757712447842
434.0,0.006698467461202867,0.006698467461202944,0.006698467461202834,0.002953873102336095,0.000803753879768869
435.0,0.0067602454340673825,0.0067602454340674155,0.006760245434067496,0.0029806542359241384,0.0008107933323505955
436.0,0.006822616014574314,0.006822616014574342,0.006822616014574321,0.0030076853226272283,0.0008178947633983619
437.0,0.00688558608613706,0.006885586086137113,0.006885586086137098,0.003034969167214836,0.0008250588156022061
438.0,0.006949162634313346,0.006949162634313379,0.006949162634313334,0.003062508614607692,0.0008322861400670978
439.0,0.0070133527486881545,0.007013352748688158,0.007013352748688127,0.003090306550592166,0.0008395773964488143
440.0,0.007078163624799171,0.00707816362479925,0.0070781636247992195,0.0031183659025500955,0.0008469332530924057
441.0,0.007143602566105196,0.007143602566105184,0.00714360256610526,0.0031466896402039765,0.000854354387173389
442.0,0.007209676985997688,0.0072096769859977235,0.007209676985997738,0.003175280776378664,0.0008618414848416546
443.0,0.007276394409858643,0.00727639440985877,0.007276394409858739,0.0032041423677791857,0.000869395241368172
444.0,0.007343762477164457,0.007343762477164507,0.007343762477164517,0.0032332775157857025,0.0008770163612946463
445.0,0.007411788943636927,0.007411788943636942,0.007411788943636925,0.0032626893672660627,0.0008847055585859941
446.0,0.007480481683443722,0.007480481683443749,0.007480481683443736,0.003292381115405684,0.0008924635567859151
447.0,0.007549848691449072,0.00754984869144905,0.007549848691449134,0.003322356000555837,0.0009002910891755142
448.0,0.007619898085515525,0.007619898085515564,0.0076198980855155755,0.00335261731110141,0.0009081888989350622
449.0,0.0076906381088588565,0.007690638108858925,0.007690638108858926,0.003383168384346598,0.0009161577393089368
450.0,0.007762077132457799,0.007762077132457851,0.00776207713245781,0.0034140126074213464,0.0009241983737739776
451.0,0.007834223657518583,0.007834223657518595,0.007834223657518647,0.0034451534182078935,0.0009323115762110613
452.0,0.007907086317997837,0.007907086317997861,0.00790708631799787,0.0034765943062876506,0.0009404981310802472
453.0,0.007980673883183576,0.007980673883183641,0.007980673883183674,0.003508338813910002,0.0009487588335993476
454.0,0.008054995260337837,0.0080549952603379,0.008054995260337885,0.0035403905369824538,0.0009570944899262016
455.0,0.008130059497399908,0.008130059497399979,0.008130059497399904,0.0035727531260838197,0.0009655059173446346
456.0,0.00820587578575482,0.008205875785754858,0.008205875785754895,0.003605430287500016,0.0009739939444541215
457.0,0.008282453463067172,0.008282453463067286,0.008282453463067227,0.0036384257842838807,0.0009825594113634334
458.0,0.008359802016182156,0.008359802016182269,0.00835980201618228,0.0036717434373391977,0.0009912031698881742
459.0,0.008437931084096406,0.008437931084096491,0.008437931084096486,0.0037053871265297295,0.0009999260837524379
460.0,0.008516850460999821,0.008516850460999889,0.008516850460999882,0.0037393607918139796,0.0010087290287945905
461.0,0.00859657009939122,0.00859657009939129,0.00859657009939121,0.00377366843440645,0.0010176128931773335
462.0,0.008677100113269073,0.008677100113269168,0.008677100113269188,0.003808314117965553,0.0010265785776021057
463.0,0.008758450781400386,0.008758450781400392,0.0087584507814004,0.0038433019698100894,0.0010356269955279825
464.0,0.008840632550668432,0.008840632550668486,0.008840632550668541,0.0038786361821637303,0.0010447590733951892
465.0,0.008923656039503843,0.008923656039503895,0.008923656039503918,0.003914321013429106,0.0010539757508531726
466.0,0.009007532041399386,0.009007532041399377,0.009007532041399337,0.003950360789492332,0.001063277980993681
467.0,0.009092271528511633,0.009092271528511683,0.009092271528511626,0.003986759905058317,0.0010726667305885629
468.0,0.00917788565535274,0.009177885655352824,0.009177885655352767,0.004023522825018238,0.0010821429803328027
469.0,0.009264385762574092,0.00926438576257425,0.00926438576257421,0.004060654085849652,0.0010917077250925508
470.0,0.009351783380844058,0.00935178338084424,0.009351783380844173,0.004098158297050591,0.001101361974158587
471.0,0.009440090234824405,0.009440090234824458,0.00944009023482437,0.004136040142608544,0.0011111067515051879
472.0,0.009529318247246003,0.00952931824724606,0.009529318247246094,0.004174304382504406,0.001120943096054504
473.0,0.009619479543089646,0.009619479543089756,0.009619479543089691,0.0042129558542542585,0.0011308720619467155
474.0,0.009710586453871656,0.009710586453871699,0.009710586453871713,0.0042519994744882415,0.0011408947188159878
