observable,normalized_RMSE,correlation,phase_deg,status
abs_Re,0.23298555443378113,0.3536007522396896,173,DIAGNOSTIC ONLY
Re,0.43667376757567833,-0.36435764695224665,174,DIAGNOSTIC ONLY
abs_Re,0.23354668965805533,0.34786308479964034,174,DIAGNOSTIC ONLY
Re,0.43703300259922406,-0.3646224408917937,175,DIAGNOSTIC ONLY
abs_Re,0.2341505432697115,0.3419294558054413,175,DIAGNOSTIC ONLY
Re,0.4374390062789531,-0.3647782914409606,176,DIAGNOSTIC ONLY
abs_Re,0.23479878486049519,0.33580771686745187,176,DIAGNOSTIC ONLY
Re,0.4378937820502882,-0.36482486133828274,177,DIAGNOSTIC ONLY
abs_Re,0.2354930595192266,0.3295067405030962,177,DIAGNOSTIC ONLY
Re,0.43839951126738314,-0.3647618408739509,178,DIAGNOSTIC ONLY
abs_Re,0.2362358379571679,0.3230362586899043,178,DIAGNOSTIC ONLY
Re,0.4389585672396377,-0.36458894875127384,179,DIAGNOSTIC ONLY
abs_Re,0.23702869693719467,0.31640702339039267,179,DIAGNOSTIC ONLY
Re,0.4395735307766432,-0.36430593295856384,180,DIAGNOSTIC ONLY
abs_Re,0.23787347931116054,0.3096300795070898,180,DIAGNOSTIC ONLY
Re,0.4402175102875686,-0.3639125716493458,181,DIAGNOSTIC ONLY
abs_Re,0.23877173985856895,0.30271944072800094,181,DIAGNOSTIC ONLY
Re,0.4407328219086164,-0.36340867402868904,182,DIAGNOSTIC ONLY
abs_Re,0.2397259213863431,0.29568454821853996,182,DIAGNOSTIC ONLY
Re,0.4413048400701882,-0.3627940812433874,183,DIAGNOSTIC ONLY
abs_Re,0.24073041837782572,0.28853876767567377,183,DIAGNOSTIC ONLY
Re,0.44193632478782857,-0.3620686672736102,184,DIAGNOSTIC ONLY
abs_Re,0.24178697065057572,0.28129776548938884,184,DIAGNOSTIC ONLY
Re,0.4426302764717914,-0.3612323398235996,185,DIAGNOSTIC ONLY
abs_Re,0.24289771286257417,0.2739771055887842,185,DIAGNOSTIC ONLY
Re,0.4417234012960884,-0.36028504120887994,186,DIAGNOSTIC ONLY
abs_Re,0.24395644342640593,0.2665921718110432,186,DIAGNOSTIC ONLY
Re,0.44003266590019896,-0.3592267492374051,187,DIAGNOSTIC ONLY
abs_Re,0.24498004446333607,0.25915858042262635,187,DIAGNOSTIC ONLY
Re,0.43834930260223254,-0.35805747808199595,188,DIAGNOSTIC ONLY
abs_Re,0.2460096966087909,0.2516941545465443,188,DIAGNOSTIC ONLY
Re,0.4367265630858143,-0.35677727914136476,189,DIAGNOSTIC ONLY
abs_Re,0.2470428224822489,0.24422148351711184,189,DIAGNOSTIC ONLY
Re,0.4351621678286535,-0.35538624188698115,190,DIAGNOSTIC ONLY
abs_Re,0.24807364284272185,0.2367648387768747,190,DIAGNOSTIC ONLY
Re,0.43365399794844034,-0.35388449469298705,191,DIAGNOSTIC ONLY
abs_Re,0.2490983503918812,0.22934506519816836,191,DIAGNOSTIC ONLY
Re,0.4322000856251826,-0.3522722056463474,192,DIAGNOSTIC ONLY
abs_Re,0.2501125544297629,0.22198573916687578,192,DIAGNOSTIC ONLY
Re,0.43079860541692927,-0.3505495833343879,193,DIAGNOSTIC ONLY
abs_Re,0.2511159348895952,0.21469985913572714,193,DIAGNOSTIC ONLY
Re,0.4294478663949573,-0.3487168776068697,194,DIAGNOSTIC ONLY
abs_Re,0.25210797429466614,0.2075003855847677,194,DIAGNOSTIC ONLY
Re,0.4281463050328867,-0.34677438030974106,195,DIAGNOSTIC ONLY
abs_Re,0.2530872674374799,0.20040257045027546,195,DIAGNOSTIC ONLY
Re,0.42689247879168263,-0.34472242598771596,196,DIAGNOSTIC ONLY
abs_Re,0.2540532986172614,0.19341888560482715,196,DIAGNOSTIC ONLY
Re,0.42568506034923703,-0.3425613925528484,197,DIAGNOSTIC ONLY
abs_Re,0.2550066044219223,0.18655820160347905,197,DIAGNOSTIC ONLY
Re,0.42452283242927624,-0.3402917019162969,198,DIAGNOSTIC ONLY
abs_Re,0.25594863636389703,0.17982626239523966,198,DIAGNOSTIC ONLY
Re,0.4234046831898293,-0.3379138205805216,199,DIAGNOSTIC ONLY
abs_Re,0.2568808423570572,0.173228450429878,199,DIAGNOSTIC ONLY
Re,0.42232960213647125,-0.33542826018919963,200,DIAGNOSTIC ONLY
abs_Re,0.25780001945716613,0.16678667304318273,200,DIAGNOSTIC ONLY
Re,0.42121950576941664,-0.3328355780322158,201,DIAGNOSTIC ONLY
abs_Re,0.25870732577794486,0.1604879502240598,201,DIAGNOSTIC ONLY
Re,0.42007219038693094,-0.33013637750316194,202,DIAGNOSTIC ONLY
abs_Re,0.25959749809402616,0.15435779404267605,202,DIAGNOSTIC ONLY
Re,0.41896820894672687,-0.3273313085068607,203,DIAGNOSTIC ONLY
abs_Re,0.2604740523962006,0.14841476241944151,203,DIAGNOSTIC ONLY
Re,0.4179065858498882,-0.3244210678145381,204,DIAGNOSTIC ONLY
abs_Re,0.26134074290958653,0.14265703434481342,204,DIAGNOSTIC ONLY
Re,0.4168864413314603,-0.3214063993643772,205,DIAGNOSTIC ONLY
abs_Re,0.26219190298451295,0.13712081182582478,205,DIAGNOSTIC ONLY
Re,0.4159069884942067,-0.31828809450530837,206,DIAGNOSTIC ONLY
abs_Re,0.26303624263916225,0.13178148633860476,206,DIAGNOSTIC ONLY
Re,0.414967530778641,-0.315066992182036,207,DIAGNOSTIC ONLY
abs_Re,0.26387526917714843,0.12664216163957676,207,DIAGNOSTIC ONLY
Re,0.41406745985196536,-0.3117439790594375,208,DIAGNOSTIC ONLY
abs_Re,0.26470637910420847,0.12172312412043526,208,DIAGNOSTIC ONLY
Re,0.413206253901865,-0.30831998958464113,209,DIAGNOSTIC ONLY
abs_Re,0.265530273788531,0.11702990859621186,209,DIAGNOSTIC ONLY
Re,0.4123834763242568,-0.3047960059852437,210,DIAGNOSTIC ONLY
abs_Re,0.26635092401473975,0.112552398847743,210,DIAGNOSTIC ONLY
Re,0.4115987747971257,-0.30117305820232626,211,DIAGNOSTIC ONLY
abs_Re,0.26717380005411023,0.10827536780035497,211,DIAGNOSTIC ONLY
Re,0.4108518807355211,-0.2974522237570959,212,DIAGNOSTIC ONLY
abs_Re,0.2679969361088785,0.10421755523744973,212,DIAGNOSTIC ONLY
Re,0.4101324815994814,-0.2936346275501894,213,DIAGNOSTIC ONLY
abs_Re,0.2688242252067836,0.10035997542623513,213,DIAGNOSTIC ONLY
Re,0.4093274996069,-0.28972144159287827,214,DIAGNOSTIC ONLY
abs_Re,0.2696449917454841,0.09668566476094129,214,DIAGNOSTIC ONLY
Re,0.4085606510477989,-0.2857138846696167,215,DIAGNOSTIC ONLY
abs_Re,0.2704884726616353,0.09313707340902823,215,DIAGNOSTIC ONLY
Re,0.40783171641601473,-0.28161322193160554,216,DIAGNOSTIC ONLY
abs_Re,0.27132384272698695,0.08986196013758226,216,DIAGNOSTIC ONLY
Re,0.40714056025488277,-0.27742076442125224,217,DIAGNOSTIC ONLY
abs_Re,0.2721884739651822,0.08669354814236076,217,DIAGNOSTIC ONLY
Re,0.4064871315993054,-0.27313786852764793,218,DIAGNOSTIC ONLY
abs_Re,0.2730702108142628,0.08368931383812807,218,DIAGNOSTIC ONLY
Re,0.40587146480620145,-0.268765935373392,219,DIAGNOSTIC ONLY
abs_Re,0.27396408166539254,0.08088266742333153,219,DIAGNOSTIC ONLY
Re,0.40529368078171796,-0.26430641013335093,220,DIAGNOSTIC ONLY
abs_Re,0.274900391534913,0.0781356320256365,220,DIAGNOSTIC ONLY
Re,0.40475398861665435,-0.2597607812861411,221,DIAGNOSTIC ONLY
abs_Re,0.27583859630693985,0.07564020747814493,221,DIAGNOSTIC ONLY
Re,0.40425268764474925,-0.25513057979937703,222,DIAGNOSTIC ONLY
abs_Re,0.27681595735461445,0.073229056643057,222,DIAGNOSTIC ONLY
Re,0.4037878813968505,-0.25041737824994326,223,DIAGNOSTIC ONLY
abs_Re,0.2778330236873,0.07090662065891191,223,DIAGNOSTIC ONLY
Re,0.4032455889049284,-0.24562278988077835,224,DIAGNOSTIC ONLY
abs_Re,0.2788387854495835,0.06879200295828045,224,DIAGNOSTIC ONLY
Re,0.402742340000733,-0.2407484675958766,225,DIAGNOSTIC ONLY
abs_Re,0.27989090960940277,0.06672079713676526,225,DIAGNOSTIC ONLY
Re,0.4022785338637269,-0.2357961028954329,226,DIAGNOSTIC ONLY
abs_Re,0.28096026284365605,0.0648559688899517,226,DIAGNOSTIC ONLY
Re,0.40185466663926805,-0.23076742475326165,227,DIAGNOSTIC ONLY
abs_Re,0.2820765100259313,0.06305476081918497,227,DIAGNOSTIC ONLY
Re,0.4014713349148371,-0.2256641984388205,228,DIAGNOSTIC ONLY
abs_Re,0.2832569194114819,0.06123840008006402,228,DIAGNOSTIC ONLY
Re,0.4011292397177436,-0.22048822428636752,229,DIAGNOSTIC ONLY
abs_Re,0.2844350508148189,0.05972748761621888,229,DIAGNOSTIC ONLY
Re,0.4008291910684013,-0.21524133641395538,230,DIAGNOSTIC ONLY
abs_Re,0.28565758494937754,0.0583101852308973,230,DIAGNOSTIC ONLY
Re,0.40055604678012596,-0.20992540139514254,231,DIAGNOSTIC ONLY
abs_Re,0.28694315983321844,0.05687881668105904,231,DIAGNOSTIC ONLY
Re,0.4002328408604151,-0.2045423168864571,232,DIAGNOSTIC ONLY
abs_Re,0.2882505723665247,0.055514007132123726,232,DIAGNOSTIC ONLY
Re,0.3999529761420287,-0.19909401021379922,233,DIAGNOSTIC ONLY
abs_Re,0.28957538488160156,0.054387162158952736,233,DIAGNOSTIC ONLY
Re,0.39971744086982464,-0.1935824369210961,234,DIAGNOSTIC ONLY
abs_Re,0.290969335296133,0.053247304558021034,234,DIAGNOSTIC ONLY
Re,0.3995273475514595,-0.1880095792846483,235,DIAGNOSTIC ONLY
abs_Re,0.29241086907653896,0.052190525175047735,235,DIAGNOSTIC ONLY
Re,0.39938393977521236,-0.18237744479670506,236,DIAGNOSTIC ONLY
abs_Re,0.29389459728604195,0.0512693924541074,236,DIAGNOSTIC ONLY
Re,0.39928683910407814,-0.17668806462190087,237,DIAGNOSTIC ONLY
abs_Re,0.29541030278247343,0.05054322399655303,237,DIAGNOSTIC ONLY
Re,0.3991376698762349,-0.1709434920302493,238,DIAGNOSTIC ONLY
abs_Re,0.29695910769263706,0.049803656271036084,238,DIAGNOSTIC ONLY
Re,0.39903730799093945,-0.16514580081046096,239,DIAGNOSTIC ONLY
abs_Re,0.29858245723630256,0.049051703059438026,239,DIAGNOSTIC ONLY
Re,0.3989872674027546,-0.15929708366738166,240,DIAGNOSTIC ONLY
abs_Re,0.3002630247628625,0.04838410506672394,240,DIAGNOSTIC ONLY
Re,0.3989892180851457,-0.15339945060737742,241,DIAGNOSTIC ONLY
abs_Re,0.30197290263349963,0.04794804955810343,241,DIAGNOSTIC ONLY
Re,0.39902622673233695,-0.14745502731550458,242,DIAGNOSTIC ONLY
abs_Re,0.30374421784519096,0.047540632242157196,242,DIAGNOSTIC ONLY
Re,0.39903906241337156,-0.14146595352828506,243,DIAGNOSTIC ONLY
abs_Re,0.30554064366125205,0.047188746718652724,243,DIAGNOSTIC ONLY
Re,0.39910696307760385,-0.1354343814059002,244,DIAGNOSTIC ONLY
abs_Re,0.30740514228278476,0.04689110501498272,244,DIAGNOSTIC ONLY
Re,0.3992319726442317,-0.12936247390756261,245,DIAGNOSTIC ONLY
abs_Re,0.30929883196471375,0.046848876898802363,245,DIAGNOSTIC ONLY
Re,0.39938560662835215,-0.12325240317378353,246,DIAGNOSTIC ONLY
abs_Re,0.31126283398465765,0.04679036678245981,246,DIAGNOSTIC ONLY
Re,0.39953684968130637,-0.1171063489191735,247,DIAGNOSTIC ONLY
abs_Re,0.3132794771322274,0.046716141067290586,247,DIAGNOSTIC ONLY
Re,0.3997492343592535,-0.11092649683934655,248,DIAGNOSTIC ONLY
abs_Re,0.3153554550227312,0.046768947979137214,248,DIAGNOSTIC ONLY
Re,0.40000944190115295,-0.10471503703538733,249,DIAGNOSTIC ONLY
abs_Re,0.3174743233328883,0.046994700014602896,249,DIAGNOSTIC ONLY
Re,0.4002613138143039,-0.09847416245924279,250,DIAGNOSTIC ONLY
abs_Re,0.3196144811483221,0.0473055890222506,250,DIAGNOSTIC ONLY
Re,0.4005791756219714,-0.09220606738327768,251,DIAGNOSTIC ONLY
abs_Re,0.32183780733869033,0.04764825295568936,251,DIAGNOSTIC ONLY
Re,0.4009181184408542,-0.0859129458970964,252,DIAGNOSTIC ONLY
abs_Re,0.32406952054066285,0.04824754775807485,252,DIAGNOSTIC ONLY
Re,0.4012884609776474,-0.07959699043460258,253,DIAGNOSTIC ONLY
abs_Re,0.32637354683801806,0.04882537827206177,253,DIAGNOSTIC ONLY
Re,0.40170280455747587,-0.07326039033410839,254,DIAGNOSTIC ONLY
abs_Re,0.32873126076084885,0.04951173222848349,254,DIAGNOSTIC ONLY
Re,0.4021355407713296,-0.0669053304341547,255,DIAGNOSTIC ONLY
abs_Re,0.3311049132304614,0.050392961419260474,255,DIAGNOSTIC ONLY
Re,0.4026094362747961,-0.0605339897075255,256,DIAGNOSTIC ONLY
abs_Re,0.33352921141734204,0.05136551571463521,256,DIAGNOSTIC ONLY
Re,0.40311407114526066,-0.05414853993578775,257,DIAGNOSTIC ONLY
abs_Re,0.3359699337468566,0.052573114972254045,257,DIAGNOSTIC ONLY
Re,0.40363910678570813,-0.047751144426488173,258,DIAGNOSTIC ONLY
abs_Re,0.33845406160071945,0.05384697422875646,258,DIAGNOSTIC ONLY
Re,0.4042048055940484,-0.041343956774975016,259,DIAGNOSTIC ONLY
abs_Re,0.3409604489932472,0.05534352285886309,259,DIAGNOSTIC ONLY
Re,0.4047976835480907,-0.034929119672618,260,DIAGNOSTIC ONLY
abs_Re,0.3434723072286735,0.05708962262254684,260,DIAGNOSTIC ONLY
Re,0.4054061924966492,-0.028508763763014637,261,DIAGNOSTIC ONLY
abs_Re,0.345997117902846,0.05901458794346297,261,DIAGNOSTIC ONLY
Re,0.4060447072346749,-0.022085006547587924,262,DIAGNOSTIC ONLY
abs_Re,0.3485146620485497,0.06124246986349095,262,DIAGNOSTIC ONLY
Re,0.4067101566277803,-0.01565995134178522,263,DIAGNOSTIC ONLY
abs_Re,0.3510293638644185,0.06375184674189209,263,DIAGNOSTIC ONLY
Re,0.4074017481361173,-0.009235686282905045,264,DIAGNOSTIC ONLY
abs_Re,0.3535161853613361,0.06663625196822179,264,DIAGNOSTIC ONLY
Re,0.4081207532910989,-0.0028142833903863785,265,DIAGNOSTIC ONLY
abs_Re,0.3559599814047186,0.06997896091039597,265,DIAGNOSTIC ONLY
Re,0.40887031839242244,0.003602202320780904,266,DIAGNOSTIC ONLY
abs_Re,0.3583529261431093,0.07381967848867148,266,DIAGNOSTIC ONLY
Re,0.4096547653366382,0.010011733673054354,267,DIAGNOSTIC ONLY
abs_Re,0.3606741486066218,0.07827005757626998,267,DIAGNOSTIC ONLY
Re,0.40831079291170697,0.016412292105453568,268,DIAGNOSTIC ONLY
abs_Re,0.3610659717667511,0.08343938728791625,268,DIAGNOSTIC ONLY
Re,0.4054766225302106,0.022801878398663617,269,DIAGNOSTIC ONLY
abs_Re,0.3599913336955675,0.08931078079999241,269,DIAGNOSTIC ONLY
Re,0.40274752821924237,0.029178513346183745,270,DIAGNOSTIC ONLY
abs_Re,0.3583312336345216,0.0956127133899984,270,DIAGNOSTIC ONLY
Re,0.400087391326348,0.03554023837172121,271,DIAGNOSTIC ONLY
abs_Re,0.35544567622233947,0.10513504095260395,271,DIAGNOSTIC ONLY
Re,0.3975692876708123,0.04188511609320475,272,DIAGNOSTIC ONLY
abs_Re,0.3521469859214471,0.11412202494363141,272,DIAGNOSTIC ONLY
Re,0.39518525774965135,0.04821123083393154,273,DIAGNOSTIC ONLY
abs_Re,0.3487363941552168,0.12224657290212232,273,DIAGNOSTIC ONLY
Re,0.39284345427924605,0.05451668908151188,274,DIAGNOSTIC ONLY
abs_Re,0.345181539736383,0.12992311846924265,274,DIAGNOSTIC ONLY
Re,0.3905945606704427,0.0607996198954058,275,DIAGNOSTIC ONLY
abs_Re,0.3415084288021502,0.13739939511767998,275,DIAGNOSTIC ONLY
Re,0.38846692233116337,0.06705817526398197,276,DIAGNOSTIC ONLY
abs_Re,0.33779241601595145,0.1447602741913993,276,DIAGNOSTIC ONLY
Re,0.3864540400980915,0.07329053041214849,277,DIAGNOSTIC ONLY
abs_Re,0.33404652358939224,0.15205171271836695,277,DIAGNOSTIC ONLY
Re,0.38451252965945903,0.0794948840607124,278,DIAGNOSTIC ONLY
abs_Re,0.33026083216635765,0.15930518474670025,278,DIAGNOSTIC ONLY
Re,0.3826010191867841,0.08566945863874968,279,DIAGNOSTIC ONLY
abs_Re,0.32649698435984514,0.16646719304305432,279,DIAGNOSTIC ONLY
Re,0.3807946649777499,0.09181250045033887,280,DIAGNOSTIC ONLY
abs_Re,0.32284815851397414,0.17352548689379868,280,DIAGNOSTIC ONLY
Re,0.379088059144647,0.09792227979712728,281,DIAGNOSTIC ONLY
abs_Re,0.31931149240313356,0.1804974374843165,281,DIAGNOSTIC ONLY
Re,0.3774761979004762,0.10399709105826424,282,DIAGNOSTIC ONLY
abs_Re,0.315878010770914,0.18738824263673676,282,DIAGNOSTIC ONLY
Re,0.37595444926292954,0.11003525272932409,283,DIAGNOSTIC ONLY
abs_Re,0.31254927182672276,0.19423534248634838,283,DIAGNOSTIC ONLY
Re,0.37441176070796445,0.11603510742189355,284,DIAGNOSTIC ONLY
abs_Re,0.3092527757432471,0.20102530508830727,284,DIAGNOSTIC ONLY
Re,0.3729566249121415,0.1219950218255727,285,DIAGNOSTIC ONLY
abs_Re,0.306055945261678,0.20775854935050325,285,DIAGNOSTIC ONLY
Re,0.3715854184870594,0.12791338663418467,286,DIAGNOSTIC ONLY
abs_Re,0.30295900187958275,0.21445148663315916,286,DIAGNOSTIC ONLY
Re,0.3702942009132325,0.13378861643803056,287,DIAGNOSTIC ONLY
abs_Re,0.2999587571972654,0.2211234420480514,287,DIAGNOSTIC ONLY
Re,0.36907932341305766,0.13961914958407734,288,DIAGNOSTIC ONLY
abs_Re,0.29704730590259054,0.22771608697610446,288,DIAGNOSTIC ONLY
Re,0.3679374072086085,0.14540344800598223,289,DIAGNOSTIC ONLY
abs_Re,0.2942190432219883,0.23429081955758338,289,DIAGNOSTIC ONLY
Re,0.3668170342791166,0.15113999702589626,290,DIAGNOSTIC ONLY
abs_Re,0.29145326469687877,0.24082762556697723,290,DIAGNOSTIC ONLY
Re,0.36571353802273776,0.15682730513000256,291,DIAGNOSTIC ONLY
abs_Re,0.28874733425086846,0.24728517307051787,291,DIAGNOSTIC ONLY
Re,0.3646791970893804,0.162463903719762,292,DIAGNOSTIC ONLY
abs_Re,0.2861289966658156,0.25373007745020343,292,DIAGNOSTIC ONLY
Re,0.3637110665972052,0.16804834684084277,293,DIAGNOSTIC ONLY
abs_Re,0.28359487021008933,0.26015882503096105,293,DIAGNOSTIC ONLY
Re,0.3628064222658034,0.17357921089172074,294,DIAGNOSTIC ONLY
abs_Re,0.28113558928806504,0.26647992800163345,294,DIAGNOSTIC ONLY
Re,0.3619627451245547,0.17905509431392883,295,DIAGNOSTIC ONLY
abs_Re,0.2787501271775887,0.2727584587855077,295,DIAGNOSTIC ONLY
Re,0.3611777076417919,0.18447461726593165,296,DIAGNOSTIC ONLY
abs_Re,0.27643528188135863,0.27900253719486884,296,DIAGNOSTIC ONLY
Re,0.360449161140933,0.18983642128259354,297,DIAGNOSTIC ONLY
abs_Re,0.27419240168014886,0.2852040381500334,297,DIAGNOSTIC ONLY
Re,0.3597310241669268,0.1951391689221866,298,DIAGNOSTIC ONLY
abs_Re,0.2720035830239328,0.291280563842505,298,DIAGNOSTIC ONLY
Re,0.35901706428595626,0.2003815434028745,299,DIAGNOSTIC ONLY
abs_Re,0.2698766665648214,0.29731751484994917,299,DIAGNOSTIC ONLY
Re,0.3583576730524401,0.2055622482305825,300,DIAGNOSTIC ONLY
abs_Re,0.26782228524296753,0.3033098980758785,300,DIAGNOSTIC ONLY
Re,0.3577509295794604,0.21068000682014634,301,DIAGNOSTIC ONLY
abs_Re,0.2658349577288519,0.30921285766817513,301,DIAGNOSTIC ONLY
Re,0.3571950665535782,0.21573356211159347,302,DIAGNOSTIC ONLY
abs_Re,0.2639109500288656,0.3150017396206447,302,DIAGNOSTIC ONLY
Re,0.35668846100583634,0.2207216761833928,303,DIAGNOSTIC ONLY
abs_Re,0.26204785240668693,0.3207248448712953,303,DIAGNOSTIC ONLY
Re,0.35622962595623886,0.22564312986447416,304,DIAGNOSTIC ONLY
abs_Re,0.26024570458133295,0.32637900492745503,304,DIAGNOSTIC ONLY
Re,0.3558172028586114,0.23049672234677596,305,DIAGNOSTIC ONLY
abs_Re,0.25849819778946903,0.3318695932122183,305,DIAGNOSTIC ONLY
Re,0.3554499547809257,0.2352812708000601,306,DIAGNOSTIC ONLY
abs_Re,0.25681153493184056,0.33728068225680863,306,DIAGNOSTIC ONLY
Re,0.35512676026347567,0.2399956099906787,307,DIAGNOSTIC ONLY
abs_Re,0.2551845942924733,0.3426088335501929,307,DIAGNOSTIC ONLY
Re,0.35478538244025143,0.24463859190594842,308,DIAGNOSTIC ONLY
abs_Re,0.2536138070611411,0.34776394121286486,308,DIAGNOSTIC ONLY
Re,0.3544590545596319,0.24920908538574799,309,DIAGNOSTIC ONLY
abs_Re,0.25210629225616477,0.3528155542593822,309,DIAGNOSTIC ONLY
Re,0.3541760182317145,0.25370597576290793,310,DIAGNOSTIC ONLY
abs_Re,0.2506506816456532,0.3577412829715469,310,DIAGNOSTIC ONLY
Re,0.3539352490929724,0.25812816451391907,311,DIAGNOSTIC ONLY
abs_Re,0.2492460644511058,0.36248914937819093,311,DIAGNOSTIC ONLY
Re,0.35373582790574,0.26247456892144905,312,DIAGNOSTIC ONLY
abs_Re,0.24789981780668935,0.36712219122874695,312,DIAGNOSTIC ONLY
Re,0.35357693599399004,0.26674412175010515,313,DIAGNOSTIC ONLY
abs_Re,0.24660353184342057,0.3715635440594069,313,DIAGNOSTIC ONLY
Re,0.35345785119459855,0.2709357709368392,314,DIAGNOSTIC ONLY
abs_Re,0.24536214689349126,0.3758623218626962,314,DIAGNOSTIC ONLY
Re,0.3533779442917549,0.27504847929734155,315,DIAGNOSTIC ONLY
abs_Re,0.2441659437961338,0.379967996986397,315,DIAGNOSTIC ONLY
Re,0.3533366759063231,0.2790812242497329,316,DIAGNOSTIC ONLY
abs_Re,0.24301701529412664,0.38390656963871445,316,DIAGNOSTIC ONLY
Re,0.3533335938157673,0.28303299755679867,317,DIAGNOSTIC ONLY
abs_Re,0.2419151384478643,0.3876367654777929,317,DIAGNOSTIC ONLY
Re,0.35336833068377704,0.28690280508798105,318,DIAGNOSTIC ONLY
abs_Re,0.24086468345455256,0.3911926115401747,318,DIAGNOSTIC ONLY
Re,0.3534406021820072,0.2906896666022838,319,DIAGNOSTIC ONLY
abs_Re,0.23985671387870683,0.3945142621377619,319,DIAGNOSTIC ONLY
Re,0.35346186745654035,0.29439261555319524,320,DIAGNOSTIC ONLY
abs_Re,0.2389243431572165,0.3976388463000194,320,DIAGNOSTIC ONLY
Re,0.35351893164477377,0.298010698916693,321,DIAGNOSTIC ONLY
abs_Re,0.2380424733881543,0.40054590492184944,321,DIAGNOSTIC ONLY
Re,0.3536132716290002,0.3015429770433292,322,DIAGNOSTIC ONLY
abs_Re,0.23720706828487212,0.40321110362340923,322,DIAGNOSTIC ONLY
Re,0.3537446339942356,0.3049885235353597,323,DIAGNOSTIC ONLY
abs_Re,0.2364150004284214,0.40565108530788885,323,DIAGNOSTIC ONLY
Re,0.35391284595723765,0.30834642514981236,324,DIAGNOSTIC ONLY
abs_Re,0.23566736387904538,0.40785500957197923,324,DIAGNOSTIC ONLY
Re,0.3541178142949858,0.3116157817283465,325,DIAGNOSTIC ONLY
abs_Re,0.23496547735336334,0.4098066483911834,325,DIAGNOSTIC ONLY
Re,0.3543595246275132,0.31479570615469804,326,DIAGNOSTIC ONLY
abs_Re,0.23430365291304428,0.4115020315077704,326,DIAGNOSTIC ONLY
Re,0.3546380410492573,0.31788532434043976,327,DIAGNOSTIC ONLY
abs_Re,0.23368375436399014,0.4129424685939252,327,DIAGNOSTIC ONLY
Re,0.35495350610568704,0.32088377523975187,328,DIAGNOSTIC ONLY
abs_Re,0.2331091538206705,0.41411945139994566,328,DIAGNOSTIC ONLY
Re,0.355306141114523,0.32379021089381,329,DIAGNOSTIC ONLY
abs_Re,0.23257181868307797,0.41503206205466575,329,DIAGNOSTIC ONLY
Re,0.35569624683341317,0.3266037965053622,330,DIAGNOSTIC ONLY
abs_Re,0.2320776929450896,0.41567162148492603,330,DIAGNOSTIC ONLY
Re,0.35612420447849863,0.32932371054399456,331,DIAGNOSTIC ONLY
abs_Re,0.2316243109873864,0.4160357906133755,331,DIAGNOSTIC ONLY
Re,0.35659047710092334,0.3319491448825214,332,DIAGNOSTIC ONLY
abs_Re,0.23120987070347845,0.4161224361588004,332,DIAGNOSTIC ONLY
Re,0.3570375558848874,0.33447930496487754,333,DIAGNOSTIC ONLY
abs_Re,0.23086682147679494,0.4159257208007444,333,DIAGNOSTIC ONLY
Re,0.35748152157259383,0.3369134100058169,334,DIAGNOSTIC ONLY
abs_Re,0.2305812771762909,0.4154485083308689,334,DIAGNOSTIC ONLY
Re,0.35796367570530974,0.33925069322266177,335,DIAGNOSTIC ONLY
abs_Re,0.23033956150969642,0.4146828857341612,335,DIAGNOSTIC ONLY
Re,0.35848449288429435,0.34149040209926695,336,DIAGNOSTIC ONLY
abs_Re,0.23013418761395746,0.41363469463832486,336,DIAGNOSTIC ONLY
Re,0.3590445318599003,0.3436317986823026,337,DIAGNOSTIC ONLY
abs_Re,0.22997035873212002,0.41229136384619636,337,DIAGNOSTIC ONLY
Re,0.3596444376370728,0.34567415990987715,338,DIAGNOSTIC ONLY
abs_Re,0.22984259033181387,0.41066313967758195,338,DIAGNOSTIC ONLY
Re,0.36028494397799393,0.3476167779724473,339,DIAGNOSTIC ONLY
abs_Re,0.22975716637741153,0.408746702817124,339,DIAGNOSTIC ONLY
Re,0.36096687632025487,0.3494589607058881,340,DIAGNOSTIC ONLY
abs_Re,0.22970877704848183,0.4065454204355104,340,DIAGNOSTIC ONLY
Re,0.36169115513229255,0.3512000320165119,341,DIAGNOSTIC ONLY
abs_Re,0.22969981149055052,0.4040577692847583,341,DIAGNOSTIC ONLY
Re,0.36245879973143963,0.3528393323377426,342,DIAGNOSTIC ONLY
abs_Re,0.2297319520585947,0.4012906551456485,342,DIAGNOSTIC ONLY
Re,0.3632709325938504,0.3543762191180688,343,DIAGNOSTIC ONLY
abs_Re,0.22980046817512553,0.39824459658537203,343,DIAGNOSTIC ONLY
Re,0.3641287841898362,0.3558100673398164,344,DIAGNOSTIC ONLY
abs_Re,0.229912810933126,0.3949228404701271,344,DIAGNOSTIC ONLY
Re,0.36503369838283084,0.35714027006817983,345,DIAGNOSTIC ONLY
abs_Re,0.2300612724337686,0.3913341434768323,345,DIAGNOSTIC ONLY
Re,0.36598713843537134,0.3583662390298807,346,DIAGNOSTIC ONLY
abs_Re,0.2302532326191937,0.3874798724892617,346,DIAGNOSTIC ONLY
Re,0.3669602448992804,0.35948740522070816,347,DIAGNOSTIC ONLY
abs_Re,0.23049689724881356,0.38336259216156976,347,DIAGNOSTIC ONLY
Re,0.36789078244378104,0.36050321954112025,348,DIAGNOSTIC ONLY
abs_Re,0.23081078565578786,0.37899766356582354,348,DIAGNOSTIC ONLY
Re,0.36886987600117377,0.3614131534589784,349,DIAGNOSTIC ONLY
