observable,normalized_RMSE,correlation,phase_deg,status
abs_Re,0.3287312607608488,0.04951173222848349,74,DIAGNOSTIC ONLY
Re,0.46857872363907094,0.06690533043415475,75,DIAGNOSTIC ONLY
abs_Re,0.3311049132304614,0.0503929614192605,75,DIAGNOSTIC ONLY
Re,0.4707758982146561,0.060533989707525465,76,DIAGNOSTIC ONLY
abs_Re,0.33352921141734204,0.051365515714635226,76,DIAGNOSTIC ONLY
Re,0.4729985432932426,0.05414853993578755,77,DIAGNOSTIC ONLY
abs_Re,0.33596993374685663,0.052573114972254135,77,DIAGNOSTIC ONLY
Re,0.4752326910525613,0.04775114442648806,78,DIAGNOSTIC ONLY
abs_Re,0.3384540616007195,0.05384697422875647,78,DIAGNOSTIC ONLY
Re,0.4775031512549332,0.041343956774975155,79,DIAGNOSTIC ONLY
abs_Re,0.3409604489932472,0.055343522858863056,79,DIAGNOSTIC ONLY
Re,0.4797919347460936,0.03492911967261804,80,DIAGNOSTIC ONLY
abs_Re,0.3434723072286735,0.0570896226225468,80,DIAGNOSTIC ONLY
Re,0.48208344281400123,0.02850876376301459,81,DIAGNOSTIC ONLY
abs_Re,0.345997117902846,0.05901458794346293,81,DIAGNOSTIC ONLY
Re,0.48439501100315013,0.02208500654758784,82,DIAGNOSTIC ONLY
abs_Re,0.34851466204854975,0.06124246986349095,82,DIAGNOSTIC ONLY
Re,0.48672180781687424,0.015659951341785282,83,DIAGNOSTIC ONLY
abs_Re,0.35102936386441846,0.06375184674189202,83,DIAGNOSTIC ONLY
Re,0.48906188974913567,0.009235686282905105,84,DIAGNOSTIC ONLY
abs_Re,0.3535161853613361,0.0666362519682218,84,DIAGNOSTIC ONLY
Re,0.4914159358846677,0.002814283390386358,85,DIAGNOSTIC ONLY
abs_Re,0.35595998140471863,0.06997896091039599,85,DIAGNOSTIC ONLY
Re,0.49378700799725805,-0.003602202320781004,86,DIAGNOSTIC ONLY
abs_Re,0.35835292614310943,0.07381967848867158,86,DIAGNOSTIC ONLY
Re,0.4961796567406374,-0.010011733673054616,87,DIAGNOSTIC ONLY
abs_Re,0.36067414860662184,0.07827005757627005,87,DIAGNOSTIC ONLY
Re,0.495835403647311,-0.016412292105453533,88,DIAGNOSTIC ONLY
abs_Re,0.3610659717667511,0.0834393872879161,88,DIAGNOSTIC ONLY
Re,0.49353438947184824,-0.022801878398663607,89,DIAGNOSTIC ONLY
abs_Re,0.3599913336955675,0.08931078079999225,89,DIAGNOSTIC ONLY
