wavelength_nm,fraction_0.025_pi_over_a,fraction_0.05_pi_over_a,fraction_0.075_pi_over_a,fraction_0.1_pi_over_a
428.0,0.000870317672931169,0.0019475419336965746,0.003752287588037036,0.006339871327381731
429.0,0.0008779540636277629,0.001964763043973721,0.003786009037435307,0.006398232713256364
430.0,0.0008856572889643397,0.0019821368283313903,0.0038200376255765555,0.006457147450856692
431.0,0.000893428033794245,0.001999664878035253,0.0038543766705277896,0.006516621848070609
432.0,0.0009012669918177874,0.002017348805288541,0.0038890295357675107,0.006576662304450916
433.0,0.0009091748657230744,0.0020351902435719054,0.003923999630953569,0.006637275312868533
434.0,0.0009171523673295253,0.002053190847989626,0.003959290412707457,0.006698467461202867
435.0,0.0009252002177341732,0.0020713522956228485,0.003994905385413454,0.0067602454340673825
436.0,0.0009333191474606945,0.002089676285889534,0.004030848102035232,0.006822616014574314
437.0,0.0009415098966113964,0.002108164540911571,0.004067122164948197,0.00688558608613706
438.0,0.0009497732150220578,0.0021268188058891106,0.004103731226789723,0.006949162634313346
439.0,0.0009581098624198192,0.0021456408494821473,0.004140678991326432,0.0070133527486881545
440.0,0.0009665206085840969,0.0021646324641999516,0.004177969214339787,0.007078163624799171
441.0,0.0009750062335106912,0.0021837954667979437,0.004215605704529838,0.007143602566105196
442.0,0.0009835675275790372,0.0022031316986826774,0.004253592324437825,0.007209676985997688
443.0,0.0009922052917227652,0.0022226430263247708,0.004291932991388302,0.007276394409858643
444.0,0.0010009203376036262,0.0022423313416803318,0.004330631678450844,0.007343762477164457
445.0,0.0010097134877888332,0.0022621985626206835,0.0043696924154221686,0.007411788943636927
446.0,0.001018585575931931,0.002282246633370801,0.004409119289828729,0.007480481683443722
447.0,0.0010275374469572026,0.0023024775249567996,0.004448916447951104,0.007549848691449072
448.0,0.0010365699572478483,0.0023228932356623077,0.004489088095869657,0.007619898085515525
449.0,0.0010456839748378506,0.002343495791494262,0.004529638500532796,0.0076906381088588565
450.0,0.00105488037960766,0.0023642872466582577,0.0045705719908484856,0.007762077132457799
451.0,0.0010641600634839897,0.0023852696840436696,0.004611892958798346,0.007834223657518583
452.0,0.001073523930643383,0.002406445215718648,0.004653605860576854,0.007907086317997837
453.0,0.0010829728977201389,0.0024278159834355568,0.004695715217754397,0.007980673883183576
454.0,0.0010925078940183471,0.0024493841591467815,0.004738225618466569,0.008054995260337837
455.0,0.0011021298617282372,0.0024711519455312583,0.004781141718628179,0.008130059497399908
456.0,0.0011118397561470559,0.0024931215765320786,0.004824468243174981,0.00820587578575482
457.0,0.0011216385459043474,0.002515295317905397,0.004868209987332467,0.008282453463067172
458.0,0.0011315272131919702,0.0025376754677807365,0.004912371817911987,0.008359802016182156
459.0,0.001141506753998843,0.0025602643572333376,0.004956958674636685,0.008437931084096406
460.0,0.001151578178350547,0.002583064350868455,0.005001975571496015,0.008516850460999821
461.0,0.0011617425105539439,0.002606077847418223,0.005047427598131018,0.00859657009939122
462.0,0.001172000789446822,0.002629307280351178,0.005093319921250362,0.008677100113269073
463.0,0.0011823540686529427,0.0026527551184948126,0.005139657786078487,0.008758450781400386
464.0,0.0011928034168422188,0.0026764238666716453,0.005186446517836265,0.008840632550668432
465.0,0.0012033499179966228,0.002700316066348822,0.005233691523255266,0.008923656039503843
466.0,0.0012139946716815172,0.002724434296302002,0.0052813982921263635,0.009007532041399386
467.0,0.0012247387933229245,0.0027487811732933706,0.005329572398884082,0.009092271528511633
468.0,0.0012355834144905636,0.0027733593527648503,0.005378219504226779,0.00917788565535274
469.0,0.0012465296831870754,0.002798171529546091,0.005427345356774407,0.009264385762574092
470.0,0.0012575787641433557,0.0028232204385781026,0.005476955794764548,0.009351783380844058
471.0,0.0012687318391202723,0.0028485088556530693,0.005527056747787588,0.009440090234824405
472.0,0.0012799901072170067,0.0028740395981702877,0.005577654238562656,0.009529318247246003
473.0,0.0012913547851858928,0.0028998155259089523,0.005628754384754639,0.009619479543089646
474.0,0.0013028271077543728,0.00292583954181812,0.005680363400834139,0.009710586453871656
475.0,0.0013144083279537427,0.0029521145928245694,0.005732487599981253,0.009802651522040025
476.0,0.0013260997174552387,0.002978643670658464,0.005785133396034021,0.009895687505484347
477.0,0.001337902566913569,0.003005429812697823,0.005838307305483555,0.009989707382160368
478.0,0.0013498181863178943,0.0030324761028321257,0.00589201594951653,0.010084724354836691
479.0,0.0013618479053507304,0.003059785672345395,0.005946266056106555,0.010180751855963465
480.0,0.0013739930737547506,0.0030873617008194913,0.0060010644621559155,0.010277803552669664
481.0,0.0013862550617078594,0.0031152074170580613,0.006056418115688676,0.010375893351891192
482.0,0.00139863526020658,0.0031433261000315474,0.006112334078097398,0.010475035405634226
483.0,0.0014111350814581937,0.003171721079844343,0.006168819526444097,0.0105752441163793
484.0,0.0014237559592816245,0.0032003957387239193,0.006225881755817516,0.01067653414262823
485.0,0.0014364993495175045,0.003229353512033199,0.00628352818174824,0.010778920404600517
486.0,0.001449366730447529,0.0032585978893064243,0.006341766342683316,0.010882418090082226
487.0,0.0014623596032234056,0.0032881324153092337,0.006400603902522023,0.010987042660433943
488.0,0.0014754794923056006,0.003317960691123793,0.006460048653214505,0.011092809856760677
489.0,0.0014887279459123084,0.0033480863752593515,0.006520108517425065,0.011199735706251417
490.0,0.0015021065364786426,0.0033785131847892847,0.006580791551262874,0.011307836528691103
491.0,0.0015156168611265533,0.0034092448965148637,0.006642105947080333,0.011417128943153441
492.0,0.0015292605421457497,0.0034402853481572872,0.00670406003634261,0.011527629874877881
493.0,0.0015430392274857507,0.003471638439577699,0.0067666622925701666,0.011639356562337881
494.0,0.0015569545912595458,0.003503308134027149,0.006829921334355545,0.011752326564507268
495.0,0.0015710083342591473,0.0035352984594260567,0.00689384592845805,0.011866557768330578
496.0,0.00158520218448325,0.003567613509675535,0.00695844499297731,0.01198206839640317
497.0,0.0015995378976775055,0.0036002574459998568,0.007023727600608858,0.012098877014870365
498.0,0.0016140172578876686,0.003633234498322282,0.007089702981984427,0.012217002541550968
499.0,0.0016286420780259093,0.003666548966674314,0.007156380529098606,0.01233646425429366
500.0,0.001643414200450771,0.003700205222639945,0.00722376979882529,0.01245728179957343
501.0,0.001658335497561231,0.003734207710835531,0.007291880516526702,0.012579475201337365
502.0,0.001673407872404889,0.0037685609504263073,0.007360722579756952,0.012703064870106676
503.0,0.0016886332593012594,0.003803269536681077,0.0074303060620642975,0.012828071612345665
504.0,0.0017040136244799928,0.0038383381425653646,0.00750064121689409,0.01295451664010435
505.0,0.001719550966734958,0.0038737715203752956,0.0075717384815961655,0.0130824215809471
506.0,0.0017352473180942925,0.003909574503412142,0.007643608481540134,0.01321180848817512
507.0,0.001751104744507099,0.003945752007699653,0.007716262034340867,0.013342699851353551
508.0,0.0017671253465470905,0.003982309033745103,0.007789710154199018,0.013475118607154788
509.0,0.001783311260133864,0.004019250668345443,0.007863964056359694,0.013609088150527138
510.0,0.001799664657272115,0.004056582086439759,0.007939035161692557,0.013744632346203827
511.0,0.0018161877468095466,0.004094308553009577,0.008014935101397924,0.013881775540559938
512.0,0.0018328827752137939,0.004132435425028306,0.008091675721842736,0.014020542573835214
513.0,0.0018497520273691112,0.0041709681534618254,0.008169269089530726,0.014160958792729527
514.0,0.0018667978273932077,0.004209912285320663,0.008247727496210357,0.01430305006339141
515.0,0.0018840225394751151,0.004249273465766756,0.008327063464126414,0.014446842784808131
516.0,0.001901428568734404,0.004289057440275349,0.008407289751418684,0.014592363902615917
517.0,0.0019190183621026532,0.0043292700568542345,0.008488419357673513,0.01473964092334383
518.0,0.0019367944092275964,0.004369917268322,0.008570465529632249,0.014888701929108239
519.0,0.001954759243400928,0.004411005134647314,0.008653441767063534,0.015039575592774976
520.0,0.0019729154425101422,0.00445253982535079,0.00873736182880262,0.015192291193605193
521.0,0.001991265630015493,0.0044945276219715185,0.00882223973896529,0.015346878633405168
522.0,0.002009812475952529,0.004536974920600851,0.008908089793341668,0.015503368453197677
523.0,0.002028558697961217,0.004579888234484504,0.008994926565975251,0.015661791850436303
524.0,0.0020475070623423687,0.004623274196696063,0.009082764915934937,0.015822180696781946
525.0,0.0020666603851422524,0.004667139562883975,0.009171619994284874,0.01598456755646423
526.0,0.0020860215332662423,0.0047114912140940254,0.009261507251261373,0.016148985705250054
527.0,0.0021055934256224724,0.004756336159670122,0.009352442443661317,0.016315469150044257
528.0,0.002125379034296338,0.004801681540235743,0.009444441642451137,0.0164840526491449
529.0,0.0021453813857569867,0.004847534630758909,0.009537521240604536,0.01665477173318193
530.0,0.002165603562096612,0.00489390284370296,0.009631697961174744,0.01682766272676331
531.0,0.002186048702303702,0.004940793732266257,0.009726988865612204,0.01700276277086022
532.0,0.0022067200035714874,0.0049882149937141886,0.009823411362334944,0.01718010984595857
533.0,0.002227620722642305,0.0050361744728053695,0.009920983215560517,0.017359742796008652
534.0,0.0022487541771895408,0.005084680165316407,0.010019722554409647,0.017541701353206055
535.0,0.0022701237472379765,0.005133740221667902,0.010119647882291635,0.017726026163637162
536.0,0.002291732876624009,0.005183362950655102,0.010220778086580062,0.0179127588138262
537.0,0.0023135850744969745,0.005233556823286927,0.010323132448591748,0.01810194185821827
538.0,0.002335683916862988,0.005284330476737032,0.010426730653877959,0.018293618847642197
539.0,0.002358033048172603,0.00533569271841054,0.010531592802840892,0.018487834358789482
540.0,0.002380636182953865,0.00538765253013086,0.01063773942168654,0.018684634024757174
541.0,0.00240349710749222,0.00544021907245018,0.01074519147372714,0.01888406456669472
542.0,0.0024266196815587913,0.0054934016890880516,0.010853970371045825,0.019086173826607575
543.0,0.002450007840188879,0.005547209911503289,0.010964097986537604,0.019291010801363674
544.0,0.002473665595512017,0.00560165346360243,0.011075596666339773,0.01949862567795571
545.0,0.0024975970386357836,0.005656742266590945,0.011188489242669561,0.019709069870077416
546.0,0.0025218063415847593,0.005712486443971361,0.011302799047079525,0.019922396056065158
547.0,0.0025462977592970023,0.005768896326694043,0.011418549924152852,0.02013865821827348
548.0,0.0025710756316795246,0.005825982458465865,0.011535766245650596,0.020357911683941302
549.0,0.0025961443857252455,0.005883755601221963,0.011654472925131056,0.02058021316762075
550.0,0.0026215085376933693,0.005942226740767757,0.011774695433059826,0.02080562081523673
551.0,0.0026471726953553603,0.006001407092595929,0.011896459812427675,0.02103419424985285
552.0,0.0026731415603091285,0.006061308107885904,0.012019792694900158,0.021265994619221774
553.0,0.0026994199303632753,0.006121941479691679,0.012144721317516158,0.021501084645201278
554.0,0.0027260127019946585,0.006183319149325625,0.012271273539960253,0.021739528675125564
555.0,0.0027529248728811757,0.006245453312944881,0.012399477862430387,0.021981392735219766
556.0,0.002780161544512929,0.006308356428348531,0.012529363444126012,0.02222674458615837
557.0,0.0028077279248845104,0.006372041221993075,0.012660960122382277,0.022475653780865554
558.0,0.0028356293312712614,0.006436520696234441,0.012794298432474847,0.022728191724667605
559.0,0.0028638711930925697,0.006501808136805074,0.01292940962812585,0.022984431737910496
560.0,0.002892459054865589,0.006567917120535417,0.013066325702737873,0.023244449121160457
561.0,0.0029213985792526168,0.0066348615233285104,0.013205079411387781,0.0235083212231174
562.0,0.002950695550205432,0.006702655528398264,0.013345704293611751,0.023776127511372595
563.0,0.0029803558762105443,0.0067713136347807654,0.013488234697015409,0.02404794964615344
564.0,0.0030103855936388407,0.006840850666129833,0.013632705801743146,0.024323871557202562
565.0,0.0030407908702038576,0.006911281779807532,0.013779153645846181,0.02460397952395583
566.0,0.0030715780085324696,0.006982622476282046,0.013927615151584371,0.024888362259178787
567.0,0.0031027534498525833,0.007054888608843481,0.01407812815270569,0.02517711099624491
568.0,0.003134323777802203,0.007128096393652577,0.014230731422744586,0.02547031958024346
569.0,0.0031662957223643914,0.00720226242013298,0.01438546470438295,0.0257680845631127
570.0,0.0031986761639333497,0.007277403661723733,0.014542368739924384,0.026070505303016807
571.0,0.0032314721375164206,0.007353537487003429,0.014701485302926916,0.026377684068183988
572.0,0.0032646908370776804,0.007430681671204684,0.014862857231049988,0.026689726145449445
573.0,0.003298339620027972,0.007508854408131525,0.015026528460167408,0.027006739953755507
574.0,0.0033324260118683564,0.007588074322498645,0.015192544059806742,0.027328837162875343
575.0,0.003366957710992008,0.007668360482709392,0.015360950269973687,0.027656132817651828
576.0,0.003401942593651499,0.0077497324140901585,0.015531794539426392,0.02798874546805145
577.0,0.003437388719097953,0.007832210112600648,0.015705125565466663,0.028326797305359534
578.0,0.0034733043348990212,0.007915814059040887,0.015880993335318866,0.028670414304862817
579.0,0.003509697882443199,0.008000565233775212,0.016059449169172395,0.029019726375385545
580.0,0.0035465780026378373,0.008086485131994914,0.01624054576496321,0.029374867516072364
581.0,0.0035839535418089956,0.00817359577954418,0.016424337244983243,0.02973597598083636
582.0,0.0036218335578114655,0.008261919749332226,0.016610879204398687,0.0301031944509197
583.0,0.0036602273263578325,0.008351480178358149,0.01680022876177543,0.030476670216040957
584.0,0.00369914434757569,0.008442300785374349,0.01699244461170534,0.03085655536464221
585.0,0.003738594352802667,0.008534405889217755,0.017187587079639525,0.03124300698377938
586.0,0.003778587311629522,0.008627820427837727,0.01738571817903599,0.03163618736923803
587.0,0.003819133439201435,0.008722569978051922,0.017586901670936867,0.03203626424650079
588.0,0.0038602432037894824,0.008818680776062505,0.017791203126099494,0.03244341100323207
589.0,0.0039019273346431117,0.008916179738768114,0.017998689989807682,0.032857806934002684
590.0,0.00394419683013629,0.009015094485906535,0.01820943164950047,0.033279637498013125
591.0,0.003987062966220259,0.009115453363066342,0.01842349950536523,0.03370909459065338
592.0,0.004030537305196323,0.009217285465608948,0.018640967044046407,0.03414637682977608
593.0,0.004074631704822601,0.009320620663541094,0.01886190991563077,0.03459168985763863
594.0,0.004119358327770491,0.009425489627384005,0.01908640601408731,0.03504524665954314
595.0,0.0041647296514453255,0.0095319238550852,0.01931453556133682,0.035507267900270784
596.0,0.004210758478189031,0.009639955700022514,0.01954638119515227,0.035977982279507235
597.0,0.004257457945881252,0.009749618400152307,0.019782028061090917,0.036457626907531265
598.0,0.004304841538957425,0.009860946108357355,0.02002156390868013,0.03694644770256072
599.0,0.0043529230998635505,0.009973973924051116,0.020265079192087032,0.03744469981123828
600.0,0.00440171684096709,0.010088737926101154,0.020512667175522345,0.03795264805387675
601.0,0.004451237356946143,0.010205275207135225,0.020764424043638048,0.03847056739621135
602.0,0.004501499637678786,0.010323623909298033,0.021020449017201983,0.0389987434495396
603.0,0.004552519081656769,0.010443823261532708,0.021280844474345514,0.039537473001307395
604.0,0.004604311509948221,0.01056591361846039,0.02154571607770404,0.04008706457835283
605.0,0.004656893180736014,0.01068993650094111,0.021815172907786833,0.0406478390452232
606.0,0.004710280804459453,0.01081593463840004,0.022089327602940606,0.041220130240182
607.0,0.004764491559588693,0.010943952013009458,0.022368296506289246,0.0418042856517518
608.0,0.004819543109063167,0.011074033905823037,0.0226521998200653,0.04240066713889843
609.0,0.004875453617426381,0.011206226944962119,0.022941161767770675,0.04300965169822957
610.0,0.00493224176869219,0.011340579155963535,0.02323531076463656,0.04363163228189697
611.0,0.00498992678497886,0.011477140014400615,0.023534779596891,0.044267018670223326
612.0,0.00504852844594972,0.011615960500900182,0.02383970561036545,0.04491623840345753
613.0,0.005108067109101671,0.011757093158682244,0.024150230909025964,0.04557973777747007
614.0,0.005168563730944515,0.011900592153759208,0.024466502564038366,0.046257982908662634
615.0,0.005230039889117443,0.012046513337938996,0.02478867283403944,0.04695146087388597
616.0,0.005292517805491036,0.012194914314785933,0.025116899397321188,0.047660680931713495
617.0,0.0053560203703066755,0.012345854508701962,0.025451345596692095,0.048386175832061624
618.0,0.005420571167407829,0.012499395237302893,0.0257921806978414,0.049128503221861186
619.0,0.0054861945006213185,0.012655599787274069,0.026139580162084397,0.049888247155245445
620.0,0.005552915421350077,0.01281453349390149,0.026493725934441666,0.05066601971764035
621.0,0.005620759757442871,0.012976263824489905,0.026854806748078133,0.05146246277409642
622.0,0.005689754143410225,0.013140860465889399,0.027223018446200845,0.05227824985333117
623.0,0.005759926052060462,0.013308395416369955,0.027598564322606788,0.05311408818018762
624.0,0.005831303827634297,0.013478943082097445,0.02798165548216694,0.053970720870621595
625.0,0.005903916720520825,0.013652580378482602,0.028372511222629224,0.05484892930490595
626.0,0.005977794923644908,0.013829386836693953,0.028771359439242056,0.055749535696534805
627.0,0.006052969610618761,0.014009444715641011,0.029178437053820828,0.05667340587632324
628.0,0.006129472975759764,0.014192839119763552,0.029593990470011537,0.057621452313500736
629.0,0.0062073382760809565,0.014379658122977068,0.030018276056656173,0.05859463739819858
630.0,0.006286599875368744,0.014569992899155438,0.030451560661323318,0.05959397701269292
631.0,0.00636729329046993,0.014763937859557376,0.03089412215624521,0.060620544422161804
632.0,0.006449455239917772,0.014961590797630018,0.03134625001909671,0.06167547451957624
633.0,0.006533123695036658,0.0151630530416586,0.031808245951263976,0.06275996846378391
634.0,0.006618337933673411,0.015368429615761072,0.03228042453648648,0.06387529875494478
635.0,0.006705138596714214,0.01557782940976671,0.0327631139430154,0.06502281479734219
636.0,0.0067935677475570114,0.015791365358555885,0.03325665667271424,0.0662039490063645
637.0,0.006883668934720723,0.01600915463148166,0.03376141036084578,0.06742022352430242
638.0,0.0069754872577867805,0.016231318832542987,0.0342777486306359,0.06867325761869762
639.0,0.007069069436880227,0.016457984212026874,0.034806062007093054,0.06996477584757095
640.0,0.00716446388591522,0.016689281890395907,0.03534675889498615,0.07129661708820911
641.0,0.007261720789844193,0.01692534809525635,0.035900266626360616,0.07267074454067377
642.0,0.007360892186167524,0.017166324412307865,0.036467032583500966,0.07408925683415302
643.0,0.007462032050982168,0.01741235805124867,0.03704752540383315,0.07555440038431342
644.0,0.00756519638986395,0.01766360212768691,0.037642236273912534,0.07706858317345135
645.0,0.0076704433339055385,0.0179202159621962,0.03825168032037943,0.07863439015329635
646.0,0.007777833241252772,0.01818236539774407,0.038876398106571106,0.08025460050373642
647.0,0.007887428804510259,0.01845022313682911,0.03951695724440099,0.08193220702064552
648.0,0.007999295164416262,0.018723969099765942,0.04017395413213215,0.0836704379539017
649.0,0.008113500030216004,0.019003790805691145,0.040848015829827666,0.08547278167440897
650.0,0.008230113807200665,0.019289883777984938,0.04153980208554486,0.0873430146187818
651.0,0.008349209731911635,0.01958245197596243,0.04225000752680879,0.08928523304529176
652.0,0.008470864015554466,0.019881708254841556,0.04297936403353083,0.09130388923841981
653.0,0.008595155996208848,0.020187874856176558,0.04372864331040228,0.09340383292674267
654.0,0.008722168300470104,0.020501183931144744,0.044498659678901736,0.09559035883613665
655.0,0.008851987015210701,0.020821878099282216,0.045290273111431203,0.09786926149543446
656.0,0.008984701870208453,0.021150211045514202,0.04610439253282735,0.10024689865536968
657.0,0.00912040643245053,0.021486448158577427,0.04694197941756999,0.10273026498777126
658.0,0.009259198312995178,0.02183086721423194,0.04780405171456302,0.10532707811910794
659.0,0.00940117938734414,0.022183759106978625,0.04869168813538599,0.10804587954541835
660.0,0.009546456030369365,0.02254542863435649,0.04960603284656905,0.11089615360795996
661.0,0.009695139366924973,0.022916195338291367,0.05054830061175735,0.11388846852625752
662.0,0.009847345539379816,0.023296394408407372,0.05151978243578697,0.1170346445505734
663.0,0.010003195993418033,0.02368637765270577,0.05252185176977811,0.12034795569659329
664.0,0.010162817783578016,0.024086514541559096,0.05355597134457764,0.12384337338426205
665.0,0.0103263439001382,0.024497193331579598,0.054623700709411756,0.12753786279486085
666.0,0.010493913619108458,0.02491882227660424,0.05572670456374205,0.13145074613695887
667.0,0.01066567287725486,0.02535183093379644,0.0568667619832738,0.13560415163889403
668.0,0.010841774674269155,0.025796671573722382,0.05804577665628585,0.14002357350392494
669.0,0.011022379504402918,0.02625382070421511,0.059265788264302635,0.1447385770848444
670.0,0.011207655820113726,0.026723780718916554,0.060528985162195376,0.14978369639143216
671.0,0.011397780530526373,0.02720708168260118,0.0618377185377085,0.15519958964516042
672.0,0.011592939537795038,0.02770428326674574,0.0631945182599759,0.16103454594374622
673.0,0.011793328314770321,0.028215976850359342,0.06460211066182409,0.16734647700151004
674.0,0.011999152527728088,0.028742787802823203,0.06606343854280067,0.17420559022809007
675.0,0.012210628708310956,0.02928537796747614,0.06758168373045677,0.18169803609836532
676.0,0.012427984979279473,0.029844448366915067,0.0691602925984372,0.18993097574643297
677.0,0.012651461839163347,0.030420742153543824,0.07080300501383013,0.19903976123688535
678.0,0.012881313011463488,0.03101504783179913,0.07251388727613897,0.20919832424319906
679.0,0.013117806364681706,0.031628202781811714,0.07429736972018851,0.22063453258645974
680.0,0.0133612249101634,0.03226109711805899,0.07615828979037216,0.23365334739506838
681.0,0.013611867885535658,0.03291467792091389,0.0781019415605294,0.24867220155643138
682.0,0.013870051932425506,0.03358995388400834,0.08013413288110473,0.26627454879881407
683.0,0.01413611237816477,0.03428800042609032,0.08226125159433646,0.28728421702220286
684.0,0.014410404632346226,0.035009965322702945,0.08449034258404632,0.31282704129883754
685.0,0.014693305710412054,0.03575707492072096,0.08682919783902628,0.3441270129707692
686.0,0.014985215897954386,0.03653064100770539,0.08928646223465854,0.38075020411923477
687.0,0.015286560571115297,0.03733206841842613,0.09187175841233575,0.41453063681777114
688.0,0.015597792190429205,0.038162863473019594,0.09459583500960102,0.4303437080079503
689.0,0.015919392487683315,0.03902464335540801,0.0974707436334368,0.428800662234233
690.0,0.01625187486793936,0.03991914655722925,0.10051005146902629,0.4206041119872255
691.0,0.01659578705180893,0.040848244532067486,0.10372909840907936,0.41128155029855973
692.0,0.016951713986473736,0.04181395472783242,0.10714531026291557,0.4024977477646118
693.0,0.017320281057867423,0.04281845519245131,0.11077858323119655,0.394626965307003
694.0,0.017702157640981563,0.043864100980455796,0.11465175980679715,0.3876763387876431
695.0,0.01809806103052962,0.044953442626717396,0.1187912231689185,0.38156391036821413
696.0,0.018508760800339676,0.046089246999836596,0.12322764685105825,0.37620431964512724
697.0,0.018935083647000747,0.047274520903243834,0.12799695031431876,0.3715363600641062
698.0,0.01937791878165692,0.048512537859064196,0.1331415310999051,0.3675096034702313
699.0,0.01983822394365268,0.04980686859090942,0.13871187369094037,0.36397911123046967
700.0,0.020317032121277324,0.05116141582041589,0.1447686792199011,0.36069735128089575
701.0,0.020815459078464243,0.05258045411288769,0.1513857270256113,0.3575840981315037
702.0,0.02133471180240754,0.054068675655377145,0.15865378242211553,0.3546771916132044
703.0,0.021876098006172524,0.05563124303313156,0.16668602742902644,0.3519971348802638
704.0,0.02244103684314058,0.05727385029683394,0.17562574980657553,0.34954125294507393
705.0,0.023031071017330415,0.05900279389560789,0.18565744015503008,0.3472978400448882
706.0,0.02364788050625822,0.060825055405283546,0.19702310350281643,0.3452530984475212
707.0,0.024293298152267596,0.06274839842904821,0.2100465724369174,0.34339374720580085
708.0,0.02496932742571118,0.06478148261650188,0.22516976556477147,0.341707906021113
709.0,0.025678162720933994,0.0669339984751802,0.24300463136861106,0.340185327397559
710.0,0.026422212616156307,0.06921682758720311,0.26439438559550404,0.3388173871814775
711.0,0.027204126614201327,0.07164223406321373,0.29041477164762064,0.3375969924381669
712.0,0.02802682598654267,0.07422409466340668,0.32193443767426466,0.336518469158452
713.0,0.028893539473536133,0.0769781771269963,0.35724281188721146,0.33557745354579566
714.0,0.02980784475557671,0.07992247906849195,0.3867298776184556,0.3347707939471683
715.0,0.030773716811975237,0.08307764359504664,0.3990996767035073,0.3340964621841695
716.0,0.03179558453795719,0.08646747296890016,0.398171574482055,0.333553467180757
717.0,0.03287839731034648,0.09011956876029809,0.3922976054714241,0.33314175671097074
718.0,0.0340277035991628,0.09406613686590294,0.38546397038138613,0.332862080848144
719.0,0.03524974424225496,0.09834500979373599,0.3789928570915473,0.33271576634444355
720.0,0.03655156366925887,0.10300095870375289,0.3732563453955527,0.33270429919515204
721.0,0.03794114322867182,0.10808739688878045,0.3683225932226461,0.33282849620840826
722.0,0.03942756190502733,0.11366861947589671,0.36417361252376457,0.3330867762395727
723.0,0.041021191205329426,0.11982278877899286,0.36078205651572304,0.33347141770038846
724.0,0.04273393297555586,0.12664597334049119,0.35813290639640444,0.33396048594040084
725.0,0.044579511563626995,0.13425770156829178,0.35617274950099953,0.33450341284961027
726.0,0.04657383533823347,0.14280873136398908,0.35470515576983974,0.33502135560221014
727.0,0.04873544748416695,0.15249211937200205,0.35355855517286633,0.3355265533070117
728.0,0.05108609278144904,0.1635592807057909,0.3527454552791051,0.3362640675063357
729.0,0.0536514365633869,0.17634366865840823,0.3523202477354703,0.3374342332386717
730.0,0.056461985478615154,0.1912960082226154,0.3523162519747308,0.3390441174358899
731.0,0.05955427894638036,0.20903611995673854,0.35275321443669,0.3410574291815727
732.0,0.06297244822324198,0.230423569640347,0.3536472700149382,0.34345765466834643
733.0,0.06677028140626094,0.2566240885903875,0.35501590187592597,0.34624703286343644
734.0,0.07101399487181896,0.2890154140627477,0.35688028208207806,0.3494376579210041
735.0,0.07578600664045738,0.32821325251178046,0.3592665945370427,0.35304284057469326
736.0,0.08119015498413745,0.3703174890319183,0.3622070756967168,0.3570650410401305
737.0,0.08735904012462595,0.40328466804823215,0.3657411202634151,0.36147228595201547
738.0,0.09446454642291752,0.41965990225756017,0.36991664755431086,0.3661545389407101
739.0,0.10273322882946687,0.42540108195105064,0.3747918754308193,0.3709122088175856
