k_per_nm,state_1_eV,state_2_eV
0,2.9411581380879994,3.0610228581580006
0.01111428878464,2.9412266979281991,3.06108088624315
0.022228577569280001,2.9414322563273494,3.06125464646095
0.033342866353920003,2.9417747722027503,3.0615442543983504
0.044457155138560002,2.9422540708050997,3.0619495350479506
0.055571443923200001,2.9428699417941004,3.0624703632743002
0.066685732707840006,2.9436221156058497,3.0631065785792004
0.077800021492479998,2.9445102640905993,3.0638579853676
0.088914310277120004,2.9455340012857505,3.0647243532705004
0.10002859906176,2.9466928843190496,3.0657054175235499
0.1111428878464,2.9479864144374499,3.0668008794005499
0.12225717663103999,2.9494139886176498,3.0680102324764502
0.13337146541568001,2.9509750438267499,3.0693332653677499
0.14448575420032,2.9526689273585998,3.0707696027731006
0.15560004298496,2.9544949296091989,3.0723188156568004
0.16671433176959999,2.956452291911349,3.0739804439341003
0.17782862055424001,2.9585402081852994,3.0757539971908501
0.18894290933888,2.9607578266675993,3.0776389554430001
0.20005719812351999,2.9631042517098489,3.0796347699333499
0.21117148690816001,2.9655785456385004,3.08174086396235
0.2222857756928,2.9681797306684992,3.0839566337521496
0.23340006447743999,2.9709067908611502,3.0862814493383
0.24451435326207999,2.9737586741190505,3.0887146554885505
0.25562864204671998,2.9767342942091499,3.0912555726444499
0.26674293083136003,2.9798325328063999,3.0939034978842499
0.27785721961600002,2.9830522415500997,3.0966577059022504
0.28897150840064001,2.98639224410495,3.0995174500039506
0.30008579718528,2.9898513382202498,3.1024819631125999
0.31120008596991999,2.993428297780099,3.1055504587852005
0.32231437475455998,2.9971218748373492,3.10872213223425
0.33342866353919998,3.0009308016265503,3.1119961613544
0.34454295232384002,3.0048537925482002,3.1153717077492504
0.35565724110848002,3.0088895461212495,3.1188479177571504
0.36677152989312001,3.0130367468964998,3.1224239234733999
0.37788581867776,3.0172940673279998,3.1260988437666497
0.38900010746239999,3.0216601695980003,3.1298717852861002
0.40011439624703998,3.0261337073917005,3.1337418434592998
0.41122868503167997,3.0307133276186491,3.1377081034777006
0.42234297381632002,3.0353976720776004,3.1417696412671501
0.43345726260096001,3.0401853790634004,3.1459255244434003
0.44457155138560001,3.0450750849133996,3.1501748132496004
0.45568584017024,3.0500654254911499,3.1545165614753503
0.46680012895487999,3.0551550376077996,3.1589498173549502
0.47791441773951998,3.0603425603784995,3.1634736244443
0.48902870652415997,3.0656266365145992,3.1680870224755497
0.50014299530880002,3.0710059135509002,3.1727890481871497
0.51125728409343996,3.076479045008,3.1775787361308505
0.52237157287808,3.0820446914901503,3.1824551194524999
0.53348586166272005,3.0877015217190493,3.1874172306471
0.54460015044735999,3.0934482135046997,3.1924641022878002
0.55571443923200003,3.099283454654099,3.1975947677285004
