wavelength_nm,min_detuning_eV,near_mask,off_mask,abs_Im_over_Re,ratio_valid
400,1.2952018094796496,0,1,0.019135985965125217,1
401,1.2874721213000986,0,1,0.019235205174833677,1
402,1.2797808892806448,0,1,0.019334993471631381,1
403,1.2721278271471435,0,1,0.019435356195745615,1
404,1.2645126514598477,0,1,0.019536298756612291,1
405,1.256935081578415,0,1,0.019637826634017679,1
406,1.249394839627433,0,1,0.019739945379260947,1
407,1.2418916504624504,0,1,0.019842660616340688,1
408,1.2344252416365125,0,1,0.019945978043166928,1
409,1.2269953433671801,0,1,0.020049903432795082,1
410,1.2196016885040399,0,1,0.020154442634687703,1
411,1.2122440124966811,0,1,0.020259601575998543,1
412,1.2049220533631448,0,1,0.020365386262886843,1
413,1.1976355516588262,0,1,0.020471802781854936,1
414,1.1903842504458333,0,1,0.020578857301115114,1
415,1.1831678952627822,0,1,0.020686556071986096,1
416,1.1759862340950344,0,1,0.020794905430314922,1
417,1.1688390173453569,0,1,0.020903911797931503,1
418,1.1617259978050085,0,1,0.021013581684131984,1
419,1.1546469306252343,0,1,0.02112392168719418,1
420,1.1476015732891733,0,1,0.021234938495924154,1
421,1.1405896855841626,0,1,0.021346638891234573,1
422,1.1336110295744364,0,1,0.021459029747759945,1
423,1.1266653695742121,0,1,0.021572118035501742,1
424,1.1197524721211591,0,1,0.021685910821510491,1
425,1.1128721059502378,0,1,0.021800415271606657,1
426,1.1060240419679124,0,1,0.021915638652133345,1
427,1.0992080532267221,0,1,0.022031588331750881,1
428,1.0924239149002104,0,1,0.022148271783268107,1
429,1.0856714042582043,0,1,0.022265696585516095,1
430,1.0789503006424401,0,1,0.022383870425258242,1
431,1.0722603854425268,0,1,0.022502801099146458,1
432,1.0656014420722424,0,1,0.022622496515719376,1
433,1.0589732559461624,0,1,0.022742964697443621,1
434,1.0523756144566083,0,1,0.022864213782800524,1
435,1.0458083069509141,0,1,0.022986252028419456,1
436,1.0392711247090074,0,1,0.023109087811260476,1
437,1.032763860921297,0,1,0.023232729630843711,1
438,1.026286310666864,0,1,0.023357186111528275,1
439,1.0198382708919502,0,1,0.023482466004847012,1
440,1.0134195403887407,0,1,0.023608578191888861,1
441,1.0070299197744341,0,1,0.023735531685739084,1
442,1.0006692114706,0,1,0.023863335633974529,1
443,0.99433721968280997,0,1,0.023991999321215218,1
444,0.98803375038055075,0,1,0.024121532171735523,1
445,0.9817586112774026,0,1,0.024251943752136539,1
446,0.97551161181148816,0,1,0.02438324377407906,1
447,0.96929256312618195,0,1,0.024515442097081782,1
448,0.96310127805107815,0,1,0.024648548731383418,1
449,0.95693757108321309,0,1,0.024782573840874657,1
450,0.95080125836853835,0,1,0.024917527746095947,1
451,0.94469215768364068,0,1,0.025053420927310749,1
452,0.93861008841770266,0,1,0.025190264027648339,1
453,0.93255487155470496,0,1,0.025328067856323529,1
454,0.92652632965586124,0,1,0.025466843391932607,1
455,0.92052428684228715,0,1,0.025606601785831445,1
456,0.91454856877789537,0,1,0.025747354365592105,1
457,0.90859900265251614,0,1,0.025889112638546204,1
458,0.90267541716523914,0,1,0.026031888295413006,1
459,0.89677764250797187,0,1,0.026175693214018345,1
460,0.89090551034921495,0,1,0.026320539463103164,1
461,0.88505885381804461,0,1,0.02646643930622852,1
462,0.87923750748830765,0,1,0.026613405205776805,1
463,0.87344130736301917,0,1,0.026761449827051392,1
464,0.86767009085895985,0,1,0.026910586042483239,1
465,0.8619236967914774,0,1,0.027060826935937667,1
466,0.85620196535947812,0,1,0.027212185807135643,1
467,0.85050473813061345,0,1,0.027364676176184492,1
468,0.84483185802665828,0,1,0.027518311788224507,1
469,0.83918316930907411,0,1,0.027673106618196854,1
470,0.83355851756475596,0,1,0.027829074875730234,1
471,0.82795774969196367,0,1,0.027986231010158014,1
472,0.82238071388642942,0,1,0.028144589715666288,1
473,0.81682725962764113,0,1,0.028304165936570841,1
474,0.81129723766530359,0,1,0.028464974872738517,1
475,0.80579050000596553,0,1,0.028627031985149536,1
476,0.80030689989981774,0,1,0.028790353001606605,1
477,0.7948462918276582,0,1,0.02895495392259527,1
478,0.78940853148801793,0,1,0.029120851027304037,1
479,0.78399347578445111,0,1,0.029288060879804345,1
480,0.77860098281298296,0,1,0.029456600335394205,1
481,0.77323091184971204,0,1,0.029626486547120193,1
482,0.76788312333857078,0,1,0.029797736972474054,1
483,0.76255747887923553,0,1,0.029970369380270787,1
484,0.7572538412151868,0,1,0.030144401857719272,1
485,0.75197207422191781,0,1,0.030319852817686538,1
486,0.74671204289528736,0,1,0.030496741006164757,1
487,0.74147361334001927,0,1,0.03067508550994601,1
488,0.73625665275833807,0,1,0.030854905764514148,1
489,0.73106102943875007,0,1,0.031036221562156376,1
490,0.72588661274495569,0,1,0.031219053060307131,1
491,0.72073327310490409,0,1,0.03140342079012947,1
492,0.71560088199997507,0,1,0.031589345665340433,1
493,0.71048931195429477,0,1,0.031776848991292676,1
494,0.7053984365241841,0,1,0.031965952474316543,1
495,0.70032813028773067,0,1,0.032156678231336798,1
496,0.69527826883448851,0,1,0.032349048799766238,1
497,0.69024872875530363,0,1,0.032543087147693821,1
498,0.68523938763226022,0,1,0.032738816684370578,1
499,0.68025012402874774,0,1,0.032936261271010951,1
500,0.67528081747964963,0,1,0.033135445231910754,1
501,0.67033134848164577,0,1,0.033336393365902904,1
502,0.66540159848363389,0,1,0.03353913095815813,1
503,0.66049144987726383,0,1,0.033743683792342521,1
504,0.65560078598758631,0,1,0.033950078163144562,1
505,0.65072949106380795,0,1,0.034158340889190973,1
506,0.64587745027016341,0,1,0.034368499326352692,1
507,0.6410445496768884,0,1,0.034580581381472429,1
508,0.63623067625130325,0,1,0.034794615526512807,1
509,0.63143571784900132,0,1,0.035010630813149334,1
510,0.62665956320513994,0,1,0.035228656887827635,1
511,0.62190210192583351,0,1,0.035448724007292078,1
512,0.61716322447964966,0,1,0.035670863054611306,1
513,0.61244282218920132,0,1,0.035895105555717594,1
514,0.60774078722284042,0,1,0.036121483696481882,1
515,0.60305701258644584,0,1,0.036350030340335904,1
516,0.59839139211530856,0,1,0.036580779046475297,1
517,0.59374382046611007,0,1,0.036813764088655394,1
518,0.58911419310899316,0,1,0.037049020474611061,1
519,0.58450240631972683,0,1,0.037286583966115477,1
520,0.57990835717195743,0,1,0.037526491099713601,1
521,0.57533194352955386,0,1,0.037768779208149007,1
522,0.57077306403903671,0,1,0.038013486442516287,1
523,0.56623161812209721,0,1,0.038260651795163858,1
524,0.56170750596819907,0,1,0.038510315123381961,1
525,0.55720062852726882,0,1,0.038762517173905352,1
526,0.55271088750246333,0,1,0.039017299608262418,1
527,0.54823818534302715,0,1,0.03927470502901028,1
528,0.54378242523722564,0,1,0.039534777006885208,1
529,0.53934351110535861,0,1,0.039797560108915504,1
530,0.53492134759285737,0,1,0.040063099927526782,1
531,0.53051584006345376,0,1,0.040331443110691013,1
532,0.52612689459243178,0,1,0.040602637393157302,1
533,0.52175441795994981,0,1,0.04087673162881382,1
534,0.51739831764444366,0,1,0.041153775824224935,1
535,0.51305850181609847,0,1,0.041433821173401227,1
536,0.50873487933039607,0,1,0.041716920093852618,1
537,0.50442735972173525,0,1,0.042003126263975211,1
538,0.50013585319712162,0,1,0.04229249466184299,1
539,0.49586027062992777,0,1,0.042585081605452435,1
540,0.49160052355372397,0,1,0.042880944794497972,1
541,0.48735652415617459,0,1,0.04318014335373771,1
542,0.48312818527300783,0,1,0.043482737878026839,1
543,0.4789154203820436,0,1,0.043788790479092003,1
544,0.47471814359729692,0,1,0.044098364834127081,1
545,0.47053626966313589,0,1,0.04441152623629608,1
546,0.46636971394851434,0,1,0.044728341647231704,1
547,0.46221839244125862,0,1,0.045048879751616824,1
548,0.45808222174242319,0,1,0.045373211013963466,1
549,0.45396111906070624,0,1,0.045701407737671181,1
550,0.44985500220692254,0,1,0.046033544126495234,1
551,0.44576378958854246,0,1,0.046369696348527452,1
552,0.44168740020428743,0,1,0.04670994260281678,1
553,0.43762575363878176,0,1,0.047054363188760856,1
