|k|[1/nm]            Band_1[eV]           Band_2[eV]           Band_3[eV]           Band_4[eV]           Band_5[eV]           Band_6[eV]           Band_7[eV]           Band_8[eV]           Band_9[eV]           Band_10[eV]          Band_11[eV]          Band_12[eV]          Band_13[eV]          Band_14[eV]         
0                    1.3976942530797      1.3976942530798      1.4167478423565      1.4167478423565      1.4437721218703      1.4437721218703      2.3390669310193      2.3390669310193      2.3390988947366      2.3390988947366      2.9525116792099      2.9525116792099      3.0911484520154      3.0911484520155
0.0018523814641056   1.3976925860603      1.3976925890722      1.4167314353354      1.4167657629457      1.4437713291784      1.4437713299485      2.3390116880958      2.3390167841828      2.3391574623112      2.3392156768331      2.9525097004245      2.9525175410954      3.0911440246365      3.0911563385837
0.0037047629282112   1.3976875784253      1.3976876025085      1.4167164850828      1.4167851249252      1.4437689495516      1.4437689557125      2.3389188573071      2.3389411169831      2.3392326516755      2.3393166283372      2.9525114974106      2.9525271776234      3.0911426917239      3.091167318684
0.0055571443923168   1.3976792249897      1.3976793062052      1.4167030173255      1.4168059387019      1.443764981399       1.4437650021879      2.3388222151342      2.3388723628335      2.3393096583694      2.3394188636527      2.9525171071975      2.9525406246948      3.0911445774202      3.0911815155265
0.0074095258564224   1.3976675222299      1.397667714524       1.4166910340168      1.4168281910199      1.4437594234846      1.4437594727486      2.3387268600997      2.3388054269099      2.3393884802177      2.3395223810525      2.9525265302144      2.9525578816103      3.0911496821106      3.0911989285635
0.009261907320528    1.3976524688519      1.3976528438834      1.4166805347933      1.4168518664724      1.443752275006       1.4437523711912      2.3386327933692      2.3387403099233      2.3394691162766      2.3396271793224      2.9525397668362      2.9525789476167      3.0911580061477      3.0912195572154
0.011114288784634    1.3976340657947      1.3976347127073      1.4166715169755      1.4168769475541      1.4437435355966      1.4437437017337      2.3385400159123      2.338677012464       2.3395515657589      2.3397332573299      2.9525568173835      2.952603821907       3.0911695498514      3.0912434008701
0.012966670248739    1.3976123162271      1.3976133413677      1.4166639755757      1.4169034147207      1.4437332053279      1.4437334690142      2.3384485286307      2.3386155350725      2.339635827906       2.3398406139532      2.9525776821229      2.9526325036203      3.0911843135092      3.0912704588832
0.014819051712845    1.3975872255362      1.3975887521226      1.4166579033156      1.4169312464532      1.4437212847123      1.44372167809        2.3383583323885      2.3385558782591      2.3397219019578      2.3399492480617      2.9526023612666      2.952664991842       3.0912022973758      3.0913007305777
0.01667143317695     1.3975588013228      1.3975609690622      1.4166532915977      1.4169604202968      1.4437077747069      1.4437083344377      2.3382704246411      2.3384990389231      2.3398107826894      2.3400601541891      2.9526308575257      2.9527012881648      3.0912235107124      3.0913342243119
0.018523814641056    1.397527053371       1.3975300180335      1.4166501292847      1.416990911663       1.4436926767154      1.4436934439523      2.3381854971486      2.3384457082865      2.3399031591157      2.3401740210837      2.9526631727703      2.9527413933421      3.0912479599641      3.0913709456309
0.020376196105162    1.3974919935745      1.3974959265247      1.4166484007899      1.4170226919003      1.4436759925883      1.4436770129415      2.3381018630574      2.3383941994737      2.3399973444214      2.3402891613397      2.9526993027251      2.9527853019619      3.0912756299759      3.0914108784073
0.022228577569267    1.397453635954       1.3974587236425      1.4166480899905      1.417055732329       1.4436577246301      1.4436590481306      2.338019523141       2.33834451291        2.3400933377891      2.3404055737646      2.9527392473849      2.9528330128952      3.0913065208711      3.0914540218345
0.024080959033373    1.3974119965974      1.3974184400172      1.4166491786708      1.4170900026828      1.4436378756012      1.4436395566604      2.3379384781507      2.3382966490018      2.340191138384       2.3405232571463      2.9527830066903      2.9528845249595      3.0913406327404      3.0915003750745
0.025933340497478    1.3973670936148      1.3973751077257      1.4166516465823      1.4171254711942      1.4436164487219      1.4436185460868      2.337858728816       2.3382506081363      2.340290745354       2.340642210253       2.9528305805275      2.9529398369192      3.0913779656421      3.0915499372564
0.027785721961584    1.3973189470891      1.3973287602129      1.4166554715091      1.4171621046823      1.4435934476756      1.44359602438        2.337780275845       2.3382063906818      2.3403921578293      2.3407624318331      2.9528819687286      2.9529989474855      3.0914185196013      3.0916027074781
0.02963810342569     1.3972675790249      1.3972794322149      1.4166606293399      1.4171998686412      1.4435688766125      1.4435719999247      2.3377031199239      2.3381639969879      2.3404953749228      2.340883920615       2.9529371710713      2.9530618553164      3.0914622946109      3.0916586848049
0.031490484889795    1.3972130132948      1.3972271596827      1.4166670941429      1.4172387273279      1.4435427401546      1.4435464815199      2.3376272617174      2.3381234273853      2.3406003957296      2.3410066753076      2.952996187279       2.9531285590172      3.0915092906308      3.0917178682709
0.033342866353901    1.3971552755863      1.3971719797091      1.4166748382464      1.4172786438511      1.443515043399       1.4435194783786      2.3375527018685      2.3380846821861      2.3407072193274      2.3411306945999      2.953059017021       2.9531990571402      3.0915595075882      3.0917802568775
0.035195247818006    1.3970943933492      1.3971139304577      1.4166838323217      1.4173195802581      1.4434857919226      1.443491000128       2.3374794409989      2.3380477616833      2.3408158447765      2.3412559771613      2.9531256599123      2.9532733481846      3.0916129453777      3.091845849595
0.037047629282112    1.3970303957454      1.3970530510954      1.4166940454693      1.4173614976211      1.4434549917867      1.4434610568093      2.3374074797084      2.3380126661517      2.3409262711193      2.3413825216414      2.9531961155135      2.9533514305973      3.0916696038612      3.0919146453616
0.038900010746218    1.3969633136023      1.3969893817308      1.4167054453071      1.4174043561215      1.4434226495418      1.4434296588783      2.3373368185753      2.3379793958468      2.3410384973812      2.3415103266704      2.9532703833316      2.9534333027728      3.0917294828679      3.091986643084
0.040752392210323    1.3968931793724      1.3969229633558      1.4167179980604      1.4174481151319      1.4433887722324      1.4433968172052      2.3372674581564      2.3379479510056      2.34115252257        2.341639390859       2.9533484628187      2.9535189630528      3.0917925821943      3.0920618416371
0.042604773674429    1.3968200270995      1.3968538377945      1.4167316686531      1.4174927332962      1.4433533674021      1.443362543075       2.3371993989865      2.3379183318465      2.341268345676       2.3417697127982      2.9534303533736      2.9536084097267      3.0918589016042      3.0921402398643
0.044457155138534    1.3967438923963      1.3967820476591      1.4167464207985      1.4175381686063      1.443316443099       1.443326848188       2.3371326415792      2.3378905385688      2.3413859656726      2.34190129106        2.9535160543404      2.953701641032       3.0919284408287      3.0922218365776
0.04630953660264     1.3966648124331      1.3967076363127      1.4167622170909      1.4175843784759      1.4432780078813      1.4432897446596      2.3370671864261      2.3378645713535      2.3415053815156      2.3420341241968      2.9536055650095      2.9537986551539      3.0920011995664      3.0923066305574
0.048161918066746    1.3965828259434      1.3966306478413      1.4167790190962      1.4176313198114      1.4432380708223      1.4432512450213      2.3370030339973      2.3378404303624      2.3416265921438      2.342168210742       2.9536988846174      2.9538994502259      3.092077177483       3.0923946205528
0.050014299530851    1.396497973248       1.3965511270353      1.4167967874411      1.4176789490789      1.4431966415171      1.4432113622209      2.3369401847409      2.337818115739       2.3417495964788      2.3423035492098      2.9537960123465      2.9540040243295      3.0921563742118      3.0924858052816
0.051866680994957    1.3964102963047      1.3964691193819      1.4168154819017      1.4177272223679      1.4431537300878      1.4431701096229      2.3368786390836      2.3377976276078      2.3418743934251      2.3424401380953      2.9538969473255      2.9541123754946      3.0922387893533      3.0925801834303
0.053719062459062    1.396319838786       1.3963846710697      1.4168350614893      1.4177760954506      1.4431093471903      1.443127501009       2.3368183974302      2.3377789660745      2.3420009818704      2.3425779758747      2.9540016886291      2.9542245016996      3.0923244224755      3.0926777536541
0.055571443923168    1.3962266461947      1.3962978290059      1.4168554845339      1.4178255238385      1.4430635040201      1.4430835505784      2.3367594601638      2.3377621312265      2.3421293606852      2.3427170610053      2.9541102352787      2.9543404008715      3.0924132731139      3.0927785145774
0.057423825387274    1.3961307660246      1.3962086408494      1.4168767087657      1.4178754628342      1.4430162123192      1.4430382729489      2.3367018276457      2.337747123132       2.3422595287233      2.3428573919255      2.9542225862415      2.9544600708862      3.0925053407711      3.0928824647934
0.059276206851379    1.396032247977       1.3961171550603      1.4168986913938      1.4179258675802      1.4429674843826      1.4429916831564      2.3366455002155      2.3377339418407      2.3423914848216      2.3429989670551      2.9543387404317      2.9545835095685      3.0926006249177      3.0929896028642
0.061128588315485    1.3959311442493      1.3960234209685      1.4169213891807      1.4179766931024      1.4429173330653      1.4429437966563      2.336590478191       2.3377225873836      2.3425252278003      2.3431417847953      2.9544586967095      2.9547107146922      3.0926991249914      3.0930999273213
0.06298096977959     1.3958275099111      1.3959274888633      1.4169447585151      1.4180278943521      1.4428657717887      1.4428946293233      2.3365367618682      2.3377130597731      2.3426607564629      2.3432858435287      2.9545824538819      2.9548416839804      3.0928008403974      3.093213436665
0.064833351243696    1.3957214033937      1.3958294101076      1.41696875548        1.4180794262418      1.4428128145485      1.442844197452       2.3364843515213      2.3377053590027      2.3427980695964      2.3434311416194      2.9547100107025      2.9549764151057      3.0929057705086      3.0933301293653
0.066685732707801    1.3956128871243      1.3957292372797      1.4169933359178      1.4181312436792      1.4427584759217      1.4427925177573      2.3364332474026      2.3376994850474      2.3429371659711      2.3435776774132      2.9548413658718      2.9551149056901      3.0930139146654      3.0934500038613
0.068538114171907    1.3955020283448      1.3956270243466      1.4170184554922      1.4181833015967      1.4427027710736      1.4427396073745      2.3363834497429      2.3376954378636      2.343078044341       2.3437254492376      2.9549765180369      2.9552571533054      3.0931252721759      3.0935730585615
0.070390495636013    1.3953889001732      1.3955228268733      1.4170440697455      1.4182355549778      1.4426457157659      1.4426854838598      2.3363349587509      2.3376932173888      2.3432207034436      2.3438744554019      2.9551154657919      2.9554031554736      3.0932398423156      3.093699291844
0.072242877100118    1.3952735829789      1.3954167022741      1.4170701341531      1.4182879588801      1.4425873263639      1.44263016519        2.3362877746137      2.3376928235421      2.3433651420001      2.3440246941975      2.9552582076782      2.9555529096663      3.0933576243279      3.0938287020563
0.074095258564224    1.3951561661744      1.3953087101108      1.4170966041742      1.4183404684551      1.4425276198445      1.4425736697631      2.3362418974964      2.337694256224       2.3435113587155      2.3441761638975      2.955404742184       2.9557064133058      3.0934786174238      3.0939612875159
0.075947640028329    1.3950367505597      1.395198912447       1.4171234352983      1.418393038965       1.4424666138039      1.4425160163975      2.3361973275426      2.3376975153162      2.3436593522787      2.3443288627574      2.9555550677448      2.9558636637647      3.093602820782       3.0940970465099
0.077800021492435    1.3949154514022      1.3950873742648      1.4171505830895      1.418445625797       1.4424043264654      1.4424572243326      2.3361540648738      2.3377026006822      2.3438091213623      2.3444827890146      2.9557091827435      2.9560246583662      3.0937302335491      3.0942359772951
0.079652402956541    1.3947924025048      1.3949741639543      1.4171780032256      1.4184981844742      1.4423407766876      1.4423973132276      2.33611210959        2.3377095121665      2.3439606646232      2.3446379408891      2.9558670855106      2.9561893943842      3.0938608548393      3.0943780780984
0.081504784420646    1.3946677616006      1.3948593538853      1.4172056515356      1.4185506706643      1.4422759839717      1.4423363031617      2.3360714617692      2.3377182495955      2.3441139807019      2.3447943165831      2.956028774324       2.9563578690442      3.093994683735       3.0945233471167
0.083357165884752    1.3945417175228      1.394743021073       1.417233484033       1.4186030401861      1.4422099684705      1.442274214633       2.3360321214677      2.3377288127768      2.3442690682236      2.3449519142814      2.9561942474093      2.9565300795221      3.0941317192861      3.094671782517
0.085209547348857    1.3944144997323      1.3946252479475      1.4172614569461      1.4186552490138      1.4421427509952      1.4422110685579      2.3359940887199      2.3377412014997      2.3444259257972      2.3451107321513      2.9563635029401      2.956706022946       3.0942719605109      3.0948233824366
0.087061928812963    1.3942863909069      1.3945061232372      1.4172895267461      1.4187072532787      1.4420743530242      1.4421468862697      2.3359573635389      2.3377554155349      2.3445845520165      2.3452707683428      2.9565365390376      2.9568856963949      3.0944154063953      3.0949781449829
0.088914310277069    1.3941577433422      1.3943857429742      1.417317650171       1.4187590092695      1.4420047967104      1.4420816895175      2.3359219459156      2.3377714546348      2.3447449454591      2.3454320209888      2.9567133537716      2.9570690969002      3.0945620558934      3.0951360682338
0.090766691741174    1.3940289997096      1.3942642116231      1.4173457842487      1.4188104734311      1.4419341048892      1.4420155004645      2.3358878358193      2.3377893185334      2.3449071046873      2.3455944882049      2.9568939451597      2.957256221445       3.0947119079273      3.0952971502378
0.09261907320528     1.393900717871       1.3941416433272      1.417373886316       1.4188616023613      1.4418623010858      1.4419483416863      2.3358550331976      2.3378090069463      2.3450710282482      2.3457581680899      2.9570783111681      2.9574470669647      3.0948649613876      3.095461389014
0.094471454669385    1.3937735972741      1.3940181632496      1.4174019140367      1.4189123528063      1.4417894095228      1.4418802361686      2.3358235379766      2.3378305195708      2.3452367146732      2.3459230587258      2.9572664497114      2.9576416303473      3.0950212151326      3.0956287825519
0.096323836133491    1.3936484998816      1.3938939089521      1.4174298253845      1.4189626816151      1.4417154551262      1.4418112073019      2.3357933040539      2.3378538101441      2.3454041166374      2.3460891125153      2.9574583585463      2.957839908325       3.0951806676176      3.0957993284343
0.098176217597597    1.3935264497579      1.3937690302628      1.4174575756193      1.4190125418126      1.4416404634218      1.4417412785495      2.335759722825       2.3378742763277      2.3455686408838      2.346251754202       2.9576540248212      2.9580418868652      3.0953432804474      3.0959729867723
