wavelength_nm,real,imag,abs_real,magnitude,real_normalized,imag_normalized
4.210000000000000000e+02,-1.293120432436197564e+00,8.779574999792479767e-03,1.293120432436197564e+00,1.293150236330317338e+00,-3.140384303643486974e-02,2.132147851849014539e-04
4.220000000000000000e+02,-1.307833221533902801e+00,8.945426812960059759e-03,1.307833221533902801e+00,1.307863814014522008e+00,-3.176114782248797008e-02,2.172425494807686162e-04
4.230000000000000000e+02,-1.322744611831213835e+00,9.114930244631492401e-03,1.322744611831213835e+00,1.322776016596110216e+00,-3.212327570215464667e-02,2.213589944992099836e-04
4.240000000000000000e+02,-1.337858262967230871e+00,9.288185018540215387e-03,1.337858262967230871e+00,1.337890504552085691e+00,-3.249031555094021584e-02,2.255665420629679322e-04
4.250000000000000000e+02,-1.353177927456103102e+00,9.465294275706848809e-03,1.353177927456103102e+00,1.353211031269742737e+00,-3.286235849985025270e-02,2.298676969846963575e-04
4.260000000000000000e+02,-1.368707453775931615e+00,9.646364718589501425e-03,1.368707453775931615e+00,1.368741446137318407e+00,-3.323949801040557844e-02,2.342650505676969423e-04
4.270000000000000000e+02,-1.384450789586321839e+00,9.831506762530937971e-03,1.384450789586321839e+00,1.384485697763401024e+00,-3.362182995278154701e-02,2.387612842838620080e-04
4.280000000000000000e+02,-1.400411985081033261e+00,1.002083469493570550e-02,1.400411985081033261e+00,1.400447837331538548e+00,-3.400945268722820741e-02,2.433591736393419852e-04
4.290000000000000000e+02,-1.416595196482604901e+00,1.021446684264020258e-02,1.416595196482604901e+00,1.416632022096941501e+00,-3.440246714893843011e-02,2.480615922391809776e-04
4.300000000000000000e+02,-1.433004689686189437e+00,1.041252574797017771e-02,1.433004689686189437e+00,1.433042519032517781e+00,-3.480097693653954466e-02,2.528715160629293676e-04
4.310000000000000000e+02,-1.449644844060364424e+00,1.061513835401516753e-02,1.449644844060364424e+00,1.449683708632015122e+00,-3.520508840439728893e-02,2.577920279640927531e-04
4.320000000000000000e+02,-1.466520156413016363e+00,1.082243619968608489e-02,1.466520156413016363e+00,1.466560088878377410e+00,-3.561491075892855851e-02,2.628263224071679871e-04
4.330000000000000000e+02,-1.483635245131038172e+00,1.103455562516205898e-02,1.483635245131038172e+00,1.483676279386066277e+00,-3.603055615913526577e-02,2.679777104569851525e-04
4.340000000000000000e+02,-1.500994854503020726e+00,1.125163798837650747e-02,1.500994854503020726e+00,1.501037025726535967e+00,-3.645213982158231752e-02,2.732496250361411022e-04
4.350000000000000000e+02,-1.518603859234731512e+00,1.147382989323884189e-02,1.518603859234731512e+00,1.518647203946670299e+00,-3.687978013005742406e-02,2.786456264674366822e-04
4.360000000000000000e+02,-1.536467269167781424e+00,1.170128343033859097e-02,1.536467269167781424e+00,1.536511825290588718e+00,-3.731359875016547478e-02,2.841694083194528709e-04
4.370000000000000000e+02,-1.554590234212545052e+00,1.193415643093443182e-02,1.554590234212545052e+00,1.554636041135909696e+00,-3.775372074912602266e-02,2.898248035747561565e-04
4.380000000000000000e+02,-1.572978049507131715e+00,1.217261273508860389e-02,1.572978049507131715e+00,1.573025148156271147e+00,-3.820027472106061334e-02,2.956157911416280068e-04
4.390000000000000000e+02,-1.591636160814899004e+00,1.241682247487302035e-02,1.591636160814899004e+00,1.591684593722626939e+00,-3.865339291807306371e-02,3.015465027318161130e-04
4.400000000000000000e+02,-1.610570170173893256e+00,1.266696237364205169e-02,1.610570170173893256e+00,1.610619981556710600e+00,-3.911321138744798531e-02,3.076212301284694502e-04
4.410000000000000000e+02,-1.629785841812488201e+00,1.292321606244333301e-02,1.629785841812488201e+00,1.629837077650964750e+00,-3.957987011531390736e-02,3.138444328702758913e-04
4.420000000000000000e+02,-1.649289108346309707e+00,1.318577441471997444e-02,1.649289108346309707e+00,1.649341816470037081e+00,-4.005351317713762294e-02,3.202207463798124138e-04
4.430000000000000000e+02,-1.669086077272764257e+00,1.345483590054771458e-02,1.669086077272764257e+00,1.669140307450184046e+00,-4.053428889544584413e-02,3.267549905663075368e-04
4.440000000000000000e+02,-1.689183037780418228e+00,1.373060696174684819e-02,1.689183037780418228e+00,1.689238841813856640e+00,-4.102235000519320607e-02,3.334521789353544672e-04
4.450000000000000000e+02,-1.709586467891715866e+00,1.401330240931593363e-02,1.709586467891715866e+00,1.709643899717975701e+00,-4.151785382722539969e-02,3.403175282407157375e-04
4.460000000000000000e+02,-1.730303041958835664e+00,1.430314584474939865e-02,1.730303041958835664e+00,1.730362157755727326e+00,-4.202096245031848587e-02,3.473564687161556771e-04
4.470000000000000000e+02,-1.751339638533853993e+00,1.460037010692735726e-02,1.751339638533853993e+00,1.751400496833077192e+00,-4.253184292230829944e-02,3.545746549283028577e-04
4.480000000000000000e+02,-1.772703348635812137e+00,1.490521774640356928e-02,1.772703348635812137e+00,1.772766010442633045e+00,-4.305066745085884411e-02,3.619779772948845389e-04
4.490000000000000000e+02,-1.794401484439029026e+00,1.521794152906829484e-02,1.794401484439029026e+00,1.794466013359231393e+00,-4.357761361446073345e-02,3.695725743163400683e-04
4.500000000000000000e+02,-1.816441588408628682e+00,1.553880497132660576e-02,1.816441588408628682e+00,1.816508050783260275e+00,-4.411286458429038854e-02,3.773648455727973152e-04
4.510000000000000000e+02,-1.838831442911186720e+00,1.586808290911377595e-02,1.838831442911186720e+00,1.838899907959660185e+00,-4.465660935760765865e-02,3.853614655427934146e-04
4.520000000000000000e+02,-1.861579080330557190e+00,1.620606210326611812e-02,1.861579080330557190e+00,1.861649620302719077e+00,-4.520904300342191984e-02,3.935693983048987464e-04
4.530000000000000000e+02,-1.884692793720956772e+00,1.655304188398163540e-02,1.884692793720956772e+00,1.884765484058777529e+00,-4.577036692120562550e-02,4.019959131886501752e-04
4.540000000000000000e+02,-1.908181148032011443e+00,1.690933483734380349e-02,1.908181148032011443e+00,1.908256067541619805e+00,-4.634078911349816254e-02,4.106486014470003333e-04
4.550000000000000000e+02,-1.932052991943030484e+00,1.727526753714126589e-02,1.932052991943030484e+00,1.932130222977865186e+00,-4.692052447330495590e-02,4.195353940287928438e-04
4.560000000000000000e+02,-1.956317470346568221e+00,1.765118132550399371e-02,1.956317470346568221e+00,1.956397099002495921e+00,-4.750979508726477230e-02,4.286645805367611745e-04
4.570000000000000000e+02,-1.980984037524573971e+00,1.803743314619299376e-02,1.980984037524573971e+00,1.981066153847888645e+00,-4.810883055563673627e-02,4.380448294642353161e-04
4.580000000000000000e+02,-2.006062471063744468e+00,1.843439643472778028e-02,2.006062471063744468e+00,2.006147169273054143e+00,-4.871786833023909052e-02,4.476852098121721058e-04
4.590000000000000000e+02,-2.031562886560442927e+00,1.884246206992162831e-02,2.031562886560442927e+00,2.031650265283534651e+00,-4.933715407156287480e-02,4.575952141974929527e-04
4.600000000000000000e+02,-2.057495753169577668e+00,1.926203939181745511e-02,2.057495753169577668e+00,2.057585915696445333e+00,-4.996694202638142512e-02,4.677847835739820724e-04
4.610000000000000000e+02,-2.083871910056270593e+00,1.969355729148849349e-02,2.083871910056270593e+00,2.083964964609616999e+00,-5.060749542728436301e-02,4.782643336984442571e-04
4.620000000000000000e+02,-2.110702583814002331e+00,2.013746537868536801e-02,2.110702583814002331e+00,2.110798643838625921e+00,-5.125908691568285130e-02,4.890447834873872749e-04
4.630000000000000000e+02,-2.137999406918191347e+00,2.059423523388863309e-02,2.137999406918191347e+00,2.138098591390819703e+00,-5.192199898996065210e-02,5.001375854235179299e-04
4.640000000000000000e+02,-2.165774437290015619e+00,2.106436175196425842e-02,2.165774437290015619e+00,2.165876871051284347e+00,-5.259652448058776963e-02,5.115547581868452312e-04
4.650000000000000000e+02,-2.194040179051667927e+00,2.154836458532850829e-02,2.194040179051667927e+00,2.194145993162118113e+00,-5.328296705416850354e-02,5.233089217024005984e-04
4.660000000000000000e+02,-2.222809604561239993e+00,2.204678969532015975e-02,2.222809604561239993e+00,2.222918936683379254e+00,-5.398164174856560221e-02,5.354133348158078825e-04
4.670000000000000000e+02,-2.252096177823119660e+00,2.256021102135451206e-02,2.252096177823119660e+00,2.252209172631803646e+00,-5.469287554142928526e-02,5.478819358292224455e-04
4.680000000000000000e+02,-2.281913879378379306e+00,2.308923227841649245e-02,2.281913879378379306e+00,2.282030689001988577e+00,-5.541700795466824453e-02,5.607293861540254675e-04
4.690000000000000000e+02,-2.312277232788892078e+00,2.363448889454457247e-02,2.312277232788892078e+00,2.312398017284040375e+00,-5.615439169762490718e-02,5.739711173632403799e-04
4.700000000000000000e+02,-2.343201332839320195e+00,2.419665010118048770e-02,2.343201332839320195e+00,2.343326260702100150e+00,-5.690539335196970888e-02,5.876233819563436234e-04
4.710000000000000000e+02,-2.374701875592635680e+00,2.477642119063239168e-02,2.374701875592635680e+00,2.374831124309725983e+00,-5.767039410160904045e-02,6.017033081824794093e-04
4.720000000000000000e+02,-2.406795190447232002e+00,2.537454595643476307e-02,2.406795190447232002e+00,2.406928947090549720e+00,-5.844979051120243602e-02,6.162289593053796224e-04
4.730000000000000000e+02,-2.439498274358113505e+00,2.599180933411743971e-02,2.439498274358113505e+00,2.439636736227071001e+00,-5.924399535723509636e-02,6.312193977352841901e-04
4.740000000000000000e+02,-2.472828828399784129e+00,2.662904026183467165e-02,2.472828828399784129e+00,2.472972203715665618e+00,-6.005343851595935228e-02,6.466947545002319983e-04
4.750000000000000000e+02,-2.506805296866131627e+00,2.728711478249657568e-02,2.506805296866131627e+00,2.506953805523597367e+00,-6.087856791294782993e-02,6.626763045823147284e-04
4.760000000000000000e+02,-2.541446909121572340e+00,2.796695941151048498e-02,2.541446909121572340e+00,2.541600783502853123e+00,-6.171985053946187072e-02,6.791865487043520543e-04
4.770000000000000000e+02,-2.576773724439364699e+00,2.866955479703130194e-02,2.576773724439364699e+00,2.576933210297343457e+00,-6.257777354136433157e-02,6.962493022202414757e-04
4.780000000000000000e+02,-2.612806680086845468e+00,2.939593970277698531e-02,2.612806680086845468e+00,2.612972037503932476e+00,-6.345284538688490683e-02,7.138897918389054209e-04
4.790000000000000000e+02,-2.649567642944107071e+00,3.014721534704628558e-02,2.649567642944107071e+00,2.649739147374618575e+00,-6.434559712019619071e-02,7.321347609987238422e-04
4.800000000000000000e+02,-2.687079464972643272e+00,3.092455013564526789e-02,2.687079464972643272e+00,2.687257408377314416e+00,-6.525658370848749779e-02,7.510125848081680494e-04
4.810000000000000000e+02,-2.725366042884083129e+00,3.172918483105893750e-02,2.725366042884083129e+00,2.725550734966364352e+00,-6.618638549103911251e-02,7.705533955807850272e-04
4.820000000000000000e+02,-2.764452382396824781e+00,3.256243820548271328e-02,2.764452382396824781e+00,2.764644151951814344e+00,-6.713560973971520462e-02,7.907892201208748363e-04
4.830000000000000000e+02,-2.804364667510862219e+00,3.342571323136370176e-02,2.804364667510862219e+00,2.804563863899043774e+00,-6.810489234132509340e-02,8.117541300627633283e-04
4.840000000000000000e+02,-2.845130335279028699e+00,3.432050387000587510e-02,2.845130335279028699e+00,2.845337330038540724e+00,-6.909489961346686193e-02,8.334844067342493668e-04
4.850000000000000000e+02,-2.886778156606844448e+00,3.524840252671276875e-02,2.886778156606844448e+00,2.886993345219745599e+00,-7.010633026677745572e-02,8.560187222071275999e-04
4.860000000000000000e+02,-2.929338323674314459e+00,3.621110825005396938e-02,2.929338323674314459e+00,2.929562127504337532e+00,-7.113991752799893320e-02,8.793983384189966957e-04
4.870000000000000000e+02,-2.972842544642377405e+00,3.721043576332772052e-02,2.972842544642377405e+00,2.973075413063964056e+00,-7.219643143995496670e-02,9.036673265052151509e-04
4.880000000000000000e+02,-3.017324146385433892e+00,3.824832542841158367e-02,3.017324146385433892e+00,3.017566559126519721e+00,-7.327668135644298253e-02,9.288728087741992710e-04
4.890000000000000000e+02,-3.062818186080879634e+00,3.932685425621572362e-02,3.062818186080879634e+00,3.063070655804964737e+00,-7.438151865222177028e-02,9.550652260998008332e-04
4.900000000000000000e+02,-3.109361572588944966e+00,4.044824809422190026e-02,3.109361572588944966e+00,3.109624647745558690e+00,-7.551183967075963954e-02,9.822986338995872736e-04
4.910000000000000000e+02,-3.156993198672725320e+00,4.161489514051761041e-02,3.156993198672725320e+00,3.157267466649507970e+00,-7.666858893524007568e-02,1.010631030327480443e-03
4.920000000000000000e+02,-3.205754085242427998e+00,4.282936095580262836e-02,3.205754085242427998e+00,3.206040175856877283e+00,-7.785276265157944908e-02,1.040124720845133277e-03
4.930000000000000000e+02,-3.255687538961251626e+00,4.409440517064977527e-02,3.255687538961251626e+00,3.255986128335765173e+00,-7.906541253593613039e-02,1.070846723963098752e-03
4.940000000000000000e+02,-3.306839324727450347e+00,4.541300011555372829e-02,3.306839324727450347e+00,3.307151139597856115e+00,-8.030765000349258942e-02,1.102869223677519894e-03
4.950000000000000000e+02,-3.359257854751291461e+00,4.678835163688348231e-02,3.359257854751291461e+00,3.359583677266745116e+00,-8.158065076024968720e-02,1.136270074992188446e-03
4.960000000000000000e+02,-3.412994396181952439e+00,4.822392240380671269e-02,3.412994396181952439e+00,3.413335069263112587e+00,-8.288565984531232056e-02,1.171133369934653857e-03
4.970000000000000000e+02,-3.468103299513487059e+00,4.972345806088999953e-02,3.468103299513487059e+00,3.468459732846536525e+00,-8.422399717780124084e-02,1.207550072680478115e-03
4.980000000000000000e+02,-3.524642250318041015e+00,5.129101663999088845e-02,3.524642250318041015e+00,3.525015427074750907e+00,-8.559706367027469787e-02,1.245618733830436507e-03
4.990000000000000000e+02,-3.582672547226914084e+00,5.293100171519879438e-02,3.582672547226914084e+00,3.583063531615921615e+00,-8.700634797958736733e-02,1.285446295588854593e-03
5.000000000000000000e+02,-3.642259409515601121e+00,5.464819986839623833e-02,3.642259409515601121e+00,3.642669355287931232e+00,-8.845343397669144792e-02,1.327149001626738798e-03
5.010000000000000000e+02,-3.703472318160775600e+00,5.644782313352618430e-02,3.703472318160775600e+00,3.703902478213980221e+00,-8.994000902931442720e-02,1.370853427854375195e-03
5.020000000000000000e+02,-3.766385394840062517e+00,5.833555720862865224e-02,3.766385394840062517e+00,3.766837132090977036e+00,-9.146787320608977534e-02,1.416697653266050161e-03
5.030000000000000000e+02,-3.831077824057755876e+00,6.031761637090612971e-02,3.831077824057755876e+00,3.831552623784746814e+00,-9.303894952801491924e-02,1.464832593569965428e-03
5.040000000000000000e+02,-3.897634324425537145e+00,6.240080620746205065e-02,3.897634324425537145e+00,3.898133808318469562e+00,-9.465529541365411137e-02,1.515423524624274912e-03
5.050000000000000000e+02,-3.966145676133523423e+00,6.459259549049695126e-02,3.966145676133523423e+00,3.966671618335054550e+00,-9.631911548894145358e-02,1.568651827949196732e-03
5.060000000000000000e+02,-4.036709312850836895e+00,6.690119879028713634e-02,4.036709312850836895e+00,4.037263658328034133e+00,-9.803277596167538077e-02,1.624716997009607259e-03
5.070000000000000000e+02,-4.109429987739353862e+00,6.933567174456814475e-02,4.109429987739353862e+00,4.110014873392520585e+00,-9.979882079587552857e-02,1.683838950862469926e-03
5.080000000000000000e+02,-4.184420525005778657e+00,7.190602130488632504e-02,4.184420525005778657e+00,4.185038304005058052e+00,-1.016199899634649684e-01,1.746260711524723168e-03
5.090000000000000000e+02,-4.261802670525847603e+00,7.462333377968496939e-02,4.261802670525847603e+00,4.262455940469724425e+00,-1.034992401019509678e-01,1.812251513540554231e-03
5.100000000000000000e+02,-4.341708057639886320e+00,7.749992411722506080e-02,4.341708057639886320e+00,4.342399693258705007e+00,-1.054397679690788070e-01,1.882110429364847485e-03
5.110000000000000000e+02,-4.424279307354600732e+00,8.054951065415877354e-02,4.424279307354600732e+00,4.425012498643674519e+00,-1.074450371615838923e-01,1.956170613188148825e-03
5.120000000000000000e+02,-4.509671286040696003e+00,8.378742054428023334e-02,4.509671286040696003e+00,4.510449582910933231e+00,-1.095188086587804838e-01,2.034804289839539388e-03
5.130000000000000000e+02,-4.598052548476953660e+00,8.723083233873291098e-02,4.598052548476953660e+00,4.598879913268655528e+00,-1.116651758673483791e-01,2.118428645924513420e-03
5.140000000000000000e+02,-4.689607000009404558e+00,9.089906379696255367e-02,4.689607000009404558e+00,4.690487869543675359e+00,-1.138886049873996803e-01,2.207512819405965405e-03
5.150000000000000000e+02,-4.784535818992210920e+00,9.481391507958425446e-02,4.784535818992210920e+00,4.785475178256823447e+00,-1.161939816995701397e-01,2.302586234152664401e-03
5.160000000000000000e+02,-4.883059689985826068e+00,9.900008016364750252e-02,4.883059689985826068e+00,4.884063160099067602e+00,-1.185866653989502417e-01,2.404248591290473504e-03
5.170000000000000000e+02,-4.985421409980530072e+00,1.034856428389978600e-01,4.985421409980530072e+00,4.986495353789679008e+00,-1.210725524880569143e-01,2.513181914632530919e-03
5.180000000000000000e+02,-5.091888944960322405e+00,1.083026782854988601e-01,5.091888944960322405e+00,5.093040594569511192e+00,-1.236581506064645813e-01,2.630165160174375780e-03
5.190000000000000000e+02,-5.202759033467902583e+00,1.134879874076416273e-01,5.202759033467902583e+00,5.203996645235054785e+00,-1.263506661445325807e-01,2.756092049644664598e-03
5.200000000000000000e+02,-5.318361458908494654e+00,1.190839994018262904e-01,5.318361458908494654e+00,5.319694503119217543e+00,-1.291581079976692192e-01,2.891992989640099383e-03
5.210000000000000000e+02,-5.439064145117672666e+00,1.251398892946659624e-01,5.439064145117672666e+00,5.440503539801929023e+00,-1.320894113138250392e-01,3.039062211400349409e-03
5.220000000000000000e+02,-5.565279272987567083e+00,1.317129726437073489e-01,5.565279272987567083e+00,5.566837674434891525e+00,-1.351545860377154906e-01,3.198691641560856991e-03
5.230000000000000000e+02,-5.697470673616278347e+00,1.388704610423624475e-01,5.697470673616278347e+00,5.699162840423814380e+00,-1.383648964558175376e-01,3.372513535151234684e-03
5.240000000000000000e+02,-5.836162831133988149e+00,1.466916922233698073e-01,5.836162831133988149e+00,5.838006084621464531e+00,-1.417330798328793884e-01,3.562454634370656320e-03
5.250000000000000000e+02,-5.981951934222841771e+00,1.552709915211056280e-01,5.981951934222841771e+00,5.983966746578756712e+00,-1.452736148016135487e-01,3.770805660114722336e-03
5.260000000000000000e+02,-6.135519561403576461e+00,1.647213835903670875e-01,6.135519561403576461e+00,6.137730315236884948e+00,-1.490030537142567335e-01,4.000311452252531749e-03
5.270000000000000000e+02,-6.297649789390401764e+00,1.751794646039175896e-01,6.297649789390401764e+00,6.300085770418358599e+00,-1.529404381244368616e-01,4.254289292501423764e-03
5.280000000000000000e+02,-6.469250803584399634e+00,1.868118817690613276e-01,6.469250803584399634e+00,6.471947515149323316e+00,-1.571078236049127663e-01,4.536786261558116429e-03
5.290000000000000000e+02,-6.651382507498643903e+00,1.998240754022843624e-01,6.651382507498643903e+00,6.654383436665589180e+00,-1.615309502512884132e-01,4.852791543175685382e-03
5.300000000000000000e+02,-6.845292240656426941e+00,2.144722636462504939e-01,6.845292240656426941e+00,6.848651269546774500e+00,-1.662401101025882399e-01,5.208527476846627410e-03
5.310000000000000000e+02,-7.052461630670210369e+00,2.310801686632217300e-01,7.052461630670210369e+00,7.056246388585430296e+00,-1.712712849589702324e-01,5.611855758756454163e-03
5.320000000000000000e+02,-7.274669004184607601e+00,2.500628344429562944e-01,7.274669004184607601e+00,7.278965623054824974e+00,-1.766676620514255336e-01,6.072855864861653047e-03
5.330000000000000000e+02,-7.514073967885980920e+00,2.719613275751576742e-01,7.514073967885980920e+00,7.518993985804098834e+00,-1.824816881186319684e-01,6.604667770240412079e-03
5.340000000000000000e+02,-7.773334277221515265e+00,2.974946417322322789e-01,7.773334277221515265e+00,7.779024929082456019e+00,-1.887779076011529000e-01,7.224752466047206986e-03
5.350000000000000000e+02,-8.055770894854237696e+00,3.276397584337510382e-01,8.055770894854237696e+00,8.062430931281655333e+00,-1.956369711387768162e-01,7.956836260768481578e-03
5.360000000000000000e+02,-8.365606977020412671e+00,3.637597447010718632e-01,8.365606977020412671e+00,8.373511882468285705e+00,-2.031614394305966131e-01,8.834021672710452508e-03
5.370000000000000000e+02,-8.708323761125587481e+00,4.078181104330911300e-01,8.708323761125587481e+00,8.717867763380086288e+00,-2.114844260790360031e-01,9.903993167386715424e-03
5.380000000000000000e+02,-9.091207133206445690e+00,4.627585525708770575e-01,9.091207133206445690e+00,9.102977129315510396e+00,-2.207828711553660728e-01,1.123823936593828891e-02
5.390000000000000000e+02,-9.524211855817792838e+00,5.332308484839165530e-01,9.524211855817792838e+00,9.539127141005883104e+00,-2.312985292501837098e-01,1.294968159804413439e-02
5.400000000000000000e+02,-1.002133049172365631e+01,6.271329002885708270e-01,1.002133049172365631e+01,1.004093424433078674e+01,-2.433712142228145192e-01,1.523012294109594295e-02
5.410000000000000000e+02,-1.060233718754190946e+01,7.593272300296192157e-01,1.060233718754190946e+01,1.062949348184562126e+01,-2.574811475445079045e-01,1.844050449362734379e-02
5.420000000000000000e+02,-1.129067559079291527e+01,9.590842860181234553e-01,1.129067559079291527e+01,1.133133698926185140e+01,-2.741976656888543418e-01,2.329166844891720697e-02
5.430000000000000000e+02,-1.211111779490862617e+01,1.262530133628810614e+00,1.211111779490862617e+01,1.217674655154131003e+01,-2.941223668630333909e-01,3.066094785197399225e-02
5.440000000000000000e+02,-1.314140913776193642e+01,1.749059766408708860e+00,1.314140913776193642e+01,1.325729399962611410e+01,-3.191433214479107439e-01,4.247647549900781389e-02
5.450000000000000000e+02,-1.445378258683279427e+01,2.701667244171989779e+00,1.445378258683279427e+01,1.470410952644405533e+01,-3.510147301473779957e-01,6.561085258920063001e-02
5.460000000000000000e+02,-1.565440268645843958e+01,4.775106257821375877e+00,1.565440268645843958e+01,1.636648903226596374e+01,-3.801721730345801742e-01,1.159649817924590237e-01
5.470000000000000000e+02,-1.516188089685637408e+01,7.477085731217108844e+00,1.516188089685637408e+01,1.690530814159945194e+01,-3.682111239437790839e-01,1.815834169681596333e-01
5.480000000000000000e+02,-1.368732074264604393e+01,8.945199572173997637e+00,1.368732074264604393e+01,1.635112670423939107e+01,-3.324009592684272762e-01,2.172370308656435545e-01
5.490000000000000000e+02,-1.241004806314420961e+01,9.580908466460769546e+00,1.241004806314420961e+01,1.567810894120362342e+01,-3.013819839776000764e-01,2.326754245622278394e-01
5.500000000000000000e+02,-1.144320795829865034e+01,9.887539409403885315e+00,1.144320795829865034e+01,1.512317572302142032e+01,-2.779019629893784149e-01,2.401220550235207418e-01
5.510000000000000000e+02,-1.068160166535190925e+01,1.008424684634594470e+01,1.068160166535190925e+01,1.468974637613892931e+01,-2.594061107243260667e-01,2.448991580054834249e-01
5.520000000000000000e+02,-1.004010876493540749e+01,1.021980755688114328e+01,1.004010876493540749e+01,1.432648772419177874e+01,-2.438272505900739295e-01,2.481912931916351595e-01
5.530000000000000000e+02,-9.487757572132196060e+00,1.030317247238858513e+01,9.487757572132196060e+00,1.400617387951962201e+01,-2.304132253185836310e-01,2.502158368116050302e-01
5.540000000000000000e+02,-9.027164521257727614e+00,1.035329750797539461e+01,9.027164521257727614e+00,1.373610092357011503e+01,-2.192275758535264518e-01,2.514331393228632083e-01
5.550000000000000000e+02,-8.633481952087834088e+00,1.040625870148164367e+01,8.633481952087834088e+00,1.352136201642381685e+01,-2.096668688240195533e-01,2.527193188357482745e-01
5.560000000000000000e+02,-8.277859974619655503e+00,1.046076090953124194e+01,8.277859974619655503e+00,1.333980826570558342e+01,-2.010304754297265739e-01,2.540429223793904678e-01
5.570000000000000000e+02,-7.951308653191929920e+00,1.051215203773187312e+01,7.951308653191929920e+00,1.318061644092245110e+01,-1.931000722095588540e-01,2.552909723544708465e-01
5.580000000000000000e+02,-7.649274036848296987e+00,1.055960100527279621e+01,7.649274036848296987e+00,1.303904009815752119e+01,-1.857650650089102962e-01,2.564432856978527964e-01
5.590000000000000000e+02,-7.368284006261486496e+00,1.060340499489882049e+01,7.368284006261486496e+00,1.291215732102014435e+01,-1.789411323000853482e-01,2.575070795874858653e-01
5.600000000000000000e+02,-7.105495483024997228e+00,1.064407908697395300e+01,7.105495483024997228e+00,1.279783128772390555e+01,-1.725592290152168085e-01,2.584948629146509580e-01
