photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V,KK_real_pm_per_V,KK_imag_pm_per_V
-3.077899999999999991e+01,1.185511644165933905e-03,-2.759790818147264904e-07,1.185511644165933905e-03,1.185511676288964053e-03,1.300797171439212240e-03,8.289337485714668710e-04
-3.077799999999999869e+01,1.185585574743369067e-03,-2.760048607181912261e-07,1.185585574743369067e-03,1.185585606870397102e-03,1.300865825964783989e-03,8.285763306959085129e-04
-3.077700000000000102e+01,1.185659512237136320e-03,-2.760306428325837996e-07,1.185659512237136320e-03,1.185659544368162892e-03,1.300944120618340461e-03,8.284421655251807820e-04
-3.077599999999999980e+01,1.185733456648042309e-03,-2.760564281584061837e-07,1.185733456648042309e-03,1.185733488783068286e-03,1.301012788738771606e-03,8.280846975249179067e-04
-3.077499999999999858e+01,1.185807407976994295e-03,-2.760822166961632102e-07,1.185807407976994295e-03,1.185807440116019894e-03,1.301091097718052713e-03,8.279514624190719482e-04
-3.077400000000000091e+01,1.185881366224823211e-03,-2.761080084463459463e-07,1.185881366224823211e-03,1.185881398367849299e-03,1.301159779437998602e-03,8.275939443421164972e-04
-3.077299999999999969e+01,1.185955331392407261e-03,-2.761338034094642000e-07,1.185955331392407261e-03,1.185955363539434272e-03,1.301238102744692879e-03,8.274616363084133334e-04
-3.077199999999999847e+01,1.186029303480615540e-03,-2.761596015860102033e-07,1.186029303480615540e-03,1.186029335631644342e-03,1.301306798066816095e-03,8.271040682034839315e-04
-3.077100000000000080e+01,1.186103282490301968e-03,-2.761854029764882585e-07,1.186103282490301968e-03,1.186103314645333209e-03,1.301385135705145210e-03,8.269726842621651954e-04
-3.076999999999999957e+01,1.186177268422326531e-03,-2.762112075813984327e-07,1.186177268422326531e-03,1.186177300581360431e-03,1.301453844632386109e-03,8.266150661775358358e-04
-3.076899999999999835e+01,1.186251261277568737e-03,-2.762370154012429105e-07,1.186251261277568737e-03,1.186251293440606378e-03,1.301532196605359806e-03,8.264846033648275527e-04
-3.076800000000000068e+01,1.186325261056875129e-03,-2.762628264365193238e-07,1.186325261056875129e-03,1.186325293223916728e-03,1.301600919143691693e-03,8.261269353487761318e-04
-3.076699999999999946e+01,1.186399267761123911e-03,-2.762886406877325041e-07,1.186399267761123911e-03,1.186399299932170337e-03,1.301679285451551749e-03,8.259973907148052087e-04
-3.076599999999999824e+01,1.186473281391149485e-03,-2.763144581553784952e-07,1.186473281391149485e-03,1.186473313566201171e-03,1.301748021602298216e-03,8.256396728146378526e-04
-3.076500000000000057e+01,1.186547301947861715e-03,-2.763402788399644581e-07,1.186547301947861715e-03,1.186547334126919744e-03,1.301826402250017868e-03,8.255110434235048275e-04
-3.076399999999999935e+01,1.186621329432095435e-03,-2.763661027419840012e-07,1.186621329432095435e-03,1.186621361615160025e-03,1.301895152016403767e-03,8.251532756868519471e-04
-3.076299999999999812e+01,1.186695363844717573e-03,-2.763919298619448149e-07,1.186695363844717573e-03,1.186695396031789375e-03,1.301973547007376567e-03,8.250255586195766582e-04
-3.076200000000000045e+01,1.186769405186599395e-03,-2.764177602003442133e-07,1.186769405186599395e-03,1.186769437377679275e-03,1.302042310393190317e-03,8.246677410928018826e-04
-3.076099999999999923e+01,1.186843453458610864e-03,-2.764435937576830048e-07,1.186843453458610864e-03,1.186843485653699256e-03,1.302120719728695839e-03,8.245409334408551182e-04
-3.076000000000000156e+01,1.186917508661600694e-03,-2.764694305344649621e-07,1.186917508661600694e-03,1.186917540860698032e-03,1.302189496738869910e-03,8.241830661732303404e-04
-3.075900000000000034e+01,1.186991570796453593e-03,-2.764952705311959758e-07,1.186991570796453593e-03,1.186991602999560745e-03,1.302267920422003119e-03,8.240571650441610649e-04
-3.075799999999999912e+01,1.187065639864003964e-03,-2.765211137483664778e-07,1.187065639864003964e-03,1.187065672071121580e-03,1.302336711058055610e-03,8.236992480812610484e-04
-3.075700000000000145e+01,1.187139715865159068e-03,-2.765469601864880761e-07,1.187139715865159068e-03,1.187139748076287580e-03,1.302415149092158450e-03,8.235742505978898642e-04
-3.075600000000000023e+01,1.187213798800747233e-03,-2.765728098460587201e-07,1.187213798800747233e-03,1.187213831015887511e-03,1.302483953358877415e-03,8.232162839872814858e-04
-3.075499999999999901e+01,1.187287888671650134e-03,-2.765986627275833474e-07,1.187287888671650134e-03,1.187287920890802611e-03,1.302562405745820570e-03,8.230921872839224059e-04
-3.075400000000000134e+01,1.187361985478756383e-03,-2.766245188315585311e-07,1.187361985478756383e-03,1.187362017701921709e-03,1.302631223646176723e-03,8.227341710713260373e-04
-3.075300000000000011e+01,1.187436089222877397e-03,-2.766503781584884675e-07,1.187436089222877397e-03,1.187436121450056439e-03,1.302709690390782722e-03,8.226109722974909869e-04
-3.075199999999999889e+01,1.187510199904913931e-03,-2.766762407088797882e-07,1.187510199904913931e-03,1.187510232136106906e-03,1.302778521927430407e-03,8.222529065306222575e-04
-3.075100000000000122e+01,1.187584317525727708e-03,-2.767021064832288545e-07,1.187584317525727708e-03,1.187584349760935701e-03,1.302857003031646695e-03,8.221306028496792656e-04
-3.075000000000000000e+01,1.187658442086209076e-03,-2.767279754820388039e-07,1.187658442086209076e-03,1.187658474325432303e-03,1.302925848208680510e-03,8.217724875746407285e-04
-3.074899999999999878e+01,1.187732573587172054e-03,-2.767538477058191268e-07,1.187732573587172054e-03,1.187732605830411382e-03,1.303004343673896601e-03,8.216510761628692625e-04
-3.074800000000000111e+01,1.187806712029513927e-03,-2.767797231550637494e-07,1.187806712029513927e-03,1.187806744276769791e-03,1.303073202495506335e-03,8.212929114260540371e-04
-3.074699999999999989e+01,1.187880857414117235e-03,-2.768056018302783501e-07,1.187880857414117235e-03,1.187880889665390285e-03,1.303151712327184223e-03,8.211723894743318047e-04
-3.074599999999999866e+01,1.187955009741825489e-03,-2.768314837319673372e-07,1.187955009741825489e-03,1.187955041997116592e-03,1.303220584795132140e-03,8.208141753215499265e-04
-3.074500000000000099e+01,1.188029169013503014e-03,-2.768573688606317307e-07,1.188029169013503014e-03,1.188029201272812604e-03,1.303299108994540774e-03,8.206945400341894179e-04
-3.074399999999999977e+01,1.188103335230044494e-03,-2.768832572167741387e-07,1.188103335230044494e-03,1.188103367493373438e-03,1.303367995113708820e-03,8.203362765100716356e-04
-3.074299999999999855e+01,1.188177508392274789e-03,-2.769091488008990752e-07,1.188177508392274789e-03,1.188177540659623305e-03,1.303446533683137818e-03,8.202175251041728555e-04
-3.074200000000000088e+01,1.188251688501099860e-03,-2.769350436135090425e-07,1.188251688501099860e-03,1.188251720772468814e-03,1.303515433457627529e-03,8.198592122563540252e-04
-3.074099999999999966e+01,1.188325875557361480e-03,-2.769609416551095076e-07,1.188325875557361480e-03,1.188325907832751306e-03,1.303593986400763830e-03,8.197413419625046698e-04
-3.073999999999999844e+01,1.188400069561949129e-03,-2.769868429262015963e-07,1.188400069561949129e-03,1.188400101841360695e-03,1.303662899831688898e-03,8.193829798355550418e-04
-3.073900000000000077e+01,1.188474270515715425e-03,-2.770127474272897167e-07,1.188474270515715425e-03,1.188474302799149380e-03,1.303741467152925472e-03,8.192659878978932747e-04
-3.073799999999999955e+01,1.188548478419515584e-03,-2.770386551588747829e-07,1.188548478419515584e-03,1.188548510706972363e-03,1.303810394244961628e-03,8.189075765371344514e-04
-3.073699999999999832e+01,1.188622693274248628e-03,-2.770645661214620501e-07,1.188622693274248628e-03,1.188622725565728882e-03,1.303888975944803496e-03,8.187914602127181144e-04
-3.073600000000000065e+01,1.188696915080765006e-03,-2.770904803155541265e-07,1.188696915080765006e-03,1.188696947376269601e-03,1.303957916701648304e-03,8.184329996645152427e-04
-3.073499999999999943e+01,1.188771143839939884e-03,-2.771163977416596553e-07,1.188771143839939884e-03,1.188771176139469254e-03,1.304036512784541128e-03,8.183177562236609946e-04
-3.073400000000000176e+01,1.188845379552629783e-03,-2.771423184002770095e-07,1.188845379552629783e-03,1.188845411856184579e-03,1.304105467208394866e-03,8.179592465313701268e-04
-3.073300000000000054e+01,1.188919622219715509e-03,-2.771682422919129267e-07,1.188919622219715509e-03,1.188919654527296381e-03,1.304184077677050888e-03,8.178448732570130046e-04
-3.073199999999999932e+01,1.188993871842065723e-03,-2.771941694170718149e-07,1.188993871842065723e-03,1.188993904153673106e-03,1.304253045773147001e-03,8.174863144671881557e-04
-3.073100000000000165e+01,1.189068128420540851e-03,-2.772200997762551177e-07,1.189068128420540851e-03,1.189068160736175611e-03,1.304331670629336722e-03,8.173728086555835963e-04
-3.073000000000000043e+01,1.189142391956006951e-03,-2.772460333699704194e-07,1.189142391956006951e-03,1.189142424275669739e-03,1.304400652400483727e-03,8.170142008123896333e-04
-3.072899999999999920e+01,1.189216662449347865e-03,-2.772719701987185285e-07,1.189216662449347865e-03,1.189216694773039115e-03,1.304479291648158196e-03,8.169015597730052694e-04
-3.072800000000000153e+01,1.189290939901429655e-03,-2.772979102630078763e-07,1.189290939901429655e-03,1.189290972229150017e-03,1.304548287096776900e-03,8.165429029206578001e-04
-3.072700000000000031e+01,1.189365224313117080e-03,-2.773238535633404358e-07,1.189365224313117080e-03,1.189365256644867204e-03,1.304626940738864115e-03,8.164311239750556481e-04
-3.072599999999999909e+01,1.189439515685270995e-03,-2.773498001002241092e-07,1.189439515685270995e-03,1.189439548021051533e-03,1.304695949870196200e-03,8.160724181582631586e-04
-3.072500000000000142e+01,1.189513814018772642e-03,-2.773757498741589634e-07,1.189513814018772642e-03,1.189513846358584460e-03,1.304774617908505477e-03,8.159614986412310920e-04
-3.072400000000000020e+01,1.189588119314492418e-03,-2.774017028856516301e-07,1.189588119314492418e-03,1.189588151658335733e-03,1.304843640725040273e-03,8.156027439051177514e-04
-3.072299999999999898e+01,1.189662431573294214e-03,-2.774276591352081056e-07,1.189662431573294214e-03,1.189662463921169894e-03,1.304922323164221971e-03,8.154926811627774596e-04
-3.072200000000000131e+01,1.189736750796039754e-03,-2.774536186233321628e-07,1.189736750796039754e-03,1.189736783147948449e-03,1.304991359668646782e-03,8.151338775500540030e-04
-3.072100000000000009e+01,1.189811076983629361e-03,-2.774795813505305390e-07,1.189811076983629361e-03,1.189811109339571505e-03,1.305070056511543680e-03,8.150246689427426919e-04
-3.071999999999999886e+01,1.189885410136910446e-03,-2.775055473173072189e-07,1.189885410136910446e-03,1.189885442496886690e-03,1.305139106708077569e-03,8.146658164998879991e-04
-3.071900000000000119e+01,1.189959750256753841e-03,-2.775315165241690458e-07,1.189959750256753841e-03,1.189959782620765051e-03,1.305217817955255620e-03,8.145574593986164118e-04
-3.071799999999999997e+01,1.190034097344042519e-03,-2.775574889716220161e-07,1.190034097344042519e-03,1.190034129712089347e-03,1.305286881848493436e-03,8.141985581674360175e-04
-3.071699999999999875e+01,1.190108451399628665e-03,-2.775834646601652439e-07,1.190108451399628665e-03,1.190108483771711544e-03,1.305365607504522987e-03,8.140910499581458784e-04
-3.071600000000000108e+01,1.190182812424392216e-03,-2.776094435903110783e-07,1.190182812424392216e-03,1.190182844800511796e-03,1.305434685096385286e-03,8.137320999827059873e-04
-3.071499999999999986e+01,1.190257180419220483e-03,-2.776354257625595863e-07,1.190257180419220483e-03,1.190257212799377415e-03,1.305513425164511136e-03,8.136254380622420833e-04
-3.071399999999999864e+01,1.190331555384963047e-03,-2.776614111774251287e-07,1.190331555384963047e-03,1.190331587769157765e-03,1.305582516459655434e-03,8.132664393860999756e-04
-3.071300000000000097e+01,1.190405937322492041e-03,-2.776873998354090431e-07,1.190405937322492041e-03,1.190405969710725629e-03,1.305661270941265795e-03,8.131606211620305037e-04
-3.071199999999999974e+01,1.190480326232682198e-03,-2.777133917370142553e-07,1.190480326232682198e-03,1.190480358624954873e-03,1.305730375942664974e-03,8.128015738279506909e-04
-3.071099999999999852e+01,1.190554722116407387e-03,-2.777393868827491969e-07,1.190554722116407387e-03,1.190554754512720016e-03,1.305809144842716820e-03,8.126965967231689373e-04
-3.071000000000000085e+01,1.190629124974537136e-03,-2.777653852731193348e-07,1.190629124974537136e-03,1.190629157374890152e-03,1.305878263552840909e-03,8.123375007744590079e-04
-3.070899999999999963e+01,1.190703534807968297e-03,-2.777913869086368062e-07,1.190703534807968297e-03,1.190703567212362569e-03,1.305957046873056819e-03,8.122333622209097206e-04
-3.070799999999999841e+01,1.190777951617528335e-03,-2.778173917897997725e-07,1.190777951617528335e-03,1.190777984025964296e-03,1.306026179297266549e-03,8.118742177025090956e-04
-3.070700000000000074e+01,1.190852375404116269e-03,-2.778433999171195238e-07,1.190852375404116269e-03,1.190852407816594570e-03,1.306104977040345319e-03,8.117709151450464011e-04
-3.070599999999999952e+01,1.190926806168596426e-03,-2.778694112911002566e-07,1.190926806168596426e-03,1.190926838585117716e-03,1.306174123180136887e-03,8.114117220983894929e-04
-3.070499999999999829e+01,1.191001243911852647e-03,-2.778954259122471200e-07,1.191001243911852647e-03,1.191001276332417577e-03,1.306252935350979113e-03,8.113092529944330956e-04
-3.070400000000000063e+01,1.191075688634739282e-03,-2.779214437810748985e-07,1.191075688634739282e-03,1.191075721059348721e-03,1.306322095210065478e-03,8.109500114628823532e-04
-3.070299999999999940e+01,1.191150140338141910e-03,-2.779474648980798474e-07,1.191150140338141910e-03,1.191150172766796073e-03,1.306400921810068694e-03,8.108483732818135264e-04
-3.070199999999999818e+01,1.191224599022933962e-03,-2.779734892637748451e-07,1.191224599022933962e-03,1.191224631455633717e-03,1.306470095393849834e-03,8.104890833073838440e-04
-3.070100000000000051e+01,1.191299064689971526e-03,-2.779995168786672645e-07,1.191299064689971526e-03,1.191299097126717523e-03,1.306548936424624949e-03,8.103882735294300026e-04
-3.069999999999999929e+01,1.191373537340157090e-03,-2.780255477432649017e-07,1.191373537340157090e-03,1.191373569780949764e-03,1.306618123736017151e-03,8.100289351546419462e-04
-3.069900000000000162e+01,1.191448016974345006e-03,-2.780515818580705767e-07,1.191448016974345006e-03,1.191448049419185223e-03,1.306696979202781128e-03,8.099289512737402417e-04
-3.069800000000000040e+01,1.191522503593389626e-03,-2.780776192235936739e-07,1.191522503593389626e-03,1.191522536042277820e-03,1.306766180243134874e-03,8.095695645405102600e-04
-3.069699999999999918e+01,1.191596997198208184e-03,-2.781036598403442131e-07,1.191596997198208184e-03,1.191597029651145223e-03,1.306845050148782534e-03,8.094704040585905822e-04
-3.069600000000000151e+01,1.191671497789638118e-03,-2.781297037088278729e-07,1.191671497789638118e-03,1.191671530246624436e-03,1.306914264923076698e-03,8.091109690112298011e-04
-3.069500000000000028e+01,1.191746005368575414e-03,-2.781557508295459909e-07,1.191746005368575414e-03,1.191746037829611660e-03,1.306993149269427548e-03,8.090126294444550123e-04
-3.069399999999999906e+01,1.191820519935889600e-03,-2.781818012030164219e-07,1.191820519935889600e-03,1.191820552400976426e-03,1.307062377781677363e-03,8.086531461230505062e-04
-3.069300000000000139e+01,1.191895041492439800e-03,-2.782078548297443152e-07,1.191895041492439800e-03,1.191895073961577855e-03,1.307141276572784151e-03,8.085556249990648444e-04
-3.069200000000000017e+01,1.191969570039124165e-03,-2.782339117102318554e-07,1.191969570039124165e-03,1.191969602512314100e-03,1.307210518825001029e-03,8.081960934457909935e-04
-3.069099999999999895e+01,1.192044105576784471e-03,-2.782599718449947797e-07,1.192044105576784471e-03,1.192044138054026937e-03,1.307289432063685067e-03,8.080993883019787355e-04
-3.069000000000000128e+01,1.192118648106322773e-03,-2.782860352345360140e-07,1.192118648106322773e-03,1.192118680587618204e-03,1.307358688059728335e-03,8.077398085602592462e-04
-3.068900000000000006e+01,1.192193197628613806e-03,-2.783121018793668485e-07,1.192193197628613806e-03,1.192193230113963286e-03,1.307437615748685599e-03,8.076439169466940625e-04
-3.068799999999999883e+01,1.192267754144513657e-03,-2.783381717799927501e-07,1.192267754144513657e-03,1.192267786633917402e-03,1.307506885493121048e-03,8.072842890564254064e-04
-3.068700000000000117e+01,1.192342317654923513e-03,-2.783642449369221503e-07,1.192342317654923513e-03,1.192342350148382175e-03,1.307585827634529484e-03,8.071892085358365341e-04
-3.068599999999999994e+01,1.192416888160691656e-03,-2.783903213506652806e-07,1.192416888160691656e-03,1.192416920658206101e-03,1.307655111130256054e-03,8.068295325388307512e-04
-3.068499999999999872e+01,1.192491465662707563e-03,-2.784164010217309961e-07,1.192491465662707563e-03,1.192491498164278225e-03,1.307734067728114199e-03,8.067352606810963313e-04
-3.068400000000000105e+01,1.192566050161816046e-03,-2.784424839506262459e-07,1.192566050161816046e-03,1.192566082667443576e-03,1.307803364978249406e-03,8.063755366182075689e-04
-3.068299999999999983e+01,1.192640641658964697e-03,-2.784685701378603087e-07,1.192640641658964697e-03,1.192640674168649745e-03,1.307882336034769249e-03,8.062820710096834471e-04
-3.068199999999999861e+01,1.192715240154967101e-03,-2.784946595839423570e-07,1.192715240154967101e-03,1.192715272668710318e-03,1.307951647043724061e-03,8.059222989231546071e-04
-3.068100000000000094e+01,1.192789845650694958e-03,-2.785207522893798696e-07,1.192789845650694958e-03,1.192789878168496994e-03,1.308030632562788564e-03,8.058296371553262064e-04
-3.067999999999999972e+01,1.192864458147058996e-03,-2.785468482546884777e-07,1.192864458147058996e-03,1.192864490668920502e-03,1.308099957332698425e-03,8.054698170856943069e-04
-3.067899999999999849e+01,1.192939077644922241e-03,-2.785729474803686720e-07,1.192939077644922241e-03,1.192939110170843867e-03,1.308178957318081913e-03,8.053779567651951979e-04
-3.067800000000000082e+01,1.193013704145158126e-03,-2.785990499669304721e-07,1.193013704145158126e-03,1.193013736675140306e-03,1.308248295852487393e-03,8.050180887544547501e-04
-3.067699999999999960e+01,1.193088337648644855e-03,-2.786251557148927915e-07,1.193088337648644855e-03,1.193088370182688457e-03,1.308327310304691418e-03,8.049270274976530123e-04
-3.067599999999999838e+01,1.193162978156251958e-03,-2.786512647247508270e-07,1.193162978156251958e-03,1.193163010694357849e-03,1.308396662609011144e-03,8.045671115848471123e-04
-3.067500000000000071e+01,1.193237625668870216e-03,-2.786773769970246568e-07,1.193237625668870216e-03,1.193237658211038612e-03,1.308475691532408726e-03,8.044768470203320608e-04
-3.067399999999999949e+01,1.193312280187354846e-03,-2.787034925322212300e-07,1.193312280187354846e-03,1.193312312733586398e-03,1.308545057608757325e-03,8.041168832470772668e-04
-3.067300000000000182e+01,1.193386941712621351e-03,-2.787296113308470724e-07,1.193386941712621351e-03,1.193386974262916926e-03,1.308624101006636200e-03,8.040274130105401745e-04
-3.067200000000000060e+01,1.193461610245505865e-03,-2.787557333934190859e-07,1.193461610245505865e-03,1.193461642799865897e-03,1.308693480858471193e-03,8.036674014182899808e-04
-3.067099999999999937e+01,1.193536285786902639e-03,-2.787818587204381845e-07,1.193536285786902639e-03,1.193536318345327779e-03,1.308772538733396365e-03,8.035787231602318885e-04
-3.067000000000000171e+01,1.193610968337683806e-03,-2.788079873124189408e-07,1.193610968337683806e-03,1.193611000900174704e-03,1.308841932364992761e-03,8.032186637871948807e-04
-3.066900000000000048e+01,1.193685657898724099e-03,-2.788341191698739155e-07,1.193685657898724099e-03,1.193685690465281406e-03,1.308921004719084064e-03,8.031307751674919256e-04
-3.066799999999999926e+01,1.193760354470919070e-03,-2.788602542933097403e-07,1.193760354470919070e-03,1.193760387041543653e-03,1.308990412133432960e-03,8.027706680550313924e-04
-3.066700000000000159e+01,1.193835058055119167e-03,-2.788863926832378113e-07,1.193835058055119167e-03,1.193835090629811460e-03,1.309069498971598359e-03,8.026835667420641933e-04
-3.066600000000000037e+01,1.193909768652233385e-03,-2.789125343401663483e-07,1.193909768652233385e-03,1.193909801230993821e-03,1.309138920171124465e-03,8.023234119320755498e-04
-3.066499999999999915e+01,1.193984486263116509e-03,-2.789386792646125707e-07,1.193984486263116509e-03,1.193984518845945956e-03,1.309218021495667673e-03,8.022370956072505475e-04
-3.066400000000000148e+01,1.194059210888652380e-03,-2.789648274570761222e-07,1.194059210888652380e-03,1.194059243475551488e-03,1.309287456485182894e-03,8.018768931363734302e-04
-3.066300000000000026e+01,1.194133942529711397e-03,-2.789909789180767632e-07,1.194133942529711397e-03,1.194133975120680816e-03,1.309366572298204662e-03,8.017913594909895428e-04
-3.066199999999999903e+01,1.194208681187188242e-03,-2.790171336481216549e-07,1.194208681187188242e-03,1.194208713782228407e-03,1.309436021080821310e-03,8.014311094022457446e-04
-3.066100000000000136e+01,1.194283426861954180e-03,-2.790432916477253696e-07,1.194283426861954180e-03,1.194283459461065742e-03,1.309515151387043337e-03,8.013463561381417447e-04
-3.066000000000000014e+01,1.194358179554896090e-03,-2.790694529173915744e-07,1.194358179554896090e-03,1.194358212158079698e-03,1.309584613966380696e-03,8.009860584686607447e-04
-3.065899999999999892e+01,1.194432939266867021e-03,-2.790956174576377006e-07,1.194432939266867021e-03,1.194432971874123542e-03,1.309663758767512769e-03,8.009020832976431262e-04
-3.065800000000000125e+01,1.194507705998770330e-03,-2.791217852689713325e-07,1.194507705998770330e-03,1.194507738610100416e-03,1.309733235147209855e-03,8.005417380876044811e-04
-3.065700000000000003e+01,1.194582479751481185e-03,-2.791479563519050311e-07,1.194582479751481185e-03,1.194582512366885270e-03,1.309812394446021244e-03,8.004585387329585114e-04
-3.065599999999999881e+01,1.194657260525870852e-03,-2.791741307069541100e-07,1.194657260525870852e-03,1.194657293145349368e-03,1.309881884629360152e-03,8.000981460220903162e-04
-3.065500000000000114e+01,1.194732048322821438e-03,-2.792003083346225538e-07,1.194732048322821438e-03,1.194732080946375469e-03,1.309961058430194822e-03,8.000157202143514312e-04
-3.065399999999999991e+01,1.194806843143212879e-03,-2.792264892354265232e-07,1.194806843143212879e-03,1.194806875770842861e-03,1.310030562419902973e-03,7.996552800423439421e-04
-3.065299999999999869e+01,1.194881644987925116e-03,-2.792526734098749791e-07,1.194881644987925116e-03,1.194881677619631698e-03,1.310109750726247066e-03,7.995736255251058170e-04
-3.065200000000000102e+01,1.194956453857827245e-03,-2.792788608584811176e-07,1.194956453857827245e-03,1.194956486493611077e-03,1.310179268526666906e-03,7.992131379303577888e-04
-3.065099999999999980e+01,1.195031269753831730e-03,-2.793050515817602525e-07,1.195031269753831730e-03,1.195031302393693247e-03,1.310258471339397759e-03,7.991322524561705843e-04
-3.064999999999999858e+01,1.195106092676778611e-03,-2.793312455802177446e-07,1.195106092676778611e-03,1.195106125320718896e-03,1.310328002954254606e-03,7.987717174785337109e-04
-3.064900000000000091e+01,1.195180922627572546e-03,-2.793574428543675313e-07,1.195180922627572546e-03,1.195180955275591816e-03,1.310407220277917846e-03,7.986915988099232240e-04
-3.064799999999999969e+01,1.195255759607076994e-03,-2.793836434047255614e-07,1.195255759607076994e-03,1.195255792259176117e-03,1.310476765709606053e-03,7.983310164891437065e-04
-3.064699999999999847e+01,1.195330603616200950e-03,-2.794098472318001608e-07,1.195330603616200950e-03,1.195330636272380360e-03,1.310555997547384029e-03,7.982516623990313894e-04
-3.064600000000000080e+01,1.195405454655792694e-03,-2.794360543361066429e-07,1.195405454655792694e-03,1.195405487316053257e-03,1.310625556800552437e-03,7.978910327716936786e-04
-3.064499999999999957e+01,1.195480312726764256e-03,-2.794622647181526982e-07,1.195480312726764256e-03,1.195480345391106624e-03,1.310704803154402786e-03,7.978124410442426423e-04
-3.064399999999999835e+01,1.195555177829971290e-03,-2.794884783784544874e-07,1.195555177829971290e-03,1.195555210498396113e-03,1.310774376232438443e-03,7.974517641502464624e-04
-3.064300000000000068e+01,1.195630049966279421e-03,-2.795146953175237243e-07,1.195630049966279421e-03,1.195630082638787133e-03,1.310853637106516477e-03,7.973739325754335269e-04
-3.064199999999999946e+01,1.195704929136614126e-03,-2.795409155358721227e-07,1.195704929136614126e-03,1.195704961813205377e-03,1.310923224011407593e-03,7.970132084524737684e-04
-3.064099999999999824e+01,1.195779815341831056e-03,-2.795671390340162667e-07,1.195779815341831056e-03,1.195779848022506496e-03,1.311002499408207194e-03,7.969361348357793026e-04
-3.064000000000000057e+01,1.195854708582812752e-03,-2.795933658124650114e-07,1.195854708582812752e-03,1.195854741267573032e-03,1.311072100145634989e-03,7.965753635227268903e-04
-3.063899999999999935e+01,1.195929608860433081e-03,-2.796195958717294353e-07,1.195929608860433081e-03,1.195929641549279068e-03,1.311151390068389898e-03,7.964990456738631208e-04
-3.063799999999999812e+01,1.196004516175597568e-03,-2.796458292123322637e-07,1.196004516175597568e-03,1.196004548868529480e-03,1.311221004640632281e-03,7.961382272097702580e-04
-3.063700000000000045e+01,1.196079430529177912e-03,-2.796720658347777987e-07,1.196079430529177912e-03,1.196079463226196833e-03,1.311300309092487335e-03,7.960626629509225073e-04
-3.063599999999999923e+01,1.196154351922028031e-03,-2.796983057395776483e-07,1.196154351922028031e-03,1.196154384623134394e-03,1.311369937503078370e-03,7.957017973731028791e-04
-3.063500000000000156e+01,1.196229280355080339e-03,-2.797245489272510436e-07,1.196229280355080339e-03,1.196229313060274795e-03,1.311449256487149783e-03,7.956269845363400563e-04
-3.063400000000000034e+01,1.196304215829174442e-03,-2.797507953983116043e-07,1.196304215829174442e-03,1.196304248538457423e-03,1.311518898739595781e-03,7.952660718829324257e-04
-3.063299999999999912e+01,1.196379158345214997e-03,-2.797770451532697736e-07,1.196379158345214997e-03,1.196379191058587373e-03,1.311598232259449494e-03,7.951920083092131391e-04
-3.063200000000000145e+01,1.196454107904074571e-03,-2.798032981926386418e-07,1.196454107904074571e-03,1.196454140621536991e-03,1.311667888357973639e-03,7.948310486187621943e-04
-3.063100000000000023e+01,1.196529064506644379e-03,-2.798295545169337341e-07,1.196529064506644379e-03,1.196529097228197494e-03,1.311747236414569822e-03,7.947577321578198255e-04
-3.062999999999999901e+01,1.196604028153797419e-03,-2.798558141266685644e-07,1.196604028153797419e-03,1.196604060879441662e-03,1.311816906362396097e-03,7.943967254674555879e-04
-3.062900000000000134e+01,1.196678998846422738e-03,-2.798820770223570699e-07,1.196678998846422738e-03,1.196679031576158760e-03,1.311896268961145785e-03,7.943241539808656082e-04
-3.062800000000000011e+01,1.196753976585411550e-03,-2.799083432045148818e-07,1.196753976585411550e-03,1.196754009319240218e-03,1.311965952760735981e-03,7.939631003281782343e-04
-3.062699999999999889e+01,1.196828961371613868e-03,-2.799346126736540317e-07,1.196828961371613868e-03,1.196828994109535834e-03,1.312045329903691136e-03,7.938912716854287311e-04
-3.062600000000000122e+01,1.196903953205962108e-03,-2.799608854302909979e-07,1.196903953205962108e-03,1.196903985947977804e-03,1.312115027561025710e-03,7.935301711079235931e-04
-3.062500000000000000e+01,1.196978952089301513e-03,-2.799871614749358000e-07,1.196978952089301513e-03,1.196978984835411590e-03,1.312194419250728352e-03,7.934590831863801413e-04
-3.062399999999999878e+01,1.197053958022533705e-03,-2.800134408081063988e-07,1.197053958022533705e-03,1.197053990772739031e-03,1.312264130766789593e-03,7.930979357225167092e-04
-3.062300000000000111e+01,1.197128971006531685e-03,-2.800397234303150373e-07,1.197128971006531685e-03,1.197129003760832909e-03,1.312343537008418522e-03,7.930275864119771048e-04
-3.062199999999999989e+01,1.197203991042172355e-03,-2.800660093420803116e-07,1.197203991042172355e-03,1.197204023800569912e-03,1.312413262387244215e-03,7.926663920973939714e-04
-3.062099999999999866e+01,1.197279018130372949e-03,-2.800922985439103354e-07,1.197279018130372949e-03,1.197279050892867489e-03,1.312492683181327655e-03,7.925967792935348800e-04
-3.062000000000000099e+01,1.197354052271977411e-03,-2.801185910363297399e-07,1.197354052271977411e-03,1.197354085038569802e-03,1.312562422427691975e-03,7.922355381674673703e-04
-3.061899999999999977e+01,1.197429093467902109e-03,-2.801448868198401803e-07,1.197429093467902109e-03,1.197429126238592568e-03,1.312641857779221375e-03,7.921666597777908504e-04
