photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V,KK_real_pm_per_V,KK_imag_pm_per_V
-3.188899999999999935e+01,1.107524349255691130e-03,-2.492357692168168549e-07,1.107524349255691130e-03,1.107524377299529648e-03,1.223440672826841017e-03,1.605541546732798183e-03
-3.188800000000000168e+01,1.107591105511342069e-03,-2.492582721469181046e-07,1.107591105511342069e-03,1.107591133558554191e-03,1.223502289910269412e-03,1.605241351900461768e-03
-3.188700000000000045e+01,1.107657867803149392e-03,-2.492807777862389895e-07,1.107657867803149392e-03,1.107657895853735768e-03,1.223572006619892379e-03,1.599514854004698136e-03
-3.188599999999999923e+01,1.107724636131826937e-03,-2.493032861351798385e-07,1.107724636131826937e-03,1.107724664185788001e-03,1.223633635449214527e-03,1.599214280629538115e-03
-3.188500000000000156e+01,1.107791410498115865e-03,-2.493257971941524156e-07,1.107791410498115865e-03,1.107791438555452267e-03,1.223703388563232835e-03,1.593595238161997453e-03
-3.188400000000000034e+01,1.107858190902738689e-03,-2.493483109635716610e-07,1.107858190902738689e-03,1.107858218963450863e-03,1.223765029137926152e-03,1.593294292653100845e-03
-3.188299999999999912e+01,1.107924977346410982e-03,-2.493708274438353625e-07,1.107924977346410982e-03,1.107925005410499361e-03,1.223834817836280285e-03,1.587779026833631988e-03
-3.188200000000000145e+01,1.107991769829887781e-03,-2.493933466353550723e-07,1.107991769829887781e-03,1.107991797897352800e-03,1.223896470164588177e-03,1.587477715378364084e-03
-3.188100000000000023e+01,1.108058568353856906e-03,-2.494158685385420249e-07,1.108058568353856906e-03,1.108058596424699215e-03,1.223966293666594891e-03,1.582062733014681904e-03
-3.187999999999999901e+01,1.108125372919108089e-03,-2.494383931538002550e-07,1.108125372919108089e-03,1.108125400993328121e-03,1.224027957753357019e-03,1.581761061595885831e-03
-3.187900000000000134e+01,1.108192183526316571e-03,-2.494609204815403618e-07,1.108192183526316571e-03,1.108192211603914977e-03,1.224097815318159503e-03,1.576443042805214089e-03
-3.187800000000000011e+01,1.108259000176217875e-03,-2.494834505221687094e-07,1.108259000176217875e-03,1.108259028257195088e-03,1.224159491165401374e-03,1.576141017200133766e-03
-3.187699999999999889e+01,1.108325822869559666e-03,-2.495059832760989675e-07,1.108325822869559666e-03,1.108325850953916121e-03,1.224229382088780826e-03,1.570916804147261042e-03
-3.187600000000000122e+01,1.108392651607064024e-03,-2.495285187437309356e-07,1.108392651607064024e-03,1.108392679694800370e-03,1.224291069705649420e-03,1.570614429950498289e-03
-3.187500000000000000e+01,1.108459486389455195e-03,-2.495510569254792364e-07,1.108459486389455195e-03,1.108459514480571867e-03,1.224360993314046759e-03,1.565481016459100436e-03
-3.187399999999999878e+01,1.108526327217467834e-03,-2.495735978217524574e-07,1.108526327217467834e-03,1.108526355311965266e-03,1.224422692702220204e-03,1.565178299080061466e-03
-3.187300000000000111e+01,1.108593174091828792e-03,-2.495961414329531509e-07,1.108593174091828792e-03,1.108593202189707416e-03,1.224492648360518687e-03,1.560132821084179045e-03
