case_id,label,nz_convention,kmax_convention,k_points,spin_degeneracy,r_scale,chi2_real_at_1550_pm_per_V,chi2_imag_at_1550_pm_per_V,chi2_magnitude_at_1550_pm_per_V,chi2_at_1550_pm_per_V,peak_chi2_pm_per_V,peak_wavelength_nm,Nz_per_metre,Nz_convention,kmax_per_nm,k_space_normalization,r_e_hh_nm,broadening_meV,production_prefactor,independent_si_prefactor,prefactor_relative_difference,prefactor_cross_check_passed,chi2_units,spectrum_path
A_baseline,Baseline,pair_per_period,legacy_pi_over_a,96,2,1.0,30.994161321317467,0.046087915707145995,30.994195587364835,30.994195587364835,63.73985996757755,1517.0,33333333.33333333,pair_per_period,0.5557144392322634,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,56.69816882497043,56.698168824970445,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\A_baseline_chi2.csv
B_two_wells_Nz,Two-well Nz,two_wells_per_period,legacy_pi_over_a,96,2,1.0,61.988322642634934,0.09217583141429199,61.98839117472967,61.98839117472967,127.4797199351551,1517.0,66666666.66666666,two_wells_per_period,0.5557144392322634,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\B_two_wells_Nz_chi2.csv
C_large_kmax,Larger kmax,pair_per_period,bz_2pi_over_a,96,2,1.0,42.020680374654006,-0.07285357755423959,42.02074352974486,42.02074352974486,74.76723682932392,1517.0,33333333.33333333,pair_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,56.69816882497043,56.698168824970445,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\C_large_kmax_chi2.csv
D_Nz_plus_large_kmax,Nz + larger kmax,two_wells_per_period,bz_2pi_over_a,96,2,1.0,84.04136074930801,-0.14570715510847917,84.04148705948973,84.04148705948973,149.53447365864784,1517.0,66666666.66666666,two_wells_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\D_Nz_plus_large_kmax_chi2.csv
E_kgrid_192,k grid 192,two_wells_per_period,bz_2pi_over_a,192,2,1.0,84.13342049954198,-0.18756429512389208,84.13362957413378,84.13362957413378,149.47578224244526,1517.0,66666666.66666666,two_wells_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\E_kgrid_192_chi2.csv
F_kgrid_384,k grid 384,two_wells_per_period,bz_2pi_over_a,384,2,1.0,84.13757234502143,-0.18896181600885772,84.13778453632841,84.13778453632841,149.47701976826184,1517.0,66666666.66666666,two_wells_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\F_kgrid_384_chi2.csv
G_spin1,Spin 1,two_wells_per_period,bz_2pi_over_a,384,1,1.0,42.06878617251071,-0.09448090800442886,42.068892268164205,42.068892268164205,74.73850988413092,1517.0,66666666.66666666,two_wells_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\G_spin1_chi2.csv
H_spin2,Spin 2,two_wells_per_period,bz_2pi_over_a,384,2,1.0,84.13757234502143,-0.18896181600885772,84.13778453632841,84.13778453632841,149.47701976826184,1517.0,66666666.66666666,two_wells_per_period,1.1114288784645268,integral d^2k/(2*pi)^2; radial k/(2*pi) dk,0.751,5.0,113.39633764994086,113.39633764994089,2.506404529407553e-16,True,pm/V,C:\nn_results\18_absolute_chi2_scale_audit\demo18_20260813T204956Z_b5273cbc_80ab7e\summaries\spectra\H_spin2_chi2.csv
