no.   kx[1/nm]          ky[1/nm]          kz[1/nm]          
0     0.000000000000    0.000000000000    0.000000000000    
1     0.000000000000    0.000926190732    0.000000000000    
2     0.000000000000    0.001852381464    0.000000000000    
3     0.000000000000    0.002778572196    0.000000000000    
4     0.000000000000    0.003704762928    0.000000000000    
5     0.000000000000    0.004630953660    0.000000000000    
6     0.000000000000    0.005557144392    0.000000000000    
7     0.000000000000    0.006483335124    0.000000000000    
8     0.000000000000    0.007409525856    0.000000000000    
9     0.000000000000    0.008335716588    0.000000000000    
10    0.000000000000    0.009261907321    0.000000000000    
11    0.000000000000    0.010188098053    0.000000000000    
12    0.000000000000    0.011114288785    0.000000000000    
13    0.000000000000    0.012040479517    0.000000000000    
14    0.000000000000    0.012966670249    0.000000000000    
15    0.000000000000    0.013892860981    0.000000000000    
16    0.000000000000    0.014819051713    0.000000000000    
17    0.000000000000    0.015745242445    0.000000000000    
18    0.000000000000    0.016671433177    0.000000000000    
19    0.000000000000    0.017597623909    0.000000000000    
20    0.000000000000    0.018523814641    0.000000000000    
21    0.000000000000    0.019450005373    0.000000000000    
22    0.000000000000    0.020376196105    0.000000000000    
23    0.000000000000    0.021302386837    0.000000000000    
24    0.000000000000    0.022228577569    0.000000000000    
25    0.000000000000    0.023154768301    0.000000000000    
26    0.000000000000    0.024080959033    0.000000000000    
27    0.000000000000    0.025007149765    0.000000000000    
28    0.000000000000    0.025933340497    0.000000000000    
29    0.000000000000    0.026859531230    0.000000000000    
30    0.000000000000    0.027785721962    0.000000000000    
31    0.000000000000    0.028711912694    0.000000000000    
32    0.000000000000    0.029638103426    0.000000000000    
33    0.000000000000    0.030564294158    0.000000000000    
34    0.000000000000    0.031490484890    0.000000000000    
35    0.000000000000    0.032416675622    0.000000000000    
36    0.000000000000    0.033342866354    0.000000000000    
37    0.000000000000    0.034269057086    0.000000000000    
38    0.000000000000    0.035195247818    0.000000000000    
39    0.000000000000    0.036121438550    0.000000000000    
40    0.000000000000    0.037047629282    0.000000000000    
41    0.000000000000    0.037973820014    0.000000000000    
42    0.000000000000    0.038900010746    0.000000000000    
43    0.000000000000    0.039826201478    0.000000000000    
44    0.000000000000    0.040752392210    0.000000000000    
45    0.000000000000    0.041678582942    0.000000000000    
46    0.000000000000    0.042604773674    0.000000000000    
47    0.000000000000    0.043530964407    0.000000000000    
48    0.000000000000    0.044457155139    0.000000000000    
49    0.000000000000    0.045383345871    0.000000000000    
50    0.000000000000    0.046309536603    0.000000000000    
51    0.000000000000    0.047235727335    0.000000000000    
52    0.000000000000    0.048161918067    0.000000000000    
53    0.000000000000    0.049088108799    0.000000000000    
54    0.000000000000    0.050014299531    0.000000000000    
55    0.000000000000    0.050940490263    0.000000000000    
56    0.000000000000    0.051866680995    0.000000000000    
57    0.000000000000    0.052792871727    0.000000000000    
58    0.000000000000    0.053719062459    0.000000000000    
59    0.000000000000    0.054645253191    0.000000000000    
60    0.000000000000    0.055571443923    0.000000000000    
61    0.000000000000    0.056497634655    0.000000000000    
62    0.000000000000    0.057423825387    0.000000000000    
63    0.000000000000    0.058350016119    0.000000000000    
64    0.000000000000    0.059276206851    0.000000000000    
65    0.000000000000    0.060202397583    0.000000000000    
66    0.000000000000    0.061128588316    0.000000000000    
67    0.000000000000    0.062054779048    0.000000000000    
68    0.000000000000    0.062980969780    0.000000000000    
69    0.000000000000    0.063907160512    0.000000000000    
70    0.000000000000    0.064833351244    0.000000000000    
71    0.000000000000    0.065759541976    0.000000000000    
72    0.000000000000    0.066685732708    0.000000000000    
73    0.000000000000    0.067611923440    0.000000000000    
74    0.000000000000    0.068538114172    0.000000000000    
75    0.000000000000    0.069464304904    0.000000000000    
76    0.000000000000    0.070390495636    0.000000000000    
77    0.000000000000    0.071316686368    0.000000000000    
78    0.000000000000    0.072242877100    0.000000000000    
79    0.000000000000    0.073169067832    0.000000000000    
80    0.000000000000    0.074095258564    0.000000000000    
81    0.000000000000    0.075021449296    0.000000000000    
82    0.000000000000    0.075947640028    0.000000000000    
83    0.000000000000    0.076873830760    0.000000000000    
84    0.000000000000    0.077800021492    0.000000000000    
85    0.000000000000    0.078726212225    0.000000000000    
86    0.000000000000    0.079652402957    0.000000000000    
87    0.000000000000    0.080578593689    0.000000000000    
88    0.000000000000    0.081504784421    0.000000000000    
89    0.000000000000    0.082430975153    0.000000000000    
90    0.000000000000    0.083357165885    0.000000000000    
91    0.000000000000    0.084283356617    0.000000000000    
92    0.000000000000    0.085209547349    0.000000000000    
93    0.000000000000    0.086135738081    0.000000000000    
94    0.000000000000    0.087061928813    0.000000000000    
95    0.000000000000    0.087988119545    0.000000000000    
96    0.000000000000    0.088914310277    0.000000000000    
97    0.000000000000    0.089840501009    0.000000000000    
98    0.000000000000    0.090766691741    0.000000000000    
99    0.000000000000    0.091692882473    0.000000000000    
100   0.000000000000    0.092619073205    0.000000000000    
101   0.000000000000    0.093545263937    0.000000000000    
102   0.000000000000    0.094471454669    0.000000000000    
103   0.000000000000    0.095397645401    0.000000000000    
104   0.000000000000    0.096323836134    0.000000000000    
105   0.000000000000    0.097250026866    0.000000000000    
106   0.000000000000    0.098176217598    0.000000000000    
107   0.000000000000    0.099102408330    0.000000000000    
108   0.000000000000    0.100028599062    0.000000000000    
109   0.000000000000    0.100954789794    0.000000000000    
110   0.000000000000    0.101880980526    0.000000000000    
111   0.000000000000    0.102807171258    0.000000000000    
112   0.000000000000    0.103733361990    0.000000000000    
113   0.000000000000    0.104659552722    0.000000000000    
114   0.000000000000    0.105585743454    0.000000000000    
115   0.000000000000    0.106511934186    0.000000000000    
116   0.000000000000    0.107438124918    0.000000000000    
117   0.000000000000    0.108364315650    0.000000000000    
118   0.000000000000    0.109290506382    0.000000000000    
119   0.000000000000    0.110216697114    0.000000000000    
120   0.000000000000    0.111142887846    0.000000000000    
121   0.000000000000    0.112069078578    0.000000000000    
122   0.000000000000    0.112995269311    0.000000000000    
123   0.000000000000    0.113921460043    0.000000000000    
124   0.000000000000    0.114847650775    0.000000000000    
125   0.000000000000    0.115773841507    0.000000000000    
126   0.000000000000    0.116700032239    0.000000000000    
127   0.000000000000    0.117626222971    0.000000000000    
128   0.000000000000    0.118552413703    0.000000000000    
129   0.000000000000    0.119478604435    0.000000000000    
130   0.000000000000    0.120404795167    0.000000000000    
131   0.000000000000    0.121330985899    0.000000000000    
132   0.000000000000    0.122257176631    0.000000000000    
133   0.000000000000    0.123183367363    0.000000000000    
134   0.000000000000    0.124109558095    0.000000000000    
135   0.000000000000    0.125035748827    0.000000000000    
136   0.000000000000    0.125961939559    0.000000000000    
137   0.000000000000    0.126888130291    0.000000000000    
138   0.000000000000    0.127814321023    0.000000000000    
139   0.000000000000    0.128740511755    0.000000000000    
140   0.000000000000    0.129666702487    0.000000000000    
141   0.000000000000    0.130592893220    0.000000000000    
142   0.000000000000    0.131519083952    0.000000000000    
143   0.000000000000    0.132445274684    0.000000000000    
144   0.000000000000    0.133371465416    0.000000000000    
145   0.000000000000    0.134297656148    0.000000000000    
146   0.000000000000    0.135223846880    0.000000000000    
147   0.000000000000    0.136150037612    0.000000000000    
148   0.000000000000    0.137076228344    0.000000000000    
149   0.000000000000    0.138002419076    0.000000000000    
150   0.000000000000    0.138928609808    0.000000000000    
151   0.000000000000    0.139854800540    0.000000000000    
152   0.000000000000    0.140780991272    0.000000000000    
153   0.000000000000    0.141707182004    0.000000000000    
154   0.000000000000    0.142633372736    0.000000000000    
155   0.000000000000    0.143559563468    0.000000000000    
156   0.000000000000    0.144485754200    0.000000000000    
157   0.000000000000    0.145411944932    0.000000000000    
158   0.000000000000    0.146338135664    0.000000000000    
159   0.000000000000    0.147264326396    0.000000000000    
160   0.000000000000    0.148190517129    0.000000000000    
161   0.000000000000    0.149116707861    0.000000000000    
162   0.000000000000    0.150042898593    0.000000000000    
163   0.000000000000    0.150969089325    0.000000000000    
