x[nm]                E_3[eV]              Psi^2_3_cb2[nm^-1/2]
7.1142317671146      1.4167478423565      1.4167499002492
7.260978922993       1.4167478423565      1.4183556034568
7.4003918486039      1.4167478423565      1.4177799913589
7.532837099151       1.4167478423565      1.4178177869771
7.6586629098899      1.4167478423565      1.4178124282133
7.7782001117354      1.4167478423565      1.4178356883284
7.891763001107       1.4167478423565      1.4178773274197
7.9996501663019      1.4167478423565      1.4179359864535
8.1021452725658      1.4167478423565      1.4180103223718
8.1995178079279      1.4167478423565      1.4180993587298
8.2920237917592      1.4167478423565      1.4182023215706
8.3799064479186      1.4167478423565      1.4183185656083
8.4633968442558      1.4167478423565      1.4184476452888
8.5427145001525      1.4167478423565      1.4185899290548
8.6180679636999      1.4167478423565      1.4187493207285
8.6896553600291      1.4167478423565      1.4189140429511
8.7576649122373      1.4167478423565      1.4190745688335
8.8222754362784      1.4167478423565      1.4192270142457
8.8836568111193      1.4167478423565      1.4193689820587
8.9419704253995      1.4167478423565      1.4194987698252
8.9973696017656      1.4167478423565      1.4196152172313
9.05                 1.4167478423565      1.4197176501714
9.1                  1.4167478423565      1.4198058337152
9.15                 1.4167478423565      1.4198836214875
9.2                  1.4167478423565      1.4199495252177
9.25                 1.4167478423565      1.4200022350463
9.3                  1.4167478423565      1.420040699582
9.35                 1.4167478423565      1.420064222535
9.4                  1.4167478423565      1.4200725763261
9.45                 1.4167478423565      1.4200661341537
9.5                  1.4167478423565      1.4200460233643
9.55                 1.4167478423565      1.4200143053187
9.6                  1.4167478423565      1.4199741913557
9.65                 1.4167478423565      1.4199284190329
9.7                  1.4167478423565      1.4198782403592
9.75                 1.4167478423565      1.4198245142512
9.8                  1.4167478423565      1.4197678701058
9.85                 1.4167478423565      1.4197087794914
9.9                  1.4167478423565      1.4196476053469
9.95                 1.4167478423565      1.4195846356649
10                   1.4167478423565      1.4195201065177
10.05                1.4167478423565      1.419454217785
10.1                 1.4167478423565      1.4193871438924
10.15                1.4167478423565      1.4193190411452
10.2                 1.4167478423565      1.41925005274
10.25                1.4167478423565      1.4191803121951
10.3                 1.4167478423565      1.4191099457009
10.35                1.4167478423565      1.4190390737374
10.4                 1.4167478423565      1.4189678121886
10.45                1.4167478423565      1.4188962731155
10.5                 1.4167478423565      1.4188245652948
10.55                1.4167478423565      1.4187527945953
10.6                 1.4167478423565      1.4186810642451
10.65                1.4167478423565      1.4186094750204
10.7                 1.4167478423565      1.4185381253807
10.75                1.4167478423565      1.4184671115662
10.8                 1.4167478423565      1.4183965276672
10.85                1.4167478423565      1.4183264656739
10.9                 1.4167478423565      1.4182570155118
10.95                1.4167478423565      1.4181882650648
11                   1.4167478423565      1.4181203001904
11.05                1.4167478423565      1.4180532047277
11.1                 1.4167478423565      1.4179870604996
11.15                1.4167478423565      1.4179219473108
11.2                 1.4167478423565      1.417857942941
11.25                1.4167478423565      1.4177951231358
11.3                 1.4167478423565      1.417733561594
11.35                1.4167478423565      1.4176733299531
11.4                 1.4167478423565      1.4176144977718
11.45                1.4167478423565      1.4175571325117
11.5                 1.4167478423565      1.4175012995169
11.55                1.4167478423565      1.4174470619926
11.6                 1.4167478423565      1.4173944809823
11.65                1.4167478423565      1.4173436153447
11.7                 1.4167478423565      1.4172945217297
11.75                1.4167478423565      1.4172472545539
11.8                 1.4167478423565      1.4172018659761
11.85                1.4167478423565      1.4171584058726
11.9                 1.4167478423565      1.4171169218122
11.95                1.4167478423565      1.4170774590323
12                   1.4167478423565      1.4170400604145
12.05                1.4167478423565      1.417004766461
12.1                 1.4167478423565      1.4169716152717
12.15                1.4167478423565      1.4169406425218
12.2                 1.4167478423565      1.4169118814403
12.25                1.4167478423565      1.4168853627892
12.3                 1.4167478423565      1.4168611148441
12.35                1.4167478423565      1.4168391633755
12.4                 1.4167478423565      1.4168195316313
12.45                1.4167478423565      1.4168022403201
12.5                 1.4167478423565      1.4167873075967
12.55                1.4167478423565      1.4167747490476
12.6                 1.4167478423565      1.4167645776789
12.65                1.4167478423565      1.4167568039046
12.7                 1.4167478423565      1.4167514355371
12.75                1.4167478423565      1.4167484777782
12.8                 1.4167478423565      1.4167479332121
12.85                1.4167478423565      1.4167498017994
12.9                 1.4167478423565      1.4167540808724
