x[nm]                   E_10_real[eV]           Psi_10_x2_real[nm^-1/2] E_10_imag[eV]           Psi_10_x2_imag[nm^-1/2]
7.1142317671146         2.3390988947366         2.3379319809143         2.3390988947366         2.3404690393734
7.260978922993          2.3390988947366         2.35729889146           2.3390988947366         2.3177291693791
7.4003918486039         2.3390988947366         2.3512973727955         2.3390988947366         2.3247759182075
7.532837099151          2.3390988947366         2.3498877191036         2.3390988947366         2.3264310785191
7.6586629098899         2.3390988947366         2.3482985338858         2.3390988947366         2.3282970377366
7.7782001117354         2.3390988947366         2.3470408996736         2.3390988947366         2.3297737027121
7.891763001107          2.3390988947366         2.3459991801403         2.3390988947366         2.3309968491041
7.9996501663019         2.3390988947366         2.345132519033          2.3390988947366         2.3320144487291
8.1021452725658         2.3390988947366         2.3444061290447         2.3390988947366         2.3328673474845
8.1995178079279         2.3390988947366         2.3437930363322         2.3390988947366         2.3335872170033
8.2920237917592         2.3390988947366         2.3432720719583         2.3390988947366         2.3341989130251
8.3799064479186         2.3390988947366         2.3428265429854         2.3390988947366         2.334722035745
8.4633968442558         2.3390988947366         2.3424433994325         2.3390988947366         2.3351719079413
8.5427145001525         2.3390988947366         2.3421133203086         2.3390988947366         2.3355594739575
8.6180679636999         2.3390988947366         2.3418335459673         2.3390988947366         2.3358879740625
8.6896553600291         2.3390988947366         2.3415999006542         2.3390988947366         2.3361623112642
8.7576649122373         2.3390988947366         2.3414019277552         2.3390988947366         2.3363947633104
8.8222754362784         2.3390988947366         2.341232105606          2.3390988947366         2.3365941618457
8.8836568111193         2.3390988947366         2.3410853376726         2.3390988947366         2.3367664910211
8.9419704253995         2.3390988947366         2.3409577557014         2.3390988947366         2.336916292789
8.9973696017656         2.3390988947366         2.3408463097092         2.3390988947366         2.3370471483206
9.05                    2.3390988947366         2.3407485476733         2.3390988947366         2.3371619366851
9.1                     2.3390988947366         2.3406624708517         2.3390988947366         2.3372630047273
9.15                    2.3390988947366         2.3405825332511         2.3390988947366         2.337356864336
9.2                     2.3390988947366         2.3405083703745         2.3390988947366         2.3374439434893
9.25                    2.3390988947366         2.3404396327987         2.3390988947366         2.3375246524662
9.3                     2.3390988947366         2.3403759835317         2.3390988947366         2.3375993869498
9.35                    2.3390988947366         2.3403170903891         2.3390988947366         2.3376685369777
9.4                     2.3390988947366         2.3402626146119         2.3390988947366         2.3377325003077
9.45                    2.3390988947366         2.3402121957804         2.3390988947366         2.3377917001306
9.5                     2.3390988947366         2.3401654323917         2.3390988947366         2.3378466078753
9.55                    2.3390988947366         2.3401218569486         2.3390988947366         2.3378977724588
9.6                     2.3390988947366         2.3400809039075         2.3390988947366         2.3379458579203
9.65                    2.3390988947366         2.3400422817041         2.3390988947366         2.3379912066031
9.7                     2.3390988947366         2.3400058239626         2.3390988947366         2.3380340138593
9.75                    2.3390988947366         2.3399712237473         2.3390988947366         2.3380746400808
9.8                     2.3390988947366         2.3399382581181         2.3390988947366         2.3381133470352
9.85                    2.3390988947366         2.3399067617723         2.3390988947366         2.3381503288143
9.9                     2.3390988947366         2.339876609109          2.3390988947366         2.3381857328939
9.95                    2.3390988947366         2.3398477020186         2.3390988947366         2.3382196744706
10                      2.3390988947366         2.3398199615645         2.3390988947366         2.3382522462283
10.05                   2.3390988947366         2.3397933223118         2.3390988947366         2.3382835249985
10.1                    2.3390988947366         2.3397677284532         2.3390988947366         2.3383135763077
10.15                   2.3390988947366         2.3397431311608         2.3390988947366         2.3383424574878
10.2                    2.3390988947366         2.3397194867686         2.3390988947366         2.3383702198097
10.25                   2.3390988947366         2.3396967555219         2.3390988947366         2.3383969099518
10.3                    2.3390988947366         2.3396749007124         2.3390988947366         2.3384225710155
10.35                   2.3390988947366         2.3396538880761         2.3390988947366         2.3384472432325
10.4                    2.3390988947366         2.3396336853695         2.3390988947366         2.3384709644616
10.45                   2.3390988947366         2.3396142620694         2.3390988947366         2.3384937705419
10.5                    2.3390988947366         2.3395955891553         2.3390988947366         2.3385156955484
10.55                   2.3390988947366         2.3395776389497         2.3390988947366         2.3385367719788
10.6                    2.3390988947366         2.3395603849975         2.3390988947366         2.3385570308956
10.65                   2.3390988947366         2.3395438019734         2.3390988947366         2.3385765020349
10.7                    2.3390988947366         2.3395278656074         2.3390988947366         2.3385952138934
10.75                   2.3390988947366         2.3395125526247         2.3390988947366         2.3386131937996
10.8                    2.3390988947366         2.3394978406941         2.3390988947366         2.338630467974
10.85                   2.3390988947366         2.3394837083838         2.3390988947366         2.3386470615808
10.9                    2.3390988947366         2.3394701351223         2.3390988947366         2.3386629987743
10.95                   2.3390988947366         2.3394571011628         2.3390988947366         2.3386783027405
11                      2.3390988947366         2.3394445875508         2.3390988947366         2.3386929957351
11.05                   2.3390988947366         2.3394325760937         2.3390988947366         2.3387070991189
11.1                    2.3390988947366         2.3394210493329         2.3390988947366         2.3387206333913
11.15                   2.3390988947366         2.3394099905169         2.3390988947366         2.3387336182211
11.2                    2.3390988947366         2.3393993835761         2.3390988947366         2.3387460724767
11.25                   2.3390988947366         2.339389213099          2.3390988947366         2.3387580142537
11.3                    2.3390988947366         2.3393794643094         2.3390988947366         2.3387694609018
11.35                   2.3390988947366         2.3393701230441         2.3390988947366         2.3387804290506
11.4                    2.3390988947366         2.339361175733          2.3390988947366         2.3387909346339
11.45                   2.3390988947366         2.3393526093783         2.3390988947366         2.338800992913
11.5                    2.3390988947366         2.3393444115362         2.3390988947366         2.3388106184991
11.55                   2.3390988947366         2.3393365702983         2.3390988947366         2.3388198253743
11.6                    2.3390988947366         2.3393290742747         2.3390988947366         2.3388286269125
11.65                   2.3390988947366         2.3393219125767         2.3390988947366         2.3388370358985
11.7                    2.3390988947366         2.3393150748017         2.3390988947366         2.3388450645469
11.75                   2.3390988947366         2.3393085510175         2.3390988947366         2.3388527245195
11.8                    2.3390988947366         2.3393023317482         2.3390988947366         2.3388600269426
11.85                   2.3390988947366         2.3392964079601         2.3390988947366         2.3388669824232
11.9                    2.3390988947366         2.339290771049          2.3390988947366         2.3388736010641
11.95                   2.3390988947366         2.3392854128273         2.3390988947366         2.3388798924787
12                      2.3390988947366         2.3392803255122         2.3390988947366         2.3388858658055
12.05                   2.3390988947366         2.3392755017144         2.3390988947366         2.3388915297204
12.1                    2.3390988947366         2.3392709344276         2.3390988947366         2.3388968924503
12.15                   2.3390988947366         2.3392666170177         2.3390988947366         2.3389019617842
12.2                    2.3390988947366         2.3392625432141         2.3390988947366         2.3389067450854
12.25                   2.3390988947366         2.3392587070995         2.3390988947366         2.3389112493013
12.3                    2.3390988947366         2.3392551031021         2.3390988947366         2.3389154809742
12.35                   2.3390988947366         2.3392517259874         2.3390988947366         2.3389194462504
12.4                    2.3390988947366         2.3392485708502         2.3390988947366         2.3389231508893
12.45                   2.3390988947366         2.3392456331079         2.3390988947366         2.3389266002716
12.5                    2.3390988947366         2.3392429084934         2.3390988947366         2.3389297994075
12.55                   2.3390988947366         2.3392403930494         2.3390988947366         2.3389327529435
12.6                    2.3390988947366         2.3392380831225         2.3390988947366         2.3389354651695
12.65                   2.3390988947366         2.3392359753575         2.3390988947366         2.3389379400249
12.7                    2.3390988947366         2.339234066693          2.3390988947366         2.3389401811042
12.75                   2.3390988947366         2.3392323543568         2.3390988947366         2.3389421916624
12.8                    2.3390988947366         2.3392308358619         2.3390988947366         2.3389439746198
12.85                   2.3390988947366         2.3392295090028         2.3390988947366         2.338945532566
12.9                    2.3390988947366         2.3392283718522         2.3390988947366         2.3389468677638
