x[nm]                   E_7_real[eV]            Psi_7_so2_real[nm^-1/2] E_7_imag[eV]            Psi_7_so2_imag[nm^-1/2]
7.1142317671146         2.3390669310193         2.3136330389949         2.3390669310193         2.3201287695161
7.260978922993          2.3390669310193         2.7047537323269         2.3390669310193         2.611358552613
7.4003918486039         2.3390669310193         2.5725201167801         2.3390669310193         2.5128969579433
7.532837099151          2.3390669310193         2.5413497246404         2.3390669310193         2.4896873791696
7.6586629098899         2.3390669310193         2.5085243368666         2.3390669310193         2.4652454850832
7.7782001117354         2.3390669310193         2.4836044424846         2.3390669310193         2.4466900479524
7.891763001107          2.3390669310193         2.4635567783472         2.3390669310193         2.4317624898408
7.9996501663019         2.3390669310193         2.4472282556114         2.3390669310193         2.4196042169197
8.1021452725658         2.3390669310193         2.4337492633499         2.3390669310193         2.4095677139691
8.1995178079279         2.3390669310193         2.4224941640271         2.3390669310193         2.4011871291767
8.2920237917592         2.3390669310193         2.4129993562195         2.3390669310193         2.3941172633642
8.3799064479186         2.3390669310193         2.4049145993236         2.3390669310193         2.3880973262008
8.4633968442558         2.3390669310193         2.3979746971501         2.3390669310193         2.3829298517123
8.5427145001525         2.3390669310193         2.391995860166          2.3390669310193         2.3784779895947
8.6180679636999         2.3390669310193         2.3869330735162         2.3390669310193         2.3747082216355
8.6896553600291         2.3390669310193         2.3827110928674         2.3390669310193         2.3715645206513
8.7576649122373         2.3390669310193         2.3791329274295         2.3390669310193         2.3689002066374
8.8222754362784         2.3390669310193         2.3760614588527         2.3390669310193         2.3666131808097
8.8836568111193         2.3390669310193         2.3734055403636         2.3390669310193         2.3646355749742
8.9419704253995         2.3390669310193         2.3710961862704         2.3390669310193         2.3629160221529
8.9973696017656         2.3390669310193         2.3690789336882         2.3390669310193         2.3614139690988
9.05                    2.3390669310193         2.3673099029468         2.3390669310193         2.3600967428618
9.1                     2.3390669310193         2.3657532461489         2.3390669310193         2.358937650977
9.15                    2.3390669310193         2.3643088622693         2.3390669310193         2.3578621578846
9.2                     2.3390669310193         2.3629705862269         2.3390669310193         2.3568656730445
9.25                    2.3390669310193         2.3617324745785         2.3390669310193         2.3559437709489
9.3                     2.3390669310193         2.3605887789069         2.3390669310193         2.355092171307
9.35                    2.3390669310193         2.3595338096893         2.3390669310193         2.3543066376811
9.4                     2.3390669310193         2.3585617165306         2.3390669310193         2.3535828138472
9.45                    2.3390669310193         2.3576661854348         2.3390669310193         2.3529159983828
9.5                     2.3390669310193         2.3568400386313         2.3390669310193         2.3523008466956
9.55                    2.3390669310193         2.3560747108133         2.3390669310193         2.3517309810295
9.6                     2.3390669310193         2.3553595642881         2.3390669310193         2.3511984805227
9.65                    2.3390669310193         2.3546898202498         2.3390669310193         2.3506997868603
9.7                     2.3390669310193         2.3540624673621         2.3390669310193         2.3502326577911
9.75                    2.3390669310193         2.3534706646757         2.3390669310193         2.3497919995214
9.8                     2.3390669310193         2.3529094663043         2.3390669310193         2.3493741293274
9.85                    2.3390669310193         2.3523752319726         2.3390669310193         2.348976336648
9.9                     2.3390669310193         2.3518652247741         2.3390669310193         2.3485965835735
9.95                    2.3390669310193         2.3513773363668         2.3390669310193         2.3482333002253
10                      2.3390669310193         2.3509098989552         2.3390669310193         2.3478852447573
10.05                   2.3390669310193         2.3504615564074         2.3390669310193         2.3475514073889
