x[nm]                    E_11_real[eV]            Psi_11_so2_real[nm^-1/2] E_11_imag[eV]            Psi_11_so2_imag[nm^-1/2]
7.1142317671146          2.9525116792099          2.9522920511347          2.9525116792099          2.9537624501269
7.260978922993           2.9525116792099          2.9561098030032          2.9525116792099          2.9320205439394
7.4003918486039          2.9525116792099          2.9552362835181          2.9525116792099          2.9369951937733
7.532837099151           2.9525116792099          2.9552096469462          2.9525116792099          2.9371468877199
7.6586629098899          2.9525116792099          2.9551450356814          2.9525116792099          2.9375148456457
7.7782001117354          2.9525116792099          2.9551338721949          2.9525116792099          2.9375784211437
7.891763001107           2.9525116792099          2.9551562945467          2.9525116792099          2.9374507269699
7.9996501663019          2.9525116792099          2.9552065871816          2.9525116792099          2.9371643129266
8.1021452725658          2.9525116792099          2.9552800928106          2.9525116792099          2.9367457020411
8.1995178079279          2.9525116792099          2.9553732597539          2.9525116792099          2.9362151209528
8.2920237917592          2.9525116792099          2.9554832207381          2.9525116792099          2.9355888986407
8.3799064479186          2.9525116792099          2.955607563378           2.9525116792099          2.9348807735171
8.4633968442558          2.9525116792099          2.9557441730736          2.9525116792099          2.9341027881251
8.5427145001525          2.9525116792099          2.9558910551506          2.9525116792099          2.9332663020334
8.6180679636999          2.9525116792099          2.9560459127321          2.9525116792099          2.9323843958423
8.6896553600291          2.9525116792099          2.956211888903           2.9525116792099          2.9314391698397
8.7576649122373          2.9525116792099          2.9563753364435          2.9525116792099          2.9305083442612
8.8222754362784          2.9525116792099          2.9565290316992          2.9525116792099          2.9296330574569
8.8836568111193          2.9525116792099          2.9566713251923          2.9525116792099          2.9288227031219
8.9419704253995          2.9525116792099          2.956801699978           2.9525116792099          2.9280802252298
8.9973696017656          2.9525116792099          2.9569199830934          2.9525116792099          2.9274066087956
9.05                     2.9525116792099          2.957026178975           2.9525116792099          2.9268018285547
9.1                      2.9525116792099          2.9571204319336          2.9525116792099          2.9262650626639
9.15                     2.9525116792099          2.9572072485857          2.9525116792099          2.9257706461668
9.2                      2.9525116792099          2.9572855517744          2.9525116792099          2.9253247134187
9.25                     2.9525116792099          2.9573542798278          2.9525116792099          2.9249333105877
9.3                      2.9525116792099          2.9574124498726          2.9525116792099          2.924602035088
9.35                     2.9525116792099          2.9574592510939          2.9525116792099          2.9243355044704
9.4                      2.9525116792099          2.9574941769047          2.9525116792099          2.9241366037227
9.45                     2.9525116792099          2.9575172082786          2.9525116792099          2.9240054411987
9.5                      2.9525116792099          2.9575290645415          2.9525116792099          2.9239379203737
9.55                     2.9525116792099          2.957531543089           2.9525116792099          2.9239238051696
9.6                      2.9525116792099          2.9575279762212          2.9525116792099          2.9239441183037
9.65                     2.9525116792099          2.9575143027626          2.9525116792099          2.9240219879669
9.7                      2.9525116792099          2.9574866877035          2.9525116792099          2.9241792543491
9.75                     2.9525116792099          2.9574494938313          2.9525116792099          2.9243910715936
9.8                      2.9525116792099          2.957405616183           2.9525116792099          2.9246409526088
9.85                     2.9525116792099          2.9573569689398          2.9525116792099          2.9249179962289
9.9                      2.9525116792099          2.9573048123801          2.9525116792099          2.9252150252312
9.95                     2.9525116792099          2.9572499721608          2.9525116792099          2.9255273375405
10                       2.9525116792099          2.9571929861624          2.9525116792099          2.9258518699552
10.05                    2.9525116792099          2.9571342026409          2.9525116792099          2.9261866391736
10.1                     2.9525116792099          2.9570738456823          2.9525116792099          2.9265303690378
10.15                    2.9525116792099          2.9570120587242          2.9525116792099          2.9268822426778
10.2                     2.9525116792099          2.9569489333899          2.9525116792099          2.9272417383037
10.25                    2.9525116792099          2.9568845285036          2.9525116792099          2.9276085209138
10.3                     2.9525116792099          2.9568188825579          2.9525116792099          2.9279823712955
10.35                    2.9525116792099          2.9567520218251          2.9525116792099          2.928363139829
10.4                     2.9525116792099          2.9566839655836          2.9525116792099          2.9287507167244
10.45                    2.9525116792099          2.9566147294403          2.9525116792099          2.9291450131024
10.5                     2.9525116792099          2.9565443274035          2.9525116792099          2.9295459491851
10.55                    2.9525116792099          2.9564727731442          2.9525116792099          2.9299534471174
10.6                     2.9525116792099          2.9564000807319          2.9525116792099          2.9303674267743
10.65                    2.9525116792099          2.9563262650373          2.9525116792099          2.9307878034681
