k_index,k_per_nm,pair_index,mean_growth_coordinate_nm,well_probability,edge_1nm_probability
0,0,0,12.802220618793632,0.95880348250815839,0.0031762757045504784
0,0,1,17.662010359189043,0.78288975521230453,0.01270062521477555
0,0,2,12.653915536635319,0.99266398662391397,0.00013303700077428203
0,0,3,12.857006389508136,0.95802189639767765,0.0021758350033718363
