wavelength_nm,k_per_nm,k_fraction_pi_over_a,Re_cumulative,Im_cumulative,Re_shell_ending_here,Im_shell_ending_here
540,0.37788581867776,0.067999999999967767,0.63917134101253215,0.0063558815594977908,0.0067413839240542013,7.0683412115390358e-05
540,0.37973820014186999,0.068333333333301535,0.64595678855436933,0.0064271097854197122,0.0067854475418371672,7.1228225921921717e-05
540,0.38159058160596998,0.068666666666633513,0.65278647903850451,0.0064988863193066841,0.0068296904841351385,7.177653388697235e-05
540,0.38344296307008002,0.068999999999967296,0.65966059287207279,0.0065712146837060351,0.0068741138335682911,7.2328364399350744e-05
540,0.38529534453419001,0.069333333333301064,0.66657931155356609,0.0066440984298475423,0.0069187186814932593,7.2883746141507114e-05
540,0.38714772599829,0.069666666666633043,0.67354281768220681,0.0067175411379479678,0.0069635061286407165,7.3442708100425713e-05
540,0.38900010746239999,0.069999999999966825,0.68055129496762878,0.0067915464175230785,0.0070084772854220306,7.4005279575110736e-05
540,0.39085248892650998,0.070333333333300593,0.68760492823951658,0.0068661179077034737,0.0070536332718877832,7.4571490180395299e-05
540,0.39270487039060997,0.070666666666632558,0.69470390345787048,0.0069412592775612751,0.0070989752183539187,7.5141369857801779e-05
540,0.39455725185472001,0.07099999999996634,0.70184840772356438,0.0070169742264442163,0.0071445042656938657,7.5714948882941324e-05
540,0.39640963331883,0.071333333333300122,0.70903862928883565,0.0070932664843133177,0.0071902215652712457,7.6292257869101866e-05
540,0.39826201478293,0.071666666666632087,0.71627475756839643,0.0071701398120914729,0.0072361282795608221,7.6873327778154927e-05
540,0.40011439624703998,0.071999999999965869,0.72355698315081507,0.0072475980020192425,0.0072822255824186756,7.7458189927769586e-05
540,0.40196677771115003,0.072333333333299638,0.73088549780982026,0.0073256448780142829,0.0073285146590052162,7.8046875995040684e-05
540,0.40381915917525002,0.072666666666631616,0.73826049451621412,0.0074042842960416388,0.0073749967063938037,7.8639418027356237e-05
540,0.40567154063936001,0.072999999999965398,0.74568216745004956,0.0074835201444913161,0.0074216729338354975,7.9235848449677062e-05
540,0.40752392210346999,0.073333333333299167,0.75315071201270778,0.007563356344559311,0.007468544562658253,7.9836200067994682e-05
540,0.40937630356756999,0.073666666666631145,0.76066632483958596,0.0076437968506397006,0.007515612826878135,8.0440506080389695e-05
540,0.41122868503167997,0.073999999999964913,0.76822920381304272,0.0077248456507240998,0.007562878973456786,8.1048800084398962e-05
540,0.41308106649579002,0.074333333333298696,0.77583954807522704,0.007806506766804497,0.0076103442621843513,8.1661116080397169e-05
540,0.41493344795989001,0.074666666666630674,0.78349755804151766,0.0078887842552873358,0.0076580099662906555,8.2277488482839558e-05
540,0.416785829424,0.074999999999964442,0.79120343541421589,0.007971682207415072,0.0077058773726982645,8.2897952127736018e-05
540,0.41863821088810999,0.075333333333298225,0.79895738319611043,0.0080552047496911701,0.0077539477818945298,8.3522542276097796e-05
540,0.42049059235220998,0.075666666666630189,0.80675960570465466,0.0081393560443165335,0.0078022225085442867,8.4151294625363495e-05
540,0.42234297381632002,0.075999999999963971,0.8146103085863925,0.0082241402896335442,0.0078507028817378609,8.4784245317010663e-05
540,0.42419535528043001,0.076333333333297754,0.82250969883124658,0.0083095617205736251,0.0078993902448541223,8.5421430940081479e-05
540,0.42604773674453,0.076666666666629718,0.83045798478742561,0.0083956246091165133,0.0079482859561790433,8.6062888542887397e-05
540,0.42790011820863999,0.0769999999999635,0.83845537617657595,0.0084823332647573097,0.00799739138915034,8.6708655640795857e-05
540,0.42975249967274998,0.077333333333297269,0.84650208410878769,0.0085696920349771465,0.0080467079322117004,8.7358770219836355e-05
540,0.43160488113685003,0.077666666666629247,0.85459832109822798,0.0086577053057259219,0.0080962369894402447,8.8013270748775368e-05
540,0.43345726260096001,0.077999999999963029,0.86274430107901534,0.0087463775019129743,0.0081459799807873864,8.8672196187052858e-05
540,0.43530964406507,0.078333333333296798,0.87094023942094267,0.0088357130879015162,0.0081959383419273613,8.933558598854245e-05
540,0.43716202552917,0.078666666666628776,0.87918635294583269,0.0089257165680154561,0.008246113524890044,9.000348011394056e-05
540,0.43901440699327998,0.078999999999962545,0.88748285994413834,0.0090163924870544487,0.0082965069983055879,9.0675919038992595e-05
540,0.44086678845739002,0.079333333333296327,0.89582998019138327,0.0091077454308128511,0.0083471202472449046,9.1352943758402362e-05
540,0.44271916992149002,0.079666666666628291,0.90422793496524367,0.0091997800266114173,0.0083979547738604436,9.2034595798565411e-05
540,0.44457155138560001,0.079999999999962074,0.91267694706287772,0.0092925009438375103,0.0084490120976340299,9.2720917226093763e-05
540,0.44642393284970999,0.080333333333295842,0.92117724081808627,0.0093859128944893816,0.0085002937552085701,9.3411950651871301e-05
540,0.44827631431380999,0.080666666666627834,0.92972904211912877,0.0094800206337336199,0.0085518013010424439,9.4107739244238983e-05
540,0.45012869577791997,0.080999999999961603,0.93833257842678641,0.0095748289604714269,0.0086035363076576322,9.4808326737806574e-05
540,0.45198107724203002,0.081333333333295371,0.94698807879225411,0.0096703427179091455,0.0086555003654677169,9.5513757437718562e-05
540,0.45383345870613001,0.081666666666627363,0.9556957738756926,0.0097665667941423499,0.0087076950834385006,9.6224076233204867e-05
540,0.45568584017024,0.081999999999961132,0.96445589596503645,0.0098635061227491366,0.0087601220893438487,9.693932860678687e-05
540,0.45753822163434998,0.0823333333332949,0.97326867899462455,0.0099611656833879132,0.0088127830295880553,9.7659560638775972e-05
540,0.45939060309844998,0.082666666666626878,0.98213435856450237,0.01005955050240917,0.008865679569877773,9.8384819021256941e-05
540,0.46124298456256002,0.082999999999960661,0.99105317195998199,0.010158665653476805,0.0089188133954796658,9.9115151067633733e-05
540,0.46309536602667001,0.083333333333294443,1.0000253581710228,0.010258516258194215,0.008972186211040763,9.9850604717409679e-05
540,0.46494774749077,0.083666666666626408,1.0090511579122963,0.010359107486744878,0.0090257997412735731,0.00010059122855066373
540,0.46680012895487999,0.083999999999960176,1.018130813643511,0.010460444558542815,0.0090796557312148186,0.00010133707179793687
540,0.46865251041898998,0.084333333333293944,1.0272645695895548,0.010562532742888112,0.0091337559460437645,0.00010208818434529686
540,0.47050489188309003,0.084666666666625937,1.0364526717613356,0.010665377359637473,0.0091881021717807581,0.00010284461674936045
