x[nm]                Bandgap_Gamma[eV]    Bandgap_min[eV]     
12.7                 1.4224821428571      1.4224821428571
12.75                1.4224821428571      1.4224821428571
12.8                 1.4224821428571      1.4224821428571
12.85                1.4224821428571      1.4224821428571
12.9                 1.4224821428571      1.4224821428571
12.95                1.4224821428571      1.4224821428571
13                   1.4224821428571      1.4224821428571
13.05                1.4224821428571      1.4224821428571
13.1                 1.4224821428571      1.4224821428571
13.15                1.4224821428571      1.4224821428571
13.2                 1.4224821428571      1.4224821428571
13.25                1.4224821428571      1.4224821428571
13.3                 1.4224821428571      1.4224821428571
13.35                1.4224821428571      1.4224821428571
13.4                 1.4224821428571      1.4224821428571
13.45                1.4224821428571      1.4224821428571
13.5                 1.4224821428571      1.4224821428571
13.55                1.4224821428571      1.4224821428571
13.6                 1.4224821428571      1.4224821428571
13.65                1.4224821428571      1.4224821428571
13.7                 1.4224821428571      1.4224821428571
13.75                1.4224821428571      1.4224821428571
13.8                 1.4224821428571      1.4224821428571
13.85                1.4224821428571      1.4224821428571
13.9                 1.4224821428571      1.4224821428571
13.95                1.4224821428571      1.4224821428571
14                   1.4224821428571      1.4224821428571
14.05                1.4224821428571      1.4224821428571
14.1                 1.4224821428571      1.4224821428571
14.15                1.4224821428571      1.4224821428571
14.2                 1.4224821428571      1.4224821428571
14.25                1.4224821428571      1.4224821428571
14.3                 1.4224821428571      1.4224821428571
14.35                1.4224821428571      1.4224821428571
14.4                 1.4224821428571      1.4224821428571
14.45                1.4224821428571      1.4224821428571
14.5                 1.4224821428571      1.4224821428571
14.55                1.4224821428571      1.4224821428571
14.6                 1.4224821428571      1.4224821428571
14.65                1.4224821428571      1.4224821428571
14.7                 1.4224821428571      1.4224821428571
14.75                1.4224821428571      1.4224821428571
14.8                 1.4224821428571      1.4224821428571
14.85                1.4224821428571      1.4224821428571
14.9                 1.4224821428571      1.4224821428571
14.95                1.4224821428571      1.4224821428571
15                   1.4224821428571      1.4224821428571
15.05                1.4224821428571      1.4224821428571
15.1                 1.4224821428571      1.4224821428571
15.15                1.4224821428571      1.4224821428571
15.2                 1.4224821428571      1.4224821428571
15.25                1.4224821428571      1.4224821428571
15.3                 1.4224821428571      1.4224821428571
15.35                1.4224821428571      1.4224821428571
15.4                 1.4224821428571      1.4224821428571
15.45                1.4224821428571      1.4224821428571
15.5                 1.4224821428571      1.4224821428571
15.55                1.4224821428571      1.4224821428571
15.6                 1.4224821428571      1.4224821428571
15.65                1.4224821428571      1.4224821428571
15.7                 1.4340874379569      1.4340874379569
15.75                1.468129140678       1.468129140678
15.8                 1.5120378222487      1.5120378222487
15.85                1.5540999681945      1.5540999681945
15.9                 1.5944790419528      1.5944790419528
15.95                1.633338506961       1.633338506961
16                   1.6708418266568      1.6708418266568
16.05                1.7071524644776      1.7071524644776
16.1                 1.7424338838609      1.7424338838609
16.15                1.7768495482441      1.7768495482441
16.2                 1.8105629210649      1.8105629210649
16.25                1.8437374657607      1.8437374657607
16.3                 1.8765366457689      1.8765366457689
16.35                1.9091239245272      1.9091239245272
16.4                 1.941662765473       1.941662765473
16.45                1.9743166320437      1.9743166320437
16.5                 2.007248987677       2.007248987677
16.55                2.0406232958103      2.0406232958103
16.6                 2.0746030198811      2.0746030198811
16.65                2.1093516233268      2.1093516233268
16.7                 2.1359170858135      2.1359170858135
16.75                2.1448955938038      2.1448955938038
16.8                 2.1448955938038      2.1448955938038
16.85                2.1448955938038      2.1448955938038
16.9                 2.1448955938038      2.1448955938038
16.95                2.1448955938038      2.1448955938038
17                   2.1448955938038      2.1448955938038
17.05                2.1448955938038      2.1448955938038
17.1                 2.1448955938038      2.1448955938038
17.15                2.1448955938038      2.1448955938038
17.2                 2.1448955938038      2.1448955938038
17.25                2.1448955938038      2.1448955938038
17.3                 2.1448955938038      2.1448955938038
17.35                2.1448955938038      2.1448955938038
17.4                 2.1448955938038      2.1448955938038
17.45                2.1448955938038      2.1448955938038
17.5                 2.1359170858134      2.1359170858134
17.55                2.1093516233267      2.1093516233267
17.6                 2.0746030198809      2.0746030198809
17.65                2.0406232958102      2.0406232958102
17.7                 2.0072489876769      2.0072489876769
17.75                1.9743166320436      1.9743166320436
17.8                 1.9416627654729      1.9416627654729
17.85                1.9091239245271      1.9091239245271
17.9                 1.8765366457688      1.8765366457688
17.95                1.8437374657605      1.8437374657605
18                   1.8105629210648      1.8105629210648
18.05                1.776849548244       1.776849548244
18.1                 1.7424338838607      1.7424338838607
18.15                1.7071524644775      1.7071524644775
18.2                 1.6708418266567      1.6708418266567
18.25                1.6333385069609      1.6333385069609
18.3                 1.5944790419526      1.5944790419526
18.35                1.5540999681944      1.5540999681944
18.4                 1.5120378222486      1.5120378222486
18.45                1.4681291406778      1.4681291406778
18.5                 1.4340874379568      1.4340874379568
18.55                1.4224821428571      1.4224821428571
18.6                 1.4224821428571      1.4224821428571
18.65                1.4224821428571      1.4224821428571
18.7                 1.4224821428571      1.4224821428571
18.75                1.4224821428571      1.4224821428571
18.8                 1.4224821428571      1.4224821428571
18.85                1.4224821428571      1.4224821428571
18.9                 1.4224821428571      1.4224821428571
18.95                1.4224821428571      1.4224821428571
19                   1.4224821428571      1.4224821428571
19.05                1.4224821428571      1.4224821428571
19.1                 1.4224821428571      1.4224821428571
19.15                1.4224821428571      1.4224821428571
19.2                 1.4224821428571      1.4224821428571
19.25                1.4224821428571      1.4224821428571
19.3                 1.4224821428571      1.4224821428571
19.35                1.4224821428571      1.4224821428571
19.4                 1.4224821428571      1.4224821428571
19.45                1.4224821428571      1.4224821428571
19.5                 1.4224821428571      1.4224821428571
19.55                1.4224821428571      1.4224821428571
19.6                 1.4224821428571      1.4224821428571
19.65                1.4224821428571      1.4224821428571
19.7                 1.4224821428571      1.4224821428571
19.75                1.4224821428571      1.4224821428571
19.8                 1.4224821428571      1.4224821428571
19.85                1.4224821428571      1.4224821428571
19.9                 1.4224821428571      1.4224821428571
19.95                1.4224821428571      1.4224821428571
20                   1.4224821428571      1.4224821428571
20.05                1.4224821428571      1.4224821428571
20.1                 1.4224821428571      1.4224821428571
20.15                1.4224821428571      1.4224821428571
20.2                 1.4224821428571      1.4224821428571
20.25                1.4224821428571      1.4224821428571
20.3                 1.4224821428571      1.4224821428571
20.35                1.4224821428571      1.4224821428571
20.4                 1.4340874379569      1.4340874379569
20.45                1.468129140678       1.468129140678
20.5                 1.5120378222488      1.5120378222488
20.55                1.5540999681946      1.5540999681946
20.6                 1.5944790419528      1.5944790419528
20.65                1.6333385069611      1.6333385069611
20.7                 1.6708418266569      1.6708418266569
20.75                1.7071524644776      1.7071524644776
20.8                 1.7424338838609      1.7424338838609
20.85                1.7768495482441      1.7768495482441
20.9                 1.8105629210649      1.8105629210649
20.95                1.8446016769185      1.8446016769185
21.002630398234      1.8791545651386      1.8791545651386
21.058029574601      1.9152955572221      1.9152955572221
21.116343188881      1.9533252302739      1.9533252302739
21.177724563722      1.9936236192884      1.9936236192884
21.242335087763      2.0366679556124      2.0366679556124
21.310344639971      2.0830539143189      2.0830539143189
21.3819320363        2.1262004436992      2.1262004436992
21.457285499847      2.1448955938038      2.1448955938038
21.536603155744      2.1448955938038      2.1448955938038
21.620093552081      2.1448955938038      2.1448955938038
21.707976208241      2.1448955938038      2.1448955938038
21.800482192072      2.1448955938038      2.1448955938038
21.897854727434      2.1448955938038      2.1448955938038
22.000349833698      2.1448955938038      2.1448955938038
22.108236998893      2.1448955938038      2.1448955938038
22.221799888265      2.1448955938038      2.1448955938038
22.34133709011       2.1448955938038      2.1448955938038
22.467162900849      2.1448955938038      2.1448955938038
22.599608151396      2.1448955938038      2.1448955938038
22.739021077007      2.1448955938038      2.1448955938038
22.885768232885      2.1448955938038      2.1448955938038
23.040235457958      2.1448955938038      2.1448955938038
23.202828889353      2.1448955938038      2.1448955938038
23.373976030245      2.1448955938038      2.1448955938038
23.554126873881      2.1448955938038      2.1448955938038
23.743755086738      2.1448955938038      2.1448955938038
23.94335925392       2.1448955938038      2.1448955938038
24.153464190081      2.1448955938038      2.1448955938038
24.374622319304      2.1448955938038      2.1448955938038
24.60741512758       2.1448955938038      2.1448955938038
24.852454691693      2.1448955938038      2.1448955938038
25.110385288541      2.1448955938038      2.1448955938038
25.381885089121      2.1448955938038      2.1448955938038
25.667667941622      2.1448955938038      2.1448955938038
25.968485248335      2.1448955938038      2.1448955938038
26.285127941298      2.1448955938038      2.1448955938038
26.61842856187       2.1448955938038      2.1448955938038
26.96926344972       2.1448955938038      2.1448955938038
27.33855504696       2.1448955938038      2.1448955938038
27.727274323508      2.1448955938038      2.1448955938038
28.13644333003       2.1448955938038      2.1448955938038
28.567137885197      2.1448955938038      2.1448955938038
29.020490404314      2.1448955938038      2.1448955938038
29.497692876748      2.1448955938038      2.1448955938038
30                   2.1448955938038      2.1448955938038
