x[nm]                Psi^2_1[nm^-1]       Psi^2_2[nm^-1]       Psi^2_3[nm^-1]       Psi^2_4[nm^-1]       Psi^2_5[nm^-1]       Psi^2_6[nm^-1]      
9.1                  0.0078245623904371   0.032020455705554    0.00047694554476165  0.076484565106429    0.11446587636843     0.027782848404082
9.15                 0.0091779568772827   0.037048486587195    0.000550475419833    0.086352917952478    0.12447655700587     0.029963443495884
9.2                  0.010715390962015    0.042655514462391    0.00063218903700306  0.09696318465291     0.13448246726685     0.032095984494967
9.25                 0.012449771110745    0.048858976352246    0.0007222642985541   0.10825273652382     0.14428723431376     0.034131456951383
9.3                  0.01439207182922     0.055664977542229    0.00082070468548525  0.1201289675928      0.15366820451716     0.036015952363932
9.35                 0.016550522362812    0.063065516549633    0.00092729987813931  0.1324662641445      0.16237996090537     0.037691847536176
9.4                  0.018929697075372    0.071035613677262    0.0010415856779304   0.14510370572901     0.17015961614977     0.039099396810885
9.45                 0.02152952658526     0.079530456870263    0.0011628049939034   0.15784379100739     0.17673399513368     0.040178741867975
9.5                  0.024344255804906    0.088482708517584    0.0012898720750409   0.17045249844263     0.18182873412992     0.040872319361712
9.55                 0.027361385164029    0.097800146362833    0.001421342568658    0.18266099307616     0.18517921277514     0.041127617515547
9.6                  0.030560642140466    0.10736383867414     0.001555392334266    0.19416927203001     0.18654310224971     0.040900199816878
9.65                 0.033919659437166    0.11705068641891     0.0016901511928448   0.20469585713506     0.18575801013097     0.040166576726605
9.7                  0.037425488892095    0.1267733990247      0.0018242808272496   0.21404784458525     0.1827984733797      0.038935800055302
9.75                 0.041072564745653    0.13647099361805     0.0019568311544448   0.22209578020525     0.17773408188449     0.037239077822393
9.8                  0.044855096999297    0.14608264487088     0.0020868632781322   0.22872826105805     0.17068391861997     0.035119432731864
9.85                 0.048767080607583    0.15554806650962     0.0022134561392532   0.23385347753165     0.16181375955628     0.032630611272986
9.9                  0.052802305011611    0.16480788944319     0.0023357130401445   0.23740048420664     0.15133217563975     0.029835720904849
9.95                 0.056954363998745    0.17380403413833     0.0024527679961336   0.23932018191278     0.13948562850213     0.026805629880753
10                   0.061216665872936    0.18248007490645     0.002563791869585    0.2395859973805      0.1265526752166      0.02361717028709
10.05                0.065582443919525    0.19078159381731     0.0026679982429471   0.2381942510794      0.11283741836874     0.020351189861109
10.1                 0.07004476714789     0.19865652201957     0.0027646489891984   0.23516420815185     0.098662355456011    0.017090501986384
10.15                0.074596551294905    0.20605546632744     0.0028530595002373   0.23053781173672     0.084360795753362    0.013917785846641
10.2                 0.079230570071717    0.212932019025       0.0029326035361797   0.2243791023747      0.070269022953112    0.010913489982404
10.25                0.083939466636009    0.21924304894507     0.0030027176612162   0.21677333153192     0.056718387865038    0.0081537924086412
10.3                 0.088715765271525    0.22494897199678     0.0030629052346079   0.20782578151309     0.044027517107175    0.0057086690174018
10.35                0.09355188325631     0.23001399944529     0.0031127399285511   0.19766030809913     0.03249482099042     0.0036401192437327
10.4                 0.098440142900835    0.23440636238613     0.0031518687479937   0.18641762608298     0.022391476764889    0.0020005939855282
10.45                0.10337278373689     0.23809851100637     0.0031800145310116   0.17425336143577     0.0139550522184      0.00083166563955078
10.5                 0.10834197483789     0.24106728738278     0.0031969779120352   0.16133589706614     0.0073839195603806   0.0001629739766685
10.55                0.11333982725104     0.24329407073312     0.0032026387340193   0.14784404199261     0.0028325909418742   1.1474585080996e-05
10.6                 0.11835840652164     0.2447648942096      0.0031969568995539   0.13396455619339     0.00040808529120813  0.00038100893827873
10.65                0.12338974528956     0.24547053250177     0.0031799726548871   0.11988956539551     0.00016741189472631  0.0012622069892486
10.7                 0.12842585593807     0.24540655969967     0.003151806304848    0.10581390158908     0.0021162298931165   0.0026327247607828
10.75                0.13345874327473     0.244573377054       0.0031126573606888   0.091932406080308    0.0062087152136355   0.0044578109074641
10.8                 0.13848041722433     0.24297621045943     0.0030628031268836   0.078437232415477    0.012348638067159    0.0066911878833777
10.85                0.14348290551372     0.24062507767666     0.0030025967368916   0.065515186510124    0.020391625674027    0.0092762253723401
10.9                 0.14845826632841     0.23753472549897     0.0029324646518004   0.053345140802343    0.030148557013461    0.012147376226725
10.95                0.15339860092074     0.23372453725729     0.0028529036395657   0.042095558224664    0.041390009773158    0.015231838504699
11                   0.15829606614972     0.22921841124387     0.0027644772562454   0.03192216026871     0.05385165493449     0.018451401462647
11.05                0.1631428869326      0.22404461081727     0.002667811854152    0.022965771422292    0.067240472146227    0.021724428695142
11.1                 0.16793136858838     0.21823558712868     0.0025635921451992   0.015350369817141    0.08124163973987     0.024967928137228
